geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value daf2_d10_N2_d10,log2FC,Student's T-test Test statistic daf2_d10_N2_d10,Sign p-val: 0.05 
sdhb-1,1.00373,0.814432,Q09545,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",17.4898,17.382,17.6138,17.7363,16.9414,17.2083,17.3181,14.7391,0.814432,0.033944,1.00373,1.63432,+
asah-2,-3.54504,7.05313,Q09551,Probable acid ceramidase,10.6834,10.8672,10.5908,10.68,14.382,13.9455,14.3477,14.3265,7.05313,0,-3.54504,-30.1408,+
"F33H1,3",-0.561101,1.04432,Q09556,"Uncharacterized protein F33H1,3",14.3238,14.3046,13.8602,13.26,14.4343,14.2508,14.4722,14.8358,1.04432,0.0162055,-0.561101,-2.01682,+
"CELE_F48E8,3",-1.75672,4.45619,Q09567,Uncharacterized protein,16.6372,16.7153,16.6444,16.8947,18.2932,18.8396,18.183,18.6027,4.45619,0,-1.75672,-10.9207,+
"F48E8,6",-3.59309,4.75777,Q09568,DIS3-like exonuclease 2,12.6407,12.5087,12.6608,12.589,15.7056,15.6774,16.6664,16.7222,4.75777,0,-3.59309,-12.316,+
gmps-1,-1.72339,2.80104,Q09580,Probable GMP synthase [glutamine-hydrolyzing],15.9867,15.7205,16.6238,15.7564,17.992,17.6247,17.1391,18.2252,2.80104,0.000126222,-1.72339,-5.45424,+
metr-1,-1.48295,0.843589,Q09582,Probable methionine synthase,14.5965,14.2893,13.796,12.9021,13.4161,15.4988,15.2738,17.327,0.843589,0.0309236,-1.48295,-1.68305,+
pas-7,0.248655,0.649788,Q09583,Proteasome subunit alpha type-3,17.4267,17.3335,17.1299,17.3735,17.0709,16.6507,17.0565,17.4909,0.649788,0.0580815,0.248655,1.35576,
rnp-7,-0.953568,0.841277,Q09584,RNP (RRM RNA binding domain) containing,15.7534,16.081,15.9495,15.8889,16.562,15.6186,16.9725,18.3339,0.841277,0.0311299,-0.953568,-1.67919,+
emb-8,-1.62697,2.80801,Q09590,NADPH--cytochrome P450 reductase,14.6291,14.386,14.6804,14.954,16.202,15.5809,16.4974,16.8771,2.80801,0.000100269,-1.62697,-5.47135,+
mix-1,-0.746654,1.44052,Q09591,Mitotic chromosome and X-chromosome-associated protein mix-1,13.7331,13.5993,13.563,13.6796,14.3502,14.2745,13.8041,15.1327,1.44052,0.00507564,-0.746654,-2.68561,+
gst-5,1.99677,3.85964,Q09596,Probable glutathione S-transferase 5,17.198,17.3484,17.4568,17.605,15.5358,14.9896,15.955,15.1409,3.85964,0,1.99677,8.57509,+
cdl-1,-2.866,3.92861,Q09599,Histone RNA hairpin-binding protein,14.9576,15.0438,14.5309,14.6353,17.6045,17.1944,17.3114,18.5213,3.92861,0,-2.866,-8.82115,+
vps-11,0.867284,1.49384,Q09600,Vacuolar protein sorting-associated protein 11 homolog,15.2453,15.6308,14.4371,15.2421,13.9832,14.1341,14.1526,14.8164,1.49384,0.00439966,0.867284,2.77816,+
npp-19,1.02436,2.4667,Q09601,Nucleoporin NUP53,15.1869,15.2541,15.3101,15.0126,13.7729,13.8393,14.4813,14.5728,2.4667,0.000458109,1.02436,4.67481,+
ech-4,-1.0698,0.564609,Q09603,Enoyl-CoA Hydratase,16.1379,16.2884,15.4589,16.104,17.0531,15.15,16.7161,19.3492,0.564609,0.0775825,-1.0698,-1.20795,
gst-36,-0.203485,0.286272,Q09607,Probable glutathione S-transferase gst-36,17.4366,17.5707,17.438,17.4423,17.4489,17.5193,17.2001,18.5332,0.286272,0.226841,-0.203485,-0.687779,
lec-8,3.27972,4.43578,Q09610,Probable galaptin lec-8,18.8461,18.662,18.9635,19.1364,15.9772,15.5381,16.1238,14.8502,4.43578,0,3.27972,10.8317,+
ptc-1,-3.89356,4.06152,Q09614,Protein patched homolog 1,10.4966,9.40685,10.7069,10.8227,14.411,13.7233,13.9554,14.9177,4.06152,0,-3.89356,-9.31288,+
puf-12,-1.41849,3.32333,Q09622,Pumilio domain-containing protein 12,15.399,15.4599,14.9559,14.9668,16.7858,16.1846,16.8944,16.5907,3.32333,2.60E-05,-1.41849,-6.85321,+
"ZK673,2",-2.84686,2.07194,Q09629,"Probable adenylate kinase isoenzyme ZK673,2",16.2658,15.9865,16.4621,16.6648,20.0025,18.1249,17.8218,20.8174,2.07194,0.000986301,-2.84686,-3.84863,+
pssy-1,-3.68357,5.7397,Q09643,PhosphatidylSerine SYnthase,10.6729,10.795,10.7285,10.7971,14.0654,14.3303,14.3259,15.0061,5.7397,0,-3.68357,-18.1158,+
"ZK1128,1",-1.44486,0.549871,Q09644,"Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial",17.5853,12.6243,12.7288,13.1881,15.2318,15.0581,15.3295,16.2866,0.549871,0.0813876,-1.44486,-1.182,
ham-3,-1.80393,2.03393,Q09646,Uncharacterized protein,12.4551,13.6447,12.7483,11.4885,14.4625,14.0086,14.2429,14.8383,2.03393,0.00107642,-1.80393,-3.7737,+
gstk-1,-2.17615,4.40138,Q09652,Glutathione S-transferase kappa 1,14.4501,14.5195,14.5153,15.126,16.5416,16.7547,16.863,17.1561,4.40138,0,-2.17615,-10.6833,+
"CELE_ZK1320,9",0.236175,0.222697,Q09657,Uncharacterized protein,16.0317,16.3921,17.3249,17.5003,16.9854,16.4369,15.9795,16.9025,0.222697,0.303167,0.236175,0.555203,
tnc-2,-1.66313,3.78526,Q09665,"Troponin C, isoform 2",17.9555,17.754,17.9129,18.0612,19.6375,19.3996,19.2104,20.0886,3.78526,3.53E-05,-1.66313,-8.31644,+
"C53C9,2",-1.87486,3.37474,Q09936,"Uncharacterized protein C53C9,2",17.9617,18.1342,17.8406,17.896,20.0218,19.7431,19.1661,20.4009,3.37474,2.67E-05,-1.87486,-7.00469,+
"C18A3,3",-1.89854,3.74264,Q09958,Probable rRNA-processing protein EBP2 homolog,15.6384,15.4409,15.8304,15.8804,17.0572,17.5903,17.658,18.0788,3.74264,3.41E-05,-1.89854,-8.17126,+
egg-1,-0.806687,1.15239,Q09967,EGG sterile (Unfertilizable),15.3485,15.2163,14.6686,15.0064,14.867,16.1006,16.3091,16.1898,1.15239,0.0117929,-0.806687,-2.19687,+
sfxn-2,-2.59642,3.31344,Q09972,Sideroflexin,13.3901,13.636,12.7136,12.3646,15.4467,15.2105,16.3189,15.5139,3.31344,2.59E-05,-2.59642,-6.82437,+
"C17G10,1",0.74543,0.629194,Q09973,Uncharacterized protein,14.6879,14.8046,14.9473,14.6606,12.3569,14.4527,14.7436,14.5655,0.629194,0.0622833,0.74543,1.32032,
"C17G10,2",-2.55268,6.44763,Q09974,Uncharacterized protein,13.998,14.0544,13.8521,14.0017,16.5528,16.2558,16.5898,16.7185,6.44763,0,-2.55268,-23.8504,+
lys-8,-0.65491,1.86523,Q09975,LYSozyme,15.7786,15.5645,15.9557,16.0268,16.382,16.0851,16.7902,16.6879,1.86523,0.00151646,-0.65491,-3.44966,+
dhs-6,-1.01962,3.18834,Q09979,"DeHydrogenases, Short chain",16.7071,16.6901,16.7536,16.9572,17.4443,17.6746,18.0082,18.0593,3.18834,6.97E-05,-1.01962,-6.46794,+
"CELE_F45E1,1",0.520124,0.709894,Q09984,Uncharacterized protein,15.3568,15.8457,14.579,14.6653,14.4448,14.2827,14.4849,15.1539,0.709894,0.0478866,0.520124,1.45831,+
"CELE_F45E1,2",0.976759,1.93151,Q09985,Uncharacterized protein,15.4454,15.271,14.7382,15.3653,14.3436,14.3808,13.5856,14.6029,1.93151,0.00128097,0.976759,3.57536,+
ctsa-1,-0.892035,1.14681,Q09991;Q86NG2,Uncharacterized serine carboxypeptidase ctsa-1;CaThepSin A homolog,12.9459,12.5539,14.3397,13.6185,14.2157,13.9928,14.2864,14.5313,1.14681,0.0119235,-0.892035,-2.18754,+
lrs-1,-1.37075,4.8638,Q09996,Leucine--tRNA ligase,16.5231,16.4263,16.4769,16.6435,17.7941,17.8286,17.757,18.1731,4.8638,0,-1.37075,-12.8448,+
nsf-1,-1.45332,1.63199,Q09EE7;Q94392,Uncharacterized protein;Vesicle-fusing ATPase,15.7706,15.7906,15.8313,16.0218,16.647,17.0515,16.8116,18.7174,1.63199,0.0029737,-1.45332,-3.02207,+
che-10,-0.649042,0.928585,Q09EF7,Rootletin,17.1439,16.9456,17.6056,17.3581,17.2819,17.5547,18.0432,18.7695,0.928585,0.023734,-0.649042,-1.82456,+
tax-6,-1.01078,1.29384,Q0G819,Serine/threonine-protein phosphatase 2B catalytic subunit,15.772,15.7717,16.0574,16.9179,16.3404,17.3706,17.0194,17.8317,1.29384,0.00772983,-1.01078,-2.43473,+
"CELE_F53C11,9",-0.916135,2.28974,Q0G820,Uncharacterized protein,16.646,16.6638,16.4892,16.5124,17.7521,17.1118,17.1675,17.9446,2.28974,0.00059805,-0.916135,-4.29305,+
"CELE_M106,3",0.536433,0.227853,Q0G839,Uncharacterized protein,16.5902,16.146,16.944,17.0914,18.9273,15.2248,15.2612,15.2125,0.227853,0.296064,0.536433,0.566243,
mdt-9,-2.04552,4.54183,Q0KHC0,MeDiaTor,15.9027,15.6902,15.5626,15.8083,18.0967,17.6726,17.3724,18.0041,4.54183,0,-2.04552,-11.3013,+
"T19C3,3",-1.9091,2.78063,Q10009,"Uncharacterized protein T19C3,3",17.0847,17.3398,16.7664,17.2806,19.1457,18.7132,18.3611,19.8879,2.78063,0.000163373,-1.9091,-5.40427,+
"T19C3,4",-0.830078,2.29999,Q10010,"Uncharacterized protein T19C3,4",13.8757,13.6776,13.5773,13.3322,14.3715,14.0873,14.4843,14.84,2.29999,0.000599783,-0.830078,-4.31462,+
"T19C3,5",-2.43593,4.01686,Q10011,"Uncharacterized protein T19C3,5",14.5865,14.5243,15.0366,15.2229,16.7452,17.5857,17.6128,17.1704,4.01686,0,-2.43593,-9.14502,+
snr-3,1.98837,2.31668,Q10013,Probable small nuclear ribonucleoprotein Sm D1,15.8581,15.5875,16.8783,16.7988,14.4075,13.3897,14.48,14.892,2.31668,0.000564774,1.98837,4.34991,+
"T25E4,1",-2.30721,4.10602,Q10014,"Uncharacterized protein T25E4,1",11.6133,11.4336,11.4376,11.9383,14.507,13.9271,13.6514,13.5662,4.10602,0,-2.30721,-9.48285,+
"T28D9,1",-2.74598,3.29062,Q10020,"Uncharacterized protein T28D9,1",16.9178,17.319,16.4618,16.7934,19.1964,19.6308,19.0054,20.6434,3.29062,2.54E-05,-2.74598,-6.75822,+
"F15G9,1",-2.44992,5.25471,Q10033,"Uncharacterized protein F15G9,1",17.01,16.9492,17.0005,17.0218,19.3925,19.4026,19.1003,19.8858,5.25471,0,-2.44992,-14.985,+
"R10H1,1",-0.689103,1.21714,Q10043,"Uncharacterized protein R10H1,1",13.2886,13.5515,14.2942,14.2015,14.512,14.4274,14.1683,14.9845,1.21714,0.00977193,-0.689103,-2.30535,+
unc-50,1.00801,1.36961,Q10045,Protein unc-50,15.5795,15.7365,14.5185,14.4172,13.7598,13.8744,13.9857,14.5997,1.36961,0.0061727,1.00801,2.56369,+
"CELE_T10F2,2",-0.652777,2.04049,Q10050,Uncharacterized protein,13.8435,13.5119,13.967,14.004,14.4533,14.2927,14.3277,14.8638,2.04049,0.00105653,-0.652777,-3.78657,+
prp-19,-0.754633,0.791879,Q10051,Pre-mRNA-processing factor 19,15.863,15.8653,15.8813,15.9465,16.929,15.9563,15.8343,17.855,0.791879,0.0368735,-0.754633,-1.59654,+
"C23G10,2",-1.25897,3.70153,Q10121,"RutC family protein C23G10,2",17.9208,17.8705,17.7945,17.9233,18.6915,19.1809,19.3813,19.2911,3.70153,3.30E-05,-1.25897,-8.03333,+
"F52C9,3",-3.26033,2.91823,Q10123,"Uncharacterized protein F52C9,3",12.8151,12.286,11.986,14.2635,16.1967,15.7927,16.7818,15.6207,2.91823,8.53E-05,-3.26033,-5.74748,+
mrps-16,-3.30587,4.06638,Q10129,"Probable 28S ribosomal protein S16, mitochondrial",14.4759,13.9849,14.3177,14.2691,18.0018,17.5589,16.613,18.0974,4.06638,0,-3.30587,-9.3313,+
cex-1,1.10092,1.15238,Q10131,Calexcitin-1,16.0677,15.2575,16.4227,15.7201,15.1197,13.4638,15.2561,15.2247,1.15238,0.0117898,1.10092,2.19685,+
his-71;his-72,-3.04563,6.81131,Q10453;Q9U281,"Histone H3,3 type 1;Histone H3,3 type 2",18.5599,18.2432,18.5705,18.6436,21.59,21.5011,21.3984,21.7102,6.81131,0,-3.04563,-27.4534,+
"F46H5,3",-1.38442,3.23725,Q10454,"Probable arginine kinase F46H5,3",20.5245,20.2693,20.7244,20.7759,21.8123,21.8907,21.6642,22.4644,3.23725,4.24E-05,-1.38442,-6.60548,+
"B0286,3",0.321072,1.01019,Q10457,Probable multifunctional protein ADE2,16.6369,16.9309,16.8849,17.0045,16.3995,16.922,16.2614,16.59,1.01019,0.0181225,0.321072,1.9601,+
cah-5,-1.79586,1.09966,Q10462,Putative carbonic anhydrase 5,12.6438,14.3966,13.2913,10.3724,14.4252,14.3284,14.4819,14.6521,1.09966,0.0137508,-1.79586,-2.10889,+
dpy-18,-2.07977,3.16897,Q10576,Prolyl 4-hydroxylase subunit alpha-1,15.0843,15.1581,15.1486,15.4974,16.9373,16.8412,17.2287,18.2002,3.16897,6.89E-05,-2.07977,-6.41408,+
rpb-2,-2.16917,1.90933,Q10578,DNA-directed RNA polymerase II subunit RPB2,15.3348,14.8748,14.3656,15.225,17.7049,16.0117,16.3203,18.44,1.90933,0.0013435,-2.16917,-3.53308,+
cyb-1,-0.975515,1.63775,Q10653,G2/mitotic-specific cyclin-B1,13.1533,12.8519,13.9824,12.5675,14.0794,14.1354,13.8767,14.3655,1.63775,0.00294792,-0.975515,-3.03237,+
tpi-1,0.17529,0.464573,Q10657,Triosephosphate isomerase,19.4998,19.5537,19.5135,19.5778,19.3309,18.908,19.4985,19.7063,0.464573,0.110649,0.17529,1.02913,
dpy-30,-1.59114,2.91762,Q10661,Dosage compensation protein dpy-30,17.9645,18.0789,17.7959,17.6952,19.4621,18.9449,19.2965,20.1956,2.91762,8.53E-05,-1.59114,-5.74593,+
icl-1,-1.67793,4.59061,Q10663,Bifunctional glyoxylate cycle protein,18.6684,18.6998,18.8297,19.0228,20.3372,20.3379,20.4143,20.843,4.59061,0,-1.67793,-11.5235,+
mek-2,0.431153,0.354552,Q10664,Dual specificity mitogen-activated protein kinase kinase mek-2,14.9462,15.0733,15.4095,15.4609,14.0475,15.6721,15.6623,13.7834,0.354552,0.170585,0.431153,0.822917,
rnp-1,1.49304,2.81296,Q10667,RNA-binding protein rnp-1,16.1248,16.3536,15.4572,15.8958,14.414,14.0474,14.4123,14.9855,2.81296,0.000100584,1.49304,5.48354,+
glt-1,-1.61504,2.95268,Q10901,Excitatory amino acid transporter,16.9228,17.0181,17.059,16.9745,17.7936,18.7562,18.9352,18.9494,2.95268,8.72E-05,-1.61504,-5.83583,+
psmd-9,-1.87425,3.37229,Q10920,Probable 26S proteasome non-ATPase regulatory subunit 9,15.1611,15.2787,15.145,15.4018,17.8935,16.9096,16.7426,16.9379,3.37229,2.66E-05,-1.87425,-6.99739,+
sid-3,-1.24065,1.40326,Q10925,Tyrosine-protein kinase sid-3,12.5913,12.1537,13.6445,13.8051,13.8631,14.2081,14.0773,15.0087,1.40326,0.00564091,-1.24065,-2.62139,+
abi-1,-2.89432,5.02932,Q10929,ABl Interactor homolog,13.5632,13.7556,13.8863,13.5475,16.2066,16.3378,17.0683,16.7171,5.02932,0,-2.89432,-13.713,+
lgg-3,-2.95577,4.19062,Q10931,Ubiquitin-like protein ATG12,13.937,14.1906,13.8896,13.1999,16.763,16.2266,17.2742,16.7764,4.19062,0,-2.95577,-9.81361,+
"B0310,1",-2.69606,0.978587,Q10937,"Uncharacterized protein B0310,1",14.0621,7.82483,11.4982,13.186,14.1535,13.646,14.4335,15.1224,0.978587,0.0204288,-2.69606,-1.90762,+
ugt-46,-3.18841,2.86116,Q10941,Putative UDP-glucuronosyltransferase ugt-46,18.0778,18.108,18.5838,18.7906,20.4216,21.0969,21.851,22.9445,2.86116,8.24E-05,-3.18841,-5.60329,+
"arf-1,2",-2.31053,3.49391,Q10943,ADP-ribosylation factor 1-like 2,17.2459,17.1902,17.639,17.8674,19.6604,19.2622,19.7194,20.5426,3.49391,2.85E-05,-2.31053,-7.36629,+
pho-5,-3.57685,6.31458,Q10944,Putative acid phosphatase 5,10.6947,10.8666,10.7337,10.8082,14.4008,13.9272,14.4248,14.6577,6.31458,0,-3.57685,-22.6519,+
psd-1,-0.0931106,0.197579,Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",14.0207,14.4728,14.108,13.927,14.1551,13.9814,14.1271,14.6375,0.197579,0.340936,-0.0931106,-0.500595,
"B0361,6",-0.432697,0.928176,Q10950,"Putative methyltransferase B0361,6",14.3307,14.0707,14.6127,14.3564,14.4762,14.744,15.3782,14.5028,0.928176,0.023738,-0.432697,-1.82388,+
"B0336,3",-0.730959,1.97625,Q10954,Uncharacterized protein,13.9251,13.6317,14.2754,14.3565,14.7184,14.7298,14.576,15.0883,1.97625,0.00114212,-0.730959,-3.66138,+
tag-320,-1.83148,3.20604,Q11067,Probable protein disulfide-isomerase A6,16.9758,16.591,17.246,17.3672,18.3744,18.7599,18.9256,19.446,3.20604,7.03E-05,-1.83148,-6.51745,+
"B0403,3",-2.9129,3.35669,Q11077,"Uncharacterized protein B0403,3",14.6831,14.5979,14.4861,14.4435,17.9229,17.3128,16.3664,18.26,3.35669,2.64E-05,-2.9129,-6.95119,+
"C02F12,5",2.37498,4.03817,Q11101,"BPTI/Kunitz inhibitor domain-containing protein C02F12,5",16.775,16.5155,16.9014,16.8815,14.049,14.3255,14.1032,15.0959,4.03817,0,2.37498,9.22478,+
lmp-1,1.07515,1.37807,Q11117,LAMP family protein lmp-1,19.3839,19.4949,19.6515,19.3867,18.349,17.7569,19.5832,17.9274,1.37807,0.00604151,1.07515,2.57817,+
"C03F11,3",0.00440216,0.00482956,Q11124,"Uncharacterized protein C03F11,3",14.8274,14.0574,14.0868,14.8707,14.056,14.2837,14.4639,15.0211,0.00482956,0.976291,0.00440216,0.0144478,
cht-1,-0.867713,1.90881,Q11174,Probable endochitinase,17.625,17.5227,17.6356,17.8229,17.8847,18.7646,18.4507,18.9772,1.90881,0.00134307,-0.867713,-3.53208,+
unc-78,-0.99041,2.31081,Q11176,Actin-interacting protein 1,16.8038,16.8369,16.7053,16.9886,17.5603,17.7849,17.4922,18.4589,2.31081,0.000582849,-0.99041,-4.33748,+
vps-16,-1.57136,0.686108,Q11182,Vacuolar protein sorting-associated protein 16 homolog,14.6604,13.8119,9.65875,12.7906,14.2437,14.1912,13.9527,14.8195,0.686108,0.0513583,-1.57136,-1.41787,
txdc-9,-3.03547,2.36068,Q11183,Thioredoxin domain-containing protein 9,12.7137,11.922,11.668,9.7093,13.9463,14.3687,15.066,14.7741,2.36068,0.000476684,-3.03547,-4.44373,+
"C05D11,5",-3.63687,2.01226,Q11185,Putative hydroxypyruvate isomerase,14.8638,16.5257,14.6774,15.2097,18.1504,17.5798,18.5654,21.5285,2.01226,0.00107798,-3.63687,-3.7313,+
mrps-17,-1.63975,2.69473,Q11189,"28S ribosomal protein S17, mitochondrial",14.6253,14.644,14.7774,14.8105,16.3688,15.4692,16.732,16.8463,2.69473,0.000237574,-1.63975,-5.19755,+
let-721,-1.02121,1.55215,Q11190,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",16.0494,16.3944,16.263,16.4041,17.1338,17.0734,16.6968,18.2918,1.55215,0.00383762,-1.02121,-2.88035,+
sodh-1,-2.673,4.01608,Q17334,Alcohol dehydrogenase 1,18.014,18.0892,18.2935,18.392,20.5693,20.9744,20.3311,21.606,4.01608,0,-2.673,-9.14209,+
"H24K24,3",-1.37951,1.74664,Q17335,Alcohol dehydrogenase class-3,16.8565,16.7389,16.8164,16.9942,17.7123,18.094,17.65,19.4678,1.74664,0.00223841,-1.37951,-3.22953,+
let-858,0.573153,0.701945,Q17336,Pre-mRNA-splicing factor CWC22 homolog,14.6161,14.9109,14.5149,15.7827,13.7696,14.1002,14.9632,14.6991,0.701945,0.0492598,0.573153,1.44481,+
gld-1,-2.21493,4.27695,Q17339,Female germline-specific tumor suppressor gld-1,15.1587,14.8466,14.4675,14.8804,16.7989,16.7365,17.3472,17.3303,4.27695,0,-2.21493,-10.1618,+
ccf-1,-2.43779,4.079,Q17345,CCR4-NOT transcription complex subunit 7,13.3216,13.9201,14.2826,13.4389,16.0268,16.4239,16.3873,15.8764,4.079,0,-2.43779,-9.37931,+
snr-1,-0.263952,0.251859,Q17348,Small nuclear ribonucleoprotein Sm D3,16.1877,16.031,16.3841,17.003,17.0735,16.7485,17.2436,15.596,0.251859,0.264267,-0.263952,-0.616943,
usp-14,-2.4224,1.40253,Q17361,Ubiquitin carboxyl-terminal hydrolase 14,16.5756,16.8333,16.6416,16.4565,17.9751,17.8941,21.7778,18.5496,1.40253,0.00570423,-2.4224,-2.62013,+
cul-1,0.186805,0.0809162,Q17389,Cullin-1,14.4239,16.3092,16.5641,15.6149,15.7116,13.6545,15.8915,16.9072,0.0809162,0.634398,0.186805,0.224241,
cul-2,-1.45578,2.83015,Q17390,Cullin-2,14.2627,13.739,13.701,14.228,14.9346,15.9056,15.2533,15.6602,2.83015,0.000101312,-1.45578,-5.52605,+
cul-3,-2.84527,4.10064,Q17391,Cullin-3,12.9464,12.413,12.1973,13.1157,15.6028,15.517,14.9627,15.9708,4.10064,0,-2.84527,-9.46214,+
cul-4,-3.8076,2.95895,Q17392,Cullin-4,15.5365,15.8342,15.3874,15.83,19.4691,18.0556,19.1427,21.1509,2.95895,8.74E-05,-3.8076,-5.85201,+
ugt-49,-3.05683,4.77528,Q17399,UDP-glucuronosyltransferase,16.0529,15.7993,16.2629,16.6817,18.9978,19.6185,18.9722,19.4356,4.77528,0,-3.05683,-12.4019,+
ugt-1,-0.185335,0.414535,Q17403,UDP-GlucuronosylTransferase,14.7406,15.0042,15.0032,15.4726,15.0592,15.2296,15.0723,15.6009,0.414535,0.133456,-0.185335,-0.936833,
ugt-2,-1.98264,2.50525,Q17404,UDP-GlucuronosylTransferase,11.4057,11.6751,12.5137,12.3798,13.195,13.7531,14.32,14.6368,2.50525,0.000443407,-1.98264,-4.76065,+
"AC3,5",-2.25055,3.86014,Q17405,"Aminopeptidase-like protein AC3,5",17.0393,17.2017,16.6226,16.8421,19.1844,18.8768,18.8208,19.826,3.86014,0,-2.25055,-8.57685,+
lin-24,-3.23305,2.42098,Q17410,Uncharacterized protein,13.1579,13.1189,13.5014,14.2236,16.6331,17.3949,14.9358,17.9702,2.42098,0.000451003,-3.23305,-4.57427,+
"B0001,4",-2.22397,2.80434,Q17413,Probable uridine-cytidine kinase,14.4223,14.8611,14.8349,13.9033,15.985,17.246,16.3246,17.3618,2.80434,9.99E-05,-2.22397,-5.46234,+
"B0024,10",-0.509786,0.940533,Q17425,Uncharacterized protein,14.2498,13.9948,13.5639,13.7661,14.421,13.9414,14.2121,15.0392,0.940533,0.0229372,-0.509786,-1.84441,+
"B0024,11",-1.23457,2.8445,Q17426,"Putative pseudouridine synthase B0024,11",15.033,14.8318,14.7213,14.6727,16.42,15.6559,15.7274,16.3937,2.8445,0.000102004,-1.23457,-5.56168,+
gna-1,0.540458,0.671857,Q17427,Glucosamine 6-phosphate N-acetyltransferase,15.0585,15.2906,14.6232,14.3707,14.1626,14.3753,13.5274,15.1159,0.671857,0.0539118,0.540458,1.39355,
"B0024,13",-2.09171,4.49854,Q17428,Polyprenol reductase,13.1895,13.5396,12.7305,12.8315,15.2259,15.0978,15.0948,15.2393,4.49854,0,-2.09171,-11.1074,+
sart-3,-0.739875,1.08163,Q17430,SART-3/p110 homolog,14.7494,14.7196,14.7836,15.1299,15.9838,15.8453,15.9519,14.5609,1.08163,0.0145851,-0.739875,-2.07887,+
leo-1,-3.02634,3.63953,Q17431,RNA polymerase-associated protein LEO1,13.0639,13.5949,12.7492,11.9993,15.6068,16.1395,15.4853,16.281,3.63953,3.14E-05,-3.02634,-7.82902,+
"B0035,3",-1.75146,3.06488,Q17432,Uncharacterized protein,15.1678,15.0466,14.9115,15.5159,16.4746,17.2532,16.4773,17.4426,3.06488,6.53E-05,-1.75146,-6.13059,+
dnj-2,-0.33962,0.626414,Q17433,DnaJ homolog dnj-2,13.9815,14.053,13.1428,13.3813,13.8175,13.81,13.9339,14.3555,0.626414,0.0628359,-0.33962,-1.31552,
pfd-4,-0.680782,0.821051,Q17435,Probable prefoldin subunit 4,16.7485,16.8739,16.3978,16.8624,17.174,16.8978,16.9504,18.5834,0.821051,0.0331834,-0.680782,-1.64539,+
"B0035,6",-2.64808,3.45857,Q17436,Uncharacterized protein,12.1497,12.1539,11.0256,11.832,14.4851,14.4407,13.803,15.0248,3.45857,2.80E-05,-2.64808,-7.25751,+
"B0035,13",-1.80842,1.17078,Q17437,Uncharacterized protein,13.6752,12.7371,15.4874,13.8858,14.1144,16.812,16.135,15.9579,1.17078,0.0111145,-1.80842,-2.22761,+
dnj-1,-0.0910699,0.0903066,Q17438,DnaJ homolog subfamily B member 1,14.0653,14.4411,13.9709,15.297,14.2319,14.4073,14.3494,15.1499,0.0903066,0.602711,-0.0910699,-0.248199,
"B0035,15",-3.42037,4.88149,Q17439,"Uncharacterized protein B0035,15",13.1987,13.7333,13.3846,13.5409,16.6088,16.9664,16.4424,17.5214,4.88149,0,-3.42037,-12.9351,+
pmk-1,-0.832262,1.51444,Q17446,Mitogen-activated protein kinase pmk-1,13.6735,13.9784,13.4718,13.3636,13.8494,14.4096,14.4235,15.1338,1.51444,0.00418573,-0.832262,-2.81416,+
faah-2,-1.36991,2.19519,Q17447,Fatty Acid Amide Hydrolase homolog,13.3819,12.9879,13.2698,12.0987,14.0565,14.2994,14.0889,14.7732,2.19519,0.000668757,-1.36991,-4.09686,+
faah-1,-1.77768,3.00348,Q17449,Fatty acid amide hydrolase 1,12.7891,12.8239,13.2259,12.1845,14.4003,14.2227,14.3691,15.142,3.00348,6.35E-05,-1.77768,-5.96794,+
clec-51,-3.58158,4.96528,Q17450,C-type LECtin,10.7187,10.6319,10.5707,10.7926,14.2633,13.6977,14.1152,14.9639,4.96528,0,-3.58158,-13.3708,+
clec-52,-0.540764,1.40022,Q17452,C-type LECtin,16.7497,17.0052,16.1258,16.3092,17.153,17.1847,17.0322,16.983,1.40022,0.00571491,-0.540764,-2.61616,+
pitr-3,-5.67213,8.652,Q17455,Phosphate transporter,10.6105,10.6303,10.3262,10.7966,16.2977,16.2163,16.2131,16.325,8.652,0,-5.67213,-55.7851,+
"B0222,5",-1.90715,3.85265,Q17457,Uncharacterized protein,15.3568,15.4399,14.9049,15.1757,17.1183,17.2874,17.4923,16.608,3.85265,0,-1.90715,-8.5505,+
ttr-18,-1.274,2.14133,Q17473,TransThyretin-Related family domain,19.0646,19.0465,18.9072,18.9638,19.8533,20.3342,19.749,21.1416,2.14133,0.000783054,-1.274,-3.98737,+
"B0334,3",-1.32124,3.83453,Q17474,Uncharacterized protein,16.5377,16.5814,16.5701,16.9971,17.8963,17.8126,17.9461,18.3161,3.83453,0,-1.32124,-8.48701,+
"B0334,3",-1.79011,4.97255,Q17475,Uncharacterized protein,12.6952,12.7057,12.6599,12.4726,14.3446,14.2706,14.2925,14.7861,4.97255,0,-1.79011,-13.4092,+
