geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value eat2_d1_N2_d1,log2FC,Student's T-test Test statistic eat2_d1_N2_d1,Sign p-val: 0.05 
"C01B10,10",-0.298871,0.529873,Q17542,Uncharacterized protein,11.1704,11.0954,10.6711,10.8257,11.2129,11.8291,10.6879,11.2283,0.529873,0.452441,-0.298871,-1.1466,
"C01B10,3",0.445152,1.72236,Q17543,Uncharacterized protein,15.3294,14.9384,15.0163,15.0735,14.9273,14.6414,14.6246,14.3837,1.72236,0.0803782,0.445152,3.18519,
"C01F1,3",0.158548,0.544161,Q17556,Uncharacterized protein,15.2852,15.4664,15.0105,15.4407,14.9444,15.3614,15.1132,15.1496,0.544161,0.442452,0.158548,1.17192,
sco-1,-0.16094,1.30863,Q17557,SCO (Yeast Suppressor of Cytochrome Oxidase deficiency) homolog,15.7337,15.6493,15.6155,15.7534,15.8887,15.7433,15.7738,15.9899,1.30863,0.140068,-0.16094,-2.45981,
"C01F1,1",0.675718,1.8633,Q17558,Uncharacterized protein,14.6834,14.2166,13.9693,13.9188,13.7101,13.5329,13.2809,13.5615,1.8633,0.0672407,0.675718,3.44604,
aly-1,-0.131873,0.403413,Q17561,Ref/ALY RNA export adaptor family,15.1703,14.8043,15.0886,15.2312,15.1161,15.0916,15.0832,15.5309,0.403413,0.544289,-0.131873,-0.916,
"C01G5,5",0.801808,0.860688,Q17568,Uncharacterized protein,14.1432,13.5102,13.6407,13.7829,13.0355,13.3479,11.7039,13.7823,0.860688,0.273313,0.801808,1.71157,
ddi-1,0.248018,1.03745,Q17569,Dna (DNA) Damage Inducible homolog,14.2598,14.3641,14.3666,14.5935,13.9565,14.0506,14.1578,14.427,1.03745,0.209502,0.248018,2.0054,
aqp-2,0.142952,0.763244,Q17571;Q7JMQ6,AQuaPorin or aquaglyceroporin related,17.2743,16.9895,16.875,16.997,16.9017,16.7878,16.9166,16.9578,0.763244,0.316626,0.142952,1.54844,
"C01G6,3",-0.356068,2.62781,Q17572,Uncharacterized protein,15.5722,15.3923,15.3817,15.325,15.8485,15.7214,15.6708,15.8547,2.62781,0.0255163,-0.356068,-5.04033,+
tag-165,0.105238,0.553924,Q17574,Putative methionine synthase reductase,15.3956,15.3434,15.1438,15.3373,15.097,15.2513,15.0792,15.3716,0.553924,0.435288,0.105238,1.18915,
acs-7,0.0138597,0.0196489,Q17577,Fatty Acid CoA Synthetase family,12.1004,12.3772,12.8414,12.7444,12.4158,12.2346,12.3643,12.9933,0.0196489,0.968823,0.0138597,0.0578261,
"C01H6,4",0.403652,0.375765,Q17585,Flavin-containing monooxygenase,13.6028,11.9678,12.93,13.1401,13.1105,11.7949,12.1583,12.9623,0.375765,0.569983,0.403652,0.863657,
"C02G6,1",0.420138,0.469438,Q17592,Uncharacterized protein,14.9911,15.8731,15.3889,16.3809,14.4958,15.6072,15.6729,15.1775,0.469438,0.498444,0.420138,1.03799,
"C02G6,2",0.826397,0.871636,Q17593,Uncharacterized protein,17.1475,15.5676,17.037,16.5491,16.6611,15.445,15.6352,15.2542,0.871636,0.268607,0.826397,1.72982,
"C03A3,2",0.46718,0.347254,Q17598,Transmembrane protein 104 homolog,15.127,14.7971,15.8968,13.4296,14.5221,14.1212,13.7635,14.975,0.347254,0.594809,0.46718,0.808774,
npp-14,0.138737,0.295477,Q17602,Nuclear pore complex protein 14,14.0204,13.4132,13.6811,13.9648,13.8073,13.2855,13.5396,13.8922,0.295477,0.640656,0.138737,0.706394,
asfl-1,-0.102255,0.208708,Q17603,Probable histone chaperone asf-1-like protein,12.808,13.5319,13.4419,12.9748,13.0804,13.4647,13.2491,13.3714,0.208708,0.729833,-0.102255,-0.524964,
"rpl-24,2",-0.799862,1.52274,Q17606,Probable ribosome biogenesis protein RLP24,16.1502,15.1131,15.2104,15.0363,16.3604,15.8681,16.1657,16.3151,1.52274,0.104066,-0.799862,-2.82869,
arrd-25,0.0922546,0.468357,Q17624,ARRestin Domain protein,15.6549,15.4744,15.4254,15.4768,15.6065,15.3153,15.2865,15.4542,0.468357,0.49952,0.0922546,1.03603,
"C04C11,1",-0.182475,0.299151,Q17625,Uncharacterized protein,13.4422,14.3456,13.6255,13.4767,14.207,14.0897,13.7055,13.6178,0.299151,0.637483,-0.182475,-0.713785,
spch-1,-0.710332,1.21355,Q17626,SPerm CHromatin enriched,14.1699,13.723,13.1749,13.4694,14.0974,14.7404,14.7083,13.8325,1.21355,0.161004,-0.710332,-2.29932,
"C04G2,2;CELE_W01B6,2",3.37032,0.690232,Q17631;Q23103,Uncharacterized protein,10.6395,9.19832,10.338,10.6015,10.0144,7.54239,0,9.73919,0.690232,0.352008,3.37032,1.42489,
dis-3,-0.02284,0.0730104,Q17632,Probable exosome complex exonuclease RRP44,14.3622,14.2506,14.0998,14.3921,14.3132,14.2998,14.0704,14.5127,0.0730104,0.898178,-0.02284,-0.203784,
"C04G2,9",-0.763293,3.35812,Q17633,Uncharacterized protein,14.842,14.6895,14.5518,14.8838,15.5448,15.3078,15.4776,15.6901,3.35812,0.00969697,-0.763293,-6.95542,+
ndc-80,0.0613301,0.0201803,Q17635,Kinetochore protein ndc-80,10.8645,13.1026,12.9974,12.4106,11.6578,14.3689,12.9306,10.1725,0.0201803,0.96768,0.0613301,0.059356,
"C04G6,4",0.386005,0.492759,Q17636,Uncharacterized protein,13.5671,12.7111,12.5433,13.4523,11.998,12.9594,13.115,12.6573,0.492759,0.480227,0.386005,1.08021,
"C05C12,5",-0.00101733,0.000846059,Q17648,Uncharacterized protein,10.0827,10.3096,9.28947,10.4786,10.6246,9.85557,9.2778,10.4064,0.000846059,0.998065,-0.00101733,-0.00254254,
amt-4,0.193095,0.467625,Q17663,Ammonium transporter,15.1971,15.6373,15.2462,15.5994,15.0363,14.9826,15.6288,15.2601,0.467625,0.499748,0.193095,1.03469,
lnp-1,0.0532575,0.0888939,Q17667,Protein lunapark-1,12.8197,12.8912,13.4457,13.427,12.8819,12.833,13.3835,13.2721,0.0888939,0.878596,0.0532575,0.244617,
"C05G5,2",1.72723,1.59254,Q17676,Uncharacterized protein,13.3703,12.7451,12.6323,13.8338,12.6485,10.1641,11.2374,11.6226,1.59254,0.0960329,1.72723,2.95177,
rpb-6,-0.115122,0.182093,Q17684,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2",16.3679,15.3916,15.7426,15.5776,16.2053,15.9326,15.5992,15.8032,0.182093,0.763383,-0.115122,-0.466199,
mvb-12,-0.0507205,0.146595,Q17687,MVB (Yeast MultiVesicular Body sorting factor) related,14.249,14.372,14.506,13.9441,14.4245,14.1953,14.2601,14.3941,0.146595,0.807507,-0.0507205,-0.384996,
"C06A6,5",-0.192597,0.303414,Q17688,"Thioredoxin domain-containing protein C06A6,5",15.2402,15.6821,14.9249,15.8505,15.3105,16.0738,15.6045,15.4794,0.303414,0.633331,-0.192597,-0.722338,
mthf-1,-0.15087,0.451416,Q17693,Probable methylenetetrahydrofolate reductase,17.8885,17.6806,18.1066,18.1888,18.234,18.2992,17.8628,18.072,0.451416,0.511081,-0.15087,-1.00508,
"C06A8,3",0.133253,0.435995,Q17698,Uncharacterized protein,21.1573,20.666,20.8721,20.7909,20.802,20.4759,20.8266,20.8488,0.435995,0.521259,0.133253,0.976691,
stdh-1,0.280515,0.612788,Q17703,Putative steroid dehydrogenase 1,13.5275,14.127,13.9263,14.266,13.3558,13.553,13.7837,14.0322,0.612788,0.39657,0.280515,1.29196,
"C06B3,6",-0.2463,0.468929,Q17705,Uncharacterized protein,14.0999,14.0937,14.0288,13.5292,13.621,14.5085,14.2957,14.3116,0.468929,0.498915,-0.2463,-1.03707,
ain-1,0.129375,0.433975,Q17740,ALG-1 INteracting protein,16.1995,15.931,15.6803,15.6198,15.7355,15.7109,15.7608,15.7059,0.433975,0.522063,0.129375,0.972956,
trxr-1,0.567398,2.06396,Q17745;V6CLN2,Thioredoxin reductase 1;ThioRedoXin Reductase,14.804,14.4818,14.2751,14.6716,13.8611,13.9373,13.8988,14.2657,2.06396,0.0501764,0.567398,3.83285,+
ufl-1,0.0832446,0.257389,Q17750,E3 UFM1-protein ligase 1 homolog,14.7907,14.7051,14.8638,14.7634,14.7131,14.5436,14.4803,15.0531,0.257389,0.681416,0.0832446,0.628466,
"tin-9,1",-1.12553,1.44866,Q17754,Mitochondrial import inner membrane translocase subunit Tim9,14.8965,14.3083,15.5029,14.4576,15.6013,15.3547,15.8959,16.8155,1.44866,0.116317,-1.12553,-2.69968,
pept-2,0.0314753,0.0229658,Q17758,Peptide transporter family 2,11.3508,12.9079,12.8203,12.6066,11.9351,12.5109,13.1763,11.9373,0.0229658,0.965052,0.0314753,0.0673476,
"T25B9,9",0.383375,2.47871,Q17761,"6-phosphogluconate dehydrogenase, decarboxylating",18.1218,17.9522,17.9315,18.1242,17.5618,17.5631,17.6442,17.8271,2.47871,0.0296713,0.383375,4.70144,+
atp-5,-0.213387,0.785982,Q17763,ATP synthase subunit,20.2148,20.6453,20.3689,20.2628,20.4129,20.7671,20.7292,20.4363,0.785982,0.308023,-0.213387,-1.58665,
"C06H2,2",0.269405,0.465698,Q17764,Uncharacterized protein,14.3902,14.5802,13.9658,14.3542,13.6252,14.1744,14.6395,13.7735,0.465698,0.501505,0.269405,1.03118,
jmjd-5,-0.465603,0.394034,Q17765,JuMonJi (Transcription factor) Domain protein,16.6248,17.3081,17.1147,18.2018,17.3379,18.6228,18.2579,16.8931,0.394034,0.55256,-0.465603,-0.898336,
pdi-2,-0.225052,0.787854,Q17770,Protein disulfide-isomerase 2,20.3545,20.774,20.5047,20.1274,20.5745,20.7275,20.7392,20.6194,0.787854,0.307379,-0.225052,-1.58979,
nuc-1,-0.409513,1.72542,Q17778,Deoxyribonuclease-2,15.3084,15.6292,15.5899,15.2297,15.9301,15.7521,16.0324,15.6808,1.72542,0.0801821,-0.409513,-3.19076,
"C07D10,5",0.769563,1.35794,Q17780,Uncharacterized protein,11.3785,12.1411,11.1266,11.1778,10.4635,11.0638,10.9505,10.2679,1.35794,0.130667,0.769563,2.54373,
stip-1,-0.0301723,0.0265722,Q17784,Septin and tuftelin-interacting protein 1 homolog,12.8043,13.1783,12.1732,11.5394,12.2693,12.2002,12.5009,12.8455,0.0265722,0.960758,-0.0301723,-0.077626,
wsp-1,0.558533,0.217041,Q17795,WASP (Actin cytoskeleton modulator) homolog,15.2215,11.5112,14.3208,14.6453,11.6597,13.2904,14.314,14.2005,0.217041,0.721454,0.558533,0.543028,
hgrs-1,0.208293,1.61885,Q17796,Hepatocyte Growth factor-Regulated TK Substrate (HRS) family,15.0737,14.8607,14.8169,14.9889,14.6751,14.8342,14.7147,14.683,1.61885,0.092491,0.208293,2.99859,
cpg-1,-1.04547,2.4447,Q17802,Chondroitin proteoglycan 1,15.8002,16.1708,15.801,15.3846,16.4744,16.6611,17.0797,17.1232,2.4447,0.0319022,-1.04547,-4.62627,+
"C08B6,8",0.0410876,0.0779301,Q17819,Probable oligoribonuclease,14.1544,13.9008,13.9015,14.4991,14.2258,13.7137,14.0815,14.2704,0.0779301,0.892876,0.0410876,0.216545,
aos-1,-0.117075,0.406208,Q17820,SUMO-activating enzyme subunit aos-1,14.8752,14.9748,15.1938,15.3606,15.0583,15.2968,15.1697,15.3479,0.406208,0.541943,-0.117075,-0.921247,
pfd-1,-0.18917,0.852348,Q17827,Probable prefoldin subunit 1,17.0463,16.8675,16.8424,16.6021,16.9142,17.1744,17.0977,16.9287,0.852348,0.27745,-0.18917,-1.69766,
"C08F8,2",0.254442,0.267889,Q17828,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial",14.7054,13.6859,13.6268,14.8504,14.407,13.5827,13.5962,14.2649,0.267889,0.671707,0.254442,0.650196,
"C08F8,3",0.476415,0.687476,Q17829;S6FN37,Uncharacterized protein,15.228,14.3089,15.3039,14.894,14.9036,14.3588,13.801,14.7657,0.687476,0.354039,0.476415,1.4202,
vgln-1,-0.173143,0.378814,Q17832,ViGiLN homolog,19.3013,19.108,18.9115,19.2477,19.7387,19.4744,18.9506,19.0974,0.378814,0.567139,-0.173143,-0.869472,
ipp-5,0.119065,0.123398,Q17848,"Probable type I inositol 1,4,5-trisphosphate 5-phosphatase",14.8469,13.7246,14.0762,14.5063,14.6665,13.5268,13.9508,14.5336,0.123398,0.836037,0.119065,0.329932,
hsp-25,0.372725,0.287446,Q17849;Q86GU1,Heat Shock Protein,17.8566,16.1786,16.2541,17.4991,17.5177,16.237,16.037,16.5057,0.287446,0.649343,0.372725,0.690162,
pak-1,1.23443,1.21239,Q17850,Serine/threonine-protein kinase pak-1,14.2634,12.8585,12.8096,13.0751,11.8552,10.9745,12.2876,12.9516,1.21239,0.161445,1.23443,2.29738,
cks-1,0.561918,0.30046,Q17868,Cyclin-dependent kinases regulatory subunit,15.0447,18.1704,15.4159,16.0961,16.6539,15.0405,15.2643,15.5207,0.30046,0.635971,0.561918,0.716414,
npp-23,-0.0294149,0.0449164,Q17872,Nuclear Pore complex Protein,14.6487,14.6291,14.4833,13.9467,14.6878,14.1624,14.2044,14.7708,0.0449164,0.935222,-0.0294149,-0.128774,
nuo-1,-0.165994,0.333451,Q17880,NADH Ubiquinone Oxidoreductase,16.3334,17.0662,16.7745,16.7891,16.5802,17.2328,17.0692,16.7449,0.333451,0.605719,-0.165994,-0.781842,
nasp-1,-0.27027,0.622522,Q17886,NASP (Human Nuclear Autoantigenic Sperm Protein) homolog,14.6586,14.7949,14.3987,15.3168,15.0021,14.975,15.2806,14.9922,0.622522,0.392284,-0.27027,-1.3088,
"C10C5,2",1.46599,0.386942,Q17896,Uncharacterized protein,17.8185,13.7406,17.127,15.0855,14.1423,12.0147,18.3596,13.391,0.386942,0.559866,1.46599,0.884917,
"C10C5,4",-0.0795574,0.228397,Q17899,Aminoacylase,14.8545,15.3075,15.0958,15.4572,15.3294,15.3586,15.1719,15.1735,0.228397,0.711373,-0.0795574,-0.567404,
egal-1,-0.179927,0.32008,Q17902;Q65ZH5,EGALitarian (Drosophila exonuclease-like) homolog,13.8249,12.7566,13.4921,13.5662,13.6578,13.4683,13.4951,13.7384,0.32008,0.618995,-0.179927,-0.75551,
"C12D8,1",-0.313525,0.594928,Q17935,Uncharacterized protein,16.1147,16.4463,15.5252,16.1948,16.4306,16.7903,16.0688,16.2453,0.594928,0.409659,-0.313525,-1.26095,
daf-36,-0.604362,0.827038,Q17938,Cholesterol 7-desaturase,13.0881,12.1677,12.4103,12.8792,13.4252,13.0635,12.5298,13.9441,0.827038,0.288055,-0.604362,-1.6554,
akt-1,0.0369701,0.0459403,Q17941,Serine/threonine-protein kinase akt-1,13.9945,13.7195,12.7263,13.6545,13.4871,13.6374,13.3972,13.4251,0.0459403,0.934081,0.0369701,0.131575,
dohh-1,-0.115108,0.16832,Q17949,Deoxyhypusine hydroxylase,15.7059,15.2074,14.7414,15.2126,15.695,15.0506,15.008,15.5741,0.16832,0.778386,-0.115108,-0.435101,
"wdr-5,1",0.272472,0.469628,Q17963,"WD repeat-containing protein wdr-5,1",15.0492,14.2747,13.8543,14.4434,14.0886,13.9234,14.3356,14.1842,0.469628,0.498718,0.272472,1.03834,
"C14B1,8",-1.45723,1.63579,Q17964,Uncharacterized protein,11.1157,11.4639,10.2451,12.0837,13.5359,12.2935,12.3377,12.5703,1.63579,0.0910408,-1.45723,-3.02885,
pdi-1,-0.0741029,0.378734,Q17967,Protein disulfide-isomerase 1,18.5062,18.2722,18.1827,18.3417,18.5386,18.3345,18.3139,18.4121,0.378734,0.567004,-0.0741029,-0.869318,
mma-1,-0.07394,0.321436,Q17974,Uncharacterized protein,14.695,14.6914,14.5583,14.8021,14.5249,14.8611,14.8969,14.7595,0.321436,0.617296,-0.07394,-0.758192,
"C14F11,6",0.030653,0.0854503,Q17993,Uncharacterized protein,16.7341,16.2626,16.4509,16.5801,16.5628,16.4647,16.6291,16.2485,0.0854503,0.883725,0.030653,0.235854,
"got-2,2",-0.00435066,0.0162113,Q17994,Aspartate aminotransferase,18.7378,19.0808,18.7626,18.8406,18.7617,18.9567,18.9178,18.803,0.0162113,0.974206,-0.00435066,-0.0478875,
"C15B12,1",0.558883,0.245785,Q18006,Putative sarcosine oxidase,10.6911,7.14148,9.1085,10.6512,7.71953,9.40653,9.36075,8.86991,0.245785,0.69229,0.558883,0.60422,
"C15C7,4",0.608261,2.47321,Q18010,Uncharacterized protein,10.6666,10.1333,10.4267,10.6459,9.89412,9.78573,9.81041,9.94915,2.47321,0.030205,0.608261,4.68924,+
"C15C7,5",-0.436195,1.35024,Q18012,Uncharacterized protein,14.7326,13.9441,14.2248,14.2355,14.7408,14.566,14.7697,14.8052,1.35024,0.131554,-0.436195,-2.53059,
gcc-1,-0.502882,0.569577,Q18013,Grip (GRIP) and Coiled-Coil domain containing protein related,12.311,11.8281,12.5141,12.4055,13.5606,11.8895,12.3789,13.2412,0.569577,0.424845,-0.502882,-1.21666,
"C15C7,7",1.07672,0.899098,Q18014,GDP-fucose protein O-fucosyltransferase 1,14.4128,12.6023,12.8278,13.4825,11.9219,13.142,11.1456,12.8091,0.899098,0.257615,1.07672,1.77553,
asp-10,-0.462522,0.948669,Q18020,ASpartyl Protease,16.3198,16.0764,16.8114,16.4268,16.3918,16.9332,17.3463,16.8132,0.948669,0.239531,-0.462522,-1.85793,
"C15H9,4",0.108038,0.0911201,Q18025,Uncharacterized protein,13.6296,14.7517,13.6597,14.8006,13.3077,14.5224,14.4851,14.0944,0.0911201,0.875299,0.108038,0.250258,
flu-2,0.0738001,0.311197,Q18026,Kynureninase,16.4331,16.0555,16.3198,16.4568,16.3074,16.2982,16.2272,16.1373,0.311197,0.626042,0.0738001,0.737879,
prx-3,-0.187962,0.258568,Q18028,PeRoXisome assembly factor,13.0145,12.7948,12.9759,12.2947,12.8117,12.9811,12.4249,13.614,0.258568,0.679845,-0.187962,-0.630915,
nnt-1,0.0921748,0.201978,Q18031,Nicotinamide Nucleotide Transhydrogenase,13.9404,14.1328,13.6638,13.4916,13.9486,13.504,13.5483,13.8591,0.201978,0.738449,0.0921748,0.510261,
"C15H9,9",-0.35869,1.38972,Q18032,Uncharacterized protein,18.0236,17.5636,17.5706,17.5433,18.2318,18.0453,17.9812,17.8775,1.38972,0.125867,-0.35869,-2.59814,
thoc-2,1.24028,1.38246,Q18033,THO Complex (Transcription factor/nuclear export) subunit,14.4807,12.8856,14.5192,14.9617,13.0551,12.9743,12.5663,13.2906,1.38246,0.125829,1.24028,2.58568,
nfx-1,-0.611017,1.20657,Q18034,Transcriptional repressor NF-X1 homolog,13.3393,14.1323,14.4801,13.9495,14.5188,14.8495,14.6866,14.2904,1.20657,0.162815,-0.611017,-2.28759,
"C16A3,6",-0.0645044,0.0376844,Q18035,Protein MAK16 homolog,13.5758,12.3721,12.3088,11.5804,13.6076,12.5764,12.37,11.5412,0.0376844,0.944319,-0.0645044,-0.108829,
"C16A3,5",0.238172,0.520116,Q18036,Uncharacterized protein,18.0746,17.2157,17.533,17.7621,17.6507,17.1516,17.3314,17.4991,0.520116,0.45858,0.238172,1.12923,
"C16A3,4",-0.066788,0.203338,Q18037,Uncharacterized protein,16.1363,15.7542,15.6912,16.0996,15.9789,15.8602,15.9571,16.1523,0.203338,0.73623,-0.066788,-0.51324,
let-716,-0.682943,1.06301,Q18038,Uncharacterized protein,15.3205,15.0335,14.9487,14.8368,15.3233,15.2604,16.6329,15.6546,1.06301,0.201878,-0.682943,-2.04788,
oatr-1,0.286485,1.63134,Q18040,"Probable ornithine aminotransferase, mitochondrial",18.8293,18.6165,18.6532,18.586,18.6045,18.3307,18.2411,18.3627,1.63134,0.0915447,0.286485,3.02089,
"C16E9,1",4.9217,5.81207,Q18048,Uncharacterized protein,14.5839,14.6251,14.4887,15.6017,9.97782,9.85264,9.97554,9.80661,5.81207,0,4.9217,18.634,+
dim-1,-0.0260224,0.120364,Q18066,Disorganized muscle protein 1,19.5758,19.6962,19.7328,19.7018,19.4891,19.7347,19.7755,19.8113,0.120364,0.84044,-0.0260224,-0.322603,
"C18B2,3",0.0521798,0.0925323,Q18074,Uncharacterized protein,16.6946,16.5107,16.0667,16.9788,16.4037,16.4188,16.4908,16.7287,0.0925323,0.87402,0.0521798,0.253825,
"C18B2,4",0.37155,1.58916,Q18075,Uncharacterized protein,15.7522,15.497,16.1068,15.8326,15.4076,15.4504,15.4409,15.4035,1.58916,0.0964122,0.37155,2.94578,
"C18B2,5",-0.151755,0.61695,Q18076,Uncharacterized protein,17.075,16.8099,16.7657,17.1069,17.3166,16.9977,16.9931,17.0572,0.61695,0.39453,-0.151755,-1.29916,
ugt-48,-0.264463,0.32748,Q18081,Putative UDP-glucuronosyltransferase ugt-48,13.9452,14.0427,13.2103,14.6394,13.9654,14.6148,14.437,13.8783,0.32748,0.611359,-0.264463,-0.770115,
"C18E9,9",0.00978446,0.00772053,Q18089,Uncharacterized protein,14.9907,14.9007,13.3863,14.1762,14.2711,13.9827,14.228,14.9329,0.00772053,0.988764,0.00978446,0.0230212,
tomm-40,-0.13353,0.265845,Q18090,Mitochondrial import receptor subunit TOM40 homolog,17.4473,16.847,17.2733,17.3539,17.4839,16.9133,17.4075,17.6508,0.265845,0.673825,-0.13353,-0.645979,
"C18E9,5",-0.54554,1.3121,Q18091,Uncharacterized protein,14.5546,14.0827,14.0522,14.3487,15.1149,14.3922,14.5861,15.1271,1.3121,0.139806,-0.54554,-2.4657,
"C18E9,2",-0.155893,0.09874,Q18093,Uncharacterized protein,15.2857,12.8522,15.2346,14.4217,14.4851,14.5542,14.4455,14.9329,0.09874,0.865342,-0.155893,-0.269415,
"C18E9,4",-0.0768785,0.21376,Q18095,Uncharacterized protein,16.6278,17.1503,16.7522,16.7771,16.7101,16.8732,16.8913,17.1404,0.21376,0.724931,-0.0768785,-0.535934,
rpn-2,0.0237322,0.0647303,Q18115,26S proteasome non-ATPase regulatory subunit 1,17.0049,17.1623,17.1611,17.0764,16.8983,17.32,17.2623,16.8292,0.0647303,0.909527,0.0237322,0.182063,
twk-18,0.164705,0.154757,Q18120,TWiK family of potassium channels protein 18,15.9858,14.9675,16.1639,15.0023,16.1234,15.1825,15.1676,14.9872,0.154757,0.796531,0.164705,0.403979,
"C24A3,1",-0.169238,0.246947,Q18126,Uncharacterized protein,13.925,14.0571,13.7412,13.0426,13.4872,14.1021,14.1671,13.6865,0.246947,0.691509,-0.169238,-0.606659,
cal-5,0.20973,0.474747,Q18136,CALmodulin related genes,15.5446,14.8976,15.0657,15.0474,15.2909,14.7515,14.6568,15.0171,0.474747,0.495675,0.20973,1.04764,
cht-3,0.376342,1.01653,Q18143,"Chitinase-like protein C25A8,4",15.2797,15.8753,15.86,15.6728,14.9087,15.3746,15.493,15.4062,1.01653,0.216489,0.376342,1.97063,
"C25E10,8",-0.68355,0.827006,Q18157,Uncharacterized protein,12.6867,11.3777,11.5309,12.7804,13.1041,12.871,12.2593,12.8753,0.827006,0.287952,-0.68355,-1.65535,
swm-1,-2.13087,1.76936,Q18158,Sperm activation Without Mating,10.7837,12.2188,13.5652,13.277,14.384,14.7819,14.244,14.9581,1.76936,0.0757179,-2.13087,-3.27125,
"C25E10,10",-0.412343,0.690999,Q18159,Uncharacterized protein,12.3913,12.3208,12.1909,12.104,13.0136,11.8675,12.6677,13.1075,0.690999,0.351666,-0.412343,-1.4262,
dpyd-1,-0.0524902,0.263932,Q18164,Dihydropyrimidine dehydrogenase [NADP(+)],17.0148,17.0457,17.2517,17.0984,16.968,17.2027,17.2258,17.224,0.263932,0.675373,-0.0524902,-0.642029,
smz-1,-1.03772,3.02167,Q18167,Sperm Meiosis PDZ domain containing proteins,12.8273,12.451,12.6692,12.6592,13.8984,13.8794,13.741,13.2387,3.02167,0.0155869,-1.03772,-6.01579,+
"C25H3,8",2.70436,3.68966,Q18183,Uncharacterized protein,14.8109,15.6169,14.5007,15.7899,12.2461,12.6082,12.786,12.2607,3.68966,0.00705155,2.70436,7.99385,+
"C25H3,3",-0.0937626,0.223738,Q18187,Uncharacterized protein,15.2711,15.4165,14.8424,15.5668,15.2355,15.402,15.5258,15.3085,0.223738,0.716424,-0.0937626,-0.557435,
dnc-4,-0.373386,0.361712,Q18194,DyNactin Complex component,12.5214,12.1076,11.623,11.5141,13.1248,11.4548,11.925,12.7551,0.361712,0.580893,-0.373386,-0.836728,
elpc-4,-0.127085,0.171291,Q18195,Putative elongator complex protein 4,13.4039,12.4367,12.1809,12.4737,13.0057,12.6893,12.801,12.5076,0.171291,0.775657,-0.127085,-0.441852,
"C26B9,5",0.033747,0.0783855,Q18198,Uncharacterized protein,16.4021,15.9172,16.2465,16.5537,16.2381,16.0543,16.4127,16.2793,0.0783855,0.891648,0.033747,0.217722,
"C26B9,3",-0.955685,1.98196,Q18200,Uncharacterized protein,13.0373,11.948,12.7415,12.557,13.8112,13.5573,13.2171,13.5209,1.98196,0.057007,-0.955685,-3.67242,
ran-3,-0.298663,1.518,Q18211,Regulator of chromosome condensation,16.6027,16.7449,16.8487,16.6775,16.794,17.1203,16.9463,17.2078,1.518,0.104428,-0.298663,-2.82038,
hel-1,0.0679493,0.273029,Q18212,Spliceosome RNA helicase DDX39B homolog,17.6096,17.4863,17.4112,17.7547,17.5976,17.3579,17.3974,17.6373,0.273029,0.666133,0.0679493,0.66076,
ula-1,-0.0231698,0.0519349,Q18217,NEDD8-activating enzyme E1 regulatory subunit,14.9364,14.5454,14.7963,14.7181,15.0946,14.4944,14.6219,14.8779,0.0519349,0.926377,-0.0231698,-0.147871,
mmab-1,0.208565,0.521361,Q18218,MethylMalonic Aciduria type B homolog,14.0081,13.6434,14.2443,14.5075,13.902,13.8391,13.9082,13.9198,0.521361,0.45831,0.208565,1.13145,
ntl-9,0.15362,0.198292,Q18224,NOT-Like (Yeast CCR4/NOT complex component),15.557,14.2434,15.1851,15.1234,15.0277,14.4992,14.9307,15.0368,0.198292,0.74199,0.15362,0.502167,
hint-3,0.19904,0.255921,Q18227,HIstidiNe Triad nucleotide-binding protein,14.2546,13.1713,14.3055,13.8658,14.2059,13.37,13.5319,13.6933,0.255921,0.682934,0.19904,0.625412,
rps-30,-0.69825,2.67237,Q18231,40S ribosomal protein S30,19.121,19.0339,18.5801,18.8118,19.6847,19.4069,19.6322,19.6161,2.67237,0.0247639,-0.69825,-5.14466,+
"C26F1,3",0.06919,0.0962839,Q18232,"Uncharacterized protein C26F1,3",13.5695,13.9688,14.4519,13.9606,13.8552,13.4876,13.915,14.4163,0.0962839,0.869407,0.06919,0.263264,
spr-2,-0.15795,0.432808,Q18240;Q7JMA9,Suppressor of presenilin-2;Suppressor of PResenilin defect,15.8359,15.3861,15.7278,15.6047,15.6791,15.5833,15.7477,16.1763,0.432808,0.522675,-0.15795,-0.970798,
"C27B7,5",0.121405,0.0833045,Q18244,Uncharacterized protein,15.2224,13.5395,14.3905,14.8003,14.7099,13.7664,13.6967,15.294,0.0833045,0.886505,0.121405,0.230369,
rap-1,0.16417,0.317707,Q18246,Ras-related protein Rap-1,15.0457,15.6026,15.071,15.2047,14.8385,14.862,15.5893,14.9776,0.317707,0.621145,0.16417,0.750811,
dpf-2,-0.0682552,0.11795,Q18253,Dipeptidyl peptidase family member 2,13.8855,13.2406,13.5221,13.107,13.3787,13.5843,13.2345,13.8306,0.11795,0.842418,-0.0682552,-0.316747,
"C27F2,4",-0.188092,0.139845,Q18257,Uncharacterized protein,13.7859,14.9867,13.2577,13.9505,13.5485,14.841,14.7664,13.5774,0.139845,0.814683,-0.188092,-0.369148,
