geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value eat2_d5_N2_d5,log2FC,Student's T-test Test statistic eat2_d5_N2_d5,Sign p-val: 0.05 
"C09F5,1",-4.33932,4.52641,Q09231,"BRICHOS domain-containing protein C09F5,1",11.844,11.4688,11.7529,11.7876,16.5622,15.2918,15.5314,16.8252,4.52641,0.000150685,-4.33932,-11.2319,+
copd-1,0.409148,1.59143,Q09236,Probable coatomer subunit delta,16.6394,16.5299,16.4715,16.4084,16.4328,15.7996,16.11,16.0703,1.59143,0.0109089,0.409148,2.9498,+
"C18H9,3/C18H9,2",-1.591,7.14618,Q09237,"GYF domain-containing protein C18H9,3",16.2385,16.3255,16.1505,16.201,17.8153,17.7838,17.7609,17.9197,7.14618,0,-1.591,-31.2428,+
"C18H9,6",-0.700773,2.43767,Q09238,"Uncharacterized protein C18H9,6",16.3548,16.0041,16.1369,16.0614,16.7693,16.5783,16.8095,17.2033,2.43767,0.00173436,-0.700773,-4.61082,+
dnc-2,-1.12106,4.16392,Q09248,Probable dynactin subunit 2,16.0782,16.3334,16.1792,16.0908,17.4189,17.1411,17.1036,17.5022,4.16392,0.00010628,-1.12106,-9.70812,+
"C16C10,3",0.541918,0.826082,Q09249,"Uncharacterized protein C16C10,3",14.9237,13.6316,13.8211,13.8201,13.4966,13.2151,13.4203,13.8968,0.826082,0.0801981,0.541918,1.65381,
"C16C10,4",-0.843345,2.51692,Q09250,Probable histone deacetylase complex subunit SAP18,16.0603,16.079,16.2158,16.1522,16.6482,16.8379,17.455,16.9394,2.51692,0.001499,-0.843345,-4.78684,+
rnf-121,0.956923,2.12727,Q09251,RING finger protein 121,11.8949,11.8677,11.8849,11.698,11.3526,11.2187,10.417,10.5297,2.12727,0.0031173,0.956923,3.95904,+
glod-4,-0.0359976,0.0532938,Q09253,Glyoxalase 1,15.5902,16.0339,15.7904,15.6762,16.1336,15.3433,15.5368,16.221,0.0532938,0.824078,-0.0359976,-0.15154,
har-1,3.89298,5.12462,Q09254,Hemiasterlin resistant protein 1,16.1234,16.1319,15.9364,15.8155,12.7183,12.2354,11.4509,12.0306,5.12462,0.00030137,3.89298,14.2378,+
mrps-31,-0.307065,0.800886,Q09261,"28S ribosomal protein S31, mitochondrial",14.6377,14.6324,14.5439,14.5873,14.5565,14.9012,14.7374,15.4344,0.800886,0.0858511,-0.307065,-1.61164,
"C32D5,3",2.05894,1.91112,Q09263,Protein EFR3 homolog,14.6015,13.4713,13.2906,15.219,11.3288,12.5085,12.8516,11.6576,1.91112,0.00518795,2.05894,3.53648,+
"C32D5,10",0.518135,1.84509,Q09268,"Uncharacterized RING finger protein C32D5,10",12.0066,11.9847,11.4914,11.8657,11.2757,11.2385,11.169,11.5929,1.84509,0.00614134,0.518135,3.41186,+
"C45G9,5",0.40707,1.35942,Q09278,"Uncharacterized protein C45G9,5",15.3674,15.291,14.8092,14.8528,14.6539,14.6385,14.5391,14.8605,1.35942,0.0196252,0.40707,2.54628,+
"C45G9,6",-0.742142,0.620536,Q09279,"Uncharacterized protein C45G9,6",14.261,14.0711,14.6639,14.1623,15.7022,14.252,13.9439,16.2288,0.620536,0.141759,-0.742142,-1.30537,
akap-1,0.126768,0.0544602,Q09285,KH domain-containing protein akap-1,15.95,17.2267,16.9286,16.9383,15.8169,18.9326,16.0907,15.6963,0.0544602,0.82051,0.126768,0.154681,
"C56G2,7",-0.64358,2.57467,Q09289,Proteasomal ubiquitin receptor ADRM1 homolog,17.3403,17.4185,17.4145,17.3514,18.0462,17.7514,17.9344,18.367,2.57467,0.001375,-0.64358,-4.91777,+
mel-47,0.17735,0.386358,Q09293,Maternal effect lethal protein 47,15.3212,15.2386,15.1392,15.6182,14.8085,15.0333,15.1418,15.6243,0.386358,0.27743,0.17735,0.883809,
"EEED8,3",1.05999,1.54896,Q09294,"Uncharacterized protein EEED8,3",12.0712,11.702,11.7204,11.8429,9.94489,10.4452,11.1553,11.5511,1.54896,0.0121994,1.05999,2.87473,+
ndx-6,-0.568035,1.24525,Q09297,Putative nudix hydrolase 6,15.3223,14.5498,14.2087,14.4692,15.192,15.1347,15.2789,15.2167,1.24525,0.0265089,-0.568035,-2.35265,+
"EEED8,10",1.9951,5.18127,Q09299,"Putative RNA-binding protein EEED8,10",12.9637,13.4493,13.1621,13.1606,11.153,11.0084,11.1417,11.4522,5.18127,0.000318841,1.9951,14.5587,+
rbbp-5,0.569929,2.82147,Q09309,Retinoblastoma-binding protein homolog 5,11.9185,11.9312,11.8835,11.8432,11.4605,11.1833,11.1196,11.5332,2.82147,0.00085551,0.569929,5.50456,+
dct-6,-0.247109,0.237216,Q09313,Protein dct-6,11.8652,10.78,10.7487,10.4997,11.4663,11.0056,10.5275,11.8826,0.237216,0.437463,-0.247109,-0.586151,
"F36G3,2",1.24713,2.83769,Q09318,"Uncharacterized protein F36G3,2",15.1064,15.3483,14.424,14.8965,13.4807,13.7832,13.964,13.5586,2.83769,0.000815855,1.24713,5.54474,+
"F40B5,2",-1.42531,2.89341,Q09320,"Putative metallophosphoesterase F40B5,2",12.0442,11.9549,11.862,11.8258,12.7728,13.8613,13.1224,13.6316,2.89341,0.000735751,-1.42531,-5.68443,+
"F42A8,1",0.0206077,0.0872984,Q09321,"Uncharacterized protein F42A8,1",15.4895,15.535,15.4755,15.475,15.5763,15.3817,15.2849,15.6498,0.0872984,0.729372,0.0206077,0.240563,
pcf-11,0.418255,0.496403,Q09345;Q8IFZ4,Polyadenylation and cleavage factor homolog 11;Cleavage and polyadenylation factor homolog,13.0738,13.0955,12.9113,13.0278,12.5791,11.5833,12.8647,13.4082,0.496403,0.199477,0.418255,1.08677,
"T05H10,3",-0.875069,1.44883,Q09347,"Uncharacterized protein T05H10,3",11.8096,11.6864,11.4362,11.661,13.3923,11.8903,12.3587,12.4521,1.44883,0.0151244,-0.875069,-2.69997,+
ufd-2,0.372337,1.38849,Q09349;Q6BEV4,Probable ubiquitin conjugation factor E4;Ubiquitin Fusion Degradation (Yeast UFD homolog),14.4249,14.2685,14.2302,14.192,14.181,13.9987,13.5437,13.903,1.38849,0.0178755,0.372337,2.59602,+
"T09B9,4",-0.654522,3.69038,Q09350,"Uncharacterized protein T09B9,4",14.1792,14.2445,14.0518,14.0613,14.9631,14.6355,14.7791,14.7772,3.69038,0.000538226,-0.654522,-7.99625,+
ulp-1,-0.219608,0.288539,Q09353,Sentrin-specific protease,13.308,12.9784,12.9792,12.958,12.6112,13.9183,13.652,12.9207,0.288539,0.372661,-0.219608,-0.692377,
"ZK1307,1",-0.232676,1.04746,Q09359,"Uncharacterized protein ZK1307,1",16.5219,16.5881,16.2889,16.4476,16.8234,16.6522,16.4422,16.8595,1.04746,0.0449949,-0.232676,-2.02202,+
"ZK1320,2",-0.145172,0.233911,Q09364,"Uncharacterized protein ZK1320,2",16.6298,16.1894,15.726,15.8517,16.6129,16.0877,15.9372,16.3397,0.233911,0.442289,-0.145172,-0.579145,
"ZK1320,3",-0.961921,2.55336,Q09365,"Uncharacterized protein ZK1320,3",17.2982,17.4083,17.2535,17.3522,18.1849,18.8113,18.2884,17.8752,2.55336,0.00143836,-0.961921,-4.86919,+
"ZK177,4",1.30224,1.75415,Q09372,"Uncharacterized protein ZK177,4",14.6483,15.2829,14.5877,14.6336,12.7741,13.8392,12.9904,14.3398,1.75415,0.00753534,1.30224,3.24331,+
fzy-1,-0.38185,0.400518,Q09373,WD repeat-containing protein fzy-1,14.3377,14.5647,14.4465,14.8959,14.8522,15.638,15.4351,13.8468,0.400518,0.264852,-0.38185,-0.910557,
"ZK177,8",0.63246,1.04602,Q09374,"Uncharacterized protein ZK177,8",14.4519,14.2185,13.7596,13.9809,13.1096,14.0093,13.867,12.895,1.04602,0.0450623,0.63246,2.01963,+
syf-2,-2.33541,2.03315,Q09385,Pre-mRNA-splicing factor syf-2,13.0971,12.7155,13.2626,12.6592,15.4525,14.3959,14.3278,16.8999,2.03315,0.00391611,-2.33541,-3.77217,+
"hmg-1,2",-0.17814,0.683236,Q09390,"High mobility group protein 1,2",15.4546,15.6035,15.8208,15.8116,15.7557,15.9094,15.664,16.074,0.683236,0.118824,-0.17814,-1.41297,
"CELE_F42G10,1",0.839565,2.81454,Q09393,Uncharacterized protein,15.2184,15.1069,15.0943,14.8995,13.8579,14.2267,14.4805,14.3956,2.81454,0.000849959,0.839565,5.48744,+
"CELE_F48E8,2",0.0667439,0.0778884,Q09395,Uncharacterized protein,12.2456,11.623,11.5348,11.6525,11.3414,11.5194,11.4523,12.4758,0.0778884,0.754612,0.0667439,0.216438,
cid-1,1.34089,0.997791,Q09409,"Caffeine Induced Death (S, pombe Cid) homolog",14.2754,14.1475,14.2061,14.347,12.8727,13.8022,13.9732,10.9643,0.997791,0.0508111,1.34089,1.93951,
"K10D2,5",-0.543735,0.706469,Q09411,"Uncharacterized protein K10D2,5",14.3784,13.7014,13.5868,13.2665,14.5985,13.8861,13.6927,14.9308,0.706469,0.1116,-0.543735,-1.45249,
"K10D2,7",0.24883,0.405366,Q09412,Molybdopterin synthase sulfur carrier subunit,14.4531,14.0296,14.3264,14.0858,14.1671,13.3094,13.9228,14.5004,0.405366,0.261214,0.24883,0.919667,
pgam-5,-0.715698,5.0795,Q09422,"Serine/threonine-protein phosphatase Pgam5, mitochondrial",17.5304,17.4116,17.4749,17.3849,18.072,18.2633,18.1522,18.1772,5.0795,0.000278481,-0.715698,-13.987,+
mex-6,-1.6391,4.45176,Q09436,Zinc finger protein mex-6,13.9372,14.0849,14.128,13.9769,15.9347,15.5765,15.3083,15.8639,4.45176,0.000140127,-1.6391,-10.9013,+
"B0228,7",-0.69027,1.49726,Q09438,S-methyl-5'-thioadenosine phosphorylase,15.1914,14.9978,14.5072,14.9776,15.6869,16.0072,15.6912,15.0497,1.49726,0.013618,-0.69027,-2.78412,+
"C08B11,3",0.314843,0.793747,Q09441,SWI/SNF nucleosome remodeling complex component,12.128,12.0279,11.7619,11.6254,11.4303,11.5731,12.01,11.2705,0.793747,0.0874033,0.314843,1.59968,
sap-49,0.0141299,0.0178045,Q09442,Splicing factor 3B subunit 4,15.9834,16.5268,16.0607,16.4657,16.2498,16.8162,15.6856,16.2286,0.0178045,0.937945,0.0141299,0.0525025,
ubh-4,-0.148713,1.44007,Q09444,Probable ubiquitin carboxyl-terminal hydrolase ubh-4,16.7719,16.8062,16.7162,16.7838,16.8263,16.9202,16.8634,17.063,1.44007,0.0155683,-0.148713,-2.68482,+
"C05C10,3",0.270632,1.76677,Q09450,"Probable succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial",16.4801,16.4567,16.4021,16.391,16.0311,16.0618,16.1695,16.3848,1.76677,0.00727709,0.270632,3.2665,+
pho-11,-0.610667,1.10171,Q09451,Putative acid phosphatase 11,12.7626,11.898,12.0676,12.0985,12.6188,12.9921,12.3306,13.3279,1.10171,0.0386583,-0.610667,-2.11231,+
dph-2,0.359962,0.545543,Q09454,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,15.0439,14.823,14.8374,15.0178,15.0774,13.9017,14.2219,15.0814,0.545543,0.173824,0.359962,1.17436,
col-39,0.298611,0.437873,Q09455,Cuticle collagen 39,11.978,11.9129,11.8594,10.8173,11.2002,11.207,11.2359,11.73,0.437873,0.236833,0.298611,0.980158,
col-80,0.610444,2.78225,Q09456,Putative cuticle collagen 80,12.0599,11.9095,11.757,11.7353,11.1131,11.2136,11.1953,11.4979,2.78225,0.000871632,0.610444,5.40822,+
"C16C10,2",0.17975,0.895715,Q09462,Probable U3 small nucleolar RNA-associated protein 11,13.897,13.7611,13.9046,13.928,13.6978,13.7129,13.4503,13.9106,0.895715,0.0666252,0.17975,1.7699,
"C16C10,8",-0.41495,0.560985,Q09464,"Uncharacterized protein C16C10,8",14.7088,14.381,14.4401,14.0503,14.2964,14.6864,14.5246,15.7325,0.560985,0.167149,-0.41495,-1.20158,
tdo-2,0.222695,1.46459,Q09474,"Tryptophan 2,3-dioxygenase",15.6521,15.6595,15.4835,15.5595,15.4565,15.2901,15.5086,15.2086,1.46459,0.0146044,0.222695,2.7273,+
"C28H8,3",0.0180225,0.0446788,Q09475,"Uncharacterized helicase C28H8,3",16.5345,16.355,16.1737,16.3678,16.3729,16.201,16.1221,16.663,0.0446788,0.850715,0.0180225,0.128123,
pxl-1,0.132583,0.192901,Q09476,Paxillin homolog 1,15.5698,15.4213,14.8966,16.1422,15.4825,15.5618,15.2143,15.2409,0.192901,0.5047,0.132583,0.490268,
dpff-1,1.12721,2.25457,Q09477,Zinc finger protein dpff-1,12.5633,13.1383,11.9487,12.4273,11.4442,11.1821,11.2737,11.6686,2.25457,0.0024752,1.12721,4.21947,+
"C30G12,2",-0.301432,0.283993,Q09486,Uncharacterized protein,13.1693,13.4811,13.5037,14.8283,13.7768,13.6805,14.7484,13.9824,0.283993,0.377899,-0.301432,-0.683152,
"C32D5,8",-0.23097,1.42841,Q09489,Uncharacterized protein,17.8132,17.9327,17.7921,17.8412,18.0429,18.3109,18.0045,17.9447,1.42841,0.0160316,-0.23097,-2.6647,+
lgg-1,-0.55168,0.634896,Q09490,Protein lgg-1,14.7623,15.1253,14.7557,14.6124,15.7118,15.2383,16.1944,14.3179,0.634896,0.136139,-0.55168,-1.33015,
pph-6,-0.208265,0.657736,Q09496,Putative serine/threonine-protein phosphatase pph-6,15.1927,14.7956,14.9146,14.8627,15.0808,14.9731,15.0272,15.5175,0.657736,0.12748,-0.208265,-1.36939,
rsu-1,0.478805,1.5532,Q09497,Ras SUppressor homolog,15.9793,15.9539,15.9129,16.0272,15.7705,15.7692,15.2798,15.1386,1.5532,0.0120871,0.478805,2.88221,+
ire-1,1.05557,2.42102,Q09499,Serine/threonine-protein kinase/endoribonuclease ire-1,14.8099,14.8719,14.5819,14.53,13.544,13.1416,13.7048,14.181,2.42102,0.00184868,1.05557,4.57437,+
ctns-1,0.757207,3.16085,Q09500,Cystinosin homolog,16.0665,16.1541,16.0511,16.2069,15.484,15.6186,15.1594,15.1879,3.16085,0.000593361,0.757207,6.39159,+
ifp-1,2.15086,4.67307,Q09501,Intermediate filament protein ifp-1,13.5227,13.2151,13.9741,13.6514,11.4027,11.3382,11.3175,11.7014,4.67307,0.000173228,2.15086,11.9083,+
sdha-1,0.683811,4.95433,Q09508,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",18.554,18.4378,18.399,18.4856,17.733,17.8057,17.7156,17.8867,4.95433,0.000244444,0.683811,13.313,+
"F25B5,6",0.958713,2.22502,Q09509,Putative folylpolyglutamate synthase,13.5448,13.4024,13.6125,13.5418,12.327,12.216,12.5012,13.2223,2.22502,0.00260544,0.958713,4.1582,+
mlc-4,-0.684618,2.68015,Q09510,Myosin regulatory light chain,17.6156,17.5271,17.5192,17.4764,18.2375,18.0536,18.0081,18.5776,2.68015,0.00100224,-0.684618,-5.16303,+
rsp-4,0.243127,0.418101,Q09511,"Probable splicing factor, arginine/serine-rich 4",15.1112,15.008,14.2446,14.8981,14.4648,14.2036,14.6122,15.0088,0.418101,0.251472,0.243127,0.943485,
ttll-12,0.439395,1.15322,Q09512,Tubulin--tyrosine ligase-like protein 12,15.5075,15.5418,15.5281,15.5886,15.4474,15.2351,14.5279,15.1981,1.15322,0.0332864,0.439395,2.19825,+
"E02H1,1",0.685432,1.21499,Q09522,Probable dimethyladenosine transferase,14.3463,14.3767,15.2699,14.7089,14.1756,13.6899,13.6108,14.4837,1.21499,0.0282859,0.685432,2.30174,+
"E02H1,6",1.17962,4.65869,Q09527,Adenylate kinase isoenzyme 6 homolog,16.5504,16.612,16.5317,16.5534,15.093,15.5276,15.4664,15.442,4.65869,0.000170543,1.17962,11.8404,+
mog-5,-1.27103,2.1982,Q09530,Probable pre-mRNA-splicing factor ATP-dependent RNA helicase mog-5,11.7736,12.6503,12.0358,11.4759,12.9997,13.3946,12.9183,13.7072,2.1982,0.00270391,-1.27103,-4.10303,+
"F07F6,4",0.0390079,0.0933092,Q09531,"Uncharacterized protein F07F6,4",15.6882,15.7136,15.7389,15.598,15.9639,15.4595,15.3315,15.8277,0.0933092,0.713854,0.0390079,0.255784,
rpl-10,0.100957,0.824294,Q09533,60S ribosomal protein L10,19.5939,19.6052,19.6249,19.6136,19.5179,19.362,19.495,19.6589,0.824294,0.0804858,0.100957,1.65082,
tpp-2,0.406912,1.35572,Q09541,Tripeptidyl-peptidase 2,16.2964,16.2789,16.2066,16.2947,15.8456,15.5713,15.7241,16.3079,1.35572,0.0197836,0.406912,2.53995,+
paa-1,0.677368,2.42474,Q09543,Probable serine/threonine-protein phosphatase PP2A regulatory subunit,17.1677,17.3885,16.9034,16.9352,16.3067,16.2338,16.4871,16.6578,2.42474,0.00182278,0.677368,4.58249,+
"F58F12,1",-0.787282,2.08201,Q09544,"ATP synthase subunit delta, mitochondrial",20.7071,20.7867,20.5749,20.4065,21.4652,21.9008,21.0504,21.2081,2.08201,0.00364301,-0.787282,-3.86861,+
sdhb-1,0.654153,4.33048,Q09545,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",18.4941,18.5801,18.3648,18.4545,17.7059,17.8811,17.7918,17.8982,4.33048,0.000125714,0.654153,10.3832,+
asah-2,0.53164,1.99904,Q09551,Probable acid ceramidase,11.9208,11.8221,11.883,11.8291,11.4156,11.2084,11.0226,11.6819,1.99904,0.00433033,0.53164,3.70557,+
"F33H1,3",-0.781343,3.25683,Q09556,"Uncharacterized protein F33H1,3",13.6282,13.4247,13.5849,13.4807,14.5627,14.0532,14.2465,14.3814,3.25683,0.000632044,-0.781343,-6.66119,+
"CELE_F48E8,3",-0.25037,1.56761,Q09567,Uncharacterized protein,17.7465,17.7733,17.5569,17.5522,17.8603,18.0921,17.8583,17.8196,1.56761,0.0117942,-0.25037,-2.90763,+
"F48E8,6",1.19238,2.72449,Q09568,DIS3-like exonuclease 2,14.7072,14.4278,13.7684,14.2565,12.823,13.3347,13.206,13.0268,2.72449,0.00102603,1.19238,5.26853,+
gmps-1,0.172323,0.259358,Q09580,Probable GMP synthase [glutamine-hydrolyzing],16.8596,16.9589,16.9121,16.9191,16.809,17.2206,16.9648,15.9659,0.259358,0.408242,0.172323,0.632555,
metr-1,0.631337,0.913981,Q09582,Probable methionine synthase,14.3981,15.3742,13.9875,13.8652,13.6372,13.8987,13.9168,13.6469,0.913981,0.0635883,0.631337,1.80029,
pas-7,-0.271417,1.37303,Q09583,Proteasome subunit alpha type-3,17.3047,17.3056,17.3376,17.3578,17.4844,17.43,17.5784,17.8986,1.37303,0.0187732,-0.271417,-2.56953,+
rnp-7,-0.413658,2.06455,Q09584,RNP (RRM RNA binding domain) containing,15.3767,15.3869,15.0207,15.3015,15.5311,15.7155,15.8449,15.6491,2.06455,0.00386107,-0.413658,-3.834,+
emb-8,1.33679,4.12581,Q09590,NADPH--cytochrome P450 reductase,16.3482,16.5244,16.3809,16.4711,15.0713,14.8798,14.9484,15.4779,4.12581,0.000100917,1.33679,9.55932,+
mix-1,0.445095,0.930528,Q09591,Mitotic chromosome and X-chromosome-associated protein mix-1,14.329,14.1168,13.8716,14.0392,14.0548,13.5186,13.0665,13.9363,0.930528,0.0606869,0.445095,1.82779,
gst-5,1.12361,4.14598,Q09596,Probable glutathione S-transferase 5,17.2891,17.1302,17.1817,17.0981,15.7727,16.2897,16.1299,16.0124,4.14598,0.000104265,1.12361,9.63779,+
cdl-1,-0.774358,2.49005,Q09599,Histone RNA hairpin-binding protein,15.8373,16.2513,15.6288,15.8877,16.8366,16.4856,16.5191,16.8613,2.49005,0.00160262,-0.774358,-4.72668,+
vps-11,0.789353,2.13358,Q09600,Vacuolar protein sorting-associated protein 11 homolog,12.3252,12.2426,11.7497,11.7267,11.2931,11.0665,10.9992,11.528,2.13358,0.00307411,0.789353,3.97175,+
npp-19,-0.30303,0.743908,Q09601,Nucleoporin NUP53,14.9976,14.9221,14.6531,14.5871,15.1147,15.1461,15.4758,14.6356,0.743908,0.101528,-0.30303,-1.51585,
ech-4,-0.0832579,0.159817,Q09603,Enoyl-CoA Hydratase,16.0651,16.0809,16.0249,16.2131,16.1219,16.4409,15.6477,16.5066,0.159817,0.566369,-0.0832579,-0.41565,
gst-36,0.808217,5.04649,Q09607,Probable glutathione S-transferase gst-36,17.8963,17.6495,17.7884,17.8488,17.0244,16.9207,17.0178,16.9872,5.04649,0.000261905,0.808217,13.8062,+
lec-8,-1.45347,4.27171,Q09610,Probable galaptin lec-8,18.7178,18.6386,19.0224,18.7434,20.1063,20.521,20.3143,19.9943,4.27171,0.000120219,-1.45347,-10.1404,+
ptc-1,-1.69397,2.82759,Q09614,Protein patched homolog 1,12.0625,11.9391,11.673,11.8262,13.7903,12.7789,13.5278,14.1797,2.82759,0.000859721,-1.69397,-5.5197,+
puf-12,0.0381351,0.0769842,Q09622,Pumilio domain-containing protein 12,16.4813,16.5822,16.5572,16.5662,16.1636,17.0027,16.4475,16.4205,0.0769842,0.756536,0.0381351,0.2141,
"ZK673,2",-0.165428,0.317892,Q09629,"Probable adenylate kinase isoenzyme ZK673,2",16.5743,16.4969,16.4743,17.3635,16.9313,16.8587,16.76,17.0207,0.317892,0.342579,-0.165428,-0.751179,
pssy-1,0.645102,1.98406,Q09643,PhosphatidylSerine SYnthase,12.0705,12.0313,11.6086,11.8474,11.3703,10.901,11.1549,11.5512,1.98406,0.00442178,0.645102,3.67649,+
"ZK1128,1",4.68563,2.16591,Q09644,"Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial",18.9559,19.069,14.8369,19.7231,12.6396,13.2884,13.8514,14.0631,2.16591,0.00290132,4.68563,4.03715,+
ham-3,1.17492,4.04883,Q09646,Uncharacterized protein,13.3602,13.4354,13.7357,13.5585,12.2928,12.5009,12.4993,12.0971,4.04883,9.26E-05,1.17492,9.26489,+
gstk-1,0.538958,2.02839,Q09652,Glutathione S-transferase kappa 1,15.9466,15.8321,15.7099,15.8566,15.6691,15.3217,15.0853,15.1133,2.02839,0.0039715,0.538958,3.76284,+
"CELE_ZK1320,9",-0.43457,1.13118,Q09657,Uncharacterized protein,16.4151,16.245,16.4478,16.3568,17.0793,16.2854,17.1313,16.707,1.13118,0.0355275,-0.43457,-2.16144,+
tnc-2,-0.643469,3.69586,Q09665,"Troponin C, isoform 2",17.7612,17.7865,17.7996,17.738,18.4044,18.2941,18.3193,18.6413,3.69586,0.000542373,-0.643469,-8.01446,+
"C53C9,2",0.330295,1.47677,Q09936,"Uncharacterized protein C53C9,2",17.8145,17.7991,17.6812,17.6683,17.3605,17.1692,17.394,17.7182,1.47677,0.0141345,0.330295,2.74845,+
"C18A3,3",0.443735,1.33714,Q09958,Probable rRNA-processing protein EBP2 homolog,15.3376,15.2544,15.2858,15.269,14.4283,14.74,15.2678,14.9358,1.33714,0.0208043,0.443735,2.50826,+
egg-1,-0.696865,2.08677,Q09967,EGG sterile (Unfertilizable),14.7436,15.0907,14.5885,14.7163,15.61,15.7819,15.4263,15.1084,2.08677,0.00364872,-0.696865,-3.87807,+
sfxn-2,-0.424405,0.589291,Q09972,Sideroflexin,12.8266,12.6867,12.5956,12.9827,14.0955,12.6743,12.741,13.2784,0.589291,0.154587,-0.424405,-1.25113,
"C17G10,1",0.427162,1.00799,Q09973,Uncharacterized protein,14.2194,14.3399,14.5335,14.1358,13.3323,13.8349,14.226,14.1268,1.00799,0.0495062,0.427162,1.95645,+
"C17G10,2",1.22711,2.05805,Q09974,Uncharacterized protein,14.8897,14.9526,14.5598,14.5746,13.8997,13.9281,13.6101,12.6304,2.05805,0.00385109,1.22711,3.82116,+
lys-8,-0.728957,3.59412,Q09975,LYSozyme,15.2555,15.2034,15.2136,15.1797,15.9924,15.6873,15.9527,16.1357,3.59412,0.000582133,-0.728957,-7.68217,+
dhs-6,0.200585,1.95109,Q09979,"DeHydrogenases, Short chain",17.3493,17.3503,17.1835,17.2379,16.9888,17.0896,17.0726,17.1677,1.95109,0.00466278,0.200585,3.6129,+
"CELE_F45E1,1",-2.38957,4.086,Q09984,Uncharacterized protein,12.3401,11.9406,12.2882,11.6269,14.849,14.0816,14.1421,14.6813,4.086,9.73E-05,-2.38957,-9.40602,+
"CELE_F45E1,2",-2.25338,5.76383,Q09985,Uncharacterized protein,12.9094,13.185,12.9171,12.7658,15.0973,15.0078,15.3101,15.3756,5.76383,0.000611111,-2.25338,-18.287,+
ctsa-1,2.71818,4.86881,Q09991;Q86NG2,Uncharacterized serine carboxypeptidase ctsa-1;CaThepSin A homolog,14.1758,14.1434,14.4434,13.5983,11.4818,11.2199,11.146,11.6405,4.86881,0.000225641,2.71818,12.8703,+
lrs-1,0.636578,3.39866,Q09996,Leucine--tRNA ligase,17.5058,17.3245,17.1915,17.2912,16.5521,16.6329,16.8289,16.7528,3.39866,0.000648649,0.636578,7.07608,+
nsf-1,0.896845,3.19725,Q09EE7;Q94392,Uncharacterized protein;Vesicle-fusing ATPase,16.1035,16.205,16.121,16.125,15.0994,14.969,15.3047,15.5942,3.19725,0.000604013,0.896845,6.49283,+
che-10,-0.574851,1.47047,Q09EF7,Rootletin,17.2612,17.8656,17.4891,17.9924,18.555,18.239,18.1632,17.9504,1.47047,0.014423,-0.574851,-2.73751,+
tax-6,0.156003,0.404277,Q0G819,Serine/threonine-protein phosphatase 2B catalytic subunit,16.2953,16.643,16.3292,16.4065,16.2839,15.9995,16.6785,16.088,0.404277,0.262108,0.156003,0.917623,
"CELE_F53C11,9",-0.670177,1.88096,Q0G820,Uncharacterized protein,15.5853,14.8018,14.9385,14.8264,15.66,15.5781,15.7909,15.8037,1.88096,0.00547715,-0.670177,-3.47931,+
"CELE_M106,3",0.459368,0.244481,Q0G839,Uncharacterized protein,16.2741,16.2597,16.1899,16.2642,14.7862,14.8152,18.0192,15.5297,0.244481,0.428116,0.459368,0.601479,
mdt-9,-0.206513,0.36016,Q0KHC0,MeDiaTor,16.2846,15.8978,15.479,16.266,16.0947,16.0909,15.9183,16.6496,0.36016,0.299834,-0.206513,-0.833739,
"T19C3,3",-1.06551,3.15752,Q10009,"Uncharacterized protein T19C3,3",15.9036,15.9594,15.7195,15.8143,17.2581,16.8905,16.4984,17.0119,3.15752,0.000592133,-1.06551,-6.3824,+
"T19C3,4",0.997169,2.40027,Q10010,"Uncharacterized protein T19C3,4",13.2805,13.5491,13.784,13.6764,13.0118,12.0774,12.6017,12.6104,2.40027,0.0018891,0.997169,4.52918,+
"T19C3,5",0.562387,1.074,Q10011,"Uncharacterized protein T19C3,5",14.1829,15.0983,14.2718,15.075,13.8498,14.3296,13.9746,14.2243,1.074,0.0416411,0.562387,2.06616,+
snr-3,-1.16424,3.47303,Q10013,Probable small nuclear ribonucleoprotein Sm D1,16.927,16.4592,16.3428,16.6033,17.6228,17.6021,18.0242,17.7401,3.47303,0.000686606,-1.16424,-7.30186,+
"T25E4,1",0.505453,1.31656,Q10014,"Uncharacterized protein T25E4,1",11.9204,11.9951,11.55,11.8514,11.4167,10.8669,11.2785,11.733,1.31656,0.0220997,0.505453,2.47327,+
"T28D9,1",-0.603358,1.2812,Q10020,"Uncharacterized protein T28D9,1",17.0124,17.255,17.0285,17.0503,18.0417,17.6902,17.0012,18.0267,1.2812,0.0244099,-0.603358,-2.41333,+
"F15G9,1",-0.415096,2.0588,Q10033,"Uncharacterized protein F15G9,1",17.7781,17.8389,17.7161,17.5312,18.2622,18.2875,17.9349,18.0402,2.0588,0.00385308,-0.415096,-3.82265,+
