geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04, -Log.p.value,Student's T-test q-value eat2_d5_eat2_d1,log2FC,Student's T-test Test statistic eat2_d15_eat2_d1,Sign p-val: 0.05 
sart-3,-0.0418973,0.162289,Q17430,SART-3/p110 homolog,14.3684,14.571,14.4573,14.6623,14.6706,14.457,14.3978,14.7011,0.162289,0.526619,-0.0418973,-0.421325,
leo-1,-0.00268626,0.00254484,Q17431,RNA polymerase-associated protein LEO1,13.031,13.5425,13.8251,13.3284,14.2702,12.7758,13.3461,13.3456,0.00254484,0.99015,-0.00268626,-0.0076328,
"B0035,3",0.0582926,0.363044,Q17432,Uncharacterized protein,15.0407,15.0391,15.1164,15.0922,14.9462,15.1252,14.8587,15.1251,0.363044,0.276096,0.0582926,0.839291,
dnj-2,-0.493207,1.67124,Q17433,DnaJ homolog dnj-2,13.5774,13.3081,13.2804,13.0772,14.169,13.6773,13.6631,13.7065,1.67124,0.00857189,-0.493207,-3.09254,+
pfd-4,0.479965,1.78516,Q17435,Probable prefoldin subunit 4,17.0699,17.0002,16.6206,16.6863,16.5009,16.4722,16.0948,16.3892,1.78516,0.00658323,0.479965,3.3004,+
"B0035,6",-0.561508,0.876791,Q17436,Uncharacterized protein,11.773,12.0141,11.2507,11.4303,12.5422,11.365,12.4566,12.3503,0.876791,0.0619918,-0.561508,-1.7384,
"B0035,13",-0.131598,0.278717,Q17437,Uncharacterized protein,15.5658,15.3276,15.7913,15.7384,15.9062,15.8476,15.245,15.9508,0.278717,0.358053,-0.131598,-0.672402,
dnj-1,-0.272867,1.11063,Q17438,DnaJ homolog subfamily B member 1,14.1298,13.8139,13.9853,13.9503,14.3689,14.1332,14.4781,13.9905,1.11063,0.0335394,-0.272867,-2.12716,+
"B0035,15",-0.10481,0.098275,Q17439,"Uncharacterized protein B0035,15",14.7778,13.7732,14.4014,13.9843,15.2902,13.888,14.0768,14.1011,0.098275,0.669139,-0.10481,-0.268252,
pmk-1,0.532538,1.31416,Q17446,Mitogen-activated protein kinase pmk-1,14.1047,13.974,13.89,13.9213,12.8116,13.6577,13.5964,13.694,1.31416,0.0199241,0.532538,2.46919,+
faah-2,0.91539,1.43405,Q17447,Fatty Acid Amide Hydrolase homolog,14.0543,14.1346,13.5512,14.3023,12.8724,13.055,12.5174,13.9361,1.43405,0.0146618,0.91539,2.67443,+
faah-1,2.37925,3.63263,Q17449,Fatty acid amide hydrolase 1,14.8775,15.9729,15.6866,14.984,13.2433,13.2368,12.6369,12.887,3.63263,0.00021393,2.37925,7.80656,+
clec-51,0.941518,2.20276,Q17450,C-type LECtin,11.9366,11.012,11.5497,11.115,10.7082,10.3162,10.4114,10.4113,2.20276,0.00236004,0.941518,4.11238,+
clec-52,0.598485,1.79631,Q17452,C-type LECtin,16.5888,16.4166,16.4628,16.5277,16.3144,15.6597,15.5605,16.0674,1.79631,0.00630064,0.598485,3.32101,+
pitr-3,1.30457,1.18756,Q17455,Phosphate transporter,15.1603,15.3139,15.1927,15.0059,13.6974,13.3661,12.8783,15.5127,1.18756,0.0275556,1.30457,2.25571,+
"B0222,5",1.0695,1.59863,Q17457,Uncharacterized protein,15.3912,15.2994,15.1735,15.2865,14.7501,13.6725,14.9176,13.5325,1.59863,0.0100016,1.0695,2.96258,+
ttr-18,0.696745,4.72199,Q17473,TransThyretin-Related family domain,18.227,18.1957,18.1274,18.1229,17.6243,17.4119,17.4117,17.4382,4.72199,0,0.696745,12.1422,+
"B0334,3",-0.63849,3.95749,Q17474,Uncharacterized protein,17.3916,17.536,17.2656,17.4495,18.139,17.9837,17.9658,18.108,3.95749,0,-0.63849,-8.92602,+
"B0334,3",-0.36193,1.22016,Q17475,Uncharacterized protein,13.3995,13.3356,13.5717,13.6837,13.4689,14.0876,13.9579,13.9238,1.22016,0.0256099,-0.36193,-2.31043,+
unc-44,0.334672,0.391881,Q17489,Uncharacterized protein,17.1481,17.1406,17.8617,17.214,17.9509,16.9112,16.4172,16.7462,0.391881,0.252493,0.334672,0.894267,
unc-44,0.193842,0.151996,Q17490,Uncharacterized protein,14.6386,16.637,14.8638,15.1317,15.2801,14.7839,15.5716,14.86,0.151996,0.54598,0.193842,0.397578,
"B0395,3",-0.325778,1.92671,Q17499,Uncharacterized protein,15.4599,15.6507,15.3057,15.4756,15.6251,15.8611,15.8644,15.8444,1.92671,0.00472429,-0.325778,-3.5662,+
"B0491,5",-0.370633,1.43516,Q17512,Uncharacterized protein,17.5163,17.4798,17.3509,17.3795,18.0306,17.752,17.4478,17.9787,1.43516,0.0145779,-0.370633,-2.67634,+
valv-1,1.96889,2.67789,Q17522,Uncharacterized protein,14.6524,14.2239,13.9263,14.1956,13.1468,11.7812,12.5508,11.6438,2.67789,0.000685333,1.96889,5.15769,+
tes-1,-0.536235,0.354818,Q17525,TEStin (Human testis-derived transcript) homolog,12.1668,13.4105,11.8534,12.0464,13.6873,13.9948,11.8194,12.1205,0.354818,0.283099,-0.536235,-0.82343,
"B0564,2",-0.20293,0.296926,Q17527,Uncharacterized protein,14.7236,13.6346,13.7011,13.7278,14.3335,13.7985,14.2629,14.204,0.296926,0.338484,-0.20293,-0.709311,
"B0564,7",-1.27537,0.758075,Q17532,Uncharacterized protein,11.5956,11.9214,12.8822,10.5871,13.1536,11.8065,12.2479,14.8799,0.758075,0.0852637,-1.27537,-1.53973,
"exos-4,1",-1.79003,3.70053,Q17533,Putative exosome complex component RRP41,13.2726,14.2834,13.9998,13.956,15.6304,15.8302,15.6729,15.5385,3.70053,0.000145455,-1.79003,-8.02998,+
"C01B10,8",-0.105012,0.519097,Q17539,Uncharacterized protein,14.4132,14.6293,14.6855,14.5703,14.7256,14.5713,14.5575,14.864,0.519097,0.170408,-0.105012,-1.12742,
"C01B10,10",0.544496,1.43462,Q17542,Uncharacterized protein,11.276,11.9087,11.5881,11.1678,11.1704,11.0954,10.6711,10.8257,1.43462,0.0146453,0.544496,2.67542,+
"C01B10,3",0.744878,3.14163,Q17543,Uncharacterized protein,15.9176,15.9231,15.9064,15.59,15.3294,14.9384,15.0163,15.0735,3.14163,0.000281938,0.744878,6.33865,+
"C01F1,3",0.354975,1.34509,Q17556,Uncharacterized protein,15.3745,15.7724,15.7415,15.7343,15.2852,15.4664,15.0105,15.4407,1.34509,0.0184688,0.354975,2.52181,+
sco-1,0.15328,1.66781,Q17557,SCO (Yeast Suppressor of Cytochrome Oxidase deficiency) homolog,15.9435,15.8432,15.7717,15.8067,15.7337,15.6493,15.6155,15.7534,1.66781,0.00864704,0.15328,3.08635,+
"C01F1,1",-1.14464,2.35247,Q17558,Uncharacterized protein,13.098,13.5697,12.8355,12.7065,14.6834,14.2166,13.9693,13.9188,2.35247,0.00170878,-1.14464,-4.42614,+
aly-1,-0.0849798,0.269796,Q17561,Ref/ALY RNA export adaptor family,15.1483,14.9703,14.745,15.0908,15.1703,14.8043,15.0886,15.2312,0.269796,0.368395,-0.0849798,-0.65412,
"C01G5,5",-0.227133,0.353808,Q17568,Uncharacterized protein,13.1329,13.1235,13.8909,14.0211,14.1432,13.5102,13.6407,13.7829,0.353808,0.283887,-0.227133,-0.821479,
ddi-1,0.79302,1.64477,Q17569,Dna (DNA) Damage Inducible homolog,14.5057,15.4163,15.1603,15.6739,14.2598,14.3641,14.3666,14.5935,1.64477,0.0091666,0.79302,3.04495,+
aqp-2,-5.15267,7.76997,Q17571;Q7JMQ6,AQuaPorin or aquaglyceroporin related,12.0602,12.0115,11.6302,11.8232,17.2743,16.9895,16.875,16.997,7.76997,0,-5.15267,-39.7336,+
"C01G6,3",1.34171,5.11911,Q17572,Uncharacterized protein,16.8024,16.9615,16.6335,16.6406,15.5722,15.3923,15.3817,15.325,5.11911,0,1.34171,14.207,+
tag-165,0.403212,3.03623,Q17574,Putative methionine synthase reductase,15.7603,15.678,15.6178,15.7768,15.3956,15.3434,15.1438,15.3373,3.03623,0.000342105,0.403212,6.0543,+
acs-7,0.332631,0.6872,Q17577,Fatty Acid CoA Synthetase family,12.9049,12.5421,13.2738,12.6732,12.1004,12.3772,12.8414,12.7444,0.6872,0.10512,0.332631,1.41973,
"C01H6,4",1.11232,1.21637,Q17585,Flavin-containing monooxygenase,14.4213,13.8884,14.6529,13.1274,13.6028,11.9678,12.93,13.1401,1.21637,0.0259587,1.11232,2.30406,+
"C02G6,1",1.14145,1.71463,Q17592,Uncharacterized protein,17.3247,16.8376,16.3885,16.649,14.9911,15.8731,15.3889,16.3809,1.71463,0.007662,1.14145,3.1711,+
"C02G6,2",-0.269417,0.314507,Q17593,Uncharacterized protein,16.2553,16.3526,16.3792,16.2364,17.1475,15.5676,17.037,16.5491,0.314507,0.320197,-0.269417,-0.744462,
"C03A3,2",0.891888,0.856428,Q17598,Transmembrane protein 104 homolog,15.6101,15.9009,15.8044,15.5027,15.127,14.7971,15.8968,13.4296,0.856428,0.0654139,0.891888,1.70447,
npp-14,0.43815,1.45282,Q17602,Nuclear pore complex protein 14,14.3829,14.0516,14.3067,14.0909,14.0204,13.4132,13.6811,13.9648,1.45282,0.0139575,0.43815,2.70688,+
asfl-1,0.835822,2.09023,Q17603,Probable histone chaperone asf-1-like protein,14.057,14.3593,13.8032,13.8804,12.808,13.5319,13.4419,12.9748,2.09023,0.00313428,0.835822,3.88495,+
"rpl-24,2",0.401222,0.661189,Q17606,Probable ribosome biogenesis protein RLP24,16.1453,15.6824,15.5214,15.7657,16.1502,15.1131,15.2104,15.0363,0.661189,0.112829,0.401222,1.3753,
arrd-25,0.732085,4.34614,Q17624,ARRestin Domain protein,16.3609,16.2765,16.1579,16.1645,15.6549,15.4744,15.4254,15.4768,4.34614,0,0.732085,10.4488,+
"C04C11,1",1.48734,3.30832,Q17625,Uncharacterized protein,15.2697,15.3006,15.0548,15.2143,13.4422,14.3456,13.6255,13.4767,3.30832,0.000170297,1.48734,6.80948,+
spch-1,-1.73698,3.61743,Q17626,SPerm CHromatin enriched,12.0686,11.9416,11.7055,11.8736,14.1699,13.723,13.1749,13.4694,3.61743,0.000211562,-1.73698,-7.75725,+
"C04G2,2;CELE_W01B6,2",1.29425,1.35237,Q17631;Q23103,Uncharacterized protein,11.9261,11.8322,10.3435,11.8525,10.6395,9.19832,10.338,10.6015,1.35237,0.0181887,1.29425,2.53423,+
dis-3,-0.63179,0.861514,Q17632,Probable exosome complex exonuclease RRP44,14.7198,13.4387,13.1717,13.2474,14.3622,14.2506,14.0998,14.3921,0.861514,0.0643802,-0.63179,-1.71295,
"C04G2,9",0.0956502,0.217217,Q17633,Uncharacterized protein,15.003,14.6078,14.5374,15.2016,14.842,14.6895,14.5518,14.8838,0.217217,0.436621,0.0956502,0.543407,
ndc-80,1.79417,1.5046,Q17635,Kinetochore protein ndc-80,14.9843,13.1812,14.4215,13.9647,10.8645,13.1026,12.9974,12.4106,1.5046,0.012319,1.79417,2.79696,+
"C04G6,4",-1.10846,2.27063,Q17636,Uncharacterized protein,12.0454,11.9511,11.9738,11.8697,13.5671,12.7111,12.5433,13.4523,2.27063,0.00195994,-1.10846,-4.25297,+
"C05C12,5",1.8461,3.2992,Q17648,Uncharacterized protein,11.9522,12.0385,11.8375,11.7165,10.0827,10.3096,9.28947,10.4786,3.2992,0.000220256,1.8461,6.78305,+
amt-4,-0.184605,0.661021,Q17663,Ammonium transporter,15.1932,15.4129,15.2532,15.0824,15.1971,15.6373,15.2462,15.5994,0.661021,0.112864,-0.184605,-1.37502,
lnp-1,1.29283,3.15883,Q17667,Protein lunapark-1,14.6653,14.5476,14.3979,14.1441,12.8197,12.8912,13.4457,13.427,3.15883,0.000283437,1.29283,6.38603,+
"C05G5,2",-1.2531,2.35147,Q17676,Uncharacterized protein,11.9524,11.9375,11.7971,11.8821,13.3703,12.7451,12.6323,13.8338,2.35147,0.00170685,-1.2531,-4.42399,+
rpb-6,-2.61454,4.49203,Q17684,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2",13.1461,13.0122,13.4526,13.0107,16.3679,15.3916,15.7426,15.5776,4.49203,0,-2.61454,-11.0785,+
mvb-12,0.0844979,0.142274,Q17687,MVB (Yeast MultiVesicular Body sorting factor) related,14.8981,14.0306,14.168,14.3123,14.249,14.372,14.506,13.9441,0.142274,0.56485,0.0844979,0.374867,
"C06A6,5",-0.166335,0.309087,Q17688,"Thioredoxin domain-containing protein C06A6,5",15.4721,15.3045,15.0855,15.1704,15.2402,15.6821,14.9249,15.8505,0.309087,0.32549,-0.166335,-0.733674,
mthf-1,-0.145905,0.508306,Q17693,Probable methylenetetrahydrofolate reductase,17.7585,17.6791,17.9804,17.8628,17.8885,17.6806,18.1066,18.1888,0.508306,0.175699,-0.145905,-1.10813,
"C06A8,3",-0.120232,0.507909,Q17698,Uncharacterized protein,20.6879,20.7118,20.7949,20.8108,21.1573,20.666,20.8721,20.7909,0.507909,0.175897,-0.120232,-1.10742,
stdh-1,1.32467,3.73376,Q17703,Putative steroid dehydrogenase 1,15.3485,15.3089,15.2412,15.2468,13.5275,14.127,13.9263,14.266,3.73376,6.91E-05,1.32467,8.14129,+
"C06B3,6",-0.681582,1.63508,Q17705,Uncharacterized protein,13.704,13.0359,12.9108,13.3745,14.0999,14.0937,14.0288,13.5292,1.63508,0.00931218,-0.681582,-3.02759,+
ain-1,-0.812007,2.82271,Q17740,ALG-1 INteracting protein,15.1392,15.143,14.8662,15.0342,16.1995,15.931,15.6803,15.6198,2.82271,0.000501802,-0.812007,-5.50763,+
trxr-1,0.410493,1.75512,Q17745;V6CLN2,Thioredoxin reductase 1;ThioRedoXin Reductase,15.0139,14.8314,15.0765,14.9526,14.804,14.4818,14.2751,14.6716,1.75512,0.00707344,0.410493,3.24508,+
ufl-1,0.226868,0.625686,Q17750,E3 UFM1-protein ligase 1 homolog,15.0798,14.9068,14.6165,15.4274,14.7907,14.7051,14.8638,14.7634,0.625686,0.125286,0.226868,1.31426,
"tin-9,1",1.58769,2.95925,Q17754,Mitochondrial import inner membrane translocase subunit Tim9,16.4849,16.2885,16.3442,16.3984,14.8965,14.3083,15.5029,14.4576,2.95925,0.000367059,1.58769,5.85278,+
pept-2,2.18545,2.90845,Q17758,Peptide transporter family 2,14.9213,14.6677,14.3982,14.4402,11.3508,12.9079,12.8203,12.6066,2.90845,0.000396992,2.18545,5.72258,+
"T25B9,9",-0.238915,2.20665,Q17761,"6-phosphogluconate dehydrogenase, decarboxylating",17.7841,17.8552,17.7354,17.7992,18.1218,17.9522,17.9315,18.1242,2.20665,0.00230745,-0.238915,-4.12037,+
atp-5,-0.35183,1.93823,Q17763,ATP synthase subunit,19.9675,20.028,20.0443,20.0448,20.2148,20.6453,20.3689,20.2628,1.93823,0.00461116,-0.35183,-3.58822,+
"C06H2,2",-1.6798,4.64397,Q17764,Uncharacterized protein,12.6454,12.6725,12.7745,12.4787,14.3902,14.5802,13.9658,14.3542,4.64397,0,-1.6798,-11.7712,+
jmjd-5,0.672986,0.55385,Q17765,JuMonJi (Transcription factor) Domain protein,18.2227,16.6346,18.6846,18.3995,16.6248,17.3081,17.1147,18.2018,0.55385,0.154226,0.672986,1.18902,
pdi-2,0.0995579,0.293181,Q17770,Protein disulfide-isomerase 2,20.5373,20.6307,20.4301,20.5607,20.3545,20.774,20.5047,20.1274,0.293181,0.342668,0.0995579,0.701763,
nuc-1,-0.448595,0.866602,Q17778,Deoxyribonuclease-2,14.5589,14.8392,14.8853,15.6796,15.3084,15.6292,15.5899,15.2297,0.866602,0.0636261,-0.448595,-1.72143,
"C07D10,5",2.17502,3.84654,Q17780,Uncharacterized protein,13.9277,13.5617,13.5318,13.5029,11.3785,12.1411,11.1266,11.1778,3.84654,7.58E-05,2.17502,8.52904,+
stip-1,-0.352963,0.180087,Q17784,Septin and tuftelin-interacting protein 1 homolog,11.5904,11.5023,11.1206,14.0701,12.8043,13.1783,12.1732,11.5394,0.180087,0.494221,-0.352963,-0.461701,
wsp-1,0.45884,0.221539,Q17795,WASP (Actin cytoskeleton modulator) homolog,14.1724,14.5154,14.528,14.3183,15.2215,11.5112,14.3208,14.6453,0.221539,0.430748,0.45884,0.552715,
hgrs-1,-0.151288,1.15627,Q17796,Hepatocyte Growth factor-Regulated TK Substrate (HRS) family,14.7388,14.8696,14.8118,14.7147,15.0737,14.8607,14.8169,14.9889,1.15627,0.0298118,-0.151288,-2.20335,+
cpg-1,0.586917,1.82123,Q17802,Chondroitin proteoglycan 1,16.4935,16.3045,16.4855,16.2209,15.8002,16.1708,15.801,15.3846,1.82123,0.00579394,0.586917,3.36729,+
"C08B6,8",0.369738,1.02854,Q17819,Probable oligoribonuclease,14.8102,14.4274,14.232,14.4651,14.1544,13.9008,13.9015,14.4991,1.02854,0.0405827,0.369738,1.9906,+
aos-1,1.71438,4.80667,Q17820,SUMO-activating enzyme subunit aos-1,16.8335,17.0336,16.7477,16.6473,14.8752,14.9748,15.1938,15.3606,4.80667,0,1.71438,12.5573,+
pfd-1,0.269638,1.48758,Q17827,Probable prefoldin subunit 1,17.1744,17.1617,17.0585,17.0423,17.0463,16.8675,16.8424,16.6021,1.48758,0.0130227,0.269638,2.76726,+
"C08F8,2",4.4582,4.51109,Q17828,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial",18.523,18.4183,19.3651,18.3949,14.7054,13.6859,13.6268,14.8504,4.51109,0,4.4582,11.1633,+
"C08F8,3",-0.0183496,0.0265179,Q17829;S6FN37,Uncharacterized protein,14.7698,15.1034,14.8859,14.9023,15.228,14.3089,15.3039,14.894,0.0265179,0.899524,-0.0183496,-0.0774719,
vgln-1,-0.44005,2.56667,Q17832,ViGiLN homolog,18.732,18.722,18.6359,18.7184,19.3013,19.108,18.9115,19.2477,2.56667,0.0011206,-0.44005,-4.8995,+
ipp-5,0.1677,0.243311,Q17848,"Probable type I inositol 1,4,5-trisphosphate 5-phosphatase",14.0829,14.6433,14.4341,14.6644,14.8469,13.7246,14.0762,14.5063,0.243311,0.400764,0.1677,0.599017,
hsp-25,0.474637,0.500958,Q17849;Q86GU1,Heat Shock Protein,17.6046,17.4052,17.2912,17.386,17.8566,16.1786,16.2541,17.4991,0.500958,0.179966,0.474637,1.09496,
pak-1,0.585922,0.76693,Q17850,Serine/threonine-protein kinase pak-1,14.2819,13.556,13.6862,13.8261,14.2634,12.8585,12.8096,13.0751,0.76693,0.0827001,0.585922,1.55464,
cks-1,-3.5303,1.92647,Q17868,Cyclin-dependent kinases regulatory subunit,13.1252,13.3199,10.5642,13.5966,15.0447,18.1704,15.4159,16.0961,1.92647,0.00472215,-3.5303,-3.56574,+
npp-23,-0.0299053,0.0494839,Q17872,Nuclear Pore complex Protein,14.197,14.6504,14.1373,14.6034,14.6487,14.6291,14.4833,13.9467,0.0494839,0.817546,-0.0299053,-0.14123,
nuo-1,0.00475264,0.00644948,Q17880,NADH Ubiquinone Oxidoreductase,17.3283,16.5095,16.5696,16.5748,16.3334,17.0662,16.7745,16.7891,0.00644948,0.975998,0.00475264,0.0192586,
nasp-1,1.11378,2.91919,Q17886,NASP (Human Nuclear Autoantigenic Sperm Protein) homolog,15.9288,15.8654,15.9129,15.9169,14.6586,14.7949,14.3987,15.3168,2.91919,0.0004,1.11378,5.74994,+
"C10C5,2",-0.202878,0.0633864,Q17896,Uncharacterized protein,15.2609,17.6635,15.1233,14.9124,17.8185,13.7406,17.127,15.0855,0.0633864,0.771952,-0.202878,-0.178508,
"C10C5,4",0.481462,1.05891,Q17899,Aminoacylase,15.7369,16.1822,15.4062,15.3156,14.8545,15.3075,15.0958,15.4572,1.05891,0.0377508,0.481462,2.04107,+
egal-1,0.0904562,0.0472384,Q17902;Q65ZH5,EGALitarian (Drosophila exonuclease-like) homolog,14.5939,13.504,14.1664,11.7373,13.8249,12.7566,13.4921,13.5662,0.0472384,0.824975,0.0904562,0.13512,
"C12D8,1",0.525593,1.43633,Q17935,Uncharacterized protein,16.6006,16.6484,16.5382,16.5961,16.1147,16.4463,15.5252,16.1948,1.43633,0.0145035,0.525593,2.67836,+
daf-36,0.65369,0.954863,Q17938,Cholesterol 7-desaturase,12.4975,13.7122,13.3014,13.649,13.0881,12.1677,12.4103,12.8792,0.954863,0.0493907,0.65369,1.86822,+
akt-1,1.32378,2.38799,Q17941,Serine/threonine-protein kinase akt-1,15.0994,14.9031,14.6212,14.7662,13.9945,13.7195,12.7263,13.6545,2.38799,0.00158107,1.32378,4.50257,+
dohh-1,-0.34803,0.884269,Q17949,Deoxyhypusine hydroxylase,14.8697,14.8367,14.8239,14.9449,15.7059,15.2074,14.7414,15.2126,0.884269,0.0607712,-0.34803,-1.75085,
"wdr-5,1",0.101565,0.156536,Q17963,"WD repeat-containing protein wdr-5,1",14.4541,14.5441,14.4814,14.5484,15.0492,14.2747,13.8543,14.4434,0.156536,0.537728,0.101565,0.408089,
"C14B1,8",1.88714,2.15792,Q17964,Uncharacterized protein,12.3332,13.5794,13.259,13.2854,11.1157,11.4639,10.2451,12.0837,2.15792,0.00258871,1.88714,4.02093,+
pdi-1,0.552343,3.48394,Q17967,Protein disulfide-isomerase 1,18.9008,18.9535,18.8083,18.8495,18.5062,18.2722,18.1827,18.3417,3.48394,0.000192609,0.552343,7.33547,+
mma-1,-0.688387,3.22387,Q17974,Uncharacterized protein,14.2633,13.9674,13.8401,13.9224,14.695,14.6914,14.5583,14.8021,3.22387,0.000265669,-0.688387,-6.56763,+
"C14F11,6",-0.445918,2.14017,Q17993,Uncharacterized protein,16.2074,16.0475,15.994,15.9951,16.7341,16.2626,16.4509,16.5801,2.14017,0.00264451,-0.445918,-3.98504,+
"got-2,2",-0.109235,0.660962,Q17994,Aspartate aminotransferase,18.7172,18.7568,18.7797,18.7311,18.7378,19.0808,18.7626,18.8406,0.660962,0.112834,-0.109235,-1.37492,
"C15B12,1",2.48156,1.55893,Q18006,Putative sarcosine oxidase,12.4223,11.7972,11.7136,11.5853,10.6911,7.14148,9.1085,10.6512,1.55893,0.0108187,2.48156,2.8923,+
"C15C7,4",1.39862,3.67386,Q18010,Uncharacterized protein,12.0431,12.0398,11.5113,11.8727,10.6666,10.1333,10.4267,10.6459,3.67386,0.000219668,1.39862,7.94158,+
"C15C7,5",-0.259698,0.719403,Q18012,Uncharacterized protein,13.8756,13.9977,14.1875,14.0373,14.7326,13.9441,14.2248,14.2355,0.719403,0.0954736,-0.259698,-1.47443,
gcc-1,-0.345351,1.05089,Q18013,Grip (GRIP) and Coiled-Coil domain containing protein related,12.0503,12.0325,11.715,11.8795,12.311,11.8281,12.5141,12.4055,1.05089,0.0384145,-0.345351,-2.02773,+
"C15C7,7",-1.43023,1.89086,Q18014,GDP-fucose protein O-fucosyltransferase 1,11.9531,12.0105,11.799,11.8419,14.4128,12.6023,12.8278,13.4825,1.89086,0.00500223,-1.43023,-3.49805,+
asp-10,-1.12025,2.71738,Q18020,ASpartyl Protease,15.5902,15.2209,14.9047,15.4377,16.3198,16.0764,16.8114,16.4268,2.71738,0.000618108,-1.12025,-5.25151,+
"C15H9,4",0.407997,0.568397,Q18025,Uncharacterized protein,14.7493,14.6871,14.6417,14.3956,13.6296,14.7517,13.6597,14.8006,0.568397,0.147712,0.407997,1.21459,
flu-2,0.965545,3.21398,Q18026,Kynureninase,17.5291,16.9743,17.3482,17.2759,16.4331,16.0555,16.3198,16.4568,3.21398,0.000262963,0.965545,6.53977,+
prx-3,0.120513,0.133342,Q18028,PeRoXisome assembly factor,13.6904,12.4852,12.3914,12.995,13.0145,12.7948,12.9759,12.2947,0.133342,0.585095,0.120513,0.353746,
nnt-1,0.665872,1.9516,Q18031,Nicotinamide Nucleotide Transhydrogenase,14.4474,14.7834,14.2168,14.4445,13.9404,14.1328,13.6638,13.4916,1.9516,0.00448435,0.665872,3.61386,+
"C15H9,9",0.520292,2.29155,Q18032,Uncharacterized protein,18.2799,18.199,18.1142,18.1891,18.0236,17.5636,17.5706,17.5433,2.29155,0.00193065,0.520292,4.29685,+
thoc-2,-1.99301,2.18467,Q18033,THO Complex (Transcription factor/nuclear export) subunit,12.1468,11.8965,12.1036,12.7283,14.4807,12.8856,14.5192,14.9617,2.18467,0.00242968,-1.99301,-4.07535,+
nfx-1,1.74787,3.27049,Q18034,Transcriptional repressor NF-X1 homolog,15.8372,15.9073,15.7164,15.4317,13.3393,14.1323,14.4801,13.9495,3.27049,0.000274131,1.74787,6.70029,+
"C16A3,6",-0.442813,0.458746,Q18035,Protein MAK16 homolog,11.9155,11.6809,12.2574,12.2121,13.5758,12.3721,12.3088,11.5804,0.458746,0.204608,-0.442813,-1.0185,
"C16A3,5",-2.08692,3.72862,Q18036,Uncharacterized protein,15.887,15.1591,15.8474,15.3442,18.0746,17.2157,17.533,17.7621,3.72862,6.85E-05,-2.08692,-8.12399,+
"C16A3,4",-0.0251019,0.0732321,Q18037,Uncharacterized protein,16.0033,15.7993,15.9141,15.8643,16.1363,15.7542,15.6912,16.0996,0.0732321,0.741741,-0.0251019,-0.204361,
let-716,-0.163268,0.54249,Q18038,Uncharacterized protein,14.8632,14.6705,14.829,15.1236,15.3205,15.0335,14.9487,14.8368,0.54249,0.159135,-0.163268,-1.16896,
oatr-1,0.539317,3.62026,Q18040,"Probable ornithine aminotransferase, mitochondrial",19.2322,19.3234,19.1479,19.1388,18.8293,18.6165,18.6532,18.586,3.62026,0.000211823,0.539317,7.76642,+
"C16E9,1",-3.01379,4.38781,Q18048,Uncharacterized protein,12.0567,11.8814,11.5193,11.7868,14.5839,14.6251,14.4887,15.6017,4.38781,0,-3.01379,-10.6253,+
dim-1,-0.0956273,0.336708,Q18066,Disorganized muscle protein 1,19.4855,19.9284,19.4746,19.4356,19.5758,19.6962,19.7328,19.7018,0.336708,0.299857,-0.0956273,-0.788219,
"C18B2,3",-0.40085,0.764813,Q18074,Uncharacterized protein,16.4326,16.38,16.1642,15.6707,16.6946,16.5107,16.0667,16.9788,0.764813,0.0832312,-0.40085,-1.55108,
"C18B2,4",-1.12319,2.04205,Q18075,Uncharacterized protein,15.3506,14.4176,14.1082,14.8195,15.7522,15.497,16.1068,15.8326,2.04205,0.00342445,-1.12319,-3.78964,+
"C18B2,5",0.45291,2.51868,Q18076,Uncharacterized protein,17.4197,17.4645,17.3042,17.3808,17.075,16.8099,16.7657,17.1069,2.51868,0.00119509,0.45291,4.7908,+
ugt-48,1.03489,1.78135,Q18081,Putative UDP-glucuronosyltransferase ugt-48,15.323,14.9574,14.8151,14.8818,13.9452,14.0427,13.2103,14.6394,1.78135,0.00659014,1.03489,3.29336,+
"C18E9,9",-0.240032,0.234823,Q18089,Uncharacterized protein,13.7859,14.418,14.4398,13.8499,14.9907,14.9007,13.3863,14.1762,0.234823,0.412679,-0.240032,-0.581081,
tomm-40,-0.393992,1.51578,Q18090,Mitochondrial import receptor subunit TOM40 homolog,16.8991,16.9265,16.76,16.7599,17.4473,16.847,17.2733,17.3539,1.51578,0.0119474,-0.393992,-2.81649,+
"C18E9,5",0.851422,2.13154,Q18091,Uncharacterized protein,14.8496,15.4905,15.3382,14.7655,14.5546,14.0827,14.0522,14.3487,2.13154,0.00263258,0.851422,3.96764,+
"C18E9,2",0.58845,0.463903,Q18093,Uncharacterized protein,15.2196,15.0908,14.9015,14.9361,15.2857,12.8522,15.2346,14.4217,0.463903,0.201746,0.58845,1.02791,
"C18E9,4",0.581371,2.58317,Q18095,Uncharacterized protein,17.4852,17.4245,17.3195,17.4037,16.6278,17.1503,16.7522,16.7771,2.58317,0.00102727,0.581371,4.93726,+
