geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d1,log2FC,Student's T-test Test statistic N2_d15_N2_d1,Sign p-val: 0.05 
ubc-7,0.354558,0.500434,P34477,Probable ubiquitin-conjugating enzyme E2 7,14.2935,14.9291,15.4005,14.0566,14.2271,14.6073,14.3317,14.0954,0.500434,0.187757,0.354558,1.09402,
skat-1,1.16293,1.20055,P34479,Probable amino acid transporter skat-1,16.0645,14.9296,14.2004,16.1961,14.6466,13.9689,13.8229,14.3005,1.20055,0.0305681,1.16293,2.27749,+
"F59B2,3",-2.53991,2.55259,P34480,N-acetylglucosamine-6-phosphate deacetylase,12.5649,13.6185,14.0697,12.7081,16.5609,15.7989,16.0002,14.7609,2.55259,0.00156498,-2.53991,-4.86744,+
"K02D10,1",-0.0781996,0.212969,P34492,"Putative NipSnap protein K02D10,1",16.0909,16.34,15.9022,16.4593,16.3653,16.0807,16.4241,16.235,0.212969,0.451523,-0.0781996,-0.534219,
mtss-1,-0.197877,0.455974,P34496,"Single-stranded DNA-binding protein, mitochondrial",16.777,16.1697,16.3341,16.7352,17.029,16.4278,16.6236,16.7271,0.455974,0.212575,-0.197877,-1.01343,
gln-2,0.301947,0.270911,P34497,Probable glutamine synthetase,15.309,15.3531,15.4862,13.8201,14.5056,14.6665,14.231,15.3574,0.270911,0.37495,0.301947,0.656412,
ttr-3,3.41362,4.05472,P34499,Transthyretin-like protein 3,16.9307,15.8948,16.1785,16.6275,13.5287,12.869,12.2425,13.3369,4.05472,0,3.41362,9.28712,+
ttr-2,2.85248,9.12417,P34500,Transthyretin-like protein 2,20.9639,20.9931,21.0346,20.8737,18.0896,18.1904,18.0833,18.092,9.12417,0,2.85248,66.8844,+
ttr-1,-2.34502,5.11758,P34502,Transthyretin-like protein 1,12.5709,12.0367,12.2025,12.6757,14.7656,14.585,14.6326,14.8827,5.11758,0,-2.34502,-14.1984,+
vms-1,0.522882,0.614193,P34511,Protein vms-1,13.2733,13.6775,12.9901,12.1231,12.372,13.1793,12.2863,12.1349,0.614193,0.137646,0.522882,1.29439,
grp-1,-0.396586,1.46016,P34512,GTP exchange factor for ARFs 1,12.2489,12.1822,12.1391,12.6832,12.6722,12.5294,12.7527,12.8855,1.46016,0.0158376,-0.396586,-2.7196,+
"K11H3,3",-0.455538,1.1155,P34519,"Putative tricarboxylate transport protein, mitochondrial",16.4599,15.7396,16.2636,16.6629,16.8768,16.6049,16.5958,16.8707,1.1155,0.0381663,-0.455538,-2.13528,+
"K12H4,3",0.265368,0.261766,P34524,Ribosome biogenesis protein BRX1 homolog,13.9781,15.0972,14.7534,15.7323,14.1122,14.5787,15.0703,14.7382,0.261766,0.384973,0.265368,0.637549,
"K12H4,4",0.344923,2.23434,P34525,Probable signal peptidase complex subunit 3,16.4338,16.5316,16.7071,16.5226,16.1337,16.2727,16.3328,16.0763,2.23434,0.00308812,0.344923,4.17748,+
"K12H4,5",0.155578,0.490005,P34526,"Uncharacterized protein K12H4,5",17.31,17.6187,16.9996,17.5531,17.1226,17.1957,17.2753,17.2655,0.490005,0.193337,0.155578,1.07525,
"K12H4,7",-1.87033,4.74389,P34528,"Putative serine protease K12H4,7",16.0126,16.2346,15.8646,16.4743,17.8109,18.1629,18.0758,18.0178,4.74389,0,-1.87033,-12.2484,+
dcr-1,4.56022,2.93412,P34529,Endoribonuclease dcr-1,15.3372,16.1505,16.115,17.3835,9.80835,12.9309,11.8889,12.1171,2.93412,0.000924384,4.56022,5.78811,+
rfp-1,-0.439577,0.172893,P34537,E3 ubiquitin-protein ligase bre-1,13.7055,13.9532,17.9475,15.3681,15.5557,16.1574,15.3974,15.6221,0.172893,0.517758,-0.439577,-0.445483,
"R05D3,6",-2.3784,4.23806,P34539,"Putative ATP synthase subunit epsilon, mitochondrial",16.7243,17.1472,17.0432,16.4665,18.7038,19.4939,19.4363,19.2608,4.23806,0,-2.3784,-10.0036,+
unc-116,0.177507,0.65893,P34540,Kinesin heavy chain,16.7766,16.7855,16.5572,16.8949,16.6017,16.3738,16.869,16.4596,0.65893,0.122006,0.177507,1.37143,
"R05D3,9/R05D3,10",1.19893,3.51161,P34542,"Uncharacterized protein R05D3,9",15.3908,15.355,15.0517,15.7741,14.0207,14.1768,14.3177,14.2607,3.51161,0.000247043,1.19893,7.42128,+
met-2,0.522448,0.250207,P34544,Histone-lysine N-methyltransferase met-2,14.5183,14.2363,14.5168,14.5151,16.353,12.6726,12.8432,13.8279,0.250207,0.400281,0.522448,0.613489,
vha-2,1.70874,3.75534,P34546,V-type proton ATPase 16 kDa proteolipid subunit 2/3,20.5108,20.1533,19.7934,20.6818,18.6583,18.3983,18.5569,18.6909,3.75534,0.000107765,1.70874,8.2143,+
sqv-3,-0.129026,0.179612,P34548,Xylosylprotein 4-beta-galactosyltransferase,12.5225,12.1711,12.3338,12.7782,13.2682,12.1201,12.3516,12.5819,0.179612,0.505967,-0.129026,-0.460636,
"R10E11,5",-2.04866,0.996365,P34549,"Uncharacterized protein R10E11,5",9.55931,12.192,13.3177,13.869,15.6215,13.6973,13.925,13.8888,0.996365,0.0509082,-2.04866,-1.93714,
alx-1,1.16217,2.57133,P34552,Apoptosis-linked gene 2-interacting protein X 1,16.9952,16.2967,16.6321,17.3234,15.7557,15.4749,15.5515,15.8166,2.57133,0.00138147,1.16217,4.91015,+
cdk-1,1.20477,4.31734,P34556,Cyclin-dependent kinase 1,16.3166,16.2015,16.0179,16.166,15.2641,14.8912,14.8286,14.899,4.31734,0,1.20477,10.3285,+
ech-6,-0.0430398,0.132492,P34559,"Probable enoyl-CoA hydratase, mitochondrial",18.786,18.7986,18.505,19.0044,18.6317,18.941,18.8784,18.815,0.132492,0.597255,-0.0430398,-0.351723,
rmd-1,1.12043,1.93593,P34560,Regulator of microtubule dynamics protein 1,13.9853,13.3112,14.1313,14.6766,12.5147,12.9952,13.1553,12.9577,1.93593,0.00603295,1.12043,3.58383,+
gcc-2,0.8327,2.65772,P34562,GRIP and coiled-coil domain-containing protein 2,13.9854,13.6389,14.3141,13.972,13.3567,13.2005,13.0698,12.9526,2.65772,0.00127076,0.8327,5.11019,+
chc-1,0.483575,2.38932,P34574,Probable clathrin heavy chain 1,17.7824,17.4958,17.7339,17.8891,17.2007,17.2455,17.4231,17.0975,2.38932,0.0023317,0.483575,4.50545,+
cts-1,-0.630415,3.27159,P34575,"Probable citrate synthase, mitochondrial",19.253,19.23,19.1473,19.0834,19.871,19.9505,19.8539,19.5599,3.27159,0.000526087,-0.630415,-6.70344,+
mua-3,-2.34374,2.81416,P34576,Transmembrane cell adhesion receptor mua-3,12.5178,12.0618,12.3166,12.561,14.892,14.1296,14.0143,15.7962,2.81416,0.00119653,-2.34374,-5.4865,+
"T26G10,1",-0.251515,0.19354,P34580,"Putative ATP-dependent RNA helicase T26G10,1",15.5289,15.3487,13.9284,13.6974,15.3537,14.5319,14.5896,15.0342,0.19354,0.482275,-0.251515,-0.49168,
"ZC262,2",-0.490985,0.2333,P34594,"Uncharacterized protein ZC262,2",15.0566,12.4223,14.4002,15.5767,15.971,14.1258,13.9234,15.3995,0.2333,0.422471,-0.490985,-0.577845,
mtx-2,0.28365,0.755392,P34599,Metaxin-2 homolog,14.6916,14.3996,14.5488,15.1708,14.2805,14.4734,14.3044,14.618,0.755392,0.0946549,0.28365,1.53521,
"ZK1098,4",1.12982,2.87312,P34604,Probable translation initiation factor eIF-2B subunit alpha,15.4609,14.7887,15.3711,14.9651,13.6749,14.2304,14.0502,14.1109,2.87312,0.00108251,1.12982,5.63327,+
trpp-3,0.217235,0.329145,P34605,Trafficking protein particle complex subunit 3 homolog,14.8991,14.8235,13.8467,14.9579,14.6948,14.3941,14.3244,14.2449,0.329145,0.312328,0.217235,0.773388,
pcp-1,-0.653522,1.36388,P34610,Putative serine protease pcp-1,14.0074,13.3218,14.4544,14.1336,14.3818,14.6817,14.8272,14.6406,1.36388,0.0203299,-0.653522,-2.55388,+
cec-1,0.0568604,0.0493439,P34618,Chromo domain-containing protein cec-1,16.2471,16.729,17.2545,17.328,15.9402,17.3373,17.2072,16.8465,0.0493439,0.820721,0.0568604,0.14085,
"ZK1236,5",-3.2816,2.72292,P34621,"Uncharacterized protein ZK1236,5",12.5644,9.963,11.9202,12.5929,14.8576,15.1071,15.2046,14.9975,2.72292,0.00121021,-3.2816,-5.26479,+
ufbp-1,0.30637,0.388512,P34623,DDRGK domain-containing protein 1,14.8483,14.5646,13.4665,13.7647,13.6603,14.0843,14.0145,13.6596,0.388512,0.260805,0.30637,0.887893,
lap-1,0.445889,2.09037,P34629,Leucine aminopeptidase 1,17.6054,17.1493,17.1755,17.2271,16.9582,16.8224,16.7534,16.8398,2.09037,0.00417603,0.445889,3.88524,+
cutc-1,5.12195,0.845829,P34630,Copper homeostasis protein cutC homolog,12.5712,12.1815,12.2459,12.7849,12.6775,0,4.69228,11.9259,0.845829,0.0748198,5.12195,1.68679,
ubxn-4,0.65065,0.700711,P34631,UBX domain-containing protein 4,14.9933,14.1601,13.634,14.6518,14.384,13.4709,12.8664,14.1153,0.700711,0.109198,0.65065,1.44271,
"ZK512,2",0.311335,0.946369,P34640,Probable ATP-dependent RNA helicase DDX55 homolog,15.2376,15.1609,15.3807,15.8209,14.941,14.9598,15.2446,15.2095,0.946369,0.0576682,0.311335,1.85411,
"ZK512,4",-0.349135,0.873128,P34642,Signal recognition particle 9 kDa protein,15.6977,15.3685,15.7079,16.2356,15.8686,16.2244,16.2709,16.0423,0.873128,0.0695429,-0.349135,-1.7323,
sec-16,0.0108078,0.0145751,P34643,Protein transport protein Sec16,14.6935,14.3329,14.0376,14.4321,14.009,14.9706,14.2949,14.1784,0.0145751,0.943844,0.0108078,0.0431311,
"ZK512,7",0.399347,1.85713,P34645,"Uncharacterized protein ZK512,7",17.4462,17.1771,16.9505,17.1732,16.9433,16.7619,16.7742,16.6703,1.85713,0.00730028,0.399347,3.43443,+
"ZK512,8",-0.854911,0.265321,P34646,"Uncharacterized protein ZK512,8",9.40293,12.5378,15.3336,10.6237,12.0489,13.394,13.1592,12.7157,0.265321,0.3805,-0.854911,-0.644898,
mcm-6,1.19936,3.65388,P34647,DNA replication licensing factor mcm-6,16.2881,16.1984,16.2566,16.722,15.069,15.2158,14.9766,15.4062,3.65388,0.000174672,1.19936,7.8759,+
"ZK632,2",0.876315,1.17587,P34648,"Uncharacterized protein ZK632,2",15.4289,14.2001,14.7459,15.0276,13.5215,13.412,14.4245,14.5393,1.17587,0.0326774,0.876315,2.23614,+
riok-3,1.09622,1.15097,P34649,Serine/threonine-protein kinase RIO3,13.4098,13.0431,13.0909,13.8651,12.9475,11.4239,11.4946,13.1582,1.15097,0.0344726,1.09622,2.19449,+
"ZK632,4",1.15781,3.49805,P34650,Probable mannose-6-phosphate isomerase,15.7344,15.2735,15.4596,15.9065,14.357,14.3846,14.3591,14.642,3.49805,0.000243523,1.15781,7.37912,+
cnx-1,0.68347,2.36575,P34652,Calnexin,16.9063,16.4415,16.596,16.9923,16.0579,15.9052,15.9603,16.2788,2.36575,0.0023601,0.68347,4.45463,+
panl-3,0.782965,1.26348,P34653,PAB-dependent poly(A)-specific ribonuclease subunit PAN3,14.9766,15.0053,14.7879,15.7745,14.7233,14.4267,13.64,14.6225,1.26348,0.0261914,0.782965,2.38339,+
"ZK632,9",0.00830269,0.00270248,P34654,"Uncharacterized protein ZK632,9",17.0989,17.2754,15.3599,17.3731,15.9869,17.9513,14.5944,18.5414,0.00270248,0.990019,0.00830269,0.00810416,
"ZK632,12",1.5132,2.80584,P34657,"Uncharacterized protein ZK632,12",15.0704,15.5617,14.9262,14.2893,13.4714,13.3823,13.2601,13.681,2.80584,0.00118995,1.5132,5.46603,+
snr-5,0.29194,0.266177,P34659,Probable small nuclear ribonucleoprotein F,14.7003,16.4347,16.0141,16.7522,15.6506,15.7314,15.6596,15.692,0.266177,0.379627,0.29194,0.646665,
ufm-1,-0.378982,1.67084,P34661,Ubiquitin-fold modifier 1,16.7228,17.1103,16.9308,17.2124,17.3319,17.3816,17.5293,17.2492,1.67084,0.00982034,-0.378982,-3.09182,+
rpl-35,-1.94232,3.31332,P34662,60S ribosomal protein L35,18.3459,19.1245,19.3002,18.405,20.3845,21.0874,20.6749,20.798,3.31332,0.000467186,-1.94232,-6.82404,+
coq-5,-0.0774226,0.104944,P34666,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",15.235,14.9933,14.7946,15.9805,15.5511,15.1873,15.2305,15.3443,0.104944,0.661638,-0.0774226,-0.284849,
"ZK686,3",0.757507,2.4557,P34669,Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3,17.2035,17.1845,17.3179,17.3323,16.6667,16.2374,16.2367,16.8673,2.4557,0.00215561,0.757507,4.65051,+
snu-23,1.04407,1.16591,P34670,Putative zinc finger matrin-type protein snu-23,14.1758,13.4451,13.8511,13.2726,13.703,11.8168,12.1212,12.9275,1.16591,0.0335193,1.04407,2.21947,+
fahd-1,0.919112,1.18997,P34673,Fumarylacetoacetate hydrolase domain-containing protein 1,16.7012,17.0984,15.3404,16.9484,15.7304,15.4439,15.5995,15.6381,1.18997,0.0315531,0.919112,2.25976,+
pcp-5,0.708813,1.32674,P34676,Prolyl carboxy peptidase like protein 5,15.5982,16.3773,16.3947,16.2564,15.8707,15.0795,15.0823,15.7588,1.32674,0.0221915,0.708813,2.49057,+
gly-3,-0.728968,0.321444,P34678,Polypeptide N-acetylgalactosaminyltransferase 3,13.9547,14.0531,14.4337,10.3564,13.7788,13.687,14.002,14.2459,0.321444,0.318826,-0.728968,-0.758207,
cap-1,0.0129371,0.0313098,P34685,F-actin-capping protein subunit alpha,16.9626,16.8809,17.1772,17.4837,17.1731,16.9924,17.0933,17.1939,0.0313098,0.882141,0.0129371,0.0910141,
cap-2,-0.162066,0.844316,P34686,F-actin-capping protein subunit beta,16.4522,16.2613,16.221,16.3165,16.5417,16.2828,16.4122,16.6627,0.844316,0.0751623,-0.162066,-1.68426,
glh-1,-0.777535,3.5903,P34689,ATP-dependent RNA helicase glh-1,16.7053,16.7225,16.7004,16.4556,17.4757,17.3943,17.2237,17.6003,3.5903,0.000167364,-0.777535,-7.66994,+
tba-2,1.54688,3.638,P34690,Tubulin alpha-2 chain,18.2114,18.2292,17.8887,18.4706,16.8825,16.4754,16.9531,16.3014,3.638,0.000172662,1.54688,7.82402,+
"T01G9,2",0.374455,0.363306,P34692,"UPF0183 protein T01G9,2",12.2563,11.9644,12.237,12.6646,12.6167,11.1981,12.6564,11.1532,0.363306,0.28123,0.374455,0.839793,
snt-1,-2.01539,3.65358,P34693;Q95QH7,Synaptotagmin-1;SyNapTotagmin,12.4607,11.7175,12.2968,12.61,14.3556,14.2466,13.8714,14.673,3.65358,0.000174419,-2.01539,-7.87493,+
"hsp-16,1",2.3413,6.33632,P34696,"Heat shock protein Hsp-16,1/Hsp-16,11",17.6396,17.744,17.5458,17.8993,15.1783,15.3785,15.5105,15.3962,6.33632,0,2.3413,22.8436,+
sod-1,1.35498,3.79817,P34697,Superoxide dismutase [Cu-Zn],18.4888,18.1711,18.2019,18.7957,17.1341,16.866,17.1891,17.0483,3.79817,0.000111475,1.35498,8.36083,+
emb-5,0.962185,2.74881,P34703,Suppressor of Ty 6 homolog,14.8869,14.1587,14.8224,14.6636,13.8585,13.5021,13.6348,13.6875,2.74881,0.0012296,0.962185,5.32704,+
kup-1,0.794687,0.586965,P34705,Protein kup-1,12.805,12.8669,12.681,13.159,12.8616,10.3949,11.8753,13.2014,0.586965,0.147286,0.794687,1.24707,
pgp-1,-0.812023,2.1782,P34712,Multidrug resistance protein pgp-1,14.4186,14.3446,14.2189,14.9175,14.9538,15.2751,15.5762,15.3426,2.1782,0.00349055,-0.812023,-4.06215,+
pgp-3,0.0757501,0.0811642,P34713,Multidrug resistance protein pgp-3,14.4382,13.6249,13.0299,14.2801,14.0497,13.7013,13.6489,13.6701,0.0811642,0.724206,0.0757501,0.224878,
ost-1,0.477188,0.276853,P34714,SPARC,15.5084,15.4738,15.5408,18.3609,15.6938,15.7814,15.7721,15.7278,0.276853,0.367728,0.477188,0.668593,
tpa-1,1.26461,3.32625,P34722,Protein kinase C-like 1,12.4337,12.141,12.2899,12.7762,11.0381,11.0625,10.9674,11.5143,3.32625,0.000435466,1.26461,6.86175,+
mrps-23,-0.688422,0.755142,P34748,"Probable 28S ribosomal protein S23, mitochondrial",15.1773,14.0052,13.9095,15.6553,15.3591,15.1727,15.2591,15.7101,0.755142,0.0947078,-0.688422,-1.53479,
unc-18,0.989467,2.47243,P34815,Putative acetylcholine regulator unc-18,15.7155,15.2341,14.9546,15.6257,14.6746,14.4207,14.3643,14.1125,2.47243,0.00194595,0.989467,4.6875,+
let-70,-0.238825,0.302994,P35129,Ubiquitin-conjugating enzyme E2 2,16.9283,17.9861,17.8205,17.9662,17.4429,17.7566,18.463,17.9939,0.302994,0.338698,-0.238825,-0.721496,
unc-101,1.33031,1.35104,P35602,AP-1 complex subunit mu-1-I,14.45,14.2121,14.7114,14.5477,13.6358,12.4088,12.1905,14.3648,1.35104,0.0209948,1.33031,2.53197,+
dpy-23,0.0752122,0.0800706,P35603,AP-2 complex subunit mu,14.973,15.3352,15.8432,15.8453,15.8569,15.6381,15.5431,14.6577,0.0800706,0.726702,0.0752122,0.222065,
lec-1,0.30935,0.73855,P36573,32 kDa beta-galactoside-binding lectin,20.7937,20.9591,21.2188,20.8155,20.4648,20.5485,21.1676,20.3688,0.73855,0.0984994,0.30935,1.50681,
ncs-2,0.91826,2.48408,P36609,Neuronal calcium sensor 2,18.1436,17.5539,17.4977,18.0486,16.8958,16.6381,16.9008,17.1361,2.48408,0.00183258,0.91826,4.71339,+
ubl-1,1.4428,2.56544,P37165,Ubiquitin-like protein 1-40S ribosomal protein S27a,15.1329,15.5287,14.6081,15.014,13.7878,12.9686,13.9909,13.7653,2.56544,0.00141927,1.4428,4.8967,+
May-01,-1.05777,1.59919,P37209,"ATPase inhibitor mai-1, mitochondrial",12.004,12.1584,12.2573,13.0028,12.9234,14.0528,13.7111,12.9661,1.59919,0.0119967,-1.05777,-2.96358,+
unc-87,0.253727,1.47752,P37806,Protein unc-87,20.0447,19.9372,19.9972,20.1604,19.7261,19.6855,19.6955,20.0175,1.47752,0.0153162,0.253727,2.74974,+
dyn-1,0.12132,0.55572,P39055,Dynamin,15.7157,15.9246,15.9191,15.8493,15.5392,15.9616,15.6606,15.7621,0.55572,0.16083,0.12132,1.19231,
mpk-1,0.72186,0.528542,P39745,Mitogen-activated protein kinase mpk-1,14.7801,13.802,13.1359,15.6202,12.9504,13.406,13.6318,14.4626,0.528542,0.173277,0.72186,1.14423,
trd-1,-0.010277,0.0177137,P41842,Tetratricopeptide repeat-containing protein trd-1,14.26,13.9294,14.0824,13.4269,14.1288,13.7314,13.9518,13.9277,0.0177137,0.932406,-0.010277,-0.0522401,
"T20B12,7",-0.0656729,0.203433,P41847,Anamorsin homolog,17.309,17.1588,16.9835,16.9805,16.9821,17.1299,17.125,17.4575,0.203433,0.466914,-0.0656729,-0.51345,
hmg-4,0.462515,1.16054,P41848,FACT complex subunit SSRP1-A,14.2673,14.511,14.4897,15.0901,14.0266,14.0509,14.4637,13.9669,1.16054,0.0338114,0.462515,2.21049,+
isw-1,1.09424,3.47247,P41877,Chromatin-remodeling complex ATPase chain isw-1,15.5856,15.0137,15.1378,15.3428,14.3833,14.0792,14.0131,14.2275,3.47247,0.00028133,1.09424,7.30013,+
"F37A4,1",-0.156238,0.265362,P41879,"Uncharacterized protein F37A4,1",13.4967,13.3033,13.5814,13.9591,13.3427,13.653,13.6754,14.2944,0.265362,0.380579,-0.156238,-0.644984,
par-5,0.74892,3.48364,P41932,14-3-3-like protein 1,20.5491,20.3298,20.1155,20.4676,19.7144,19.5901,19.6278,19.5339,3.48364,0.000241645,0.74892,7.33455,+
"B0272,3",-0.740182,2.40163,P41938,"Probable 3-hydroxyacyl-CoA dehydrogenase B0272,3",16.5217,16.1209,16.2306,16.6388,16.882,17.3144,17.2939,16.9825,2.40163,0.00232114,-0.740182,-4.53214,+
"B0272,4",-0.156453,0.215919,P41942,"Uncharacterized protein B0272,4",12.5182,12.0737,12.2996,12.6817,13.2511,12.0141,12.4287,12.5051,0.215919,0.447588,-0.156453,-0.540604,
mev-1,1.66351,1.8671,P41956,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",16.3424,16.5074,16.3052,18.2637,15.3024,15.3827,15.1386,14.941,1.8671,0.00707793,1.66351,3.45319,+
sod-3,0.0495377,0.0470386,P41977,"Superoxide dismutase [Mn] 2, mitochondrial",17.0782,16.2871,16.1169,17.0674,17.3864,16.358,16.3266,16.2806,0.0470386,0.828727,0.0495377,0.134575,
cct-1,-0.0680952,0.267359,P41988,T-complex protein 1 subunit alpha,17.0268,17.1605,17.3941,17.2409,17.0998,17.3881,17.3934,17.2133,0.267359,0.378372,-0.0680952,-0.649102,
ggtb-1,1.32504,1.74929,P41992,Probable geranylgeranyl transferase type-2 subunit beta,14.9238,14.0445,14.0449,15.3976,12.5949,13.4329,13.4257,13.6572,1.74929,0.00865263,1.32504,3.23439,+
rpia-1,-0.459435,0.173912,P41994,Probable-ribose 5-phosphate isomerase,15.6974,18.4721,15.4353,16.17,16.3106,16.3257,19.1465,15.8298,0.173912,0.515607,-0.459435,-0.447787,
cpg-2,3.47309,5.73182,P41996,Chondroitin proteoglycan-2,20.8529,20.992,21.1463,21.5605,17.3993,17.5481,17.8038,17.9081,5.73182,0,3.47309,18.0602,+
"B0280,9",0.0876329,0.24444,P42000,U3 small nucleolar RNA-associated protein 18 homolog,14.4085,13.9712,14.4486,14.2671,14.1594,14.3495,13.9207,14.3153,0.24444,0.407558,0.0876329,0.601394,
kin-19,0.257225,1.29256,P42168,Casein kinase I isoform alpha,16.5907,16.8222,16.9209,16.7897,16.3001,16.6559,16.6194,16.5191,1.29256,0.0244198,0.257225,2.43255,+
rnr-2,1.41785,6.2637,P42170,Ribonucleoside-diphosphate reductase small chain,18.2897,18.1802,18.318,18.4825,16.8662,16.9203,16.9208,16.8916,6.2637,0,1.41785,22.2094,+
cpr-4,-1.30916,2.92439,P43508,Cathepsin B-like cysteine proteinase 4,15.5116,15.3708,15.4578,16.3176,17.0661,17.0101,16.804,17.0143,2.92439,0.000921253,-1.30916,-5.76321,+
cpr-5,-1.29007,2.59699,P43509,Cathepsin B-like cysteine proteinase 5,14.8275,14.9257,14.4914,15.597,16.3878,15.9356,16.2148,16.4637,2.59699,0.00140736,-1.29007,-4.96901,+
cpr-6,0.979638,2.94,P43510;Q8MQC6,Cathepsin B-like cysteine proteinase 6;Cysteine PRotease related,18.5706,18.5712,18.4523,19.18,17.6342,17.7742,17.7823,17.6649,2.94,0.000901793,0.979638,5.80319,+
"T09A5,5",0.805011,1.35393,P45965,"Uncharacterized protein T09A5,5",15.822,14.7377,14.9355,15.3572,14.798,13.9834,14.125,14.7261,1.35393,0.0208411,0.805011,2.53689,+
"T09A5,7",2.62257,1.73895,P45967,"Uncharacterized protein T09A5,7",16.3156,14.0597,16.9139,17.8008,13.2737,13.9991,13.4719,13.855,1.73895,0.00899213,2.62257,3.21546,+
cec-3,0.106997,0.13467,P45968,Chromo domain-containing protein cec-3,14.4382,13.7555,13.4274,14.2456,14.1307,14.1964,13.3669,13.7447,0.13467,0.592876,0.106997,0.356903,
sds-22,0.59858,1.34835,P45969,Protein phosphatase 1 regulatory subunit SDS22 homolog,15.8593,15.6681,15.5674,16.4791,14.9485,15.3716,15.4992,15.3602,1.34835,0.021094,0.59858,2.52738,+
lin-5,-0.0151992,0.0139674,P45970,Spindle apparatus protein lin-5,13.4762,12.1241,12.3462,13.2899,13.1317,12.7654,12.4432,12.9569,0.0139674,0.945924,-0.0151992,-0.0413605,
ostb-1,-0.0869622,0.171727,P45971,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,17.1631,17.3257,17.9176,17.0447,17.4488,17.5294,17.3713,17.4495,0.171727,0.519646,-0.0869622,-0.44284,
rpt-3,-0.881425,3.00225,P46502,Probable 26S protease regulatory subunit 6B,16.2625,16.1361,16.547,16.6155,17.0722,17.4478,17.4153,17.1516,3.00225,0.000859712,-0.881425,-5.96471,+
nmt-1,0.145407,0.423343,P46548,Probable glycylpeptide N-tetradecanoyltransferase,16.5538,16.7991,17.1247,17.0852,16.5291,16.813,16.854,16.7852,0.423343,0.233658,0.145407,0.953244,
cct-6,-0.230655,0.287423,P46550,T-complex protein 1 subunit zeta,18.2949,18.4112,18.0181,17.9626,18.8982,17.9852,17.7395,18.9866,0.287423,0.35564,-0.230655,-0.690116,
"B0285,4",0.650445,2.23212,P46554,Probable leucine carboxyl methyltransferase 1,15.7064,15.646,15.9474,16.0997,15.1475,15.0714,15.0423,15.5366,2.23212,0.00308286,0.650445,4.17288,+
mnp-1,0.804822,0.847882,P46557,Matrix non-peptidase homolog 1,12.3982,12.0954,12.1715,12.499,10.1311,11.8327,11.7181,12.2629,0.847882,0.0743492,0.804822,1.69021,
ckb-2,-0.786393,0.603686,P46559,Choline kinase B2,12.96,13.7399,12.5171,15.1245,14.7979,14.1177,13.8553,14.7163,0.603686,0.141111,-0.786393,-1.27617,
atp-2,0.49674,1.45029,P46561,"ATP synthase subunit beta, mitochondrial",21.0722,20.6207,20.7168,21.3695,20.6384,20.356,20.4322,20.3657,1.45029,0.0162388,0.49674,2.7025,+
alh-9,-0.672427,5.83557,P46562,Putative aldehyde dehydrogenase family 7 member A1 homolog,18.1771,18.1376,18.0476,18.1946,18.8469,18.7942,18.7834,18.822,5.83557,0,-0.672427,-18.8054,+
aldo-2,0.0260048,0.0392162,P46563,Fructose-bisphosphate aldolase 2,19.9006,19.4373,19.3413,19.756,19.1087,19.9506,19.8109,19.4611,0.0392162,0.854096,0.0260048,0.113077,
gop-3,0.163085,0.333286,P46576,SAM50-like protein gop-3,15.1813,14.9193,15.3666,15.8249,15.341,15.2552,15.0746,14.9689,0.333286,0.308048,0.163085,0.781518,
gop-2,0.483418,1.95196,P46577,GPN-loop GTPase 1,15.7726,15.2291,15.307,15.4067,15.0808,14.9964,14.8909,14.8137,1.95196,0.00581783,0.483418,3.61457,+
prmt-5,0.744452,1.8881,P46580,Protein arginine N-methyltransferase 5,14.5281,14.1447,13.9691,14.7887,13.7777,13.327,13.5803,13.7679,1.8881,0.00676281,0.744452,3.49282,+
sumv-1,2.47247,5.19083,P46582,Protein sumv-1,12.558,11.9952,12.3438,12.7908,9.95618,9.92838,9.96699,9.94633,5.19083,0,2.47247,14.6135,+
rps-0,-0.698705,2.39597,P46769,40S ribosomal protein SA,18.2572,17.9224,18.1842,18.1146,18.8553,18.9727,19.0237,18.4216,2.39597,0.00234321,-0.698705,-4.51986,+
klc-2,0.480282,1.98021,P46822,Kinesin light chain,16.3281,16.0866,16.3191,16.6992,15.939,15.9177,15.7907,15.8645,1.98021,0.00541609,0.480282,3.66903,+
stt-3,0.0706248,0.167013,P46975,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit stt-3,16.2376,16.6092,16.85,16.4491,16.2726,16.571,16.6939,16.326,0.167013,0.527354,0.0706248,0.432125,
cct-2,-0.121445,0.46199,P47207,T-complex protein 1 subunit beta,18.2582,18.4251,18.3004,18.7161,18.5547,18.6845,18.5464,18.4,0.46199,0.208896,-0.121445,-1.02442,
