geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d10_N2_d1,log2FC,Student's T-test Test statistic N2_d10_N2_d1,Sign p-val: 0.05 
aipr-1,2.86116,3.44945,Q18888,Aryl hydrocarbon receptor Interacting Protein (AIP) Related,14.443,14.2307,13.3993,14.9276,11.6166,11.8944,11.2265,10.8184,3.44945,0,2.86116,7.22963,+
cgp-1,-2.00063,3.93726,Q18905,GTP-binding protein cgp-1,14.3556,14.1764,14.0021,14.9742,16.2278,16.4606,16.5585,16.2639,3.93726,0,-2.00063,-8.85244,+
cebp-1,0.096782,0.0758527,Q18909,C/EBP (CCAAT/enhancer-binding protein) homolog,14.1657,13.4177,14.1739,15.1451,13.5285,14.2899,14.8648,13.832,0.0758527,0.642746,0.096782,0.211169,
"CELE_D1005,2",4.92737,2.99243,Q18910,Uncharacterized protein,13.7881,14.0604,14.3744,14.9959,8.31367,11.5295,9.57312,8.09303,2.99243,4.91E-05,4.92737,5.939,+
snap-1,2.48997,3.99144,Q18921,SNAP (Soluble NSF Attachment Protein) homolog,17.9044,17.9558,17.4678,18.7383,15.6947,15.3884,15.4066,15.6168,3.99144,0,2.48997,9.05066,+
"CELE_D1022,4",-0.0664206,0.0895796,Q18926,Uncharacterized protein,14.7604,15.3104,14.9524,15.8523,15.1192,15.3419,15.609,15.0709,0.0895796,0.594279,-0.0664206,-0.246357,
gst-42,1.58726,2.53099,Q18938,Probable maleylacetoacetate isomerase,17.0629,17.3077,17.6892,18.5395,15.9275,16.1152,15.9965,16.2111,2.53099,0.000279677,1.58726,4.81854,+
"CELE_D1054,10",2.59821,5.49273,Q18943,Uncharacterized protein,21.2831,20.7793,20.9343,21.0598,18.3517,18.1872,18.3835,18.7414,5.49273,0,2.59821,16.4502,+
"CELE_D1054,8",-0.392784,1.34536,Q18946,Uncharacterized protein,14.3964,13.8239,14.4791,14.191,14.7633,14.5286,14.5414,14.6282,1.34536,0.00727234,-0.392784,-2.52227,+
ule-3,4.96068,4.31337,Q18947,Uterine Lumin Expressed/locailized,22.8272,22.2543,21.9948,24.1317,17.8961,17.9321,17.9007,17.6364,4.31337,0,4.96068,10.312,+
"CELE_D1054,3",2.36756,3.4335,Q18949,Uncharacterized protein,15.9593,15.896,16.096,16.7539,14.0488,13.6042,13.1833,14.3987,3.4335,0,2.36756,7.18112,+
wdfy-2,1.51596,4.19084,Q18964,WD repeat and FYVE domain-containing protein 2,15.057,15.6735,15.4656,15.4802,13.7563,13.8165,13.901,14.1387,4.19084,0,1.51596,9.81448,+
eat-3,1.81472,2.83446,Q18965,Uncharacterized protein,16.0498,16.2258,16.7903,17.434,14.8031,14.6413,14.7073,15.0894,2.83446,0.000101399,1.81472,5.53673,+
"CELE_D2013,6",0.805818,1.41847,Q18966,Uncharacterized protein,14.381,14.4328,13.9319,15.1381,13.8084,13.1524,13.7637,13.9359,1.41847,0.00599728,0.805818,2.64755,+
"eif-3,F",1.25376,2.37733,Q18967,Eukaryotic translation initiation factor 3 subunit F,17.2865,16.9042,16.7268,17.0043,16.3532,15.1335,15.834,15.586,2.37733,0.000378613,1.25376,4.47956,+
gstk-2,2.06037,5.54842,Q18973,Glutathione s-transferase kappa 2,15.2971,14.993,15.0237,15.319,12.8843,13.0373,13.2728,13.1969,5.54842,0,2.06037,16.8123,+
"CELE_D2045,2",2.02695,2.5168,Q18983,Uncharacterized protein,15.1399,15.0148,16.6563,16.1496,13.9481,13.5206,13.4045,13.9795,2.5168,0.000277228,2.02695,4.78658,+
"CELE_D2045,8",3.69867,2.75568,Q18986,Uncharacterized protein,14.2622,14.4307,14.3102,14.9217,11.446,9.71732,12.3653,9.60139,2.75568,0.000161222,3.69867,5.34366,+
pyr-1,0.982617,3.2693,Q18990,CAD protein,16.9558,16.5618,16.6433,16.8846,16.0439,15.7512,15.4983,15.8218,3.2693,0,0.982617,6.69688,+
eif-2bepsilon,-0.232406,1.59462,Q18994,Eukaryotic Initiation Factor,14.3156,14.3573,14.4723,14.3334,14.7776,14.4578,14.5266,14.6462,1.59462,0.00345156,-0.232406,-2.95547,+
aagr-1,1.5885,1.57236,Q19004,Acid Alpha Glucosidase Relate,16.8109,18.6683,16.8899,16.2319,15.1803,15.8336,15.6654,15.5676,1.57236,0.00376119,1.5885,2.91603,+
nap-1,1.34552,2.85768,Q19007,Nucleosome Assembly Protein,20.1066,20.6201,20.0761,21.0732,19.2353,19.0566,19.1372,19.0648,2.85768,8.68E-05,1.34552,5.59456,+
dhc-1,1.37186,5.22901,Q19020,"Dynein heavy chain, cytoplasmic",16.5842,16.4797,16.6447,16.7817,15.3749,15.2803,15.2896,15.058,5.22901,0,1.37186,14.8345,+
"CELE_E02C12,6",0.850253,1.1422,Q19030,Uncharacterized protein,14.4873,14.168,13.7568,13.9512,12.7211,12.9156,13.0305,14.295,1.1422,0.0133083,0.850253,2.17984,+
mrp-3,1.0747,2.17267,Q19048,Uncharacterized protein,14.0896,14.2679,13.8667,15.0261,13.0278,13.2136,13.4351,13.2749,2.17267,0.000658125,1.0747,4.05088,+
"E04D5,1",1.2639,3.38725,Q19052,Eukaryotic translation initiation factor 2A,17.4663,17.9007,17.9256,18.3373,16.648,16.586,16.702,16.6384,3.38725,0,1.2639,7.04195,+
"CELE_E04F6,4",1.15745,1.73296,Q19056,Uncharacterized protein,15.6947,15.325,15.3874,16.2667,15.0431,13.6843,14.6589,14.6577,1.73296,0.00234095,1.15745,3.20452,+
acdh-12,0.546247,2.32107,Q19057,Acyl CoA DeHydrogenase,17.6996,17.6223,17.3473,17.8869,17.2572,17.0732,17.0148,17.0258,2.32107,0.0004435,0.546247,4.35922,+
maoc-1,-0.565725,1.32772,Q19058,MAO-C-like dehydratase domain,15.1029,16.0317,15.2488,15.2949,15.889,16.0265,16.2204,15.8053,1.32772,0.00755685,-0.565725,-2.49223,+
"CELE_E04F6,6",3.03918,3.74068,Q19059,Uncharacterized protein,14.2356,14.0832,14.0146,14.8462,10.3233,11.5582,11.3801,11.7612,3.74068,0,3.03918,8.16464,+
"CELE_E04F6,8",5.05773,4.77191,Q19063,Uncharacterized protein,19.7722,19.7019,19.5133,21.2289,14.7902,15.1208,15.2158,14.8586,4.77191,0,5.05773,12.3854,+
"CELE_E04F6,9",2.05591,3.21992,Q19064,Uncharacterized protein,18.0415,18.1341,18.7097,19.0477,15.9629,16.6585,16.2305,16.8575,3.21992,5.57E-05,2.05591,6.55648,+
pho-1,-0.0554328,0.0750434,Q19076,Intestinal acid phosphatase,13.6502,14.6677,14.5575,14.6283,14.5606,14.445,14.1276,14.5922,0.0750434,0.646329,-0.0554328,-0.20907,
dpf-4,1.0147,3.34492,Q19086,Dipeptidyl Peptidase Four (IV) family,17.1743,16.993,16.8108,17.4085,15.9433,16.0026,16.1095,16.2724,3.34492,0,1.0147,6.9165,+
dnpp-1,3.66179,5.07041,Q19087,Aspartyl aminopeptidase,20.8129,19.9314,20.8733,21.1089,17.0996,16.9973,17.0923,16.8902,5.07041,0,3.66179,13.937,+
rabn-5,-0.161857,0.204217,Q19088,RABaptiN (Rab effector),13.6706,14.258,14.3002,14.9799,13.9853,14.525,14.719,14.6269,0.204217,0.324053,-0.161857,-0.515164,
"CELE_F01F1,2",2.36342,3.52664,Q19093,Uncharacterized protein,17.0606,17.7453,17.4541,18.4321,15.6017,15.3816,15.2699,14.9851,3.52664,0,2.36342,7.46827,+
eat-17,3.01295,2.38476,Q19101;S6EZL6;S6F527;S6FMY8;S6FWN8;U4PBB2,Uncharacterized protein,14.9906,15.8611,17.0766,17.3778,14.4266,12.9197,12.7691,13.1389,2.38476,0.00037971,3.01295,4.4956,+
ard-1,0.385908,0.494263,Q19102,Alcohol/Ribitol Dehydrogenase family,18.8901,18.6773,18.9449,20.2204,18.6576,18.8674,18.7253,18.9387,0.494263,0.0990226,0.385908,1.08292,
skih-2,0.740793,1.27442,Q19103,SKI (Yeast SuperKIller) Helicase homolog,14.1848,14.0965,14.2894,14.9487,13.7313,13.9607,12.9352,13.9291,1.27442,0.00890622,0.740793,2.40186,+
"CELE_F02C12,1",-0.106125,0.0795276,Q19107,Uncharacterized protein,14.3119,13.846,13.969,15.1488,15.3308,13.5018,14.618,14.2496,0.0795276,0.628521,-0.106125,-0.220667,
aps-2,-0.113473,0.120893,Q19123,"AdaPtin, Small chain (Clathrin associated complex)",14.261,14.3672,14.1771,14.6207,14.6459,15.0574,14.6776,13.4991,0.120893,0.498563,-0.113473,-0.323882,
asb-2,0.645933,0.898453,Q19126,ATP Synthase B homolog,18.9798,18.9967,19.5076,20.5212,18.7855,18.9019,18.956,18.7782,0.898453,0.0274216,0.645933,1.77446,+
ncam-1,2.55398,4.37699,Q19128;Q8MQ86;Q8T3E5,"Immunoglobulin domain-containing protein F02G3,1;NCAM (Neural cell adhesion molecule) homolog;NCAM (Neural cell adhesion molecule) homolog",16.3733,15.823,16.2274,16.9282,13.6456,13.9231,13.6537,13.9135,4.37699,0,2.55398,10.5792,+
gfat-1,1.49959,1.79654,Q19130;Q95QM8,Glutamine-Fructose 6-phosphate AminoTransferase homolog,15.0184,15.4995,16.2427,16.9601,14.0246,14.5362,14.7385,14.4229,1.79654,0.00197491,1.49959,3.32145,+
npp-5,1.87941,4.47195,Q19131,Nuclear pore complex protein 5,16.2456,15.9143,15.8365,16.5261,14.3797,14.0778,14.2597,14.2877,4.47195,0,1.87941,10.9898,+
"CELE_F07A11,4",1.85695,1.70368,Q19132,Ubiquitin carboxyl-terminal hydrolase,14.4747,14.3674,13.3334,15.0316,13.0604,11.4075,11.9078,13.4035,1.70368,0.00254503,1.85695,3.15121,+
"CELE_F07A11,5",-2.16129,2.59168,Q19133,Ribokinase,14.0364,12.7903,12.7404,14.4235,15.5465,15.5917,15.6326,15.8649,2.59168,0.000263199,-2.16129,-4.9568,+
"CELE_F07A5,2",0.53206,0.106985,Q19138,Uncharacterized protein,15.3076,14.9101,15.3071,15.7839,17.6064,15.111,9.54728,16.9157,0.106985,0.538607,0.53206,0.289893,
"CELE_F07C3,2",-1.15658,4.10334,Q19147,Uncharacterized protein,14.3239,14.1128,14.3435,14.42,15.1486,15.574,15.5424,15.5613,4.10334,0,-1.15658,-9.47251,+
"rpl-11,2",-4.2222,7.94574,Q19162,60S ribosomal protein L11-2,14.1397,14.0477,14.2771,14.3545,18.4826,18.3243,18.297,18.6039,7.94574,0,-4.2222,-42.5151,+
sgn-1,2.38296,3.60425,Q19185,SarcoGlycaN,14.2928,14.0191,14.4052,15.0685,12.3552,12.0684,11.4564,12.3739,3.60425,0,2.38296,7.71473,+
prx-12,-2.86674,3.32055,Q19189,Putative peroxisome assembly protein 12,14.0649,14.1229,13.9733,15.0611,17.7336,16.6444,17.763,16.5482,3.32055,0,-2.86674,-6.84509,+
"F08B12,4",3.45182,4.44266,Q19191,"Uncharacterized protein F08B12,4",22.951,21.6063,22.9227,22.6428,19.0927,19.1199,19.1264,18.9766,4.44266,0,3.45182,10.8617,+
sto-1,2.25207,6.42477,Q19200,Stomatin-1,18.0343,17.9228,18.3215,18.0026,15.8925,15.7967,15.8654,15.7183,6.42477,0,2.25207,23.6401,+
apy-1,0.17713,0.109039,Q19202,Apyrase apy-1,15.4166,17.7571,15.4927,16.9377,15.7385,16.2839,16.2403,16.6329,0.109039,0.532491,0.17713,0.294956,
unc-98,2.68349,2.88173,Q19203,Zinc finger protein unc-98,16.4087,15.9407,14.6776,16.804,13.2055,13.2042,13.0943,13.593,2.88173,8.76E-05,2.68349,5.65496,+
numr-2,-0.734265,0.96972,Q19209,NUclear localized Metal Responsive,14.2313,13.5385,13.8735,15.1221,15.476,14.7855,14.6766,14.7644,0.96972,0.0222615,-0.734265,-1.89289,+
"CELE_F08G12,2",-0.0336754,0.0279687,Q19211,Uncharacterized protein,13.4382,13.7573,13.9587,15.0884,14.3936,14.3996,14.0496,13.5345,0.0279687,0.855219,-0.0336754,-0.0815858,
irg-4,1.06527,1.36744,Q19223,Infection Response protein,14.4566,14.2187,14.4948,14.6314,13.4859,12.2638,13.5782,14.2126,1.36744,0.00677485,1.06527,2.55997,+
clec-57,0.281228,0.459177,Q19229,C-type LECtin,14.5073,14.2115,13.8881,15.1534,14.1147,14.196,14.0212,14.3035,0.459177,0.112486,0.281228,1.01928,
clec-56,0.127215,0.0845339,Q19230,C-type LECtin,12.5853,14.3902,14.393,14.3596,13.4202,14.1399,14.4933,13.1658,0.0845339,0.610323,0.127215,0.233514,
unc-115,1.92492,6.39629,Q19240;Q95QM5,Uncharacterized protein,16.9796,17.0715,17.0833,17.2218,15.0331,15.1121,15.3416,15.1698,6.39629,0,1.92492,23.3807,+
dhs-25,-0.593689,1.7161,Q19246,"DeHydrogenases, Short chain",15.6337,14.9574,15.7086,15.5738,15.9631,16.0443,16.2717,15.9691,1.7161,0.00244406,-0.593689,-3.17378,+
toca-1,1.54722,2.30273,Q19253,Transducer of Cdc42-dependent actin assembly protein 1 homolog,14.5961,15.254,14.6882,15.9897,13.5198,13.3307,13.4405,14.0482,2.30273,0.000524245,1.54722,4.32042,+
"CELE_F09E5,7",1.44074,1.41213,Q19257,Uncharacterized protein,17.0127,16.3837,17.7653,15.1969,15.0442,15.0744,15.1788,15.2984,1.41213,0.00609663,1.44074,2.63665,+
sec-6,1.16105,1.56455,Q19262,Exocyst complex component 3,14.5147,14.1516,14.4213,15.1005,13.9542,13.1439,12.5136,13.9324,1.56455,0.00392919,1.16105,2.90222,+
"F09E5,3",0.771877,0.945189,Q19264,Putative deoxyribose-phosphate aldolase,16.8899,16.7814,17.2228,18.5843,16.5126,16.6538,16.6216,16.603,0.945189,0.0238617,0.771877,1.85215,+
algn-2,1.17354,0.898762,Q19265,"Asparagine Linked Glycosylation (ALG) homolog, Nematode",15.1539,14.5298,12.3661,14.6289,12.9406,13.0842,12.4001,13.5596,0.898762,0.0273959,1.17354,1.77497,+
pkc-3,0.598116,0.614447,Q19266,Protein kinase C-like 3,12.9185,14.1427,12.93,14.6905,13.3319,13.2291,12.8156,12.9126,0.614447,0.0664914,0.598116,1.29483,
"CELE_F09F7,6",2.13037,3.94078,Q19276,Uncharacterized protein,14.9204,15.2759,15.7592,15.7106,12.9066,13.271,13.505,13.4621,3.94078,0,2.13037,8.86522,+
hach-1,0.570378,0.980264,Q19278;Q8MNT7,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",16.4955,16.3008,16.3823,17.5599,16.0836,16.148,16.2288,15.9966,0.980264,0.0215153,0.570378,1.9104,+
ifb-1,2.65646,7.76205,Q19289,Intermediate filament protein ifb-1,22.3163,22.2367,22.1317,22.3739,19.5268,19.563,19.6255,19.7174,7.76205,0,2.65646,39.6126,+
"CELE_F10C5,2",2.68579,2.89352,Q19293,Uncharacterized protein,15.2698,14.6653,14.6063,16.5849,12.8759,12.4794,12.3751,12.6529,2.89352,8.82E-05,2.68579,5.68472,+
"F10D7,3",6.59108,5.3937,Q19297,"Uncharacterized monothiol glutaredoxin F10D7,3",20.8651,21.5531,20.104,21.5388,13.9219,14.9427,14.6844,14.1477,5.3937,0,6.59108,15.8246,+
"CELE_F10E7,5",1.2432,2.58993,Q19302,Ribosome assembly factor mrt4,18.0058,17.858,17.0269,18.0633,16.5719,16.6046,16.5107,16.2941,2.58993,0.000262992,1.2432,4.95277,+
"CELE_F10E7,6",0.071898,0.106697,Q19303,Uncharacterized protein,14.1947,14.2686,14.3531,15.0598,14.2778,14.1005,14.4114,14.7989,0.106697,0.539363,0.071898,0.289184,
spon-1,2.52854,3.72865,Q19305,SPONdin (Extracellular matrix glycoprotein) family,15.6313,15.2799,15.7065,16.6106,13.2706,13.1008,13.0984,13.6442,3.72865,0,2.52854,8.12409,+
"F10F2,2",2.18676,2.84196,Q19311,Probable phosphoribosylformylglycinamidine synthase,16.4589,17.3311,16.8316,18.2727,15.017,14.9863,15.0312,15.1128,2.84196,0.000101844,2.18676,5.55538,+
sel-2,0.225348,0.301309,Q19317,Putative neurobeachin homolog,14.3218,13.7039,14.981,14.9424,14.0391,14.3953,14.4025,14.2109,0.301309,0.209119,0.225348,0.718118,
rpn-5,0.845625,2.2677,Q19324,"Proteasome Regulatory Particle, Non-ATPase-like",17.896,18.0157,18.0663,18.7558,17.2852,17.2974,17.2978,17.4708,2.2677,0.000567652,0.845625,4.24684,+
asf-1,2.34024,3.06582,Q19326,Probable histone chaperone asf-1,17.5253,17.5899,16.9799,18.763,15.5719,15.3636,15.2929,15.2689,3.06582,5.11E-05,2.34024,6.13312,+
tsn-1,-0.328722,0.888761,Q19328,Tudor Staphylococcal Nuclease homolog,17.8858,18.0011,18.4092,18.6461,18.4004,18.6333,18.672,18.5513,0.888761,0.0280833,-0.328722,-1.75833,+
tag-151,2.09801,4.36663,Q19329,Pre-rRNA-processing protein TSR1 homolog,16.5815,16.8042,16.9918,16.8671,14.6729,15.2037,14.3403,14.6356,4.36663,0,2.09801,10.5353,+
repo-1,1.31449,1.89239,Q19335,REversed POlarity in early embryos,17.4456,16.9451,17.7533,16.1359,15.9304,15.3811,15.9048,15.8056,1.89239,0.00137034,1.31449,3.50093,+
mon-2,2.57125,1.94209,Q19338,Monensin-resistant homolog 2,12.372,11.9934,12.17,14.7699,9.45825,10.6941,10.1727,10.6952,1.94209,0.00124531,2.57125,3.59562,+
acs-14,0.0439596,0.0699049,Q19339,Fatty Acid CoA Synthetase family,16.425,17.3724,17.1838,16.9487,16.7187,16.8895,16.9883,17.1576,0.0699049,0.666193,0.0439596,0.195673,
haao-1,2.71106,3.92782,Q19341,"3-hydroxyanthranilate 3,4-dioxygenase",18.3427,18.3104,18.1446,19.4479,15.6654,15.8407,16.0204,15.8747,3.92782,0,2.71106,8.81832,+
rfl-1,-0.121094,0.608754,Q19360,NEDD8-activating enzyme E1 catalytic subunit,14.3599,14.444,14.256,14.6786,14.5376,14.49,14.6233,14.572,0.608754,0.0675165,-0.121094,-1.28497,
"F12F6,7",1.72554,1.66298,Q19366,Probable DNA polymerase delta small subunit,15.7285,17.4378,15.1502,15.2813,14.2457,13.9037,13.8639,14.6823,1.66298,0.00278941,1.72554,3.07767,+
"sec-24,1",0.163305,0.680659,Q19371,Yeast SEC homolog,15.716,15.6805,15.8021,16.1471,15.5956,15.7238,15.5974,15.7756,0.680659,0.0537402,0.163305,1.40858,
"F13B12,4",-1.05068,0.531151,Q19374,"Putative pyridoxal-phosphate dependent protein F13B12,4",14.4861,13.5327,14.4176,14.5808,13.9107,15.9401,17.5139,13.8552,0.531151,0.0872792,-1.05068,-1.14887,
iws-1,-5.33584,6.06672,Q19375,IWS1-like protein,14.4623,14.4159,14.1934,14.9813,20.035,19.8961,19.28,20.1852,6.06672,0,-5.33584,-20.5745,+
"CELE_F13D11,3",1.89257,2.64253,Q19388,Uncharacterized protein,14.3742,14.2246,14.1948,15.0899,11.6737,12.8296,12.7554,13.0546,2.64253,0.000269355,1.89257,5.07462,+
acp-5,3.46958,3.70434,Q19390,ACid Phosphatase family,16.6797,16.2163,15.3191,17.3665,12.8549,12.9208,13.0372,12.8904,3.70434,0,3.46958,8.04268,+
"CELE_F13D12,5",2.31287,3.55439,Q19393,Uncharacterized protein,17.2442,15.8668,16.9406,16.7291,14.5936,14.3926,14.3273,14.2158,3.55439,0,2.31287,7.55563,+
"CELE_F13E6,5",-0.275092,0.598675,Q19403,Uncharacterized protein,14.061,14.4288,14.3234,14.7154,14.9096,14.9335,14.5743,14.2116,0.598675,0.0700158,-0.275092,-1.26747,
yap-1,1.63317,2.66892,Q19404,Yes-associated protein homolog 1,14.4482,14.1151,14.2685,15.0438,12.8074,12.3689,12.65,13.5166,2.66892,0.000197632,1.63317,5.13652,+
dylt-1,5.28521,2.21962,Q19416,DYnein Light chain (Tctex type),17.059,22.6438,21.7136,21.8892,15.7758,15.4455,15.4294,15.5139,2.21962,0.000589647,5.28521,4.14705,+
ttx-7,0.936198,2.10446,Q19420,Inositol monophosphatase ttx-7,18.0129,17.5965,18.2493,18.7419,17.1981,17.246,17.2038,17.2079,2.10446,0.000761214,0.936198,3.91332,+
mogs-1,1.93394,3.18539,Q19426,Mannosyl-oligosaccharide glucosidase,14.8298,16.0041,15.8369,15.9328,14.0249,13.4765,13.6219,13.7446,3.18539,5.46E-05,1.93394,6.45972,+
"CELE_F13H8,3",1.56088,5.13075,Q19431,Uncharacterized protein,15.7262,15.7638,15.9963,15.8776,14.2124,14.0591,14.3808,14.4682,5.13075,0,1.56088,14.2722,+
"CELE_F13H8,2",0.110449,0.402492,Q19433,Uncharacterized protein,14.2436,14.1237,13.9498,14.3824,14.0231,14.2321,14.1358,13.8666,0.402492,0.139446,0.110449,0.914269,
upb-1,0.379447,0.753037,Q19437,UreidoPropionase Beta,17.7012,17.4361,17.9153,18.5507,17.3845,17.7165,17.4941,17.4904,0.753037,0.0432777,0.379447,1.53125,+
pes-23,3.82224,5.40852,Q19442,Patterned Expression Site,15.8949,15.6023,15.4638,16.0893,11.5565,12.1818,12.3558,11.6672,5.40852,0,3.82224,15.9168,+
sid-5,5.36841,4.31576,Q19443,Systemic RNA interference defective protein 5,18.5971,18.0181,18.3996,20.0685,13.3867,12.8993,13.1931,14.1305,4.31576,0,5.36841,10.3219,+
"CELE_F14D7,7;CELE_F14D7,10",1.02175,1.81442,Q19451;Q7YX37,Uncharacterized protein,14.4172,13.7971,14.3268,15.0858,13.5326,13.083,13.1892,13.7351,1.81442,0.00182758,1.02175,3.35463,+
"F14E5,2",2.62288,3.74195,Q19459,Golgi apparatus protein 1 homolog,18.2947,18.5325,18.6641,19.6261,15.8026,16.1434,16.2439,16.4359,3.74195,0,2.62288,8.16893,+
mboa-7,-0.148729,0.148346,Q19468,Lysophospholipid acyltransferase 7,14.4976,13.1471,14.3163,14.7659,14.4595,14.002,14.231,14.6293,0.148346,0.428913,-0.148729,-0.389084,
far-3,4.81755,6.40922,Q19478,Fatty Acid/Retinol binding protein,18.3352,18.9308,18.5618,18.3986,13.5169,13.7737,14.1662,13.4994,6.40922,0,4.81755,23.4981,+
far-5,-0.0593116,0.0558539,Q19480,Fatty Acid/Retinol binding protein,13.3967,14.8476,13.8241,13.5616,14.1439,13.4122,14.1411,14.17,0.0558539,0.725986,-0.0593116,-0.158427,
rsd-6,1.83187,3.25947,Q19491,Uncharacterized protein,13.761,14.3002,14.3727,14.8823,12.4262,12.363,12.2608,12.9388,3.25947,0,1.83187,6.66874,+
col-153,-0.763755,1.46247,Q19514,COLlagen,14.1934,14.3548,14.1859,15.0305,15.25,15.2585,14.6799,15.6312,1.46247,0.00530545,-0.763755,-2.7236,+
"CELE_F17C11,7",-0.0916815,0.0863217,Q19518;Q5WRN6,Uncharacterized protein,13.623,14.448,14.3294,14.9738,14.0075,13.9632,15.0292,14.741,0.0863217,0.604175,-0.0916815,-0.238076,
vps-36,2.07075,3.43209,Q19519,Related to yeast Vacuolar Protein Sorting factor,16.4436,16.4366,16.8158,16.0923,14.9833,14.56,14.0866,13.8754,3.43209,0,2.07075,7.17685,+
"CELE_F17C8,3",4.05556,3.81651,Q19527,Uncharacterized protein,16.2573,15.6817,15.4345,17.2661,12.6191,11.4755,12.4126,11.9101,3.81651,0,4.05556,8.42426,+
"CELE_F17H10,2",2.80145,3.73939,Q19531;Q2XN01,Uncharacterized protein,17.577,16.9275,17.1862,16.8979,13.4513,14.6027,14.5089,14.8199,3.73939,0,2.80145,8.16029,+
"CELE_F18A1,7",1.76611,3.46525,Q19536,Uncharacterized protein,15.5913,15.0018,14.7593,15.7852,13.5275,13.576,13.4713,13.4983,3.46525,0,1.76611,7.27797,+
rpa-1,1.41592,4.10946,Q19537,Probable replication factor A 73 kDa subunit,17.5443,17.1454,17.4652,17.6709,16.2329,16.1137,16.0468,15.7688,4.10946,0,1.41592,9.4961,+
utp-20,-0.824447,2.10976,Q19545,UTP small subunit (SSU) processome component homolog,13.8487,14.1227,14.4348,14.6518,14.82,15.0383,15.3748,15.1227,2.10976,0.000739762,-0.824447,-3.92392,+
abcf-1,1.20927,5.93171,Q19554,"ABC transporter, class F",20.2543,20.3103,20.2962,20.48,19.065,19.0801,19.2286,19.1299,5.93171,0,1.20927,19.5224,+
scc-3,2.70494,3.37312,Q19555,Cohesin subunit scc-3,15.9062,16.8609,16.8959,15.5301,13.1692,13.6,13.5706,14.0336,3.37312,0,2.70494,6.99987,+
ddo-2,0.675478,0.751952,Q19564,D-aspartate oxidase 2,15.3792,14.7086,15.5435,15.7048,15.3692,13.843,14.1676,15.2543,0.751952,0.0433725,0.675478,1.52942,+
nlp-7,4.36265,10.0471,Q19569,Neuropeptide-like protein 7,14.3591,14.234,14.4288,14.2967,10.005,9.91818,9.95995,9.98489,10.0471,0,4.36265,95.3408,+
gpa-12,-1.10715,1.21521,Q19572,Guanine nucleotide-binding protein alpha-12 subunit,13.7894,13.1636,14.3667,15.1686,15.4492,14.8695,14.85,15.7483,1.21521,0.0106431,-1.10715,-2.3021,+
pes-8,4.47108,6.23725,Q19573,Patterned Expression Site,19.6037,18.8887,18.9493,19.4793,14.8629,14.9343,14.7171,14.5224,6.23725,0,4.47108,21.9827,+
pab-2,0.974407,4.56733,Q19579,Polyadenylate-binding protein,17.4028,17.2246,17.2789,17.059,16.3648,16.1644,16.2131,16.3254,4.56733,0,0.974407,11.417,+
"CELE_F18H3,4",4.24246,4.64459,Q19580,Uncharacterized protein,15.2153,16.5665,16.7481,16.4448,12.0416,12.1646,12.0611,11.7377,4.64459,0,4.24246,11.7741,+
ufd-1,1.70868,3.959,Q19584,Ubiquitin fusion degradation protein 1 homolog,17.1093,17.5809,17.0037,16.9668,15.4396,15.1362,15.4873,15.763,3.959,0,1.70868,8.93152,+
"CELE_F19C7,1",-1.74139,1.65603,Q19591,Uncharacterized protein,15.5847,14.6729,16.8593,14.4328,16.7495,17.0734,17.2992,17.3932,1.65603,0.00290178,-1.74139,-3.06516,+
"CELE_F20A1,1",-1.41662,1.44769,Q19615,Uncharacterized protein,14.2123,12.5748,14.4718,14.9882,15.5425,15.5662,15.5133,15.2915,1.44769,0.00556708,-1.41662,-2.69801,+
"CELE_F20A1,10",0.298281,0.31488,Q19616,Uncharacterized protein,14.3441,14.4186,14.3253,14.8302,13.2479,14.2583,14.1045,15.1144,0.31488,0.197344,0.298281,0.745204,
vha-12,1.77242,4.78923,Q19626,Probable V-type proton ATPase subunit B,22.5714,22.2034,22.3006,22.8156,20.7642,20.6313,20.6578,20.7481,4.78923,0,1.77242,12.4707,+
exc-9,2.99693,1.82044,Q19641,Uncharacterized protein,14.0715,14.342,13.7531,14.4133,13.2185,11.478,10.9398,8.95601,1.82044,0.00183088,2.99693,3.36582,+
czw-1,1.44308,1.76055,Q19642,Centromere/kinetochore protein zw10 homolog,16.4815,16.2902,16.9839,14.9274,14.614,14.6561,14.769,14.8716,1.76055,0.00218643,1.44308,3.25506,+
"CELE_F20D12,2",1.09257,1.65215,Q19643,Uncharacterized protein,15.1149,15.5145,16.6022,16.1822,14.3909,14.9341,14.769,14.9497,1.65215,0.00289845,1.09257,3.0582,+
"CELE_F20D6,11",1.58709,3.23618,Q19655,Uncharacterized protein,17.0413,16.895,16.901,17.828,15.4327,15.7696,15.6941,15.4206,3.23618,0,1.58709,6.60246,+
"CELE_F21C10,10",1.33697,3.10116,Q19660,Uncharacterized protein,16.1119,17.0657,16.7921,16.8587,15.3549,15.5186,15.3694,15.2376,3.10116,5.22E-05,1.33697,6.22827,+
