geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04, -Log.p.value,Student's T-test q-value daf2_d5_eat2_d5,log2FC,Student's T-test Test statistic daf2_d5_eat2_d5,Sign p-val: 0.05 
rpt-1,0.36138,1.4089,Q18787,26S protease regulatory subunit 7,17.3549,17.538,17.7602,17.8648,17.4767,17.2518,17.1091,17.2348,1.4089,0.0108183,0.36138,2.63107,+
"C52E4,5",-0.11441,0.310658,Q18788,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase C52E4,5",14.7643,14.4243,14.642,15.1222,14.9465,14.9412,14.7543,14.7685,0.310658,0.278782,-0.11441,-0.736807,
col-119,1.72578,2.29771,Q18799,COLlagen,15.974,17.0864,16.9498,15.9913,15.4557,14.1613,14.7483,14.7331,2.29771,0.00140241,1.72578,4.30982,+
bre-1,0.12769,0.525706,Q18801,"GDP-mannose 4,6 dehydratase 1",16.4,16.508,16.2836,16.3346,16.5419,16.2273,16.1719,16.0743,0.525706,0.14063,0.12769,1.13919,
asg-2,0.25328,1.0371,Q18803,"Probable ATP synthase subunit g 2, mitochondrial",18.9058,19.453,19.3811,19.2162,18.8971,18.971,19.0544,19.0206,1.0371,0.0321759,0.25328,2.00481,+
"C53B7,2",0.764502,4.35357,Q18805,Uncharacterized protein,16.6377,16.5117,16.6693,16.439,15.7993,15.9291,15.6908,15.7806,4.35357,0.000101106,0.764502,10.4801,+
rig-3,-0.780014,1.47526,Q18806,Neuronal immunoglobulin domain-containing protein rig-3,12.0948,13.3911,12.813,12.786,13.3372,13.5551,13.8248,13.4877,1.47526,0.00924406,-0.780014,-2.74582,+
"C53D6,7",1.51406,1.53657,Q18813,Galectin,15.1225,15.185,14.6469,15.0257,14.1486,14.5108,12.9913,12.2731,1.53657,0.00760913,1.51406,2.85295,+
ben-1,-0.779154,2.12753,Q18817,Tubulin beta chain,17.5847,17.5552,16.8505,17.6313,18.3146,18.0043,18.2248,18.1946,2.12753,0.00190995,-0.779154,-3.95958,+
alh-10,1.37845,4.46598,Q18822,ALdehyde deHydrogenase,15.5529,15.918,15.476,15.9015,14.342,14.4301,14.1934,14.3691,4.46598,0.000110535,1.37845,10.9636,+
lam-2,-0.3409,1.47972,Q18823,Laminin-like protein lam-2,16.231,16.5042,16.1939,15.9172,16.579,16.5814,16.4622,16.5873,1.47972,0.00903072,-0.3409,-2.75357,+
rskn-2,-1.10344,1.43524,Q18846,Putative ribosomal protein S6 kinase alpha-2,13.4262,13.4401,14.7044,14.9447,15.3994,15.2555,15.2555,15.0187,1.43524,0.0101306,-1.10344,-2.67647,+
dod-18,0.682115,2.64479,Q18851,Downstream Of DAF-16 (Regulated by DAF-16),16.0694,16.1078,16.0549,16.1709,15.8014,15.2072,15.2983,15.3677,2.64479,0.000693666,0.682115,5.07991,+
cyc-1,0.618347,2.60547,Q18853,CYtochrome C,18.6817,18.9025,18.5079,18.9969,18.0081,18.2515,18.1194,18.2367,2.60547,0.000710701,0.618347,4.98857,+
"C54G4,9",-0.205589,0.301365,Q18854,Uncharacterized protein,13.0254,13.3794,12.9042,12.4956,13.6572,12.7571,13.3974,12.8154,0.301365,0.287793,-0.205589,-0.71823,
sft-4,0.124223,0.156142,Q18864,Surfeit locus protein 4 homolog,15.282,16.1551,15.813,16.7165,15.7721,15.8172,15.9999,15.8804,0.156142,0.485219,0.124223,0.407179,
"C56A3,5",-2.19342,1.82683,Q18877,Uncharacterized protein,12.0635,12.156,14.5787,14.0052,15.2673,15.7003,15.262,15.3476,1.82683,0.00365702,-2.19342,-3.37773,+
icd-1,1.55837,5.2647,Q18885,Transcription factor BTF3 homolog,21.1602,21.503,21.4017,21.409,19.8032,20.0067,19.6524,19.7783,5.2647,0,1.55837,15.0439,+
"vps-32,1",1.55642,5.31745,Q18886,Related to yeast Vacuolar Protein Sorting factor,17.694,17.8466,17.3951,17.5705,16.1277,16.0642,15.9778,16.1108,5.31745,0,1.55642,15.3586,+
aipr-1,1.11846,3.56064,Q18888,Aryl hydrocarbon receptor Interacting Protein (AIP) Related,12.9074,13.432,12.9794,12.7833,12.0015,11.9559,11.8403,11.8306,3.56064,0.000158895,1.11846,7.57541,+
cgp-1,0.792482,4.10237,Q18905,GTP-binding protein cgp-1,16.3946,16.4383,16.3917,16.6862,15.6666,15.8122,15.6657,15.5965,4.10237,0.000146835,0.792482,9.4688,+
cebp-1,1.75625,4.93348,Q18909,C/EBP (CCAAT/enhancer-binding protein) homolog,16.629,16.9025,16.5096,16.8637,15.0499,15.1611,14.9489,14.7198,4.93348,0.000160401,1.75625,13.2038,+
"CELE_D1005,2",-1.00733,1.75499,Q18910,Uncharacterized protein,13.0962,13.1559,12.9533,12.0829,13.8354,14.2413,13.8937,13.3473,1.75499,0.00419691,-1.00733,-3.24484,+
snap-1,-0.512475,1.75062,Q18921,SNAP (Soluble NSF Attachment Protein) homolog,15.4347,15.8927,15.7161,16.159,16.4426,16.2537,16.2848,16.2713,1.75062,0.00425242,-0.512475,-3.23683,+
"CELE_D1022,4",1.08433,0.993842,Q18926,Uncharacterized protein,15.7121,13.3206,15.4096,15.008,13.4169,13.8926,13.5999,14.2035,0.993842,0.0364324,1.08433,1.93295,+
gst-42,0.00108528,0.00129553,Q18938,Probable maleylacetoacetate isomerase,16.0271,16.4082,16.9448,17.2528,16.6592,16.4994,16.733,16.7369,0.00129553,0.994162,0.00108528,0.00389126,
"CELE_D1054,10",-0.427412,1.2424,Q18943,Uncharacterized protein,19.4963,19.832,19.9398,20.2449,20.5302,20.4024,20.143,20.147,1.2424,0.0174487,-0.427412,-2.34784,+
"CELE_D1054,8",0.273816,0.213486,Q18946,Uncharacterized protein,13.8066,15.3445,15.832,15.9298,14.6445,14.7765,15.1728,15.2237,0.213486,0.391601,0.273816,0.53534,
ule-3,-0.389033,2.74528,Q18947,Uterine Lumin Expressed/locailized,19.359,19.4143,19.5283,19.4776,19.6731,19.979,19.8623,19.8209,2.74528,0.000603037,-0.389033,-5.31852,+
"CELE_D1054,3",0.469498,0.896709,Q18949,Uncharacterized protein,15.3236,15.5297,14.8025,15.9891,14.7,15.1795,14.9152,14.9723,0.896709,0.0480679,0.469498,1.77156,+
wdfy-2,-0.387484,0.550029,Q18964,WD repeat and FYVE domain-containing protein 2,13.889,14.199,15.339,14.3408,14.8472,15.0866,14.6419,14.742,0.550029,0.130909,-0.387484,-1.18228,
eat-3,-0.638782,1.48166,Q18965,Uncharacterized protein,14.0018,14.5611,14.7226,15.0995,15.2071,15.3567,15.1744,15.2018,1.48166,0.00898909,-0.638782,-2.75695,+
"CELE_D2013,6",0.552977,1.31484,Q18966,Uncharacterized protein,13.0256,13.4257,12.6959,12.933,12.1051,12.8849,12.3473,12.5309,1.31484,0.0141184,0.552977,2.47034,+
"eif-3,F",0.155683,0.367521,Q18967,Eukaryotic translation initiation factor 3 subunit F,16.3072,16.1188,16.8962,16.4632,16.1971,16.1167,16.4398,16.409,0.367521,0.230583,0.155683,0.847887,
gstk-2,-1.12838,2.78617,Q18973,Glutathione s-transferase kappa 2,13.0645,13.2711,12.7427,12.6159,14.3745,14.038,13.6733,14.1219,2.78617,0.000542636,-1.12838,-5.41781,+
"CELE_D2045,2",0.81628,3.27505,Q18983,Uncharacterized protein,14.5527,15.1073,14.7256,14.6911,13.9976,13.9704,13.8774,13.9661,3.27505,0.000215116,0.81628,6.71337,+
"CELE_D2045,8",-0.817348,1.44593,Q18986,Uncharacterized protein,12.5368,13.4007,12.6155,12.9143,14.346,13.5734,13.2633,13.554,1.44593,0.00985379,-0.817348,-2.69497,+
pyr-1,-0.441308,3.67778,Q18990,CAD protein,15.8024,15.9094,15.7765,15.9158,16.1894,16.391,16.2712,16.3177,3.67778,0.000172123,-0.441308,-7.95452,+
eif-2bepsilon,0.300335,0.481006,Q18994,Eukaryotic Initiation Factor,15.3114,15.3392,15.5501,14.3123,14.8042,14.9054,14.9339,14.6682,0.481006,0.160166,0.300335,1.05899,
aagr-1,0.752958,1.28927,Q19004,Acid Alpha Glucosidase Relate,15.5867,15.8052,15.2477,15.09,14.8594,15.3487,14.2627,14.247,1.28927,0.0149806,0.752958,2.42698,+
nap-1,0.0704803,0.167479,Q19007,Nucleosome Assembly Protein,19.7032,19.9763,19.8063,19.3968,19.6724,19.9225,19.3985,19.6073,0.167479,0.464002,0.0704803,0.433186,
dhc-1,-0.12416,0.352855,Q19020,"Dynein heavy chain, cytoplasmic",15.4103,15.5494,15.7239,16.0934,15.783,15.8948,15.7449,15.8509,0.352855,0.24262,-0.12416,-0.819634,
"CELE_E02C12,6",-0.973472,2.23379,Q19030,Uncharacterized protein,12.7891,13.1629,12.2477,12.8872,13.5416,13.6562,14.1349,13.6481,2.23379,0.0016121,-0.973472,-4.17633,+
mrp-3,1.34925,3.96099,Q19048,Uncharacterized protein,14.8225,14.4586,14.3646,14.3647,13.3521,13.0541,12.9078,13.2995,3.96099,0.000131669,1.34925,8.93879,+
"E04D5,1",-0.143768,1.57227,Q19052,Eukaryotic translation initiation factor 2A,16.5921,16.5609,16.683,16.7754,16.8221,16.8001,16.7852,16.779,1.57227,0.0069677,-0.143768,-2.91587,+
"CELE_E04F6,4",-2.39378,4.76183,Q19056,Uncharacterized protein,13.0871,13.1765,13.0666,12.3715,15.2314,15.4721,15.2502,15.3232,4.76183,0.000138229,-2.39378,-12.3359,+
acdh-12,0.955165,3.31553,Q19057,Acyl CoA DeHydrogenase,18.2656,18.2432,18.5268,18.8149,17.61,17.5145,17.4142,17.4911,3.31553,0.000175204,0.955165,6.83045,+
maoc-1,-0.59792,2.533,Q19058,MAO-C-like dehydratase domain,15.6288,15.9655,15.4737,15.4802,16.1579,16.3636,16.2355,16.183,2.533,0.000813492,-0.59792,-4.82307,+
"CELE_E04F6,6",1.09984,5.46426,Q19059,Uncharacterized protein,13.1431,12.8918,13.0155,13.017,11.9661,12.0153,11.8305,11.8562,5.46426,0,1.09984,16.268,+
"CELE_E04F6,8",1.23179,3.51541,Q19063,Uncharacterized protein,19.369,19.7335,19.1644,19.7711,18.509,18.2116,18.2122,18.178,3.51541,0.000198153,1.23179,7.43315,+
"CELE_E04F6,9",0.997995,1.79596,Q19064,Uncharacterized protein,19.8598,19.6422,20.4047,20.9662,19.2025,19.3605,19.1266,19.1912,1.79596,0.00394638,0.997995,3.32038,+
pho-1,0.187379,0.274024,Q19076,Intestinal acid phosphatase,12.2718,13.306,12.6659,13.037,12.5683,12.9815,12.1862,12.7953,0.274024,0.316209,0.187379,0.662802,
dpf-4,-0.481535,0.774325,Q19086,Dipeptidyl Peptidase Four (IV) family,16.8083,15.4674,16.4749,16.3209,16.9361,16.8249,16.8181,16.4186,0.774325,0.0681947,-0.481535,-1.56707,
dnpp-1,1.43909,4.21706,Q19087,Aspartyl aminopeptidase,18.3544,18.5959,18.1696,18.8216,17.0174,16.979,17.0802,17.1086,4.21706,0.00016315,1.43909,9.9191,+
rabn-5,0.875725,2.41091,Q19088,RABaptiN (Rab effector),15.4609,15.2974,14.832,14.7915,14.2852,14.0378,14.4565,14.0993,2.41091,0.00117669,0.875725,4.55232,+
"CELE_F01F1,2",2.49941,3.95818,Q19093,Uncharacterized protein,17.1879,16.7514,16.9754,17.9276,15.0556,14.5927,14.6232,14.573,3.95818,0.000130631,2.49941,8.92854,+
eat-17,4.02618,5.96857,Q19101;S6EZL6;S6F527;S6FMY8;S6FWN8;U4PBB2,Uncharacterized protein,16.2162,16.1328,16.5336,16.6962,12.6081,11.9982,12.2312,12.6367,5.96857,0,4.02618,19.8044,+
ard-1,1.26657,5.17095,Q19102,Alcohol/Ribitol Dehydrogenase family,20.0508,20.0833,20.1495,20.3957,18.9181,18.7938,18.9803,18.9209,5.17095,0.000203175,1.26657,14.4998,+
skih-2,-0.323322,0.788634,Q19103,SKI (Yeast SuperKIller) Helicase homolog,13.0185,12.7077,13.0359,12.3069,13.2777,13.1577,13.1543,12.7726,0.788634,0.065322,-0.323322,-1.5911,
"CELE_F02C12,1",1.13846,4.96655,Q19107,Uncharacterized protein,12.9765,13.0937,13.0503,12.9344,12.0302,11.9493,11.672,11.8496,4.96655,0.000164103,1.13846,13.3775,+
aps-2,0.131284,0.174614,Q19123,"AdaPtin, Small chain (Clathrin associated complex)",14.1854,13.4748,14.3289,14.6038,14.0063,13.7514,14.4869,13.8232,0.174614,0.452607,0.131284,0.449375,
asb-2,-0.447927,2.37774,Q19126,ATP Synthase B homolog,18.8442,18.9831,19.1731,19.1438,19.5795,19.5963,19.3226,19.4376,2.37774,0.00123832,-0.447927,-4.48043,+
ncam-1,0.555111,1.20283,Q19128;Q8MQ86;Q8T3E5,"Immunoglobulin domain-containing protein F02G3,1;NCAM (Neural cell adhesion molecule) homolog;NCAM (Neural cell adhesion molecule) homolog",14.5676,15.0263,14.1526,14.0422,13.7689,13.7205,13.935,14.1439,1.20283,0.0195708,0.555111,2.28133,+
gfat-1,-0.28669,0.405877,Q19130;Q95QM8,Glutamine-Fructose 6-phosphate AminoTransferase homolog,15.0322,14.4569,13.8078,14.4413,15.2753,14.5725,14.549,14.4881,0.405877,0.203849,-0.28669,-0.920625,
npp-5,-2.52154,1.7201,Q19131,Nuclear pore complex protein 5,10.442,12.7214,14.0816,13.064,15.6753,14.8012,14.9483,14.9704,1.7201,0.00463994,-2.52154,-3.18107,+
"CELE_F07A11,4",-0.33405,0.963405,Q19132,Ubiquitin carboxyl-terminal hydrolase,12.9662,13.2223,12.6843,13.0271,13.6696,13.133,13.3771,13.0564,0.963405,0.0397822,-0.33405,-1.88241,+
"CELE_F07A11,5",1.25649,3.88914,Q19133,Ribokinase,15.9002,16.4846,16.0033,16.2239,15.0218,14.7243,14.8768,14.9632,3.88914,0.000124064,1.25649,8.67961,+
"CELE_F07A5,2",-0.679347,1.64089,Q19138,Uncharacterized protein,12.9655,12.8972,13.0688,12.9277,13.0701,13.7206,14.1421,13.6438,1.64089,0.00582298,-0.679347,-3.03798,+
"CELE_F07C3,2",-1.41366,2.30463,Q19147,Uncharacterized protein,13.2195,12.3458,13.523,12.2594,14.4424,14.0724,14.1393,14.3482,2.30463,0.00134769,-1.41366,-4.32443,+
"rpl-11,2",-0.370845,0.868814,Q19162,60S ribosomal protein L11-2,15.0788,15.2261,15.366,14.9622,15.41,15.1754,16.0903,15.4407,0.868814,0.052076,-0.370845,-1.72511,
sgn-1,1.06712,3.08938,Q19185,SarcoGlycaN,12.8016,13.4155,12.6503,13.0392,11.9526,12.0081,11.8205,11.8569,3.08938,0.000258565,1.06712,6.19643,+
prx-12,-1.29493,2.48438,Q19189,Putative peroxisome assembly protein 12,15.8184,15.2891,16.5604,16.1892,17.339,17.1663,17.3261,17.2055,2.48438,0.000886518,-1.29493,-4.71407,+
"F08B12,4",1.27271,3.87846,Q19191,"Uncharacterized protein F08B12,4",21.4857,21.3554,21.3817,21.5916,20.372,20.3128,19.7751,20.2636,3.87846,0.000122751,1.27271,8.64164,+
sto-1,0.579743,3.89264,Q19200,Stomatin-1,17.3309,17.4011,17.2309,17.1437,16.7584,16.7156,16.5942,16.7194,3.89264,0.000124865,0.579743,8.69207,+
apy-1,-1.06212,4.35614,Q19202,Apyrase apy-1,14.8951,14.7402,15.1742,15.0444,16.1173,15.9745,16.0587,15.9519,4.35614,0.000101266,-1.06212,-10.4909,+
unc-98,0.257082,0.436944,Q19203,Zinc finger protein unc-98,14.7229,15.6838,14.5952,14.6118,14.5799,14.6638,14.6496,14.6921,0.436944,0.184219,0.257082,0.978444,
numr-2,-1.04883,3.2964,Q19209,NUclear localized Metal Responsive,14.7856,15.3462,15.211,15.4311,16.3451,16.1963,16.0979,16.3299,3.2964,0.000217009,-1.04883,-6.77492,+
"CELE_F08G12,2",-0.184186,0.359493,Q19211,Uncharacterized protein,14.4055,13.9106,14.1591,13.7077,14.2576,14.221,13.8258,14.6152,0.359493,0.237257,-0.184186,-0.832454,
irg-4,0.386536,1.43633,Q19223,Infection Response protein,15.6841,15.9743,15.6245,15.3932,15.4658,15.1667,15.3696,15.1279,1.43633,0.0100891,0.386536,2.67836,+
clec-57,-2.14601,2.72895,Q19229,C-type LECtin,12.2208,12.0827,12.4755,13.2962,14.0189,15.3048,14.2998,15.0357,2.72895,0.000628171,-2.14601,-5.27924,+
clec-56,1.13695,3.25121,Q19230,C-type LECtin,12.8332,13.3722,12.9573,12.6634,11.9986,11.614,11.8696,11.7961,3.25121,0.000211731,1.13695,6.64518,+
unc-115,-0.617447,3.59214,Q19240;Q95QM5,Uncharacterized protein,14.9929,14.7602,15.074,15.0654,15.6079,15.6581,15.597,15.4993,3.59214,0.000161404,-0.617447,-7.67582,+
dhs-25,1.07855,1.82448,Q19246,"DeHydrogenases, Short chain",17.3001,17.3371,16.4664,17.2862,16.3397,16.4912,15.7867,15.458,1.82448,0.00369253,1.07855,3.37334,+
toca-1,2.11872,3.98028,Q19253,Transducer of Cdc42-dependent actin assembly protein 1 homolog,15.5499,15.5479,16.3331,16.1475,14.0362,13.5072,13.8993,13.6608,3.98028,0.000132571,2.11872,9.00952,+
"CELE_F09E5,7",0.234355,0.84121,Q19257,Uncharacterized protein,15.6552,15.5649,16.1605,15.6689,15.5372,15.4932,15.6257,15.456,0.84121,0.0562915,0.234355,1.67908,
sec-6,-1.42786,2.1271,Q19262,Exocyst complex component 3,14.3484,14.5001,13.5279,12.9897,15.2974,15.3876,15.2989,15.0936,2.1271,0.00190759,-1.42786,-3.95872,+
"F09E5,3",0.89549,3.75524,Q19264,Putative deoxyribose-phosphate aldolase,17.9223,18.0226,17.5433,17.8801,17.0236,16.9756,16.8777,16.9094,3.75524,0.000179512,0.89549,8.21397,+
algn-2,0.439366,0.151666,Q19265,"Asparagine Linked Glycosylation (ALG) homolog, Nematode",16.5926,16.6626,12.2197,13.6353,14.3607,14.4323,14.2944,14.2651,0.151666,0.494121,0.439366,0.396812,
pkc-3,-0.537952,0.336874,Q19266,Protein kinase C-like 3,13.9136,14.4692,11.5686,12.3533,13.296,13.7851,13.7444,13.631,0.336874,0.255577,-0.537952,-0.788545,
"CELE_F09F7,6",0.45775,1.08119,Q19276,Uncharacterized protein,14.9871,14.7995,14.8619,14.8719,15.0051,14.3903,13.9578,14.3361,1.08119,0.0283119,0.45775,2.07813,+
hach-1,-0.49338,0.792622,Q19278;Q8MNT7,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",15.0372,16.4623,15.3687,15.4932,16.1117,16.1626,15.973,16.0877,0.792622,0.0644878,-0.49338,-1.59779,
ifb-1,0.974298,5.49112,Q19289,Intermediate filament protein ifb-1,20.7986,20.857,20.8444,21.059,19.9464,19.892,19.9278,19.8955,5.49112,0,0.974298,16.4399,+
"CELE_F10C5,2",0.588517,1.60555,Q19293,Uncharacterized protein,14.2611,14.5204,13.6768,13.8494,13.4352,13.4556,13.6304,13.4323,1.60555,0.00634364,0.588517,2.97489,+
"F10D7,3",2.9302,5.46557,Q19297,"Uncharacterized monothiol glutaredoxin F10D7,3",16.1815,16.726,16.2667,16.1954,13.6079,13.3743,13.5944,13.0722,5.46557,0,2.9302,16.2763,+
"CELE_F10E7,5",-0.352727,0.978826,Q19302,Ribosome assembly factor mrt4,15.4294,15.2416,15.8099,15.4862,16.2677,15.7519,15.6743,15.6841,0.978826,0.0381705,-0.352727,-1.90802,+
"CELE_F10E7,6",-1.4667,2.88902,Q19303,Uncharacterized protein,13.1512,13.5237,13.5028,13.2347,14.586,15.2165,14.2534,15.2234,2.88902,0.000374707,-1.4667,-5.67335,+
spon-1,-0.182985,0.396777,Q19305,SPONdin (Extracellular matrix glycoprotein) family,14.5444,13.9865,14.871,14.6226,14.7654,14.8449,14.4808,14.6653,0.396777,0.209839,-0.182985,-0.903511,
"F10F2,2",0.425487,0.640781,Q19311,Probable phosphoribosylformylglycinamidine synthase,15.952,16.4692,16.237,17.0616,16.2508,16.277,16.1148,15.3751,0.640781,0.100086,0.425487,1.34028,
sel-2,1.15515,1.79552,Q19317,Putative neurobeachin homolog,14.77,14.8181,15.883,16.082,14.1278,14.2617,14.3209,14.2221,1.79552,0.00394495,1.15515,3.31956,+
rpn-5,-0.587165,2.03428,Q19324,"Proteasome Regulatory Particle, Non-ATPase-like",19.3104,19.0686,19.7565,19.5972,20.1085,19.9884,19.9753,20.0092,2.03428,0.00216121,-0.587165,-3.77439,+
asf-1,0.58098,3.14896,Q19326,Probable histone chaperone asf-1,16.8958,16.8135,16.4867,16.6927,16.1505,16.1155,16.1018,16.1969,3.14896,0.000239408,0.58098,6.3588,+
tsn-1,-0.416035,1.29008,Q19328,Tudor Staphylococcal Nuclease homolog,17.8099,17.84,18.2642,18.4868,18.639,18.5235,18.4645,18.4381,1.29008,0.0149898,-0.416035,-2.42836,+
tag-151,-0.44569,0.811766,Q19329,Pre-rRNA-processing protein TSR1 homolog,14.8544,13.8954,13.767,14.6131,14.7767,14.8757,14.5987,14.6614,0.811766,0.061238,-0.44569,-1.62986,
repo-1,1.73136,2.52407,Q19335,REversed POlarity in early embryos,16.0936,16.9983,15.4225,16.0553,13.9545,14.6637,14.5656,14.4605,2.52407,0.000834731,1.73136,4.80293,+
mon-2,-0.187673,0.104558,Q19338,Monensin-resistant homolog 2,12.6572,12.9663,12.9341,12.8581,14.7876,13.3226,12.0764,11.9798,0.104558,0.605484,-0.187673,-0.283892,
acs-14,-1.19264,3.90253,Q19339,Fatty Acid CoA Synthetase family,15.2635,15.8551,15.4485,15.5443,16.7849,16.8243,16.5605,16.7123,3.90253,0.000125677,-1.19264,-8.72741,+
haao-1,-0.912768,2.79239,Q19341,"3-hydroxyanthranilate 3,4-dioxygenase",15.4102,15.4916,16.0996,15.4838,16.6724,16.537,16.4471,16.4798,2.79239,0.00054384,-0.912768,-5.43302,+
rfl-1,-0.05865,0.142036,Q19360,NEDD8-activating enzyme E1 catalytic subunit,14.4329,14.9019,15.0673,14.7217,14.7452,14.8312,14.7191,15.0628,0.142036,0.514194,-0.05865,-0.374306,
"F12F6,7",0.923085,0.774675,Q19366,Probable DNA polymerase delta small subunit,14.1041,16.8094,15.7696,15.128,14.8871,14.2716,14.6992,14.2609,0.774675,0.068145,0.923085,1.56766,
"sec-24,1",-0.164437,0.269512,Q19371,Yeast SEC homolog,15.9359,16.3314,15.1446,15.7579,16.0945,15.9376,15.8703,15.9251,0.269512,0.321334,-0.164437,-0.653536,
"F13B12,4",0.591152,0.167659,Q19374,"Putative pyridoxal-phosphate dependent protein F13B12,4",15.316,16.743,10.4364,14.7713,13.7318,14.0309,13.6543,13.4851,0.167659,0.463986,0.591152,0.433596,
iws-1,0.427775,0.626724,Q19375,IWS1-like protein,20.3201,19.7078,19.3678,18.7825,19.1456,19.069,19.2369,19.0156,0.626724,0.104244,0.427775,1.31605,
"CELE_F13D11,3",-0.608884,0.731695,Q19388,Uncharacterized protein,13.098,13.339,12.9709,13.0155,14.253,13.9185,12.5367,14.1507,0.731695,0.076952,-0.608884,-1.49523,
acp-5,-0.931952,2.72342,Q19390,ACid Phosphatase family,13.1996,13.306,13.0233,12.8167,14.382,13.7988,14.0999,13.7926,2.72342,0.000627155,-0.931952,-5.26597,+
"CELE_F13D12,5",0.3921,0.517157,Q19393,Uncharacterized protein,14.4142,15.7373,14.6522,15.5778,15.0431,14.5619,14.6019,14.6063,0.517157,0.143897,0.3921,1.12396,
"CELE_F13E6,5",1.01145,1.10381,Q19403,Uncharacterized protein,15.6699,16.2171,14.1218,15.8879,14.2632,14.5801,14.2857,14.7219,1.10381,0.0267103,1.01145,2.11581,+
yap-1,1.41753,1.48799,Q19404,Yes-associated protein homolog 1,15.2523,14.3455,14.4365,13.2649,13.7867,12.8908,12.5236,12.428,1.48799,0.00879045,1.41753,2.76798,+
dylt-1,-0.0306947,0.0307749,Q19416,DYnein Light chain (Tctex type),16.3304,16.4594,15.2308,15.2253,15.8991,15.8952,15.6661,15.9082,0.0307749,0.861137,-0.0306947,-0.0895087,
ttx-7,0.0473251,0.330579,Q19420,Inositol monophosphatase ttx-7,17.4902,17.6982,17.5289,17.719,17.5516,17.5904,17.5907,17.5142,0.330579,0.261319,0.0473251,0.776208,
mogs-1,0.519432,0.0560153,Q19426,Mannosyl-oligosaccharide glucosidase,14.7908,21.7823,23.3585,15.9011,22.9773,22.5101,14.1814,14.0862,0.0560153,0.760939,0.519432,0.15886,
"CELE_F13H8,3",2.21563,5.25881,Q19431,Uncharacterized protein,16.9597,16.5734,16.2791,16.6175,14.2619,14.486,14.3789,14.4404,5.25881,0,2.21563,15.0091,+
"CELE_F13H8,2",-0.491283,1.30717,Q19433,Uncharacterized protein,14.0664,13.4235,13.3674,13.8495,14.4847,14.1168,14.0328,14.0376,1.30717,0.0143021,-0.491283,-2.45732,+
upb-1,-0.059617,0.406767,Q19437,UreidoPropionase Beta,17.8661,17.7643,17.7523,18.0002,17.878,17.9239,17.9782,17.8414,0.406767,0.203436,-0.059617,-0.922294,
pes-23,0.436413,1.01881,Q19442,Patterned Expression Site,15.5779,15.2433,15.2484,14.6291,14.8241,14.8661,14.4453,14.8175,1.01881,0.0338736,0.436413,1.97442,+
sid-5,-0.250142,0.32173,Q19443,Systemic RNA interference defective protein 5,14.9291,14.7822,14.8023,16.0589,15.3964,15.5519,15.5722,15.0526,0.32173,0.268575,-0.250142,-0.758773,
"CELE_F14D7,7;CELE_F14D7,10",1.06534,2.95997,Q19451;Q7YX37,Uncharacterized protein,12.6326,13.3535,12.8339,12.9044,12.0389,11.9614,11.5824,11.8804,2.95997,0.000316234,1.06534,5.85466,+
"F14E5,2",0.4056,0.935385,Q19459,Golgi apparatus protein 1 homolog,16.8189,17.2792,16.9053,16.2186,16.3417,16.4482,16.4268,16.3829,0.935385,0.042894,0.4056,1.83586,+
mboa-7,-0.530284,0.868141,Q19468,Lysophospholipid acyltransferase 7,12.963,13.3786,13.0516,12.3865,13.4753,12.9719,14.076,13.3777,0.868141,0.0521607,-0.530284,-1.72399,
far-3,3.86751,5.77344,Q19478,Fatty Acid/Retinol binding protein,21.0666,21.0819,21.6479,21.3791,17.4871,17.8198,17.0545,17.3442,5.77344,0,3.86751,18.3556,+
far-5,-0.950073,1.44157,Q19480,Fatty Acid/Retinol binding protein,14.4608,14.4363,14.2712,15.6875,15.8441,15.6726,15.283,15.8566,1.44157,0.00997003,-0.950073,-2.68742,+
rsd-6,1.15933,2.99743,Q19491,Uncharacterized protein,14.6499,14.5008,14.117,15.0081,13.5962,13.3284,13.3588,13.3551,2.99743,0.000283966,1.15933,5.9521,+
col-153,2.77792,3.43942,Q19514,COLlagen,18.3846,18.8398,18.1014,18.8367,15.4607,16.6841,15.0922,15.8138,3.43942,0.000188048,2.77792,7.19909,+
"CELE_F17C11,7",-0.672838,1.4093,Q19518;Q5WRN6,Uncharacterized protein,12.8864,13.2801,12.8637,12.7102,13.5463,13.7964,13.0154,14.0736,1.4093,0.0108218,-0.672838,-2.63178,+
vps-36,1.17408,2.27872,Q19519,Related to yeast Vacuolar Protein Sorting factor,15.4487,14.9777,15.4524,15.1341,14.5989,14.3616,13.8616,13.4943,2.27872,0.00144892,1.17408,4.26991,+
"CELE_F17C8,3",1.06221,3.01759,Q19527,Uncharacterized protein,13.0782,13.2872,12.5194,13.0615,12.0307,12.0444,11.784,11.8383,3.01759,0.000286951,1.06221,6.00503,+
"CELE_F17H10,2",-0.373452,0.557288,Q19531;Q2XN01,Uncharacterized protein,15.6863,15.3636,14.8474,14.3128,15.178,15.4792,15.5019,15.5447,0.557288,0.127861,-0.373452,-1.19507,
