geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04, -Log.p.value,Student's T-test q-value N2_d15_N2_d10,log2FC,Student's T-test Test statistic N2_d15_N2_d10,Sign p-val: 0.05 
"F15G9,1",-1.90434,4.45589,Q10033,"Uncharacterized protein F15G9,1",17.3564,17.6308,17.5698,17.6068,19.3925,19.4026,19.1003,19.8858,4.45589,0,-1.90434,-10.9194,+
"R10H1,1",1.35612,1.71264,Q10043,"Uncharacterized protein R10H1,1",15.1937,16.7826,15.2498,16.2907,14.512,14.4274,14.1683,14.9845,1.71264,0.00410918,1.35612,3.16749,+
unc-50,0.104987,0.0958159,Q10045,Protein unc-50,14.097,13.9062,13.4857,15.1506,13.7598,13.8744,13.9857,14.5997,0.0958159,0.65116,0.104987,0.26209,
"CELE_T10F2,2",0.5313,0.734763,Q10050,Uncharacterized protein,14.1641,14.8701,15.6799,15.3487,14.4533,14.2927,14.3277,14.8638,0.734763,0.0640292,0.5313,1.50041,
prp-19,-0.432408,0.397195,Q10051,Pre-mRNA-processing factor 19,16.0003,16.3516,16.2281,16.2649,16.929,15.9563,15.8343,17.855,0.397195,0.186293,-0.432408,-0.904299,
"C23G10,2",-1.56537,4.08492,Q10121,"RutC family protein C23G10,2",17.7342,17.4705,17.6103,17.4683,18.6915,19.1809,19.3813,19.2911,4.08492,0,-1.56537,-9.4019,+
"F52C9,3",-3.3519,4.36691,Q10123,"Uncharacterized protein F52C9,3",12.2038,13.0414,12.8232,12.916,16.1967,15.7927,16.7818,15.6207,4.36691,0,-3.3519,-10.5365,+
mrps-16,-2.56909,2.83009,Q10129,"Probable 28S ribosomal protein S16, mitochondrial",15.6959,14.5891,14.3459,15.3639,18.0018,17.5589,16.613,18.0974,2.83009,0.000291391,-2.56909,-5.5259,+
cex-1,0.590672,0.556706,Q10131,Calexcitin-1,14.9466,15.3294,15.1281,16.0229,15.1197,13.4638,15.2561,15.2247,0.556706,0.109031,0.590672,1.19405,
his-71;his-72,-1.44827,1.6332,Q10453;Q9U281,"Histone H3,3 type 1;Histone H3,3 type 2",18.7906,20.8166,20.0178,20.7817,21.59,21.5011,21.3984,21.7102,1.6332,0.00497881,-1.44827,-3.02423,+
"F46H5,3",-1.63863,3.75037,Q10454,"Probable arginine kinase F46H5,3",20.0657,20.3405,20.3373,20.5337,21.8123,21.8907,21.6642,22.4644,3.75037,0,-1.63863,-8.19745,+
"B0286,3",-1.65133,4.40498,Q10457,Probable multifunctional protein ADE2,14.9883,14.946,14.9078,14.7255,16.3995,16.922,16.2614,16.59,4.40498,0,-1.65133,-10.6988,+
cah-5,-2.7808,1.54838,Q10462,Putative carbonic anhydrase 5,9.94183,12.8893,13.774,10.1591,14.4252,14.3284,14.4819,14.6521,1.54838,0.00663692,-2.7808,-2.87372,+
dpy-18,-1.51021,2.53139,Q10576,Prolyl 4-hydroxylase subunit alpha-1,15.8033,15.6783,15.8052,15.8798,16.9373,16.8412,17.2287,18.2002,2.53139,0.000460141,-1.51021,-4.81942,+
rpb-2,-1.30477,1.13724,Q10578,DNA-directed RNA polymerase II subunit RPB2,16.1765,15.4843,15.5347,16.0623,17.7049,16.0117,16.3203,18.44,1.13724,0.020477,-1.30477,-2.17155,+
cyb-1,0.21425,0.435906,Q10653,G2/mitotic-specific cyclin-B1,14.1727,14.4031,14.8292,13.9091,14.0794,14.1354,13.8767,14.3655,0.435906,0.162946,0.21425,0.976527,
tpi-1,-0.12079,0.285685,Q10657,Triosephosphate isomerase,19.3531,19.1227,19.2254,19.2594,19.3309,18.908,19.4985,19.7063,0.285685,0.285086,-0.12079,-0.686589,
dpy-30,-1.12447,2.15012,Q10661,Dosage compensation protein dpy-30,18.3327,18.0816,18.4867,18.5002,19.4621,18.9449,19.2965,20.1956,2.15012,0.00149007,-1.12447,-4.00514,+
icl-1,-1.32277,3.70851,Q10663,Bifunctional glyoxylate cycle protein,19.0111,19.1216,19.0247,19.4839,20.3372,20.3379,20.4143,20.843,3.70851,0,-1.32277,-8.0566,+
mek-2,0.392823,0.317049,Q10664,Dual specificity mitogen-activated protein kinase kinase mek-2,14.9916,15.2151,14.999,15.531,14.0475,15.6721,15.6623,13.7834,0.317049,0.252121,0.392823,0.749506,
rnp-1,-2.21522,4.04516,Q10667,RNA-binding protein rnp-1,12.5759,11.8887,12.2742,12.2595,14.414,14.0474,14.4123,14.9855,4.04516,0,-2.21522,-9.25108,+
glt-1,-1.16348,2.12247,Q10901,Excitatory amino acid transporter,17.3816,17.7529,17.2777,17.3684,17.7936,18.7562,18.9352,18.9494,2.12247,0.00166489,-1.16348,-3.94942,+
psmd-9,-1.24653,2.37154,Q10920,Probable 26S proteasome non-ATPase regulatory subunit 9,15.8203,15.6357,15.9384,16.103,17.8935,16.9096,16.7426,16.9379,2.37154,0.00074397,-1.24653,-4.46707,+
sid-3,1.17572,1.57876,Q10925,Tyrosine-protein kinase sid-3,14.5562,15.9349,15.8296,15.5394,13.8631,14.2081,14.0773,15.0087,1.57876,0.00608005,1.17572,2.92735,+
abi-1,-2.60474,4.58729,Q10929,ABl Interactor homolog,14.2716,13.7378,14.0346,13.867,16.2066,16.3378,17.0683,16.7171,4.58729,0,-2.60474,-11.5082,+
lgg-3,-4.4826,5.73337,Q10931,Ubiquitin-like protein ATG12,12.4853,12.0967,12.0263,12.5016,16.763,16.2266,17.2742,16.7764,5.73337,0,-4.4826,-18.0711,+
"B0310,1",-2.35949,2.77335,Q10937,"Uncharacterized protein B0310,1",12.5275,11.218,11.7238,12.4481,14.1535,13.646,14.4335,15.1224,2.77335,0.000366165,-2.35949,-5.38654,+
ugt-46,-2.77616,2.40469,Q10941,Putative UDP-glucuronosyltransferase ugt-46,18.5366,18.2094,18.9249,19.5384,20.4216,21.0969,21.851,22.9445,2.40469,0.000727101,-2.77616,-4.53879,+
"arf-1,2",-2.25482,3.7405,Q10943,ADP-ribosylation factor 1-like 2,17.6172,17.3506,17.6041,17.5933,19.6604,19.2622,19.7194,20.5426,3.7405,0,-2.25482,-8.16403,+
pho-5,-1.70051,2.36748,Q10944,Putative acid phosphatase 5,13.1844,11.6316,12.9966,12.796,14.4008,13.9272,14.4248,14.6577,2.36748,0.000783333,-1.70051,-4.45834,+
psd-1,1.05972,1.95164,Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",14.9349,15.027,15.1341,16.0439,14.1551,13.9814,14.1271,14.6375,1.95164,0.00237009,1.05972,3.61395,+
"B0361,6",1.04517,2.3525,Q10950,"Putative methyltransferase B0361,6",15.5034,15.8688,15.986,15.9237,14.4762,14.744,15.3782,14.5028,2.3525,0.000849817,1.04517,4.42621,+
"B0336,3",-0.481246,1.99168,Q10954,Uncharacterized protein,14.2973,14.3181,14.4597,14.1124,14.7184,14.7298,14.576,15.0883,1.99168,0.00209143,-0.481246,-3.69126,+
tag-320,-1.63062,1.93446,Q11067,Probable protein disulfide-isomerase A6,16.5009,18.3719,17.0575,17.0532,18.3744,18.7599,18.9256,19.446,1.93446,0.00244345,-1.63062,-3.58102,+
"B0403,3",-1.53737,1.35032,Q11077,"Uncharacterized protein B0403,3",16.6099,15.5248,14.8697,16.7083,17.9229,17.3128,16.3664,18.26,1.35032,0.0113011,-1.53737,-2.53074,+
"C02F12,5",1.24968,1.71841,Q11101,"BPTI/Kunitz inhibitor domain-containing protein C02F12,5",15.4856,15.8731,14.8739,16.3397,14.049,14.3255,14.1032,15.0959,1.71841,0.00407803,1.24968,3.17799,+
lmp-1,1.7249,2.09491,Q11117,LAMP family protein lmp-1,20.2657,20.3674,20.2323,19.6507,18.349,17.7569,19.5832,17.9274,2.09491,0.00173301,1.7249,3.89427,+
"C03F11,3",-2.16415,3.65742,Q11124,"Uncharacterized protein C03F11,3",12.4949,11.9503,12.0246,12.6981,14.056,14.2837,14.4639,15.0211,3.65742,0,-2.16415,-7.8875,+
cht-1,-0.634907,1.37082,Q11174,Probable endochitinase,17.7533,18.0506,17.9444,17.7891,17.8847,18.7646,18.4507,18.9772,1.37082,0.0106655,-0.634907,-2.56576,+
unc-78,-0.954067,2.00838,Q11176,Actin-interacting protein 1,17.1513,16.7469,16.571,17.0108,17.5603,17.7849,17.4922,18.4589,2.00838,0.00206211,-0.954067,-3.72375,+
vps-16,-2.03936,3.88889,Q11182,Vacuolar protein sorting-associated protein 16 homolog,12.5727,12.1629,11.9034,12.4106,14.2437,14.1912,13.9527,14.8195,3.88889,0,-2.03936,-8.67872,+
txdc-9,-1.38609,2.07267,Q11183,Thioredoxin domain-containing protein 9,13.48,12.7248,13.7258,12.68,13.9463,14.3687,15.066,14.7741,2.07267,0.00175872,-1.38609,-3.85009,+
"C05D11,5",-6.58448,3.49816,Q11185,Putative hydroxypyruvate isomerase,12.5046,12.0151,12.2952,12.6713,18.1504,17.5798,18.5654,21.5285,3.49816,0,-6.58448,-7.37947,+
mrps-17,-1.48727,2.32383,Q11189,"28S ribosomal protein S17, mitochondrial",15.0523,14.4599,14.9892,14.9657,16.3688,15.4692,16.732,16.8463,2.32383,0.000890491,-1.48727,-4.36508,+
let-721,-0.804978,1.02328,Q11190,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",16.8764,16.328,15.9638,16.8076,17.1338,17.0734,16.6968,18.2918,1.02328,0.0277579,-0.804978,-1.98185,+
sodh-1,-2.7858,4.02545,Q17334,Alcohol dehydrogenase 1,17.8238,18.1338,17.9903,18.3896,20.5693,20.9744,20.3311,21.606,4.02545,0,-2.7858,-9.1771,+
"H24K24,3",-1.38532,1.68005,Q17335,Alcohol dehydrogenase class-3,16.448,16.9435,17.0835,16.9078,17.7123,18.094,17.65,19.4678,1.68005,0.00446424,-1.38532,-3.10843,+
let-858,0.930248,0.82262,Q17336,Pre-mRNA-splicing factor CWC22 homolog,14.0786,15.7603,15.0378,16.3764,13.7696,14.1002,14.9632,14.6991,0.82262,0.0489977,0.930248,1.64802,+
gld-1,-1.20404,2.7218,Q17339,Female germline-specific tumor suppressor gld-1,15.7006,15.6068,15.7773,16.3119,16.7989,16.7365,17.3472,17.3303,2.7218,0.000353863,-1.20404,-5.26209,+
ccf-1,-1.16639,1.95397,Q17345,CCR4-NOT transcription complex subunit 7,14.6993,14.4689,15.0736,15.8071,16.0268,16.4239,16.3873,15.8764,1.95397,0.00236068,-1.16639,-3.61842,+
snr-1,-2.09266,2.25193,Q17348,Small nuclear ribonucleoprotein Sm D3,13.9522,15.4734,14.6229,14.2424,17.0735,16.7485,17.2436,15.596,2.25193,0.000962289,-2.09266,-4.21398,+
usp-14,-1.07917,0.44439,Q17361,Ubiquitin carboxyl-terminal hydrolase 14,17.304,17.3813,19.7012,17.4935,17.9751,17.8941,21.7778,18.5496,0.44439,0.158094,-1.07917,-0.992168,
cul-1,0.101745,0.0461563,Q17389,Cullin-1,15.0094,15.0457,16.3551,16.1616,15.7116,13.6545,15.8915,16.9072,0.0461563,0.817204,0.101745,0.132166,
cul-2,0.046695,0.0453865,Q17390,Cullin-2,15.8782,15.1501,14.8549,16.0573,14.9346,15.9056,15.2533,15.6602,0.0453865,0.820351,0.046695,0.130061,
cul-3,-2.06484,2.71396,Q17391,Cullin-3,14.07,13.2386,13.8851,12.6003,15.6028,15.517,14.9627,15.9708,2.71396,0.000352482,-2.06484,-5.24334,+
cul-4,-4.02666,2.88582,Q17392,Cullin-4,15.5076,15.9145,15.7477,14.542,19.4691,18.0556,19.1427,21.1509,2.88582,0.00021873,-4.02666,-5.66525,+
ugt-49,-3.922,3.88828,Q17399,UDP-glucuronosyltransferase,14.9571,14.5868,15.2603,16.532,18.9978,19.6185,18.9722,19.4356,3.88828,0,-3.922,-8.67654,+
ugt-1,-0.387832,1.06452,Q17403,UDP-GlucuronosylTransferase,14.471,14.8888,15.1509,14.8999,15.0592,15.2296,15.0723,15.6009,1.06452,0.0249506,-0.387832,-2.05039,+
ugt-2,-0.472829,0.438308,Q17404,UDP-GlucuronosylTransferase,13.9922,13.71,13.8802,12.4311,13.195,13.7531,14.32,14.6368,0.438308,0.161596,-0.472829,-0.980961,
"AC3,5",-1.95296,3.29214,Q17405,"Aminopeptidase-like protein AC3,5",17.5195,16.8048,17.0716,17.5001,19.1844,18.8768,18.8208,19.826,3.29214,0,-1.95296,-6.76261,+
lin-24,-1.92967,1.40392,Q17410,Uncharacterized protein,14.1766,15.5913,15.0856,14.3619,16.6331,17.3949,14.9358,17.9702,1.40392,0.00970744,-1.92967,-2.62252,+
"B0001,4",-1.55371,2.27989,Q17413,Probable uridine-cytidine kinase,15.0343,15.5634,15.0237,15.0813,15.985,17.246,16.3246,17.3618,2.27989,0.000974539,-1.55371,-4.27236,+
"B0024,10",-2.13301,3.87534,Q17425,Uncharacterized protein,12.5068,12.1837,12.1525,12.2388,14.421,13.9414,14.2121,15.0392,3.87534,0,-2.13301,-8.63057,+
"B0024,11",-0.615575,0.930996,Q17426,"Putative pseudouridine synthase B0024,11",15.2747,14.8165,15.5591,16.0845,16.42,15.6559,15.7274,16.3937,0.930996,0.0361334,-0.615575,-1.82857,+
gna-1,0.576143,0.816561,Q17427,Glucosamine 6-phosphate N-acetyltransferase,14.9662,14.6899,14.639,15.1906,14.1626,14.3753,13.5274,15.1159,0.816561,0.0498504,0.576143,1.63788,+
"B0024,13",-1.36532,2.96513,Q17428,Polyprenol reductase,14.3682,13.6749,13.2662,13.8872,15.2259,15.0978,15.0948,15.2393,2.96513,0.000154977,-1.36532,-5.868,+
sart-3,-0.303615,0.372136,Q17430,SART-3/p110 homolog,15.3998,15.1035,15.155,15.4692,15.9838,15.8453,15.9519,14.5609,0.372136,0.204089,-0.303615,-0.856726,
leo-1,-2.67256,3.01504,Q17431,RNA polymerase-associated protein LEO1,13.3666,12.2235,13.0702,14.1621,15.6068,16.1395,15.4853,16.281,3.01504,5.82E-05,-2.67256,-5.9983,+
"B0035,3",-1.42719,2.73427,Q17432,Uncharacterized protein,15.4782,15.2841,15.46,15.7166,16.4746,17.2532,16.4773,17.4426,2.73427,0.000356861,-1.42719,-5.29202,+
dnj-2,0.408098,1.16063,Q17433,DnaJ homolog dnj-2,14.237,14.1407,14.7412,14.4305,13.8175,13.81,13.9339,14.3555,1.16063,0.0189753,0.408098,2.21064,+
pfd-4,-0.593835,0.65879,Q17435,Probable prefoldin subunit 4,17.0719,16.3455,16.7615,17.0514,17.174,16.8978,16.9504,18.5834,0.65879,0.0799715,-0.593835,-1.37119,
"B0035,6",0.0449586,0.0365321,Q17436,Uncharacterized protein,13.7298,14.5241,15.3879,14.2916,14.4851,14.4407,13.803,15.0248,0.0365321,0.854178,0.0449586,0.105625,
"B0035,13",0.466362,0.290305,Q17437,Uncharacterized protein,16.7739,15.4493,16.8148,15.8466,14.1144,16.812,16.135,15.9579,0.290305,0.280014,0.466362,0.695952,
dnj-1,0.6688,1.24812,Q17438,DnaJ homolog subfamily B member 1,14.9325,15.3335,15.6891,14.8586,14.2319,14.4073,14.3494,15.1499,1.24812,0.0149644,0.6688,2.35749,+
"B0035,15",-2.46843,3.84071,Q17439,"Uncharacterized protein B0035,15",14.2975,14.3258,14.8964,14.1456,16.6088,16.9664,16.4424,17.5214,3.84071,0,-2.46843,-8.50861,+
pmk-1,1.90409,0.79284,Q17446,Mitogen-activated protein kinase pmk-1,18.3791,14.2173,14.4779,18.3584,13.8494,14.4096,14.4235,15.1338,0.79284,0.0539124,1.90409,1.59815,
faah-2,-0.897465,0.887426,Q17447,Fatty Acid Amide Hydrolase homolog,14.1192,14.1267,13.306,12.0762,14.0565,14.2994,14.0889,14.7732,0.887426,0.0410345,-0.897465,-1.75611,+
faah-1,-1.48434,2.1942,Q17449,Fatty acid amide hydrolase 1,13.6457,13.3673,12.8999,12.2838,14.4003,14.2227,14.3691,15.142,2.1942,0.00126201,-1.48434,-4.09484,+
clec-51,-1.88597,3.09581,Q17450,C-type LECtin,12.4729,12.0735,12.1989,12.751,14.2633,13.6977,14.1152,14.9639,3.09581,6.18E-05,-1.88597,-6.2138,+
clec-52,-3.53454,4.59512,Q17452,C-type LECtin,14.3459,13.1517,13.6991,13.0181,17.153,17.1847,17.0322,16.983,4.59512,0,-3.53454,-11.5442,+
pitr-3,-3.26708,3.74286,Q17455,Phosphate transporter,13.8489,11.9376,12.9581,13.2392,16.2977,16.2163,16.2131,16.325,3.74286,0,-3.26708,-8.17201,+
"B0222,5",-1.91934,4.19026,Q17457,Uncharacterized protein,15.2477,15.1628,15.0931,15.325,17.1183,17.2874,17.4923,16.608,4.19026,0,-1.91934,-9.81218,+
ttr-18,-0.98599,1.64494,Q17473,TransThyretin-Related family domain,19.4246,19.2462,19.1256,19.3376,19.8533,20.3342,19.749,21.1416,1.64494,0.00493937,-0.98599,-3.04525,+
"B0334,3",-0.689933,2.6861,Q17474,Uncharacterized protein,17.2786,17.1922,17.2242,17.5164,17.8963,17.8126,17.9461,18.3161,2.6861,0.000347635,-0.689933,-5.1771,+
"B0334,3",-2.1001,5.11365,Q17475,Uncharacterized protein,12.5498,12.1757,12.2173,12.3507,14.3446,14.2706,14.2925,14.7861,5.11365,0,-2.1001,-14.1764,+
unc-44,-1.17099,1.28701,Q17489,Uncharacterized protein,17.5488,16.5852,16.4978,16.1277,17.7472,17.3465,17.3919,18.9578,1.28701,0.0134625,-1.17099,-2.42316,+
unc-44,-2.74364,1.53129,Q17490,Uncharacterized protein,15.6784,15.0164,15.0614,15.8678,17.1397,17.5963,16.9231,20.9393,1.53129,0.00687995,-2.74364,-2.84368,+
"B0395,3",-2.37046,3.62985,Q17499,Uncharacterized protein,14.6052,15.1919,14.8625,14.7167,17.145,16.6987,17.0214,17.9931,3.62985,0,-2.37046,-7.79751,+
"B0491,5",-0.50597,1.61378,Q17512,Uncharacterized protein,17.6165,17.2435,17.1613,17.5854,18.0243,17.7591,17.6546,18.1927,1.61378,0.00542453,-0.50597,-2.98954,+
valv-1,-1.14006,1.83664,Q17522,Uncharacterized protein,13.2397,13.1408,12.7128,14.1113,14.3254,14.2677,14.2432,14.9286,1.83664,0.0030788,-1.14006,-3.39605,+
tes-1,-0.540444,0.295997,Q17525,TEStin (Human testis-derived transcript) homolog,13.3327,13.4551,13.2068,11.8278,14.0739,12.548,12.2713,15.091,0.295997,0.273719,-0.540444,-0.70744,
"B0564,2",-1.35899,1.80145,Q17527,Uncharacterized protein,11.8818,13.3411,13.1966,13.3539,13.8944,14.1214,14.3649,14.8286,1.80145,0.00326223,-1.35899,-3.33054,+
"B0564,7",-2.03957,3.30795,Q17532,Uncharacterized protein,12.4848,11.9368,12.3368,12.4363,13.9221,14.3986,13.9457,15.0866,3.30795,0,-2.03957,-6.80842,+
"exos-4,1",-0.819949,1.05658,Q17533,Putative exosome complex component RRP41,13.6298,14.7206,13.2017,13.2075,14.4396,14.1522,14.4218,15.0258,1.05658,0.0254521,-0.819949,-2.03719,+
"C01B10,8",-1.48287,3.43329,Q17539,Uncharacterized protein,15.1768,15.0051,15.207,15.4722,16.5294,16.86,16.286,17.1171,3.43329,0,-1.48287,-7.18049,+
"C01B10,10",-4.69008,3.45963,Q17542,Uncharacterized protein,12.2885,12.6989,11.715,12.7669,16.6818,16.3535,16.355,18.8394,3.45963,0,-4.69008,-7.26075,+
"C01B10,3",-1.21945,5.6643,Q17543,Uncharacterized protein,15.9641,15.7435,15.7354,15.9443,17.1258,17.0511,16.9867,17.1015,5.6643,0,-1.21945,-17.5907,+
"C01F1,3",-1.40934,2.66364,Q17556,Uncharacterized protein,14.5163,15.1965,15.1611,15.7431,16.3617,16.7435,16.7732,16.3759,2.66364,0.000424837,-1.40934,-5.12411,+
sco-1,-0.915451,2.48445,Q17557,SCO (Yeast Suppressor of Cytochrome Oxidase deficiency) homolog,15.9115,15.3569,15.5914,15.6397,16.5126,16.1554,16.569,16.9243,2.48445,0.000540434,-0.915451,-4.71422,+
"C01F1,1",-0.365365,0.412184,Q17558,Uncharacterized protein,14.4126,13.6756,13.8189,13.6993,13.4906,14.383,14.0279,15.1665,0.412184,0.176728,-0.365365,-0.93244,
aly-1,-1.22548,2.45016,Q17561,Ref/ALY RNA export adaptor family,16.2087,15.0545,15.729,15.8908,16.8841,17.1775,16.6957,17.0277,2.45016,0.000684337,-1.22548,-4.63828,+
"C01G5,5",-1.31847,3.01775,Q17568,Uncharacterized protein,14.4491,14.7114,14.5161,15.1453,16.2042,15.6364,15.9287,16.3265,3.01775,5.84E-05,-1.31847,-6.00545,+
ddi-1,-1.66013,2.74378,Q17569,Dna (DNA) Damage Inducible homolog,15.6968,15.3898,15.2565,16.0239,16.6328,17.1457,17.8993,17.3298,2.74378,0.000358887,-1.66013,-5.3149,+
aqp-2,-1.64467,4.81658,Q17571;Q7JMQ6,AQuaPorin or aquaglyceroporin related,12.5017,12.1951,12.138,12.5686,14.1523,13.8241,14.0752,13.9304,4.81658,0,-1.64467,-12.6068,+
"C01G6,3",-0.0365276,0.0400328,Q17572,Uncharacterized protein,18.4283,17.9271,18.0374,18.6959,18.1754,18.0595,17.92,19.0798,0.0400328,0.840816,-0.0365276,-0.115336,
tag-165,-1.78421,2.40039,Q17574,Putative methionine synthase reductase,14.9613,15.0658,15.1532,15.1277,15.9084,16.9302,16.785,17.8213,2.40039,0.00072573,-1.78421,-4.52944,+
acs-7,-0.761625,0.952284,Q17577,Fatty Acid CoA Synthetase family,14.5831,13.9058,12.692,13.7539,14.4814,14.2301,14.4654,14.8044,0.952284,0.0339212,-0.761625,-1.86393,+
"C01H6,4",-0.41569,0.892643,Q17585,Flavin-containing monooxygenase,13.9059,13.9178,13.9196,13.9454,14.0141,14.3461,13.9905,15.0007,0.892643,0.0403653,-0.41569,-1.76479,+
"C02G6,1",-0.987065,0.95714,Q17592,Uncharacterized protein,18.4794,17.538,17.4047,18.8207,18.7265,18.5825,18.6502,20.2318,0.95714,0.0335925,-0.987065,-1.872,+
"C02G6,2",0.693377,0.929022,Q17593,Uncharacterized protein,14.0378,14.5358,15.0303,15.3217,13.4274,14.0467,14.007,14.671,0.929022,0.0364713,0.693377,1.82529,+
"C03A3,2",-2.34054,1.90739,Q17598,Transmembrane protein 104 homolog,15.5343,15.814,15.5232,14.9728,17.8823,18.6475,18.7083,15.9683,1.90739,0.00260451,-2.34054,-3.52939,+
npp-14,-1.46637,3.12523,Q17602,Nuclear pore complex protein 14,14.5997,14.2936,13.9577,14.3874,15.6844,15.7189,15.395,16.3055,3.12523,6.32E-05,-1.46637,-6.29376,+
asfl-1,-1.66274,2.84624,Q17603,Probable histone chaperone asf-1-like protein,13.8962,14.7496,13.5167,13.9603,15.3398,15.678,15.6864,16.0696,2.84624,0.000262774,-1.66274,-5.56603,+
"rpl-24,2",-0.40007,0.832528,Q17606,Probable ribosome biogenesis protein RLP24,17.0606,16.3035,16.5511,16.905,16.8725,16.7945,17.5244,17.2291,0.832528,0.0478174,-0.40007,-1.66458,+
arrd-25,-2.2755,3.69723,Q17624,ARRestin Domain protein,16.7015,16.2686,16.5377,16.8773,18.617,18.6262,18.6145,19.6294,3.69723,0,-2.2755,-8.019,+
"C04C11,1",-1.67782,3.08388,Q17625,Uncharacterized protein,14.9024,15.8525,15.1849,14.8509,16.7032,17.2493,16.945,16.6046,3.08388,6.11E-05,-1.67782,-6.1816,+
spch-1,-0.427321,0.727852,Q17626,SPerm CHromatin enriched,16.3845,15.6924,16.5193,16.9396,16.6878,16.9552,16.5296,17.0723,0.727852,0.0654181,-0.427321,-1.48873,
"C04G2,2;CELE_W01B6,2",-2.32371,4.77601,Q17631;Q23103,Uncharacterized protein,12.4229,11.9421,12.3279,12.2357,14.4569,14.3963,14.3515,15.0188,4.77601,0,-2.32371,-12.4055,+
dis-3,-1.69632,1.79127,Q17632,Probable exosome complex exonuclease RRP44,14.6938,15.3694,15.226,14.4595,16.1267,15.718,16.8525,17.8368,1.79127,0.00336628,-1.69632,-3.31169,+
"C04G2,9",1.90075,2.79349,Q17633,Uncharacterized protein,16.295,16.0928,15.2662,16.2014,13.5534,14.4097,13.6948,14.5944,2.79349,0.000370674,1.90075,5.43572,+
ndc-80,-1.92105,2.90897,Q17635,Kinetochore protein ndc-80,13.9311,13.2889,13.769,14.0872,15.1983,16.5185,15.4553,15.5883,2.90897,0.000148054,-1.92105,-5.72389,+
"C04G6,4",-1.8,2.58184,Q17636,Uncharacterized protein,12.4886,12.0554,12.0931,12.7057,14.1134,13.6525,13.7038,15.0731,2.58184,0.000477487,-1.8,-4.9342,+
"C05C12,5",-1.84878,2.67344,Q17648,Uncharacterized protein,12.5566,12.1332,12.1504,12.7263,13.9659,13.6218,14.2248,15.1491,2.67344,0.000374179,-1.84878,-5.14718,+
amt-4,-2.44246,3.24804,Q17663,Ammonium transporter,14.6838,13.9838,14.3561,15.284,16.4552,16.8002,17.553,17.2693,3.24804,6.95E-05,-2.44246,-6.63614,+
lnp-1,-1.25661,1.73945,Q17667,Protein lunapark-1,13.0963,13.7654,13.6932,13.6501,13.7905,14.9146,15.0537,15.4727,1.73945,0.00378635,-1.25661,-3.21637,+
"C05G5,2",0.803068,0.802029,Q17676,Uncharacterized protein,16.4735,15.6941,15.11,14.2378,14.4539,14.3218,14.4894,15.038,0.802029,0.0523718,0.803068,1.61356,
rpb-6,0.207168,0.139815,Q17684,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2",12.933,14.788,15.3362,14.7138,13.9694,14.242,13.9149,14.816,0.139815,0.531184,0.207168,0.369076,
mvb-12,0.374573,0.775939,Q17687,MVB (Yeast MultiVesicular Body sorting factor) related,15.0345,14.747,15.1495,14.6833,14.4635,14.3278,14.1868,15.1379,0.775939,0.0564564,0.374573,1.56978,
"C06A6,5",-1.61739,2.79514,Q17688,"Thioredoxin domain-containing protein C06A6,5",15.4347,15.4938,15.5011,15.8728,17.0466,16.7086,17.0157,18.001,2.79514,0.00037111,-1.61739,-5.43976,+
mthf-1,-1.34635,2.70621,Q17693,Probable methylenetetrahydrofolate reductase,18.7346,18.2492,18.1639,18.2363,20.0629,19.2957,19.3205,20.0903,2.70621,0.000351111,-1.34635,-5.22486,+
"C06A8,3",3.96858,3.36915,Q17698,Uncharacterized protein,20.3477,20.3475,20.107,20.7435,16.4228,14.9073,17.5216,16.8197,3.36915,0,3.96858,6.98808,+
stdh-1,-1.57589,1.63213,Q17703,Putative steroid dehydrogenase 1,16.1906,14.8412,14.9209,15.0645,16.4283,16.5652,16.2654,18.062,1.63213,0.00501821,-1.57589,-3.02232,+
"C06B3,6",-1.87344,3.87614,Q17705,Uncharacterized protein,12.4599,12.1843,12.2668,12.5732,14.2477,13.7903,14.185,14.755,3.87614,0,-1.87344,-8.6334,+
ain-1,-0.784378,1.09686,Q17740,ALG-1 INteracting protein,16.3529,15.8555,15.8627,16.0007,16.1812,16.5981,16.6081,17.8218,1.09686,0.0228791,-0.784378,-2.10422,+
trxr-1,-1.19504,0.538831,Q17745;V6CLN2,Thioredoxin reductase 1;ThioRedoXin Reductase,15.9937,15.292,15.2718,16.051,13.8914,17.6652,18.3854,17.4467,0.538831,0.115183,-1.19504,-1.16249,
ufl-1,-0.518062,0.619169,Q17750,E3 UFM1-protein ligase 1 homolog,14.4169,13.7788,15.4536,14.4969,14.8123,15.3469,15.4298,14.6294,0.619169,0.0903431,-0.518062,-1.303,
"tin-9,1",-0.886399,1.26559,Q17754,Mitochondrial import inner membrane translocase subunit Tim9,16.9066,17.0724,15.753,17.0138,17.5415,17.3899,17.2209,18.1391,1.26559,0.014335,-0.886399,-2.38695,+
