geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04, -Log.p.value,Student's T-test q-value eat2_d15_N2_d15,log2FC,Student's T-test Test statistic eat2_d15_N2_d15,Sign p-val: 0.05 
"C05G5,2",-0.631358,0.54582,Q17676,Uncharacterized protein,14.1896,15.3719,14.9265,14.5019,16.4735,15.6941,15.11,14.2378,0.54582,0.0926169,-0.631358,-1.17485,
rpb-6,0.35854,0.276398,Q17684,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2",14.468,14.8453,14.8132,15.0788,12.933,14.788,15.3362,14.7138,0.276398,0.238563,0.35854,0.667663,
mvb-12,0.24192,0.486115,Q17687,MVB (Yeast MultiVesicular Body sorting factor) related,14.629,15.4573,15.0481,15.4476,15.0345,14.747,15.1495,14.6833,0.486115,0.111849,0.24192,1.06822,
"C06A6,5",2.32974,4.26908,Q17688,"Thioredoxin domain-containing protein C06A6,5",17.4734,18.1386,17.6486,18.3608,15.4347,15.4938,15.5011,15.8728,4.26908,0,2.32974,10.1296,+
mthf-1,2.12574,4.49414,Q17693,Probable methylenetetrahydrofolate reductase,20.1254,20.5433,20.4184,20.7998,18.7346,18.2492,18.1639,18.2363,4.49414,0,2.12574,11.0879,+
"C06A8,3",-3.98967,6.31966,Q17698,Uncharacterized protein,16.6447,16.3212,16.1104,16.5107,20.3477,20.3475,20.107,20.7435,6.31966,0,-3.98967,-22.6965,+
stdh-1,1.53877,2.39729,Q17703,Putative steroid dehydrogenase 1,16.535,16.7976,17.1387,16.7011,16.1906,14.8412,14.9209,15.0645,2.39729,0.00110673,1.53877,4.52273,+
"C06B3,6",2.17004,3.72245,Q17705,Uncharacterized protein,14.1605,14.9823,14.9716,14.05,12.4599,12.1843,12.2668,12.5732,3.72245,9.87E-05,2.17004,8.10327,+
ain-1,-0.330254,1.15815,Q17740,ALG-1 INteracting protein,15.8993,15.7629,15.6286,15.4599,16.3529,15.8555,15.8627,16.0007,1.15815,0.016623,-0.330254,-2.20649,+
trxr-1,1.76848,0.711568,Q17745;V6CLN2,Thioredoxin reductase 1;ThioRedoXin Reductase,16.1942,15.9172,20.9694,16.6016,15.9937,15.292,15.2718,16.051,0.711568,0.0560624,1.76848,1.46115,
ufl-1,1.80869,2.56887,Q17750,E3 UFM1-protein ligase 1 homolog,16.087,16.4755,16.1759,16.6426,14.4169,13.7788,15.4536,14.4969,2.56887,0.000853503,1.80869,4.90453,+
"tin-9,1",0.0854673,0.0996511,Q17754,Mitochondrial import inner membrane translocase subunit Tim9,16.6805,16.8191,16.7995,16.7886,16.9066,17.0724,15.753,17.0138,0.0996511,0.561656,0.0854673,0.27169,
pept-2,2.79071,4.14238,Q17758,Peptide transporter family 2,16.989,17.0627,16.9018,17.2153,14.3513,15.0034,13.7306,13.9206,4.14238,0,2.79071,9.62376,+
"T25B9,9",1.44706,4.47592,Q17761,"6-phosphogluconate dehydrogenase, decarboxylating",18.7982,18.8109,18.675,18.9704,17.5233,17.1497,17.1846,17.6087,4.47592,0,1.44706,11.0073,+
atp-5,1.17002,3.89303,Q17763,ATP synthase subunit,20.9458,21.1387,20.6648,20.8475,19.5405,19.7879,19.9566,19.6317,3.89303,0.000111581,1.17002,8.69345,+
"C06H2,2",0.930994,1.10721,Q17764,Uncharacterized protein,13.5578,15.1772,15.0462,15.2334,13.5249,13.7435,14.3426,13.6796,1.10721,0.018985,0.930994,2.12147,+
jmjd-5,2.35448,1.3346,Q17765,JuMonJi (Transcription factor) Domain protein,18.8909,17.0186,15.8845,16.7228,14.1584,16.8295,14.3234,13.7876,1.3346,0.0105756,2.35448,2.50394,+
pdi-2,0.922778,2.56637,Q17770,Protein disulfide-isomerase 2,20.2302,20.952,20.3956,20.8609,19.5173,19.643,19.8265,19.7609,2.56637,0.000851808,0.922778,4.89882,+
nuc-1,0.0363488,0.12273,Q17778,Deoxyribonuclease-2,15.813,15.5486,15.5105,15.7259,15.79,15.6615,15.6145,15.3865,0.12273,0.493827,0.0363488,0.32832,
"C07D10,5",1.7279,2.2372,Q17780,Uncharacterized protein,14.8358,15.3842,13.5869,15.2707,13.0792,13.0974,12.9388,13.0504,2.2372,0.00146643,1.7279,4.18339,+
stip-1,2.71693,3.62489,Q17784,Septin and tuftelin-interacting protein 1 homolog,14.7963,13.9379,14.9089,15.3965,12.3117,11.5625,12.2771,12.0206,3.62489,0.000147239,2.71693,7.78143,+
wsp-1,1.06555,1.28463,Q17795,WASP (Actin cytoskeleton modulator) homolog,15.9624,16.2245,15.5688,16.4701,15.3487,14.9506,13.9096,15.7547,1.28463,0.0117804,1.06555,2.41913,+
hgrs-1,2.61166,4.29018,Q17796,Hepatocyte Growth factor-Regulated TK Substrate (HRS) family,17.5366,18.2393,17.4202,17.1473,15.2895,14.8377,14.9073,14.8623,4.29018,0,2.61166,10.2161,+
cpg-1,0.761632,1.8937,Q17802,Chondroitin proteoglycan 1,18.2054,18.7129,18.021,18.8667,17.6893,17.4588,17.8173,17.7941,1.8937,0.00297986,0.761632,3.50341,+
"C08B6,8",1.36849,1.6912,Q17819,Probable oligoribonuclease,15.3853,16.8332,14.9768,16.2574,14.7594,14.181,14.4298,14.6086,1.6912,0.00481335,1.36849,3.12859,+
aos-1,2.539,3.86815,Q17820,SUMO-activating enzyme subunit aos-1,18.6709,18.9096,17.7394,18.3314,15.7268,15.7874,15.6628,16.3183,3.86815,0.000109817,2.539,8.60514,+
pfd-1,1.22054,2.45118,Q17827,Probable prefoldin subunit 1,17.8428,18.4316,18.0911,18.8415,17.0623,16.6902,17.1641,17.4081,2.45118,0.000986697,1.22054,4.64054,+
"C08F8,2",-0.0729346,0.070594,Q17828,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial",16.5666,17.1427,16.5457,16.7673,16.9836,16.1753,16.4324,17.7227,0.070594,0.663491,-0.0729346,-0.197477,
"C08F8,3",-0.171958,0.274679,Q17829;S6FN37,Uncharacterized protein,14.6121,14.1018,14.9242,15.1845,14.6875,14.9638,15.1588,14.7003,0.274679,0.240552,-0.171958,-0.664144,
vgln-1,1.72153,3.23356,Q17832,ViGiLN homolog,19.2708,19.9765,19.3891,20.1704,17.5728,18.0207,18.2092,18.1179,3.23356,0.000250135,1.72153,6.59504,+
ipp-5,0.380348,0.477722,Q17848,"Probable type I inositol 1,4,5-trisphosphate 5-phosphatase",14.2607,15.4296,14.551,15.4171,15.1359,14.3792,14.2766,14.3455,0.477722,0.115178,0.380348,1.05304,
hsp-25,1.43515,2.15838,Q17849;Q86GU1,Heat Shock Protein,18.7251,19.7301,18.9149,19.5081,18.2791,17.5436,17.1515,18.1633,2.15838,0.00165417,1.43515,4.02186,+
pak-1,1.7617,3.02038,Q17850,Serine/threonine-protein kinase pak-1,14.636,14.7078,14.3042,14.9657,13.4198,13.1911,12.2581,12.6979,3.02038,0.000306491,1.7617,6.01237,+
cks-1,0.10953,0.0283147,Q17868,Cyclin-dependent kinases regulatory subunit,16.6595,17.1185,16.3957,16.6409,13.8779,17.9032,19.6176,14.9778,0.0283147,0.85276,0.10953,0.082565,
npp-23,2.38258,4.25433,Q17872,Nuclear Pore complex Protein,17.5219,17.9312,17.8364,18.0681,15.6622,15.0912,15.1358,15.9379,4.25433,0,2.38258,10.0695,+
nuo-1,-1.68539,2.40294,Q17880,NADH Ubiquinone Oxidoreductase,14.2183,14.2491,14.5261,14.2939,14.9883,16.7205,16.1088,16.2113,2.40294,0.00110755,-1.68539,-4.53499,+
nasp-1,1.1579,2.84637,Q17886,NASP (Human Nuclear Autoantigenic Sperm Protein) homolog,17.6954,17.9984,17.5716,18.3693,16.6309,16.9657,16.5097,16.8968,2.84637,0.000378475,1.1579,5.56635,+
"C10C5,2",1.35812,0.842199,Q17896,Uncharacterized protein,20.1084,18.0872,18.9398,17.43,16.7776,18.0427,15.9408,18.3718,0.842199,0.0386729,1.35812,1.68073,+
"C10C5,4",0.420422,0.194172,Q17899,Aminoacylase,18.6572,15.6046,16.0213,14.845,15.8765,15.9827,15.3107,16.2765,0.194172,0.343074,0.420422,0.493079,
egal-1,0.517717,0.488478,Q17902;Q65ZH5,EGALitarian (Drosophila exonuclease-like) homolog,13.5422,14.8476,14.8019,14.1233,14.3368,12.7149,14.1238,14.0688,0.488478,0.110831,0.517717,1.07249,
"C12D8,1",1.97383,3.10996,Q17935,Uncharacterized protein,18.5213,18.2627,18.7779,19.5581,16.8454,16.7783,17.1567,16.4444,3.10996,0.000254972,1.97383,6.25216,+
daf-36,4.05877,1.58757,Q17938,Cholesterol 7-desaturase,15.0148,15.393,14.9539,14.9401,12.55,12.1154,6.90201,12.4994,1.58757,0.00605085,4.05877,2.94296,+
akt-1,5.15631,4.8534,Q17941,Serine/threonine-protein kinase akt-1,20.8171,20.8413,19.4119,19.4702,15.0379,14.9945,14.8571,15.0257,4.8534,0,5.15631,12.792,+
dohh-1,-0.799288,1.17093,Q17949,Deoxyhypusine hydroxylase,16.347,15.2287,15.927,15.1932,17.0783,16.1172,16.156,16.5415,1.17093,0.0160332,-0.799288,-2.22787,+
"wdr-5,1",0.844181,1.95339,Q17963,"WD repeat-containing protein wdr-5,1",16.2298,16.1119,15.9337,16.5242,15.6711,14.9734,15.0567,15.7216,1.95339,0.00272751,0.844181,3.61732,+
"C14B1,8",1.01564,1.63238,Q17964,Uncharacterized protein,13.9586,15.3359,14.6747,15.3415,13.7696,14.0113,13.7317,13.7355,1.63238,0.00553027,1.01564,3.02276,+
pdi-1,1.20452,3.40965,Q17967,Protein disulfide-isomerase 1,19.9006,20.2992,19.9235,20.4405,19.1956,18.6974,18.9336,18.919,3.40965,0.000246411,1.20452,7.10909,+
mma-1,0.736135,0.974806,Q17974,Uncharacterized protein,14.1789,15.4484,14.5902,14.5722,13.7024,13.5435,14.7835,13.8159,0.974806,0.0268662,0.736135,1.90134,+
"C14F11,6",0.820263,0.3255,Q17993,Uncharacterized protein,13.5455,17.9154,15.8638,17.9547,15.3036,15.317,15.1961,16.1817,0.3255,0.196788,0.820263,0.766213,
"got-2,2",-0.616092,1.34812,Q17994,Aspartate aminotransferase,17.4979,16.6444,16.5763,16.631,17.2794,17.5511,17.6994,17.2841,1.34812,0.010266,-0.616092,-2.52699,+
"C15B12,1",2.68349,4.83641,Q18006,Putative sarcosine oxidase,14.9351,15.2085,14.6041,15.4092,12.5727,12.0452,12.2984,12.5067,4.83641,0,2.68349,12.7062,+
"C15C7,4",2.65457,4.31242,Q18010,Uncharacterized protein,15.0051,15.0663,14.2408,15.2055,12.119,11.933,12.2571,12.5904,4.31242,0,2.65457,10.3081,+
"C15C7,5",2.15507,2.56376,Q18012,Uncharacterized protein,16.5755,17.3515,16.3183,17.9151,15.4735,14.4561,14.5008,15.1097,2.56376,0.000851131,2.15507,4.89287,+
gcc-1,-0.776084,1.18104,Q18013,Grip (GRIP) and Coiled-Coil domain containing protein related,14.3135,15.4329,14.879,15.3241,15.7403,15.1856,16.33,15.7981,1.18104,0.0155004,-0.776084,-2.24479,+
"C15C7,7",2.21391,3.54563,Q18014,GDP-fucose protein O-fucosyltransferase 1,14.3416,15.1608,14.0698,14.896,12.55,12.0743,12.2268,12.7613,3.54563,0.000207927,2.21391,7.52796,+
asp-10,0.656145,1.15188,Q18020,ASpartyl Protease,14.6592,14.9799,14.9854,15.3314,14.9076,14.4342,14.3661,13.6233,1.15188,0.0171049,0.656145,2.19601,+
"C15H9,4",1.7328,4.4333,Q18025,Uncharacterized protein,16.9636,16.9447,17.1203,16.4616,15.0754,15.0694,15.3585,15.0557,4.4333,0,1.7328,10.821,+
flu-2,1.76393,4.74291,Q18026,Kynureninase,18.9245,19.1202,18.7701,18.7697,17.1211,17.2073,16.8188,17.3816,4.74291,0,1.76393,12.2436,+
prx-3,1.29554,3.27314,Q18028,PeRoXisome assembly factor,14.9635,14.6772,14.6315,14.9093,13.0491,13.8524,13.4199,13.6779,3.27314,0.000256921,1.29554,6.70788,+
nnt-1,0.460181,0.737204,Q18031,Nicotinamide Nucleotide Transhydrogenase,13.8644,14.8235,13.93,15.0274,13.8826,14.0142,14.0837,13.824,0.737204,0.0516055,0.460181,1.50453,
"C15H9,9",-0.0135975,0.015829,Q18032,Uncharacterized protein,17.3675,18.0272,18.2053,18.5384,18.0712,17.6297,18.1194,18.3725,0.015829,0.916184,-0.0135975,-0.0467776,
thoc-2,-0.0701296,0.0442715,Q18033,THO Complex (Transcription factor/nuclear export) subunit,14.9718,15.1267,12.9938,14.9431,14.2765,14.4226,14.3856,15.2312,0.0442715,0.774558,-0.0701296,-0.127006,
nfx-1,-0.370831,0.146033,Q18034,Transcriptional repressor NF-X1 homolog,13.2741,15.3161,14.2659,15.2265,15.5733,15.5981,16.0044,12.3901,0.146033,0.43617,-0.370831,-0.383681,
"C16A3,6",1.95832,4.04443,Q18035,Protein MAK16 homolog,14.026,14.8801,14.6082,14.395,12.5605,12.5297,12.2237,12.7622,4.04443,0,1.95832,9.24833,+
"C16A3,5",0.341618,0.896751,Q18036,Uncharacterized protein,17.3448,17.32,16.7994,16.8691,16.9953,16.3993,16.716,16.8562,0.896751,0.0337638,0.341618,1.77163,+
"C16A3,4",-1.70961,2.86212,Q18037,Uncharacterized protein,14.3891,15.4934,14.5078,15.2287,16.8667,16.3077,16.4388,16.8441,2.86212,0.00038121,-1.70961,-5.60568,+
let-716,-0.39556,1.13156,Q18038,Uncharacterized protein,15.4455,15.2376,15.2366,15.8179,15.7958,15.7529,15.5998,16.1714,1.13156,0.0180727,-0.39556,-2.16208,+
oatr-1,1.31597,2.84365,Q18040,"Probable ornithine aminotransferase, mitochondrial",20.0346,20.6242,20.2412,20.7788,19.0863,18.6793,19.1776,19.4718,2.84365,0.000377629,1.31597,5.55957,+
"C16E9,1",2.38754,3.6962,Q18048,Uncharacterized protein,14.9756,15.0748,15.0137,13.9972,12.4628,12.1529,12.1271,12.7681,3.6962,9.57E-05,2.38754,8.01559,+
dim-1,3.33922,6.02414,Q18066,Disorganized muscle protein 1,22.6356,23.055,22.8914,23.1933,19.3886,19.6246,19.4927,19.9125,6.02414,0,3.33922,20.2369,+
"C18B2,3",-1.14878,1.52109,Q18074,Uncharacterized protein,14.8667,14.7778,13.9881,15.3046,16.5262,15.3693,15.3735,16.2632,1.52109,0.00699912,-1.14878,-2.82579,+
"C18B2,4",-0.699494,1.15613,Q18075,Uncharacterized protein,14.8585,15.2843,15.0624,15.393,15.2773,15.5307,15.9659,16.6223,1.15613,0.0167017,-0.699494,-2.20311,+
"C18B2,5",2.26692,4.23977,Q18076,Uncharacterized protein,18.0501,18.9083,18.2283,18.8558,16.3311,16.075,16.2256,16.343,4.23977,0,2.26692,10.0105,+
ugt-48,0.568745,0.562943,Q18081,Putative UDP-glucuronosyltransferase ugt-48,14.8504,14.7982,14.4576,15.5101,15.4922,13.856,13.6125,14.3806,0.562943,0.0881926,0.568745,1.20502,
"C18E9,9",2.25309,2.72007,Q18089,Uncharacterized protein,14.4577,15.1934,13.5778,15.1274,12.5094,11.8297,12.2137,12.7912,2.72007,0.000543771,2.25309,5.25795,+
tomm-40,-2.62322,3.98791,Q18090,Mitochondrial import receptor subunit TOM40 homolog,14.6914,15.455,14.3975,15.2281,17.3063,17.4423,17.4843,18.032,3.98791,0,-2.62322,-9.03764,+
"C18E9,5",1.52159,3.17831,Q18091,Uncharacterized protein,17.6428,17.6648,17.3449,17.8291,16.2427,15.8564,15.6666,16.6296,3.17831,0.000262743,1.52159,6.43999,+
"C18E9,2",1.06478,1.01112,Q18093,Uncharacterized protein,14.3658,15.5778,14.7785,15.2007,13.6502,14.3274,12.7337,14.9523,1.01112,0.0247566,1.06478,1.96165,+
"C18E9,4",0.321805,0.607945,Q18095,Uncharacterized protein,16.7965,17.3999,17.1215,17.1446,16.716,16.7081,17.3972,16.3542,0.607945,0.076308,0.321805,1.28356,
rpn-2,1.7089,4.89681,Q18115,26S proteasome non-ATPase regulatory subunit 1,18.7109,19.1564,19.1131,18.9659,17.1553,17.1177,17.3677,17.4699,4.89681,0,1.7089,13.0137,+
twk-18,1.51056,1.19313,Q18120,TWiK family of potassium channels protein 18,17.4908,17.8499,16.8197,19.7639,16.734,16.5325,15.8462,16.7694,1.19313,0.0149193,1.51056,2.26505,+
"C24A3,1",-0.252139,0.343432,Q18126,Uncharacterized protein,13.6872,14.8762,14.0517,14.7524,14.5598,14.5222,14.9706,14.3236,0.343432,0.184444,-0.252139,-0.801341,
cal-5,2.80549,4.84039,Q18136,CALmodulin related genes,18.9278,19.1456,19.0458,19.3226,16.8248,15.8661,16.1356,16.3933,4.84039,0,2.80549,12.7263,+
cht-3,2.09075,4.36262,Q18143,"Chitinase-like protein C25A8,4",20.3858,20.9769,20.7327,21.0586,18.3394,18.7696,18.7276,18.9545,4.36262,0,2.09075,10.5183,+
"C25E10,8",-1.1419,1.49103,Q18157,Uncharacterized protein,16.0673,16.2014,15.6791,17.0654,18.0452,16.6997,17.1934,17.6425,1.49103,0.00748891,-1.1419,-2.77326,+
swm-1,1.70378,4.85628,Q18158,Sperm activation Without Mating,18.454,18.8593,18.2927,18.6677,16.9524,16.7378,16.8382,16.9301,4.85628,0,1.70378,12.8066,+
"C25E10,10",1.58609,2.95276,Q18159,Uncharacterized protein,16.4598,16.977,16.7227,17.0109,15.7825,15.1282,14.6205,15.2948,2.95276,0.0003138,1.58609,5.83603,+
dpyd-1,1.50022,2.68625,Q18164,Dihydropyrimidine dehydrogenase [NADP(+)],18.4223,18.438,17.2855,18.327,16.4472,16.525,16.7897,16.7099,2.68625,0.000687993,1.50022,5.17745,+
smz-1,0.861036,0.791638,Q18167,Sperm Meiosis PDZ domain containing proteins,14.8416,13.6714,15.0685,14.4507,14.7294,12.6595,13.9253,13.2738,0.791638,0.0439413,0.861036,1.59614,+
"C25H3,8",1.32731,2.33046,Q18183,Uncharacterized protein,14.9812,14.7226,14.3861,15.0709,13.9342,13.6134,12.7154,13.5885,2.33046,0.0011847,1.32731,4.37918,+
"C25H3,3",-0.0760031,0.140822,Q18187,Uncharacterized protein,17.3444,16.6364,16.4913,16.6052,16.6726,16.9797,16.8888,16.8401,0.140822,0.44853,-0.0760031,-0.371449,
dnc-4,2.82992,4.89689,Q18194,DyNactin Complex component,14.9586,14.8309,14.8315,15.1092,11.7142,11.8216,12.2626,12.6121,4.89689,0,2.82992,13.0141,+
elpc-4,1.45747,1.64601,Q18195,Putative elongator complex protein 4,14.7711,15.4265,14.8257,15.0568,13.5859,12.3637,13.732,14.5687,1.64601,0.00531752,1.45747,3.04716,+
"C26B9,5",2.31731,4.16175,Q18198,Uncharacterized protein,18.1419,18.6935,18.1325,18.8143,16.3655,15.7128,16.3794,16.0551,4.16175,0,2.31731,9.69959,+
"C26B9,3",2.81638,3.8972,Q18200,Uncharacterized protein,14.4722,15.5098,14.9608,15.2229,12.4488,11.7344,11.9426,12.7743,3.8972,8.16E-05,2.81638,8.70833,+
ran-3,1.91602,3.56132,Q18211,Regulator of chromosome condensation,18.6968,19.4768,19.1438,19.7233,17.216,17.6011,17.0746,17.4848,3.56132,0.000183848,1.91602,7.57758,+
hel-1,0.424508,1.18291,Q18212,Spliceosome RNA helicase DDX39B homolog,18.6037,19.0058,18.8038,19.1767,18.518,18.1907,18.3334,18.8498,1.18291,0.0154367,0.424508,2.24792,+
ula-1,0.78738,1.20891,Q18217,NEDD8-activating enzyme E1 regulatory subunit,15.9295,16.8509,16.7124,16.1526,16.1933,14.9171,15.7108,15.6747,1.20891,0.01439,0.78738,2.29153,+
mmab-1,1.23906,0.965844,Q18218,MethylMalonic Aciduria type B homolog,14.1068,15.5035,14.3514,15.4788,14.9155,13.4874,12.2704,13.8111,0.965844,0.0275535,1.23906,1.88646,+
ntl-9,1.87069,4.18018,Q18224,NOT-Like (Yeast CCR4/NOT complex component),17.2788,17.9879,17.7448,18.0837,15.8028,15.8049,15.9231,16.0817,4.18018,0,1.87069,9.77223,+
hint-3,0.423383,0.763322,Q18227,HIstidiNe Triad nucleotide-binding protein,16.175,15.707,16.0004,15.9494,15.7583,15.2608,14.9857,16.1335,0.763322,0.0476819,0.423383,1.54857,+
rps-30,1.16337,3.70353,Q18231,40S ribosomal protein S30,19.4653,19.4676,19.9414,19.6634,18.2471,18.5938,18.6429,18.4003,3.70353,9.68E-05,1.16337,8.03999,+
"C26F1,3",0.231091,0.234064,Q18232,"Uncharacterized protein C26F1,3",14.4845,14.837,13.8677,13.8472,14.6951,14.405,13.6913,13.3207,0.234064,0.28594,0.231091,0.579469,
spr-2,2.20189,4.08003,Q18240;Q7JMA9,Suppressor of presenilin-2;Suppressor of PResenilin defect,19.4534,19.855,19.0607,19.9297,17.0902,17.5638,17.2502,17.587,4.08003,0,2.20189,9.38324,+
"C27B7,5",3.10298,3.66177,Q18244,Uncharacterized protein,16.6016,17.7352,17.1307,18.1485,14.6771,14.5515,13.8042,14.1712,3.66177,0.000152006,3.10298,7.90179,+
rap-1,0.611565,1.08393,Q18246,Ras-related protein Rap-1,16.4025,17.5911,17.0198,17.5686,16.6159,16.3312,16.725,16.4637,1.08393,0.0205247,0.611565,2.08269,+
dpf-2,1.9288,5.39577,Q18253,Dipeptidyl peptidase family member 2,17.8472,17.9076,17.5274,17.9376,15.6503,15.9064,15.9762,15.9716,5.39577,0,1.9288,15.8375,+
"C27F2,4",1.0961,2.02596,Q18257,Uncharacterized protein,14.9765,15.2769,15.004,15.4857,13.3118,14.4218,14.4371,14.1878,2.02596,0.0022158,1.0961,3.75808,+
vps-22,0.679948,0.791858,Q18258,Vacuolar-sorting protein SNF8,14.4421,15.2255,15.8591,14.9293,14.8819,13.7552,14.083,15.0161,0.791858,0.0439471,0.679948,1.59651,+
fust-1,1.43525,1.49479,Q18265,FUS/TLS RNA binding protein homolog,18.4184,16.5396,18.3901,18.3546,16.6189,16.6752,15.8163,16.8512,1.49479,0.00740788,1.43525,2.77982,+
spp-10,1.96961,3.08069,Q18276,SaPosin-like Protein family,19.7571,20.1922,19.1233,20.0102,17.198,18.056,18.1726,17.7778,3.08069,0.0002664,1.96961,6.17302,+
"C29F5,1",-0.837732,0.677885,Q18310,Uncharacterized protein,14.2206,15.5176,13.1643,15.2779,14.9222,15.2529,15.2451,16.1112,0.677885,0.0619948,-0.837732,-1.40385,
"C29H12,2",1.92495,3.86331,Q18315,Uncharacterized protein,19.6975,19.6941,19.4281,20.2578,17.9993,17.5682,17.6507,18.1594,3.86331,0.000109181,1.92495,8.58804,+
"C30B5,4",2.1811,2.69764,Q18318,Uncharacterized protein,14.5238,14.9677,13.1905,14.7533,12.5021,12.0523,12.2336,11.923,2.69764,0.000629908,2.1811,5.20446,+
hil-1,2.90245,2.59613,Q18336,"Histone H1,X",17.2607,17.2941,16.8695,17.3925,14.6007,15.7938,13.5043,13.3082,2.59613,0.000790361,2.90245,4.96703,+
"C33A12,3",-0.0151305,0.0139142,Q18357,Uncharacterized protein,14.5467,14.2236,14.122,14.7169,14.8536,13.4688,14.3852,14.962,0.0139142,0.925946,-0.0151305,-0.0412053,
"C33A12,4",2.99488,2.79523,Q18358,Uncharacterized protein,17.3891,17.3356,17.1403,17.1133,15.3281,13.4991,13.1372,15.0344,2.79523,0.00040035,2.99488,5.43999,+
"C33A12,1",1.7111,3.40122,Q18359,Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,19.4086,20.216,19.5835,20.3627,18.0154,18.2061,18.1956,18.3093,3.40122,0.000244946,1.7111,7.08375,+
ugt-21,2.7938,4.02535,Q18361,UDP-glucuronosyltransferase,14.741,15.5391,14.5383,15.4957,12.2248,11.9415,12.2438,12.7288,4.02535,0,2.7938,9.17671,+
"C33F10,12;CELE_T05F1,8",0.298238,0.157028,Q18390;Q9XUR1,Uncharacterized protein,14.2836,14.4028,14.6146,15.379,14.9485,12.394,14.6131,15.5315,0.157028,0.412914,0.298238,0.409224,
"C33G8,4",0.447298,0.502062,Q18399,Uncharacterized protein,14.8468,14.5688,14.9807,14.2794,14.3502,13.8935,15.2047,13.4381,0.502062,0.106383,0.447298,1.09694,
sec-10,-2.61232,3.05412,Q18406,Exocyst complex component 5,13.6123,15.3891,15.0298,14.5568,17.4002,17.6958,17.1229,16.8183,3.05412,0.000263627,-2.61232,-6.10187,+
tag-322,2.95825,4.15284,Q18407,Uncharacterized protein,16.0473,15.2517,15.1467,14.8477,12.4407,12.0191,12.2041,12.7966,4.15284,0,2.95825,9.66464,+
rsp-6,2.57059,2.81196,Q18409,"Probable splicing factor, arginine/serine-rich 6",19.0712,19.6905,20.2653,20.82,17.0235,16.8797,17.547,18.1144,2.81196,0.000404415,2.57059,5.48108,+
"C34C12,8",2.35885,4.83524,Q18421,"GrpE protein homolog, mitochondrial",18.1575,18.2017,18.3215,17.8787,16.0086,15.3552,15.7129,16.0473,4.83524,0,2.35885,12.7003,+
"C34C6,4",0.816986,1.13981,Q18429,Uncharacterized protein,14.1627,14.9034,14.4058,14.7197,13.5877,13.8089,12.9454,14.5816,1.13981,0.0177272,0.816986,2.17585,+
grsp-3,1.02347,0.707536,Q18444,Glycine Rich Secreted Protein,14.3147,15.2575,14.7485,14.628,14.0584,14.5273,14.5541,11.715,0.707536,0.0567885,1.02347,1.45431,
cyn-12,1.87646,1.60599,Q18445,Peptidyl-prolyl cis-trans isomerase,16.4927,18.6993,18.3111,18.3778,16.5494,15.7646,15.1788,16.8822,1.60599,0.00588638,1.87646,2.97568,+
mutd-1,1.45277,2.68468,Q18446,Biogenesis of lysosome-related organelles complex 1 subunit 5,16.8159,17.5623,17.297,17.9474,15.5527,16.1108,16.2384,15.9095,2.68468,0.000687422,1.45277,5.17374,+
"C34D4,4",2.47409,3.74174,Q18449,"Uncharacterized Golgi apparatus membrane protein-like protein C34D4,4",14.2114,15.4032,14.7263,15.0143,12.4748,12.1319,12.0576,12.7945,3.74174,0.000100076,2.47409,8.16824,+
rsd-3,1.66631,2.92163,Q18453,Uncharacterized protein,13.959,14.5888,14.6982,14.9405,12.6421,13.0865,12.46,13.3326,2.92163,0.000332251,1.66631,5.75616,+
"C34F11,5",-2.93949,6.39117,Q18462,Tyrosine-protein kinase,14.8093,14.7971,14.6317,15.0746,17.6322,17.6272,17.8231,17.9881,6.39117,0,-2.93949,-23.3344,+
ugt-33,1.93516,3.84455,Q18470,UDP-GlucuronosylTransferase,14.0068,14.6546,14.2572,13.9489,12.0903,12.0719,12.2101,12.7547,3.84455,0.000107931,1.93516,8.52205,+
"C35A5,8",0.615633,1.30051,Q18476,Uncharacterized protein,17.121,17.8904,17.4668,17.6606,17.1201,16.3752,17.2438,16.9372,1.30051,0.0114175,0.615633,2.44603,+
"C35D10,6",1.95449,2.6513,Q18483,Uncharacterized protein,16.5565,16.844,16.4654,17.0173,15.0775,15.2761,15.0178,13.6937,2.6513,0.000728612,1.95449,5.09515,+
"C35D10,10",1.09179,1.51622,Q18484,Thioredoxin-related transmembrane protein 2 homolog,14.8451,15.0216,14.8781,15.4816,14.4386,12.9806,14.552,13.888,1.51622,0.00707195,1.09179,2.81727,+
"C35D10,5",1.44427,2.3514,Q18485,Uncharacterized protein,14.4497,14.9542,14.8254,14.2492,14.0168,12.9923,12.8618,12.8305,2.3514,0.00116758,1.44427,4.42386,+
coq-8,1.05623,2.20177,Q18486,"Atypical kinase coq-8, mitochondrial",16.2519,16.2808,16.0735,16.4614,15.9013,14.9617,14.7895,15.1903,2.20177,0.00156094,1.05623,4.11035,+
"C35D10,13",2.00099,4.02807,Q18490,Uncharacterized protein,17.4087,18.105,17.7715,18.2512,16.1426,15.6012,15.8962,15.8925,4.02807,0,2.00099,9.1869,+
