geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04, -Log.p.value, Student's T-test q-value N2_d10_N2_d5,log2FC,Student's T-test Test statistic N2_d10_N2_d5,Sign p-val: 0.05 
vit-2;vit-1,-1.53763,1.15792,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1424;1424;1426,1,18.817,18.6551,18.657,21.3659,21.0377,20.2928,21.1366,21.1783,1.15792,0.0159737,-1.53763,-2.20611,+
vit-2;vit-1,1.93217,2.15752,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,953;953;955,1,24.2348,22.9661,23.1265,22.5841,21.9185,21.1985,20.429,21.6369,2.15752,0.00163299,1.93217,4.02012,+
vit-2,0.877826,1.11423,P05690,P05690;G8JY38,Vitellogenin-2,803;803,1,21.3144,22.5944,22.3152,21.6644,21.3071,21.5304,20.2436,21.2959,1.11423,0.0181446,0.877826,2.13316,+
vit-2,-0.802929,0.715239,P05690,P05690;G8JY38,Vitellogenin-2,1311;1311,0.999994,22.6083,22.8222,21.6263,22.9315,24.3281,23.7877,22.7471,22.337,0.715239,0.0589924,-0.802929,-1.46737,
vit-2,3.1162,3.33113,P05690,P05690;G8JY38,Vitellogenin-2,1281;1281,1,24.1105,23.9218,24.5637,23.7544,21.902,21.2336,19.8992,20.8508,3.33113,0.000214286,3.1162,6.87602,+
vit-2;vit-1,0.935735,0.749432,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,164;164;164,1,23.7684,25.9326,24.5503,25.0233,23.987,22.6861,24.5271,24.3313,0.749432,0.0534188,0.935735,1.52517,
vit-2;vit-1,-5.00047,3.13589,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1047;1047;1049,1,19.6081,17.7588,21.1903,18.1845,24.4694,24.1744,23.7738,24.3259,3.13589,0.000369231,-5.00047,-6.3229,+
vit-2,-4.771,3.11928,P05690,P05690;G8JY38,Vitellogenin-2,1388;1388,1,20.8227,17.248,19.3975,18.4382,23.779,23.8702,23.5289,23.8123,3.11928,0.000363636,-4.771,-6.27753,+
vit-2,-2.17233,3.9331,P05690,P05690,Vitellogenin-2,1433,1,18.9858,19.8948,19.2095,19.3919,21.7409,21.7871,21.1229,21.5203,3.9331,0.000280899,-2.17233,-8.83738,+
vit-2;vit-1,-5.73307,3.81501,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1352;1352;1354,0.97134,19.4301,18.1345,20.0911,20.3941,24.6091,24.9312,24.8289,26.6128,3.81501,0.000242131,-5.73307,-8.41906,+
vit-2;vit-1,-1.31427,1.47526,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1355;1355;1357,1,19.2057,21.1144,19.5227,20.2394,21.6658,21.6414,20.7109,21.3212,1.47526,0.00704319,-1.31427,-2.74582,+
vit-2;vit-1,-2.81262,2.89331,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1033;1033;1035,0.999999,18.2017,18.5321,19.7706,17.5127,21.0938,21.4885,21.0439,21.6413,2.89331,0.000445846,-2.81262,-5.68419,+
vit-2;vit-1,-3.76273,2.03255,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1040;1040;1042,0.999914,17.969,21.5743,19.6021,18.1804,22.0025,23.3327,22.5084,24.5332,2.03255,0.00225128,-3.76273,-3.77099,+
vit-2,-1.97638,1.90318,P05690,P05690;G8JY38,Vitellogenin-2,290;290,0.690083,17.8566,20.0022,18.4544,19.2866,21.1355,20.843,20.0441,21.4827,1.90318,0.00281596,-1.97638,-3.52139,+
vit-2;vit-1,0.533448,0.349434,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,157;157;157,1,25.1649,26.5241,24.2237,25.4189,26.0428,24.1163,24.1245,24.9142,0.349434,0.221237,0.533448,0.813006,
vit-2,-2.30538,2.71235,P05690,P05690;G8JY38,Vitellogenin-2,1072;1072,1,19.8045,18.8418,18.3209,20.102,21.8976,21.7409,21.2728,21.3794,2.71235,0.00054155,-2.30538,-5.23951,+
vit-2;vit-1,0.794401,1.06904,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,1123;1123;1125,1,23.4477,24.5272,23.651,23.8669,23.1387,22.4813,22.7886,23.9066,1.06904,0.0212386,0.794401,2.05792,+
vit-2,-1.59767,1.48882,P05690,P05690;G8JY38,Vitellogenin-2,1299;1299,1,18.8564,18.3885,19.7594,20.0215,21.8891,20.8735,19.7725,20.8814,1.48882,0.00689847,-1.59767,-2.76942,+
vit-2;vit-1,2.03765,1.74869,P05690;P55155,P05690;P55155,Vitellogenin-2;Vitellogenin-1,1472;1474,1,25.3627,23.8256,25.8993,25.2432,23.8298,22.9224,21.8295,23.5984,1.74869,0.00369549,2.03765,3.2333,+
vit-2,-4.39836,3.99123,P05690,P05690;G8JY38,Vitellogenin-2,27;27,0.999993,21.6531,22.1145,22.1283,21.4053,27.2119,25.442,25.4707,26.77,3.99123,0.0003003,-4.39836,-9.04989,+
vit-2,-2.56052,2.35511,P05690,P05690;G8JY38,Vitellogenin-2,450;450,1,19.9364,18.9486,20.558,20.5263,23.8183,22.347,21.7961,22.25,2.35511,0.0011924,-2.56052,-4.4318,+
vit-2;vit-1,-1.5124,1.41231,P05690;P55155,P05690;G8JY38;P55155,Vitellogenin-2;Vitellogenin-1,568;568;570,1,20.5797,19.1899,20.7001,18.3994,21.6249,21.0275,21.1927,21.0735,1.41231,0.00803316,-1.5124,-2.63695,+
vit-5;vit-4;vit-3,2.27272,4.16506,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,166;166;166,1,23.5554,23.5423,23.5287,22.911,21.4153,21.3835,20.7095,20.9382,4.16506,0,2.27272,9.71259,+
vit-5;vit-4;vit-3,-1.3082,1.12552,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,1191;1191;1191,1,20.8857,20.1105,22.7533,20.7532,22.8467,22.6887,21.8766,22.3234,1.12552,0.0174417,-1.3082,-2.152,+
vit-5;vit-4,-6.45625,3.41037,P06125;P18947,P06125;P18947,Vitellogenin-5;Vitellogenin-4,1550;1550,1,19.5263,18.7839,19.8932,18.1488,26.4665,27.2661,23.6037,24.8408,3.41037,0.000230032,-6.45625,-7.11123,+
vit-5;vit-4;vit-3,0.645366,0.413845,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,1045;1045;1045,1,21.5913,22.5236,23.3696,22.6751,22.2438,20.4064,21.7162,23.2119,0.413845,0.175052,0.645366,0.935543,
vit-5;vit-4;vit-3,-6.26276,3.96744,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,1353;1353;1353,1,17.0606,17.7453,19.9202,17.8511,25.1442,23.9514,23.7685,24.764,3.96744,0.000291545,-6.26276,-8.9624,+
vit-5;vit-4;vit-3,-4.79992,4.19706,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,915;915;915,1,20.3314,18.5729,18.4986,18.7403,24.0495,24.1763,23.19,23.9271,4.19706,0,-4.79992,-9.83919,+
vit-5,-1.54401,0.7874,P06125,P06125,Vitellogenin-5,315,0.998955,17.6374,21.5691,19.1141,21.3109,21.8637,21.1813,20.8503,21.9122,0.7874,0.0475959,-1.54401,-1.58903,+
vit-5;vit-4;vit-3,-5.45608,2.56407,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,727;727;727,1,21.4813,18.8871,20.7132,17.3892,23.6577,24.4998,25.6055,26.5321,2.56407,0.000678541,-5.45608,-4.89357,+
vit-5;vit-4;vit-3,-1.19119,1.29071,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,1377;1377;1377,1,22.3674,24.4582,23.5296,24.096,25.2161,24.3502,24.7922,24.8573,1.29071,0.011098,-1.19119,-2.42942,+
vit-5;vit-3,-1.7956,1.08728,P06125;Q9N4J2,P06125;Q9N4J2,Vitellogenin-5;Vitellogenin-3,1121;1121,1,19.9655,19.4218,17.7536,21.3079,21.9585,21.7555,20.0773,21.8399,1.08728,0.019762,-1.7956,-2.08828,+
vit-5;vit-4;vit-3,-1.34987,1.30646,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,450;450;450,1,18.8253,21.3035,19.2585,19.9642,20.9268,21.3483,21.2175,21.2583,1.30646,0.0107928,-1.34987,-2.45613,+
vit-5;vit-3,1.28133,1.4021,P06125;Q9N4J2,P06125;Q9N4J2,Vitellogenin-5;Vitellogenin-3,1470;1470,1,24.083,25.1463,24.5379,24.7417,23.7607,24.1744,23.2958,22.1527,1.4021,0.00813919,1.28133,2.61938,+
vit-5;vit-4;vit-3,-1.24534,1.65032,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,1038;1038;1038,0.998097,20.6799,20.5715,21.8874,20.3515,21.6146,21.9473,22.2883,22.6215,1.65032,0.00497303,-1.24534,-3.0549,+
vit-5;vit-4;vit-3,-4.57327,2.52817,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,27;27;27,0.999999,17.0058,18.3042,21.3928,19.2728,23.4932,23.1926,23.3846,24.1983,2.52817,0.00079062,-4.57327,-4.81216,+
vit-5;vit-4;vit-3,-6.12124,4.69163,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,861;861;861,1,19.2165,19.1102,20.1092,20.2843,25.1536,26.3739,25.0372,26.6404,4.69163,0,-6.12124,-11.9966,+
vit-5;vit-4;vit-3,-0.193982,0.199871,P06125;P18947;Q9N4J2,P06125;P18947;Q9N4J2,Vitellogenin-5;Vitellogenin-4;Vitellogenin-3,281;281;281,1,24.0861,25.1684,25.4576,23.9912,24.9005,24.7127,25.1095,24.7565,0.199871,0.406757,-0.193982,-0.505638,
hsp-16.41,3.39997,5.1506,P06581,P06581,Heat shock protein Hsp-16.41,120,1,24.3178,24.5893,25.1435,24.5233,20.9714,21.3138,21.03,21.6587,5.1506,0,3.39997,14.3841,+
hsp-16.2,2.97325,3.46955,P06582,P06582;V6CLQ2,Heat shock protein Hsp-16.2,142;124,1,22.9955,23.4573,23.2621,23.6728,21.517,19.9665,20.0399,19.9713,3.46955,0.000244068,2.97325,7.29116,+
hsp-16.2,-1.86995,1.18184,P06582,P06582;V6CLQ2,Heat shock protein Hsp-16.2,82;64,0.963648,20.1436,20.7844,17.1643,19.4585,21.8058,21.5941,20.9597,20.6709,1.18184,0.0148831,-1.86995,-2.24614,+
hsp-1,-2.7069,2.11826,P09446,P09446,Heat shock 70 kDa protein A,452,1,20.2206,21.5941,20.2645,20.7867,25.1838,22.794,22.4698,23.2459,2.11826,0.00190323,-2.7069,-3.94095,+
hsp-1,-0.691782,0.659285,P09446,P09446,Heat shock 70 kDa protein A,562,1,24.4381,24.705,25.1541,23.6525,25.6723,25.2797,24.0369,25.7281,0.659285,0.0721327,-0.691782,-1.37204,
hsp-1,3.34319,2.61092,P09446,P09446,Heat shock 70 kDa protein A,610,1,23.8676,25.5075,23.2712,25.1646,21.5679,20.9483,20.0323,21.8896,2.61092,0.000646288,3.34319,5.00116,+
hsp-1,-8.14271,5.05301,P09446,P09446,Heat shock 70 kDa protein A,598,1,18.7222,19.5889,18.7394,17.5315,26.4417,26.5251,26.1898,27.9963,5.05301,0,-8.14271,-13.8418,+
hsp-1,-7.28809,4.65122,P09446,P09446,Heat shock 70 kDa protein A,540,1,17.7242,19.061,19.2573,20.1847,25.8682,25.6187,26.8855,27.0071,4.65122,0,-7.28809,-11.8052,+
hsp-1,-3.77702,3.27608,P09446,P09446,Heat shock 70 kDa protein A,551,1,19.9673,21.2768,21.4464,19.6969,24.3454,23.4346,24.6943,25.0212,3.27608,0.000337625,-3.77702,-6.71634,+
hsp-1;hsp-4;hsp-3,-5.76878,4.31021,P09446;P20163;P27420,P09446;P20163;P27420,Heat shock 70 kDa protein A;Heat shock 70 kDa protein D;Heat shock 70 kDa protein C,188;215;218,0.560489,17.857,18.4743,19.478,19.1804,23.9457,24.5391,23.868,25.7121,4.31021,0,-5.76878,-10.2989,+
hsp-1;hsp-4;hsp-3,-4.57069,3.54445,P09446;P20163;P27420,P09446;P20163;P27420,Heat shock 70 kDa protein A;Heat shock 70 kDa protein D;Heat shock 70 kDa protein C,189;216;219,0.590028,18.8086,18.1146,20.3583,20.438,23.9457,24.5391,23.868,23.6495,3.54445,0.000265193,-4.57069,-7.52421,+
hsp-1,-5.45006,2.87946,P09446,P09446,Heat shock 70 kDa protein A,508,1,24.1121,22.3564,25.6154,21.8323,29.8252,27.7712,28.896,29.2241,2.87946,0.000489119,-5.45006,-5.64923,+
hsp-1,-1.48855,1.35739,P09446,P09446,Heat shock 70 kDa protein A,77,1,19.851,18.4482,20.5607,19.8523,22.003,20.1781,21.4325,21.0528,1.35739,0.00909318,-1.48855,-2.5428,+
hsp-1,-4.86334,2.30846,P09446,P09446,Heat shock 70 kDa protein A,88,0.999309,16.6942,18.4828,21.8935,19.7933,23.5398,23.8899,24.1903,24.6973,2.30846,0.00132938,-4.86334,-4.33252,+
hsp-1,-5.06616,2.42987,P09446,P09446,Heat shock 70 kDa protein A,560,0.999995,19.5437,19.1847,17.914,19.2553,21.2506,23.6433,25.6677,25.6008,2.42987,0.00112063,-5.06616,-4.59371,+
hsp-1,0.273623,0.303402,P09446,P09446,Heat shock 70 kDa protein A,513,1,28.4613,29.7005,30.0335,29.0515,28.9838,29.1211,29.3763,28.671,0.303402,0.265459,0.273623,0.722314,
hsp-1,-1.56669,1.58036,P09446,P09446,Heat shock 70 kDa protein A,525,0.999949,27.7227,26.6266,27.6897,25.9545,29.184,29.0256,28.1309,27.9198,1.58036,0.00592793,-1.56669,-2.93019,+
hsp-1,-3.22139,2.98781,P09446,P09446,Heat shock 70 kDa protein A,527,1,19.0876,20.5388,19.3363,20.2621,22.6222,22.1398,24.0448,23.3035,2.98781,0.000479638,-3.22139,-5.92696,+
hsp-1,-1.77388,1.37234,P09446,P09446,Heat shock 70 kDa protein A,534,1,24.9545,27.2535,26.36,25.9234,28.4054,29.0487,26.965,27.1679,1.37234,0.0088705,-1.77388,-2.56835,+
hsp-1,-1.62269,0.861541,P09446,P09446,Heat shock 70 kDa protein A,558,1,26.1337,24.0286,24.3593,23.3002,24.6321,27.9188,26.54,25.2217,0.861541,0.0372073,-1.62269,-1.71299,+
hsp-1,-6.08553,4.97998,P09446,P09446,Heat shock 70 kDa protein A,424,1,17.5283,19.4839,19.2411,19.1041,25.0249,24.8543,24.7154,25.1049,4.97998,0,-6.08553,-13.4486,+
hsp-1,-5.88359,3.67486,P09446,P09446,Heat shock 70 kDa protein A,103,1,20.9478,18.456,19.4942,20.1404,24.7398,26.6598,24.7504,26.4227,3.67486,0.000210526,-5.88359,-7.94488,+
hsp-1,-6.5902,4.4874,P09446,P09446,Heat shock 70 kDa protein A,109,0.999999,18.7207,18.3679,20.1694,20.3786,26.6146,25.4251,26.4672,25.4906,4.4874,0,-6.5902,-11.058,+
hsp-1,-2.02242,1.57318,P09446,P09446,Heat shock 70 kDa protein A,160,1,18.621,20.3301,21.2564,18.3924,21.8633,21.6192,21.4723,21.7349,1.57318,0.00606697,-2.02242,-2.91748,+
hsp-1,-1.07803,1.07893,P09446,P09446,Heat shock 70 kDa protein A,501,1,19.6055,19.8501,21.2575,19.3002,21.9151,20.7664,20.6444,20.9995,1.07893,0.0205183,-1.07803,-2.07436,+
hsp-1,-1.17835,1.47243,P09446,P09446,Heat shock 70 kDa protein A,320,1,25.8265,25.3413,27.0311,25.1852,27.316,26.9461,26.856,26.9794,1.47243,0.00709048,-1.17835,-2.7409,+
hsp-1,-3.55618,4.12823,P09446,P09446,Heat shock 70 kDa protein A,349,1,20.4329,19.805,19.2416,19.8386,24.0104,23.5434,22.6584,23.3307,4.12823,0.0003367,-3.55618,-9.56869,+
hsp-1,-2.98519,2.97921,P09446,P09446,Heat shock 70 kDa protein A,590,1,23.3495,22.4356,23.6561,21.8077,25.9922,25.4053,25.3027,26.4896,2.97921,0.000474804,-2.98519,-5.90455,+
unc-15,-0.931152,0.85719,P10567,P10567,Paramyosin,569,0.979149,21.2568,22.3011,22.293,21.4007,22.9867,23.5289,21.3861,23.0746,0.85719,0.0379222,-0.931152,-1.70574,+
unc-15,0.0071106,0.00237857,P10567,P10567,Paramyosin,706,1,30.016,30.6831,30.2826,29.583,30.4414,32.1368,27.4787,30.4794,0.00237857,0.989481,0.0071106,0.00713544,
unc-15,0.147425,0.103174,P10567,P10567,Paramyosin,712,1,27.5592,26.2276,27.6453,28.1236,27.5821,27.8524,26.3237,27.2078,0.103174,0.620219,0.147425,0.280459,
unc-15,-3.13711,3.04204,P10567,P10567,Paramyosin,410,0.966025,22.1648,21.8661,22.9495,21.1128,24.5306,26.1281,24.7868,25.1961,3.04204,0.000342043,-3.13711,-6.06972,+
unc-15,1.8628,1.74485,P10567,P10567,Paramyosin,100,1,24.5092,25.5086,25.4969,26.0255,24.9287,22.8437,23.3729,22.9438,1.74485,0.00371197,1.8628,3.22625,+
unc-15,4.55994,3.98845,P10567,P10567,Paramyosin,472,1,27.2583,25.5853,26.116,24.8751,21.4248,21.4127,21.2685,21.489,3.98845,0.000298507,4.55994,9.03965,+
unc-15,-0.754823,0.828173,P10567,P10567,Paramyosin,222,1,19.3627,20.1023,20.8303,20.4888,20.9915,21.4044,20.0079,21.3997,0.828173,0.0414607,-0.754823,-1.6573,+
unc-15,-6.53302,3.34213,P10567,P10567,Paramyosin,232,1,17.2983,20.5537,20.4278,17.6803,26.4981,25.6956,24.9077,24.9908,3.34213,0.000217523,-6.53302,-6.90828,+
unc-15,-2.05101,1.39904,P10567,P10567,Paramyosin,787,1,19.1563,17.541,21.1429,19.4815,21.6588,21.755,21.5132,20.5986,1.39904,0.00833257,-2.05101,-2.61414,+
unc-15,-2.28792,2.1979,P10567,P10567,Paramyosin,189,0.999991,19.5732,17.488,18.99,19.8209,21.2979,21.6885,21.2892,20.7482,2.1979,0.00151223,-2.28792,-4.10242,+
unc-15,-2.01944,1.79918,P10567,P10567,Paramyosin,195,1,24.7243,24.6669,23.9812,24.9988,27.8339,26.615,25.1002,26.8999,1.79918,0.00334967,-2.01944,-3.32632,+
unc-15,-1.37907,0.704879,P10567,P10567,Paramyosin,762,1,18.9919,21.4094,20.241,17.0646,20.3274,20.7941,21.321,20.7806,0.704879,0.0609482,-1.37907,-1.4498,
unc-15,-1.61968,0.789299,P10567,P10567,Paramyosin,417,1,23.8247,24.4818,24.6801,23.629,27.8594,26.8716,24.8974,23.466,0.789299,0.0471466,-1.61968,-1.59221,+
unc-15,-2.57053,2.0258,P10567,P10567,Paramyosin,776,1,21.6456,23.3012,20.9384,21.5238,25.5275,24.2573,23.3046,24.6019,2.0258,0.00227916,-2.57053,-3.75776,+
unc-15,-2.70158,0.884534,P10567,P10567,Paramyosin,343,0.994124,24.7475,20.8788,24.3518,22.3508,28.2429,27.6262,23.4225,23.8437,0.884534,0.0349186,-2.70158,-1.7513,+
unc-15,-2.56751,2.95673,P10567,P10567,Paramyosin,122,1,22.7228,24.4135,22.5728,23.3273,25.7241,25.9611,25.5029,26.1185,2.95673,0.000464403,-2.56751,-5.84628,+
unc-15,-0.554266,0.43335,P10567,P10567,Paramyosin,121,0.5,21.2569,20.224,20.8303,18.8262,20.7382,21.1188,21.2097,20.2877,0.43335,0.162903,-0.554266,-0.971801,
unc-15,1.62892,1.25642,P10567,P10567,Paramyosin,449,1,23.9108,25.8485,26.2018,24.7815,23.6328,24.6,23.5803,22.4137,1.25642,0.012232,1.62892,2.37147,+
unc-15,0.164341,0.171106,P10567,P10567,Paramyosin,103,1,21.4048,21.2957,20.7081,21.4945,21.4794,20.9323,20.1914,21.6427,0.171106,0.458835,0.164341,0.441433,
unc-15,-0.114365,0.0704254,P10567,P10567,Paramyosin,515,1,28.8964,30.9918,28.4583,29.5345,29.3826,29.9214,29.1958,29.8388,0.0704254,0.725885,-0.114365,-0.197036,
unc-15,0.575133,0.215871,P10567,P10567,Paramyosin,628,1,26.2097,26.3089,25.3099,25.7678,25.8821,27.9592,23.1782,24.2762,0.215871,0.380004,0.575133,0.5405,
unc-15,-1.69715,0.799081,P10567,P10567,Paramyosin,719,1,16.7176,20.517,19.2822,20.8751,21.6783,19.7203,20.9784,21.8034,0.799081,0.0456131,-1.69715,-1.60862,+
unc-15,-0.927116,1.20222,P10567,P10567,Paramyosin,216,1,23.3056,24.2239,23.5308,24.7825,25.1816,25.3229,24.3186,24.7281,1.20222,0.0140629,-0.927116,-2.2803,+
unc-15,1.98348,1.89846,P10567,P10567,Paramyosin,506,1,22.3476,24.3627,22.0493,23.395,21.6563,20.7962,20.9238,20.8443,1.89846,0.00283541,1.98348,3.51244,+
unc-15,-6.97824,3.01392,P10567,P10567,Paramyosin,802,1,18.068,16.0189,20.0254,21.3339,25.7514,25.6728,25.8928,26.0422,3.01392,0.000332948,-6.97824,-5.99536,+
unc-15,-1.41878,1.8,P10567,P10567,Paramyosin,657,0.999966,19.4775,20.7075,19.4385,18.927,21.246,20.4836,21.3682,21.1278,1.8,0.00332664,-1.41878,-3.32785,+
unc-15,-5.26037,3.27849,P10567,P10567,Paramyosin,737,1,17.9342,20.0164,18.8424,20.8937,24.1659,23.7641,25.1345,25.6636,3.27849,0.000338109,-5.26037,-6.72326,+
unc-15,-1.05848,1.15383,P10567,P10567,Paramyosin,579,1,19.5929,19.5072,21.0316,20.4587,21.8143,21.4693,21.1974,20.3434,1.15383,0.0160674,-1.05848,-2.19926,+
unc-15,-8.10385,5.61949,P10567,P10567,Paramyosin,742,1,21.8204,21.7877,21.0978,19.8951,29.2188,29.0572,29.1086,29.6318,5.61949,0,-8.10385,-17.2857,+
unc-15,-5.77923,3.23607,P10567,P10567,Paramyosin,287,1,17.6489,19.4011,19.4552,21.2842,25.5769,26.3309,24.8025,24.1961,3.23607,0.000327323,-5.77923,-6.60214,+
unc-15,-2.83259,1.73728,P10567,P10567,Paramyosin,13,1,18.0499,17.4127,21.1143,17.9776,21.935,21.3459,20.7422,21.8617,1.73728,0.00378221,-2.83259,-3.21242,+
unc-15,1.33472,1.80743,P10567,P10567,Paramyosin,864,1,24.1821,25.0141,24.1351,24.0716,23.7101,23.3388,22.177,22.8381,1.80743,0.00332696,1.33472,3.34164,+
unc-15,-2.48326,1.29282,P10567,P10567,Paramyosin,860,0.944812,15.6968,19.749,20.0232,19.3031,21.4237,21.2463,20.7431,21.2921,1.29282,0.0110645,-2.48326,-2.433,+
unc-15,-1.69638,1.37887,P10567,P10567,Paramyosin,167,0.825375,20.0186,20.205,18.9986,17.4077,21.2574,20.5557,20.8587,20.7436,1.37887,0.00881301,-1.69638,-2.57954,+
his-24,-1.29825,1.1703,P10771,P10771,Histone H1.1,72,1,19.4071,18.8442,19.6766,19.4862,21.4222,21.3194,19.0324,20.833,1.1703,0.0153543,-1.29825,-2.2268,+
his-24,-1.55956,1.2306,P10771,P10771,Histone H1.1,95,1,18.1191,19.5777,20.9198,19.09,20.5367,20.3049,21.5038,21.5995,1.2306,0.0130946,-1.55956,-2.32799,+
act-2;act-4;act-3;act-1,-1.59986,0.946629,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,192;178;192;192;192;148,1,17.8829,17.9348,21.1075,20.5031,20.7654,20.6149,21.0492,21.3982,0.946629,0.0297441,-1.59986,-1.85454,+
act-2;act-4;act-3;act-1,-6.02922,4.62854,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,327;313;327;327;327;283,1,21.0703,20.33,19.4972,21.4274,27.1263,26.531,25.8328,26.9518,4.62854,0,-6.02922,-11.699,+
act-2;act-4;act-3;act-1,0.854366,0.532664,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,329;315;329;329;329;285,1,27.3223,26.2318,27.5252,24.7746,26.5482,25.9486,24.8694,25.0702,0.532664,0.113508,0.854366,1.15155,
act-2;act-4;act-3;act-1,-1.46251,1.63203,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,292;278;292;292;292;248,1,18.9419,19.9325,19.6866,18.3529,20.1053,20.169,21.3611,21.1286,1.63203,0.00519486,-1.46251,-3.02214,+
act-2;act-4;act-3;act-1,-8.05825,4.17347,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,316;302;316;316;316;272,1,20.015,20.781,19.2647,17.4476,27.1141,26.5668,28.5426,27.5179,4.17347,0,-8.05825,-9.74573,+
act-2;act-4;act-3;act-1,-0.667338,1.18091,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,114;100;114;114;114;70,1,26.117,26.3278,26.7382,25.83,27.1462,27.4502,26.49,26.5959,1.18091,0.0149185,-0.667338,-2.24458,+
myo-3,-1.36266,0.769891,P12844,P12844,Myosin-3,1932,1,21.1044,18.9575,20.8595,17.9989,21.6297,19.7538,21.4998,21.4876,0.769891,0.0500647,-1.36266,-1.55962,
myo-3,-1.73962,1.30378,P12844,P12844,Myosin-3,1263,1,19.4107,17.5918,20.0549,18.9007,19.3618,21.0974,20.8651,21.5922,1.30378,0.0107787,-1.73962,-2.45158,+
myo-3,2.95745,2.65234,P12844,P12844,Myosin-3,1654,0.999967,23.3843,24.0777,22.4069,23.7631,20.1973,21.6046,20.5747,19.4256,2.65234,0.000569892,2.95745,5.09757,+
myo-3,2.60957,3.01883,P12844,P12844,Myosin-3,1516,1,25.0734,24.938,26.1788,25.1227,22.4632,23.4708,21.9573,22.9834,3.01883,0.000334884,2.60957,6.00829,+
myo-3,2.0574,1.91791,P12844,P12844,Myosin-3,1689,1,22.2544,24.8343,24.1548,23.2521,21.6914,21.8232,21.1341,21.6173,1.91791,0.00274985,2.0574,3.54942,+
myo-3,-1.21376,1.09053,P12844,P12844,Myosin-3,1629,0.5,19.4786,21.4003,18.9711,19.2565,21.2268,21.0068,20.4766,21.2515,1.09053,0.0195982,-1.21376,-2.09369,+
myo-3,-0.545844,0.535577,P12844,P12844,Myosin-3,1630,0.5,19.4257,21.0041,20.4735,20.1364,20.5484,20.0184,21.0737,21.5827,0.535577,0.112057,-0.545844,-1.15672,
myo-3,0.32864,0.214419,P12844,P12844,Myosin-3,1819,0.983228,24.4399,24.8617,25.3749,24.6479,25.7017,24.2054,23.0336,25.0692,0.214419,0.382495,0.32864,0.537361,
