geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d15_01,log2 daf2_d15_02,log2 daf2_d15_03,log2 daf2_d15_04,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04, -Log.p.value,Student's T-test q-value daf2_d15_eat2_d15,log2FC,Student's T-test Test statistic daf2_d15_eat2_d15,Sign p-val: 0.05 
snr-3,1.51838,2.30656,Q10013,Probable small nuclear ribonucleoprotein Sm D1,16.4734,15.6387,15.8773,16.527,14.1316,15.3715,14.6247,14.3151,2.30656,0.000863037,1.51838,4.3285,+
"T25E4,1",-3.09758,3.70108,Q10014,"Uncharacterized protein T25E4,1",11.7133,11.314,11.679,11.841,14.9954,15.538,13.7834,14.6206,3.70108,0.000147977,-3.09758,-8.03183,+
"T28D9,1",-1.83791,3.2272,Q10020,"Uncharacterized protein T28D9,1",17.5349,18.4134,17.8966,17.3932,19.4085,20.127,19.5245,19.5298,3.2272,0.000185357,-1.83791,-6.57704,+
"F15G9,1",-1.30533,4.4691,Q10033,"Uncharacterized protein F15G9,1",18.3057,18.4359,18.3818,18.5188,19.4456,19.9821,19.7458,19.6899,4.4691,0.000116505,-1.30533,-10.9773,+
"R10H1,1",0.246239,0.451484,Q10043,"Uncharacterized protein R10H1,1",14.0716,14.3671,14.8008,14.5339,14.1647,14.3054,14.6199,13.6985,0.451484,0.111238,0.246239,1.0052,
unc-50,-0.479422,0.824919,Q10045,Protein unc-50,14.911,15.1438,14.3032,14.0283,14.9444,15.4665,14.9381,14.9549,0.824919,0.0361357,-0.479422,-1.65186,+
"CELE_T10F2,2",-0.567282,0.821014,Q10050,Uncharacterized protein,13.8525,13.8106,14.0382,14.059,14.0224,14.5414,14.0116,15.454,0.821014,0.036485,-0.567282,-1.64533,+
prp-19,-1.78468,3.11163,Q10051,Pre-mRNA-processing factor 19,16.0995,15.972,16.2451,16.5658,17.4353,18.6683,18.0343,17.8832,3.11163,0.000200177,-1.78468,-6.25669,+
"C23G10,2",-1.71602,2.5582,Q10121,"RutC family protein C23G10,2",18.4417,18.5566,18.2571,18.3953,19.4894,20.6424,19.5762,20.8067,2.5582,0.000490471,-1.71602,-4.88019,+
"F52C9,3",-4.92925,0.759751,Q10123,"Uncharacterized protein F52C9,3",12.2379,13.6976,0,12.0891,14.4214,14.9919,14.0973,14.231,0.759751,0.0442869,-4.92925,-1.54256,+
mrps-16,-4.01165,4.187,Q10129,"Probable 28S ribosomal protein S16, mitochondrial",13.9243,13.1913,14.4479,14.1567,17.2454,18.1677,17.6772,18.6765,4.187,9.43E-05,-4.01165,-9.79922,+
cex-1,0.959113,1.89219,Q10131,Calexcitin-1,15.7485,15.9952,15.4312,15.9996,14.8495,15.436,14.269,14.7835,1.89219,0.00236342,0.959113,3.50055,+
his-71;his-72,-3.29141,4.41609,Q10453;Q9U281,"Histone H3,3 type 1;Histone H3,3 type 2",19.3241,18.7622,19.4296,19.9921,22.3065,22.8499,22.4557,23.0616,4.41609,0.00011236,-3.29141,-10.7466,+
"F46H5,3",-1.90342,3.82667,Q10454,"Probable arginine kinase F46H5,3",20.5914,20.3057,20.6488,20.9672,22.1464,22.8575,22.3061,22.8168,3.82667,0.000106107,-1.90342,-8.4596,+
"B0286,3",1.47459,2.62619,Q10457,Probable multifunctional protein ADE2,16.7435,16.9013,17.3813,17.3336,14.8766,15.8711,15.8352,15.8784,2.62619,0.000419118,1.47459,5.03656,+
cah-5,-1.12874,1.25463,Q10462,Putative carbonic anhydrase 5,12.5735,14,13.8265,14.0377,14.6912,13.8832,14.9347,15.4435,1.25463,0.0113309,-1.12874,-2.36846,+
dpy-18,-0.991477,1.11245,Q10576,Prolyl 4-hydroxylase subunit alpha-1,15.468,15.5307,16.4267,15.7408,16.835,16.9122,17.6887,15.6962,1.11245,0.0167586,-0.991477,-2.1302,+
rpb-2,-2.88013,6.27325,Q10578,DNA-directed RNA polymerase II subunit RPB2,14.1777,14.0507,13.9985,13.9938,16.6706,16.8842,16.9262,17.2602,6.27325,0,-2.88013,-22.2918,+
cyb-1,-3.08305,5.65355,Q10653,G2/mitotic-specific cyclin-B1,11.9446,11.6906,11.7014,11.7551,14.4233,15.2252,14.9352,14.8402,5.65355,0.000218182,-3.08305,-17.5171,+
tpi-1,1.56463,4.63682,Q10657,Triosephosphate isomerase,19.6024,19.8652,19.4557,19.6341,17.9544,18.2682,17.8477,18.2286,4.63682,0.00013544,1.56463,11.7377,+
dpy-30,-1.391,4.7707,Q10661,Dosage compensation protein dpy-30,18.4841,18.8036,18.7151,18.8283,19.8989,20.0791,20.2901,20.1269,4.7707,7.69E-05,-1.391,-12.3794,+
icl-1,-0.986897,3.03463,Q10663,Bifunctional glyoxylate cycle protein,18.6883,18.6667,18.8305,19.1235,19.552,19.9904,19.6534,20.0607,3.03463,0.000219554,-0.986897,-6.05005,+
mek-2,-1.5936,0.806601,Q10664,Dual specificity mitogen-activated protein kinase kinase mek-2,15.599,16.092,15.4433,15.5317,14.4536,18.8304,17.5355,18.2209,0.806601,0.0380734,-1.5936,-1.62121,+
rnp-1,1.84798,1.7821,Q10667,RNA-binding protein rnp-1,15.8218,16.9551,15.9035,16.1444,14.8512,15.522,13.5559,13.5038,1.7821,0.00293341,1.84798,3.29473,+
glt-1,-2.47653,3.81695,Q10901,Excitatory amino acid transporter,16.5321,16.381,16.6934,15.9007,18.1983,18.9344,18.9338,19.3467,3.81695,0.000105392,-2.47653,-8.4258,+
psmd-9,-2.12023,5.61734,Q10920,Probable 26S proteasome non-ATPase regulatory subunit 9,15.7992,15.7143,15.5888,16.0583,17.7338,18.0516,17.8545,18.0016,5.61734,0.000210526,-2.12023,-17.2712,+
sid-3,-2.82255,3.55254,Q10925,Tyrosine-protein kinase sid-3,12.3036,12.0311,11.4775,12.447,14.0413,15.4574,14.8684,15.1823,3.55254,0.000136825,-2.82255,-7.54978,+
abi-1,-2.28191,4.61226,Q10929,ABl Interactor homolog,13.8017,14.0806,14.3848,14.0321,15.916,16.4587,16.6444,16.4077,4.61226,0.00013289,-2.28191,-11.6234,+
lgg-3,-0.15212,0.117577,Q10931,Ubiquitin-like protein ATG12,15.5843,14.0148,13.8962,15.654,15.0085,14.9253,14.9016,14.9224,0.117577,0.463549,-0.15212,-0.315841,
"B0310,1",-3.00659,5.18457,Q10937,"Uncharacterized protein B0310,1",11.9174,11.7192,11.7681,11.96,14.5394,15.3797,14.9194,14.5526,5.18457,0.000116959,-3.00659,-14.5776,+
ugt-46,-5.35122,5.09742,Q10941,Putative UDP-glucuronosyltransferase ugt-46,19.3945,20.2464,19.7944,20.276,24.3427,25.6058,25.4468,25.7209,5.09742,0.000104348,-5.35122,-14.0861,+
"arf-1,2",-3.08148,5.67798,Q10943,ADP-ribosylation factor 1-like 2,17.578,17.3125,17.7775,17.8784,21.0067,20.7921,20.4296,20.6439,5.67798,0.000225564,-3.08148,-17.6849,+
pho-5,-2.99162,3.51395,Q10944,Putative acid phosphatase 5,12.303,12.0908,10.7641,11.9526,14.7951,14.8082,14.2319,15.2418,3.51395,0.000133891,-2.99162,-7.42859,+
psd-1,-1.53887,3.12121,Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",13.7117,13.4464,13.2083,13.3639,14.9878,15.5295,14.9191,14.4495,3.12121,0.000201157,-1.53887,-6.28278,+
"B0361,6",-0.20575,0.382279,Q10950,"Putative methyltransferase B0361,6",15.3385,15.217,14.5868,14.7562,14.8367,15.3468,15.0333,15.5046,0.382279,0.142845,-0.20575,-0.876065,
"B0336,3",-0.689389,1.50758,Q10954,Uncharacterized protein,14.5674,14.1387,14.1456,14.6229,15.0603,15.6451,14.7895,14.7373,1.50758,0.0061742,-0.689389,-2.80215,+
tag-320,-3.04608,3.09627,Q11067,Probable protein disulfide-isomerase A6,16.5576,16.4071,16.4769,16.8403,19.32,19.915,18.4761,20.7552,3.09627,0.000198507,-3.04608,-6.21505,+
"B0403,3",-2.83785,5.66926,Q11077,"Uncharacterized protein B0403,3",14.7534,14.8155,14.9222,15.0105,17.6706,17.3184,17.8352,18.0287,5.66926,0.000222222,-2.83785,-17.6249,+
"C02F12,5",-0.981633,1.47286,Q11101,"BPTI/Kunitz inhibitor domain-containing protein C02F12,5",16.5726,17.1397,15.8001,15.9642,16.8274,17.5402,17.6756,17.3601,1.47286,0.00668811,-0.981633,-2.74166,+
lmp-1,-0.534272,1.69474,Q11117,LAMP family protein lmp-1,19.7591,19.6134,19.7875,19.5789,19.9188,20.6293,20.3245,20.0034,1.69474,0.00367605,-0.534272,-3.135,+
"C03F11,3",-0.136225,0.104353,Q11124,"Uncharacterized protein C03F11,3",15.9179,15.5866,13.8425,15.0267,15.0124,15.4827,14.9212,15.5023,0.104353,0.501636,-0.136225,-0.283384,
cht-1,-0.14644,0.353215,Q11174,Probable endochitinase,18.688,18.8027,18.9238,18.8069,18.5873,19.1831,18.7362,19.3007,0.353215,0.16081,-0.14644,-0.82033,
unc-78,-1.88625,3.3041,Q11176,Actin-interacting protein 1,17.1886,17.5229,17.157,17.5477,18.6178,19.8106,19.0691,19.4636,3.3041,0.000189753,-1.88625,-6.79725,+
vps-16,-3.00659,5.35041,Q11182,Vacuolar protein sorting-associated protein 16 homolog,12.1986,11.9748,11.7802,11.7628,14.4638,15.121,14.966,15.192,5.35041,0.000144578,-3.00659,-15.5584,+
txdc-9,-2.06446,2.94491,Q11183,Thioredoxin domain-containing protein 9,13.5569,13.8434,12.2617,13.2678,15.3155,15.307,15.0717,15.4935,2.94491,0.000211833,-2.06446,-5.81583,+
"C05D11,5",-0.480687,1.12255,Q11185,Putative hydroxypyruvate isomerase,14.7156,14.171,14.3849,15.1044,14.9824,15.2469,14.8584,15.2108,1.12255,0.0162001,-0.480687,-2.14704,+
mrps-17,-1.14236,2.69111,Q11189,"28S ribosomal protein S17, mitochondrial",15.037,15.2354,15.0609,15.1392,16.7524,16.4807,15.8221,15.9867,2.69111,0.000361049,-1.14236,-5.18897,+
let-721,-1.51257,5.51794,Q11190,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",16.1398,16.3218,16.1273,16.404,17.7104,17.6411,17.9235,17.7682,5.51794,0.000182927,-1.51257,-16.6132,+
sodh-1,-1.54999,3.56189,Q17334,Alcohol dehydrogenase 1,18.0194,17.9939,18.1098,18.4122,19.1864,20.0237,19.6735,19.8516,3.56189,0.000137487,-1.54999,-7.57939,+
"H24K24,3",-2.86332,5.59653,Q17335,Alcohol dehydrogenase class-3,17.0091,16.6792,17.1473,17.2111,19.6308,20.009,19.7264,20.1337,5.59653,0.000205479,-2.86332,-17.1314,+
let-858,-3.0571,4.81926,Q17336,Pre-mRNA-splicing factor CWC22 homolog,12.1512,12.0788,11.6005,11.9647,15.0413,15.5498,14.8893,14.5433,4.81926,8.01E-05,-3.0571,-12.6202,+
gld-1,-2.28882,4.207,Q17339,Female germline-specific tumor suppressor gld-1,14.7003,15.6258,14.8867,15.1618,17.6796,17.4051,17.1256,17.3194,4.207,9.55E-05,-2.28882,-9.87884,+
ccf-1,-2.85488,4.73754,Q17345,CCR4-NOT transcription complex subunit 7,14.5842,14.7821,14.8587,14.6584,17.183,18.2023,17.325,17.5925,4.73754,0.000148699,-2.85488,-12.2175,+
snr-1,-0.708103,1.11941,Q17348,Small nuclear ribonucleoprotein Sm D3,15.8067,16.7679,17.0463,16.6171,16.8234,17.7287,17.419,17.0993,1.11941,0.0163782,-0.708103,-2.14181,+
usp-14,-1.92426,3.72345,Q17361,Ubiquitin carboxyl-terminal hydrolase 14,16.3909,16.5803,16.5195,16.5046,17.9313,19.0213,18.2086,18.5312,3.72345,0.000100526,-1.92426,-8.10663,+
cul-1,-0.47744,1.6077,Q17389,Cullin-1,16.0384,15.8874,15.8361,16.2573,16.0969,16.6444,16.6208,16.567,1.6077,0.00473544,-0.47744,-2.97872,+
cul-2,0.192219,0.195173,Q17390,Cullin-2,14.6865,14.1322,15.8737,15.1758,14.4547,14.7896,15.0189,14.8362,0.195173,0.30939,0.192219,0.495291,
cul-3,-2.72113,3.58546,Q17391,Cullin-3,12.8445,11.916,13.0195,11.689,14.8311,15.3534,14.9066,15.2622,3.58546,0.000139055,-2.72113,-7.65444,+
cul-4,-3.67338,1.98451,Q17392,Cullin-4,14.1093,17.1773,16.1357,12.9557,18.5956,18.1611,19.548,18.7668,1.98451,0.00204464,-3.67338,-3.67737,+
ugt-49,-0.631897,0.634428,Q17399,UDP-glucuronosyltransferase,18.1364,16.9261,18.2693,19.1741,18.6863,18.8539,18.484,19.0094,0.634428,0.0633248,-0.631897,-1.32934,
ugt-1,1.23403,2.0407,Q17403,UDP-GlucuronosylTransferase,15.6499,15.5444,15.8553,16.0469,13.6506,14.6866,14.7769,15.0464,2.0407,0.00169149,1.23403,3.78699,+
ugt-2,-2.39742,3.16072,Q17404,UDP-GlucuronosylTransferase,12.2856,11.9324,11.6604,12.0449,14.5551,15.0904,13.408,14.4596,3.16072,0.000180587,-2.39742,-6.39125,+
"AC3,5",-2.23474,3.88351,Q17405,"Aminopeptidase-like protein AC3,5",16.8063,17.2241,16.1885,16.5709,18.5733,19.144,18.8469,19.1645,3.88351,0.000109904,-2.23474,-8.65958,+
lin-24,-3.62346,2.86891,Q17410,Uncharacterized protein,14.0502,12.1223,15.0115,14.5403,17.5102,17.7707,17.2499,17.6874,2.86891,0.00022551,-3.62346,-5.62271,+
"B0001,4",-3.0152,4.74291,Q17413,Probable uridine-cytidine kinase,14.392,14.5431,15.085,14.0251,17.2068,17.5753,17.6085,17.7154,4.74291,0.000149254,-3.0152,-12.2436,+
"B0024,10",-2.81011,3.77653,Q17425,Uncharacterized protein,12.3201,12.0983,11.5599,12.1109,14.5795,15.3896,14.1132,15.2473,3.77653,0.000102871,-2.81011,-8.28652,+
"B0024,11",-0.722057,1.76911,Q17426,"Putative pseudouridine synthase B0024,11",15.1108,14.9929,15.3227,14.9756,15.7859,16.2158,15.2644,16.0242,1.76911,0.00298053,-0.722057,-3.2708,+
gna-1,0.0171883,0.0481301,Q17427,Glucosamine 6-phosphate N-acetyltransferase,14.8453,14.8433,14.9071,14.8516,14.505,15.0871,14.9471,14.8393,0.0481301,0.721713,0.0171883,0.137549,
"B0024,13",-2.74866,4.70478,Q17428,Polyprenol reductase,13.4983,13.3319,12.5856,12.8948,15.582,15.8799,15.8086,16.0347,4.70478,0.000143885,-2.74866,-12.0595,+
sart-3,0.176445,0.10959,Q17430,SART-3/p110 homolog,16.4257,14.7324,14.7678,16.8247,15.6518,15.9548,15.5877,14.8505,0.10959,0.485501,0.176445,0.296313,
leo-1,-3.94459,6.45367,Q17431,RNA polymerase-associated protein LEO1,11.7436,12.0663,11.4722,12.0183,15.6663,16.0292,15.6216,15.7616,6.45367,0,-3.94459,-23.9062,+
"B0035,3",-2.28177,5.12936,Q17432,Uncharacterized protein,14.8712,15.424,15.0939,15.406,17.4345,17.6508,17.2508,17.5862,5.12936,0.00010772,-2.28177,-14.2644,+
dnj-2,-1.41609,3.35221,Q17433,DnaJ homolog dnj-2,13.2897,13.4399,13.5863,13.7916,15.0018,14.8846,14.5211,15.3644,3.35221,0.000152731,-1.41609,-6.93798,+
pfd-4,0.388099,0.699551,Q17435,Probable prefoldin subunit 4,17.4219,17.1718,17.3843,18.0709,17.2627,16.8964,16.7544,17.583,0.699551,0.0526591,0.388099,1.44074,
"B0035,6",-3.18173,5.08508,Q17436,Uncharacterized protein,12.2596,11.6121,11.7377,11.6928,14.6367,15.4253,14.8323,15.1347,5.08508,0.00010274,-3.18173,-14.0178,+
"B0035,13",-2.92057,4.22994,Q17437,Uncharacterized protein,12.0692,12.0776,11.4761,11.6278,14.6969,15.3626,14.1427,14.7308,4.22994,9.79E-05,-2.92057,-9.97083,+
dnj-1,0.141488,0.115115,Q17438,DnaJ homolog subfamily B member 1,14.5746,16.1197,14.4157,14.4879,14.1542,14.9522,15.0586,14.8669,0.115115,0.469941,0.141488,0.309844,
"B0035,15",-2.48553,1.58333,Q17439,"Uncharacterized protein B0035,15",12.9521,15.1004,14.9308,13.3342,15.6434,16.577,15.6507,18.3883,1.58333,0.00487168,-2.48553,-2.93544,+
pmk-1,-0.2522,0.183217,Q17446,Mitogen-activated protein kinase pmk-1,14.8977,15.8654,13.6062,14.1183,14.7254,15.3887,14.365,15.0174,0.183217,0.327652,-0.2522,-0.468716,
faah-2,-0.831655,1.63166,Q17447,Fatty Acid Amide Hydrolase homolog,13.7054,12.9239,13.9731,13.7106,14.1305,14.8252,14.2162,14.4676,1.63166,0.00448284,-0.831655,-3.02147,+
faah-1,-0.0487993,0.0338668,Q17449,Fatty acid amide hydrolase 1,13.9772,14.6169,14.6107,14.3073,14.132,14.814,13.2748,15.4866,0.0338668,0.796339,-0.0487993,-0.098187,
clec-51,-2.49737,4.61611,Q17450,C-type LECtin,12.1235,12.0285,11.7139,11.6819,14.8239,14.4222,14.3644,13.9269,4.61611,0.000133185,-2.49737,-11.6412,+
clec-52,-2.01815,3.79947,Q17452,C-type LECtin,16.5627,16.114,15.9807,16.5282,18.469,18.7322,17.8298,18.2273,3.79947,0.000104116,-2.01815,-8.36533,+
pitr-3,-4.93061,6.52907,Q17455,Phosphate transporter,12.0198,11.9423,11.7643,12.1006,17.032,17.0211,17.1617,16.3346,6.52907,0,-4.93061,-24.6144,+
"B0222,5",-2.62045,4.09454,Q17457,Uncharacterized protein,16.0416,15.4478,15.1877,15.9705,18.3001,18.6568,17.7721,18.4003,4.09454,8.83E-05,-2.62045,-9.43872,+
ttr-18,0.0425701,0.0840509,Q17473,TransThyretin-Related family domain,18.7448,18.855,18.7655,18.9009,18.3465,18.9478,18.6347,19.1668,0.0840509,0.568608,0.0425701,0.232279,
"B0334,3",-0.864853,2.63546,Q17474,Uncharacterized protein,16.7351,16.8229,16.7576,16.7806,17.3153,17.7923,17.4048,18.0433,2.63546,0.000419735,-0.864853,-5.05814,+
"B0334,3",-2.64096,3.63505,Q17475,Uncharacterized protein,11.8472,12.2726,12.9215,12.505,14.9957,15.5037,14.3363,15.2746,3.63505,0.00014238,-2.64096,-7.81441,+
unc-44,-0.101178,0.152708,Q17489,Uncharacterized protein,17.5313,17.8551,17.422,17.475,17.0335,18.1445,17.6765,17.8334,0.152708,0.382496,-0.101178,-0.399232,
unc-44,-2.22125,3.1252,Q17490,Uncharacterized protein,16.056,16.7868,15.7155,16.5772,17.9296,19.1647,18.389,18.5372,3.1252,0.000201516,-2.22125,-6.29368,+
"B0395,3",-1.09589,1.10052,Q17499,Uncharacterized protein,15.4065,15.158,15.3953,15.312,16.857,16.4528,17.3732,14.9722,1.10052,0.0172923,-1.09589,-2.11033,+
"B0491,5",0.188948,0.300019,Q17512,Uncharacterized protein,17.5115,17.7873,17.6048,17.9687,17.0279,17.8518,17.2046,18.0321,0.300019,0.196632,0.188948,0.715528,
valv-1,-0.970376,3.13968,Q17522,Uncharacterized protein,13.8783,14.3097,14.22,13.8348,15.0169,15.084,14.7812,15.2423,3.13968,0.000179051,-0.970376,-6.3333,+
tes-1,-2.40188,3.38723,Q17525,TEStin (Human testis-derived transcript) homolog,11.3,12.3243,12.1965,12.3753,14.4973,14.9245,14.5581,13.8239,3.38723,0.000125552,-2.40188,-7.04189,+
"B0564,2",1.47068,1.48721,Q17527,Uncharacterized protein,14.5988,15.3584,15.0711,15.7155,13.0505,14.6157,12.7482,14.4466,1.48721,0.00641356,1.47068,2.76661,+
"B0564,7",-2.62289,3.33462,Q17532,Uncharacterized protein,12.279,11.9413,11.6301,11.7413,14.2925,14.5188,13.7937,15.4783,3.33462,0.000191663,-2.62289,-6.88626,+
"exos-4,1",-0.144336,0.108947,Q17533,Putative exosome complex component RRP41,13.9652,14.1064,14.57,14.5201,14.9429,15.4253,13.3355,14.0354,0.108947,0.487288,-0.144336,-0.294731,
"C01B10,8",-2.48068,4.05448,Q17539,Uncharacterized protein,13.4057,13.4706,14.0266,14.1319,16.1683,16.7592,16.1909,15.8392,4.05448,0.000122769,-2.48068,-9.28624,+
"C01B10,10",0.522958,0.317056,Q17542,Uncharacterized protein,16.2423,13.5993,14.749,15.5873,14.4711,14.9731,13.4128,15.2292,0.317056,0.183769,0.522958,0.749522,
"C01B10,3",-2.99802,3.85871,Q17543,Uncharacterized protein,15.5257,15.0194,15.1354,15.6238,18.0941,18.5718,17.5755,19.0551,3.85871,0.000108244,-2.99802,-8.57182,+
"C01F1,3",-3.33857,5.93055,Q17556,Uncharacterized protein,14.5106,14.3429,15.019,14.7897,17.8023,17.9859,18.0204,18.2078,5.93055,0.0003125,-3.33857,-19.5136,+
sco-1,1.01553,1.9205,Q17557,SCO (Yeast Suppressor of Cytochrome Oxidase deficiency) homolog,15.6458,16.2845,16.0436,15.7048,14.9637,14.827,15.5047,14.3213,1.9205,0.00229792,1.01553,3.55434,+
"C01F1,1",-1.96826,2.06239,Q17558,Uncharacterized protein,15.3587,15.1469,13.8834,13.4609,16.116,16.6908,16.0158,16.9003,2.06239,0.00162456,-1.96826,-3.82973,+
aly-1,-1.10408,1.9734,Q17561,Ref/ALY RNA export adaptor family,15.3012,15.1319,15.4711,15.9787,17.2218,16.5065,16.0594,16.5115,1.9734,0.00211132,-1.10408,-3.65587,+
"C01G5,5",0.122132,0.101451,Q17568,Uncharacterized protein,14.7787,14.184,14.6023,15.2195,13.7469,15.3419,14.0939,15.1132,0.101451,0.50972,0.122132,0.276176,
ddi-1,-2.02057,2.47164,Q17569,Dna (DNA) Damage Inducible homolog,15.3415,13.7025,14.6793,15.5292,17.1564,16.6805,16.9007,16.5973,2.47164,0.000644797,-2.02057,-4.68577,+
aqp-2,2.47377,4.68228,Q17571;Q7JMQ6,AQuaPorin or aquaglyceroporin related,17.47,17.7028,17.3906,17.3043,14.6292,15.5078,15.0113,14.8243,4.68228,0.000141176,2.47377,11.952,+
"C01G6,3",0.0489697,0.0830408,Q17572,Uncharacterized protein,18.7454,18.9554,18.4937,18.8995,18.3952,19.0379,18.408,19.0571,0.0830408,0.571538,0.0489697,0.229693,
tag-165,-3.31454,5.50029,Q17574,Putative methionine synthase reductase,14.192,13.6483,14.3443,14.0275,17.472,17.3573,17.6369,17.004,5.50029,0.000175953,-3.31454,-16.4989,+
acs-7,-2.77578,4.71084,Q17577,Fatty Acid CoA Synthetase family,12.2808,11.7448,11.6651,11.9952,14.6052,15.0754,14.2311,14.8774,4.71084,0.000144753,-2.77578,-12.0886,+
"C01H6,4",-0.583903,0.707643,Q17585,Flavin-containing monooxygenase,14.3878,14.443,13.1222,14.7802,14.6143,14.9679,14.3708,15.1159,0.707643,0.0514297,-0.583903,-1.45449,
"C02G6,1",1.90574,2.94564,Q17592,Uncharacterized protein,16.6486,16.242,16.5601,17.0304,14.008,15.3911,14.6441,14.8148,2.94564,0.000212008,1.90574,5.8177,+
"C02G6,2",-0.0184913,0.0180959,Q17593,Uncharacterized protein,14.7629,14.5504,15.6777,15.8239,14.9901,15.5168,15.0057,15.3763,0.0180959,0.885225,-0.0184913,-0.0533451,
"C03A3,2",-4.04552,5.27814,Q17598,Transmembrane protein 104 homolog,14.2712,14.6462,13.7185,14.6773,18.5412,18.0398,18.6886,18.2256,5.27814,0.000131291,-4.04552,-15.1235,+
npp-14,-3.03263,4.54921,Q17602,Nuclear pore complex protein 14,14.0722,14.3133,13.5867,13.9531,16.5754,17.5038,16.714,17.2627,4.54921,0.000124224,-3.03263,-11.3346,+
asfl-1,-3.09636,4.14108,Q17603,Probable histone chaperone asf-1-like protein,13.7808,13.0799,13.6219,13.2715,16.6797,16.958,15.7147,16.787,4.14108,9.11E-05,-3.09636,-9.6187,+
"rpl-24,2",-0.870636,2.17109,Q17606,Probable ribosome biogenesis protein RLP24,15.5891,15.262,15.4152,15.3575,16.0173,16.6269,16.6212,15.8409,2.17109,0.00109612,-0.870636,-4.04766,+
arrd-25,-2.63473,4.1418,Q17624,ARRestin Domain protein,16.5862,15.8828,15.7729,16.7697,18.63,19.0151,18.775,19.1305,4.1418,9.13E-05,-2.63473,-9.62148,+
"C04C11,1",0.556889,1.03657,Q17625,Uncharacterized protein,15.6528,15.5381,15.4566,15.8232,14.9512,15.7046,14.4183,15.169,1.03657,0.0203935,0.556889,2.00393,+
spch-1,-4.09168,5.10952,Q17626,SPerm CHromatin enriched,14.3719,14.4823,14.1066,14.2996,17.6974,18.4584,18.4149,19.0564,5.10952,0.000105634,-4.09168,-14.1534,+
"C04G2,2;CELE_W01B6,2",-3.36781,6.25045,Q17631;Q23103,Uncharacterized protein,11.793,11.946,11.5738,11.623,14.7692,15.3318,15.0444,15.2617,6.25045,0.000483871,-3.36781,-22.0955,+
dis-3,-2.43676,3.95138,Q17632,Probable exosome complex exonuclease RRP44,14.2159,14.368,13.7791,14.9349,16.4252,17.0711,16.7206,16.828,3.95138,0.000116138,-2.43676,-8.90374,+
"C04G2,9",0.259185,0.791418,Q17633,Uncharacterized protein,15.1302,15.7481,15.3922,15.5579,15.0348,15.4422,15.0548,15.26,0.791418,0.0400154,0.259185,1.59577,+
ndc-80,-0.763177,0.772553,Q17635,Kinetochore protein ndc-80,15.1668,13.8856,12.8552,14.1217,14.8981,15.0239,14.6252,14.5348,0.772553,0.0425317,-0.763177,-1.56409,+
"C04G6,4",-3.0517,3.00124,Q17636,Uncharacterized protein,11.9109,11.9013,11.4512,11.2329,14.4962,15.5487,13.3891,15.2691,3.00124,0.000216034,-3.0517,-5.96206,+
"C05C12,5",-2.8175,5.46612,Q17648,Uncharacterized protein,12.2292,11.9691,11.7045,11.6806,14.4617,14.7022,14.6687,15.0208,5.46612,0.000167131,-2.8175,-16.2798,+
amt-4,-3.25857,3.94206,Q17663,Ammonium transporter,13.9571,14.0273,12.8001,14.1367,16.5367,17.2759,16.7984,17.3444,3.94206,0.000115359,-3.25857,-8.86986,+
lnp-1,-4.33794,3.47261,Q17667,Protein lunapark-1,12.2656,12.0707,10.7896,11.9778,15.2676,17.0793,15.2665,16.8421,3.47261,0.00013108,-4.33794,-7.30057,+
"C05G5,2",0.163832,0.225872,Q17676,Uncharacterized protein,15.0342,15.2082,14.8334,14.5695,14.1896,15.3719,14.9265,14.5019,0.225872,0.267469,0.163832,0.562008,
rpb-6,-1.29922,2.05583,Q17684,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2",12.6328,14.1486,13.5822,13.6446,14.468,14.8453,14.8132,15.0788,2.05583,0.00163286,-1.29922,-3.81677,+
mvb-12,-0.425013,1.04964,Q17687,MVB (Yeast MultiVesicular Body sorting factor) related,14.5971,14.7184,14.9253,14.6411,14.629,15.4573,15.0481,15.4476,1.04964,0.0196509,-0.425013,-2.02566,+
"C06A6,5",-2.83418,4.81804,Q17688,"Thioredoxin domain-containing protein C06A6,5",14.9821,15.1467,15.275,14.8808,17.4734,18.1386,17.6486,18.3608,4.81804,7.99E-05,-2.83418,-12.614,+
mthf-1,-2.42102,4.14664,Q17693,Probable methylenetetrahydrofolate reductase,17.8889,18.6004,17.6141,18.0994,20.1254,20.5433,20.4184,20.7998,4.14664,9.17E-05,-2.42102,-9.6404,+
"C06A8,3",5.52792,7.23966,Q17698,Uncharacterized protein,22.092,22.1272,21.5818,21.8976,16.6447,16.3212,16.1104,16.5107,7.23966,0,5.52792,32.3899,+
stdh-1,-1.91329,4.68652,Q17703,Putative steroid dehydrogenase 1,14.7381,15.0788,15.0103,14.692,16.535,16.7976,17.1387,16.7011,4.68652,0.000141677,-1.91329,-11.9722,+
"C06B3,6",-2.6433,4.23943,Q17705,Uncharacterized protein,12.0338,11.8973,11.6831,11.977,14.1605,14.9823,14.9716,14.05,4.23943,9.87E-05,-2.6433,-10.0091,+
