geneName,log2FC,pvalue,Leading.proteins,Proteins,Protein.names,Positions.within.proteins,Localization.prob,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04, -Log.p.value, Student's T-test q-value N2_d15_N2_d5,log2FC,Student's T-test Test statistic N2_d15_N2_d5,Sign p-val: 0.05 
hsp-1,-1.29715,0.953999,P09446,P09446,Heat shock 70 kDa protein A,501,1,20.6702,18.3634,21.0148,19.0884,21.9151,20.7664,20.6444,20.9995,0.953999,0.0531887,-1.29715,-1.86678,
hsp-1,-1.16637,1.76971,P09446,P09446,Heat shock 70 kDa protein A,320,1,26.3674,25.3857,25.1612,26.5177,27.316,26.9461,26.856,26.9794,1.76971,0.00826389,-1.16637,-3.27189,+
hsp-1,-0.259243,0.126267,P09446,P09446,Heat shock 70 kDa protein A,349,1,22.0509,22.7827,25.2288,22.4435,24.0104,23.5434,22.6584,23.3307,0.126267,0.634873,-0.259243,-0.336836,
hsp-1,-0.656068,0.824988,P09446,P09446,Heat shock 70 kDa protein A,590,1,25.0343,24.5559,25.9253,25.0499,25.9922,25.4053,25.3027,26.4896,0.824988,0.0726555,-0.656068,-1.65198,
unc-15,0.516075,0.474197,P10567,P10567,Paramyosin,569,0.979149,23.1031,23.0352,23.1854,23.7169,22.9867,23.5289,21.3861,23.0746,0.474197,0.201864,0.516075,1.04664,
unc-15,0.383067,0.132646,P10567,P10567,Paramyosin,706,1,29.4351,31.8272,30.4924,30.3139,30.4414,32.1368,27.4787,30.4794,0.132646,0.6209,0.383067,0.35209,
unc-15,-2.85793,2.49475,P10567,P10567,Paramyosin,712,1,24.0261,23.1402,24.9843,25.3837,27.5821,27.8524,26.3237,27.2078,2.49475,0.00173536,-2.85793,-4.73719,+
unc-15,-4.49889,3.63645,P10567,P10567,Paramyosin,410,0.966025,21.2555,19.9805,19.7889,21.6211,24.5306,26.1281,24.7868,25.1961,3.63645,0.000286533,-4.49889,-7.81899,+
unc-15,-3.65282,2.26711,P10567,P10567,Paramyosin,100,1,20.6088,18.2619,21.4393,19.1677,24.9287,22.8437,23.3729,22.9438,2.26711,0.00336303,-3.65282,-4.24563,+
unc-15,3.78163,4.34244,P10567,P10567,Paramyosin,472,1,24.5786,24.5397,25.8573,25.7458,21.4248,21.4127,21.2685,21.489,4.34244,0,3.78163,10.4333,+
unc-15,0.277154,0.322222,P10567,P10567,Paramyosin,222,1,21.1528,21.0993,20.9723,21.6877,20.9915,21.4044,20.0079,21.3997,0.322222,0.323324,0.277154,0.759746,
unc-15,-5.69811,4.08209,P10567,P10567,Paramyosin,232,1,21.0687,18.9037,20.0685,19.2589,26.4981,25.6956,24.9077,24.9908,4.08209,0,-5.69811,-9.39108,+
unc-15,-2.23174,2.74195,P10567,P10567,Paramyosin,787,1,20.0142,18.6562,19.2904,18.6379,21.6588,21.755,21.5132,20.5986,2.74195,0.00108763,-2.23174,-5.31049,+
unc-15,1.54451,1.4781,P10567,P10567,Paramyosin,189,0.999991,22.7169,22.5162,21.7234,24.2453,21.2979,21.6885,21.2892,20.7482,1.4781,0.0159928,1.54451,2.75076,+
unc-15,-1.26008,1.16011,P10567,P10567,Paramyosin,195,1,25.3375,25.4979,25.3593,25.2139,27.8339,26.615,25.1002,26.8999,1.16011,0.0330642,-1.26008,-2.20977,+
unc-15,-1.16578,0.623365,P10567,P10567,Paramyosin,762,1,20.6234,20.4386,17.0443,20.4537,20.3274,20.7941,21.321,20.7806,0.623365,0.130956,-1.16578,-1.31025,
unc-15,-0.904592,0.198171,P10567,P10567,Paramyosin,417,1,20.3545,26.4035,26.0802,26.6378,27.8594,26.8716,24.8974,23.466,0.198171,0.48756,-0.904592,-0.5019,
unc-15,-3.69119,3.11521,P10567,P10567,Paramyosin,776,1,21.5266,21.186,20.0214,20.1925,25.5275,24.2573,23.3046,24.6019,3.11521,0.000579606,-3.69119,-6.26645,+
unc-15,1.40483,0.467159,P10567,P10567,Paramyosin,343,0.994124,26.0966,26.7766,27.2764,28.6051,28.2429,27.6262,23.4225,23.8437,0.467159,0.205869,1.40483,1.03385,
unc-15,-2.19382,3.67272,P10567,P10567,Paramyosin,122,1,23.3312,23.6041,24.3231,23.2727,25.7241,25.9611,25.5029,26.1185,3.67272,0.0003003,-2.19382,-7.93783,+
unc-15,7.33883,4.51035,P10567,P10567,Paramyosin,121,0.5,28.2714,28.4482,29.4968,26.4932,20.7382,21.1188,21.2097,20.2877,4.51035,0,7.33883,11.16,+
unc-15,1.37115,0.988056,P10567,P10567,Paramyosin,449,1,26.3005,24.7338,23.6034,25.0737,23.6328,24.6,23.5803,22.4137,0.988056,0.0497341,1.37115,1.92334,+
unc-15,3.10921,2.67157,P10567,P10567,Paramyosin,103,1,23.5,24.6675,25.3503,23.1648,21.4794,20.9323,20.1914,21.6427,2.67157,0.00122141,3.10921,5.14277,+
unc-15,-1.94185,0.999602,P10567,P10567,Paramyosin,515,1,28.6291,28.5945,24.6907,28.6569,29.3826,29.9214,29.1958,29.8388,0.999602,0.0488097,-1.94185,-1.94252,+
unc-15,-0.155457,0.0466199,P10567,P10567,Paramyosin,628,1,24.5299,26.4591,24.1199,25.565,25.8821,27.9592,23.1782,24.2762,0.0466199,0.848237,-0.155457,-0.133432,
unc-15,-1.53207,0.935999,P10567,P10567,Paramyosin,719,1,21.1048,20.2003,18.3033,18.4438,21.6783,19.7203,20.9784,21.8034,0.935999,0.0554071,-1.53207,-1.83688,
unc-15,-1.97935,1.31487,P10567,P10567,Paramyosin,216,1,24.4779,23.9404,21.8967,21.3189,25.1816,25.3229,24.3186,24.7281,1.31487,0.0233531,-1.97935,-2.47039,+
unc-15,1.01964,1.08006,P10567,P10567,Paramyosin,506,1,21.4694,21.5453,21.8961,23.3883,21.6563,20.7962,20.9238,20.8443,1.08006,0.0402724,1.01964,2.07624,+
unc-15,-2.85613,3.81058,P10567,P10567,Paramyosin,802,1,23.8367,22.2282,22.8935,22.9762,25.7514,25.6728,25.8928,26.0422,3.81058,0.000364964,-2.85613,-8.40371,+
unc-15,0.484431,1.12821,P10567,P10567,Paramyosin,657,0.999966,21.8395,21.5508,21.3525,21.4206,21.246,20.4836,21.3682,21.1278,1.12821,0.0358185,0.484431,2.15648,+
unc-15,-5.07316,3.05545,P10567,P10567,Paramyosin,737,1,21.5449,19.3415,18.1436,19.4055,24.1659,23.7641,25.1345,25.6636,3.05545,0.000634064,-5.07316,-6.1054,+
unc-15,2.59707,2.21347,P10567,P10567,Paramyosin,579,1,24.0931,25.2175,22.8648,23.0373,21.8143,21.4693,21.1974,20.3434,2.21347,0.00368527,2.59707,4.13439,+
unc-15,-1.09209,2.70389,P10567,P10567,Paramyosin,742,1,28.3376,28.4649,27.7172,28.1283,29.2188,29.0572,29.1086,29.6318,2.70389,0.00105764,-1.09209,-5.21933,+
unc-15,0.121105,0.0859203,P10567,P10567,Paramyosin,287,1,25.8917,24.9849,25.4848,25.0293,25.5769,26.3309,24.8025,24.1961,0.0859203,0.734927,0.121105,0.237053,
unc-15,-2.26415,1.64217,P10567,P10567,Paramyosin,13,1,19.1192,20.7292,19.5824,17.3974,21.935,21.3459,20.7422,21.8617,1.64217,0.0108609,-2.26415,-3.04028,+
unc-15,-2.91907,1.75547,P10567,P10567,Paramyosin,864,1,20.7882,21.7023,17.7884,20.1089,23.7101,23.3388,22.177,22.8381,1.75547,0.00854658,-2.91907,-3.24573,+
unc-15,1.56458,2.47366,P10567,P10567,Paramyosin,860,0.944812,23.4142,22.2366,23.0724,22.2403,21.4237,21.2463,20.7431,21.2921,2.47366,0.00177588,1.56458,4.69024,+
unc-15,-0.592832,1.4515,P10567,P10567,Paramyosin,167,0.825375,20.0443,20.4807,19.9298,20.5893,21.2574,20.5557,20.8587,20.7436,1.4515,0.0172382,-0.592832,-2.7046,+
his-24,-0.188695,0.11677,P10771,P10771,Histone H1.1,72,1,20.2583,21.1552,20.2561,20.1828,21.4222,21.3194,19.0324,20.833,0.11677,0.656521,-0.188695,-0.313877,
his-24,-1.3078,0.758046,P10771,P10771,Histone H1.1,95,1,21.8455,18.4436,18.6241,19.8004,20.5367,20.3049,21.5038,21.5995,0.758046,0.0887877,-1.3078,-1.53968,
act-2;act-4;act-3;act-1,3.62708,1.99601,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,192;178;192;192;192;148,1,23.8964,23.423,23.5529,27.4638,20.7654,20.6149,21.0492,21.3982,1.99601,0.00571429,3.62708,3.69967,+
act-2;act-4;act-3;act-1,-1.07269,1.12829,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,327;313;327;327;327;283,1,25.574,26.3765,24.4341,25.7664,27.1263,26.531,25.8328,26.9518,1.12829,0.0358045,-1.07269,-2.15662,+
act-2;act-4;act-3;act-1,0.177351,0.091816,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,329;315;329;329;329;285,1,25.6082,27.1648,24.3331,26.0397,26.5482,25.9486,24.8694,25.0702,0.091816,0.719436,0.177351,0.252017,
act-2;act-4;act-3;act-1,-0.717092,0.461118,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,292;278;292;292;292;248,1,21.3654,18.3424,20.006,20.1818,20.1053,20.169,21.3611,21.1286,0.461118,0.209829,-0.717092,-1.02283,
act-2;act-4;act-3;act-1,-3.11051,3.07208,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,316;302;316;316;316;272,1,23.9997,23.9687,25.1728,24.158,27.1141,26.5668,28.5426,27.5179,3.07208,0.000646048,-3.11051,-6.14989,+
act-2;act-4;act-3;act-1,-1.85219,0.693701,P10984;Q6A8K1;Q95ZL1,P10984;Q6A8K1;P10986;P0DM42;P0DM41;Q95ZL1,Actin-2;Actin-4;Actin-3;Actin-1,114;100;114;114;114;70,1,27.0985,25.3612,26.4152,21.3987,27.1462,27.4502,26.49,26.5959,0.693701,0.107084,-1.85219,-1.4308,
myo-3,-2.0135,1.33806,P12844,P12844,Myosin-3,1932,1,20.0576,18.4453,17.5102,20.3038,21.6297,19.7538,21.4998,21.4876,1.33806,0.0222121,-2.0135,-2.50984,+
myo-3,-1.17464,1.04662,P12844,P12844,Myosin-3,1263,1,18.9705,20.3701,19.7949,19.0825,19.3618,21.0974,20.8651,21.5922,1.04662,0.0439215,-1.17464,-2.02064,+
myo-3,3.91176,3.11329,P12844,P12844,Myosin-3,1654,0.999967,24.6522,25.1676,23.1477,24.4818,20.1973,21.6046,20.5747,19.4256,3.11329,0.00057754,3.91176,6.2612,+
myo-3,1.46404,2.08479,P12844,P12844,Myosin-3,1516,1,23.6809,24.4215,24.5258,24.1026,22.4632,23.4708,21.9573,22.9834,2.08479,0.00494416,1.46404,3.87413,+
myo-3,1.37204,3.3613,P12844,P12844,Myosin-3,1689,1,23.1005,22.733,22.7102,23.2105,21.6914,21.8232,21.1341,21.6173,3.3613,0.000448352,1.37204,6.96482,+
myo-3,-0.7207,0.525525,P12844,P12844,Myosin-3,1629,0.5,21.372,18.8206,19.7212,21.165,21.2268,21.0068,20.4766,21.2515,0.525525,0.17346,-0.7207,-1.13887,
myo-3,-1.034,0.749994,P12844,P12844,Myosin-3,1630,0.5,19.9106,18.0974,20.2702,20.8089,20.5484,20.0184,21.0737,21.5827,0.749994,0.0909907,-1.034,-1.52612,
myo-3,0.852533,0.639184,P12844,P12844,Myosin-3,1819,0.983228,24.8066,26.0195,25.543,25.0509,25.7017,24.2054,23.0336,25.0692,0.639184,0.125059,0.852533,1.33753,
myo-3,0.644472,0.830943,P12844,P12844,Myosin-3,1822,0.677445,21.2448,22.2161,21.5668,22.7017,21.724,21.1911,21.4846,20.7518,0.830943,0.0719243,0.644472,1.66193,
myo-3,-1.07139,1.84757,P12844,P12844,Myosin-3,1179,0.829985,20.5808,20.6762,20.8217,19.5771,21.7149,21.3906,21.1476,21.6882,1.84757,0.00729084,-1.07139,-3.4165,+
myo-3,-0.497492,0.329444,P12844,P12844,Myosin-3,1122,1,21.1425,21.0647,18.9772,21.3544,21.6483,20.3829,20.8046,21.6931,0.329444,0.315627,-0.497492,-0.773977,
myo-3,-4.87422,4.4986,P12844,P12844,Myosin-3,1035,0.999967,19.4941,20.2899,19.5831,21.173,24.9518,24.71,24.7767,25.5983,4.4986,0,-4.87422,-11.1077,+
myo-3,-4.09092,2.42523,P12844,P12844,Myosin-3,1039,1,18.0691,21.5062,19.8178,20.9138,24.712,23.2529,23.4823,25.2234,2.42523,0.00204969,-4.09092,-4.58356,+
myo-3,1.34547,0.746364,P12844,P12844,Myosin-3,1910,1,24.3088,23.515,21.8839,25.6469,23.4192,21.7124,21.9166,22.9247,0.746364,0.0918191,1.34547,1.52,
myo-3,-1.11246,1.0977,P12844,P12844,Myosin-3,601,0.796503,21.3028,19.3566,20.8053,19.4984,20.9777,21.5674,21.0038,21.8641,1.0977,0.0382275,-1.11246,-2.10563,+
myo-2,-3.92241,4.24308,P12845,P12845,Myosin-2,1822,0.983166,21.3438,20.594,19.9428,19.9461,23.8199,24.3258,24.7289,24.6417,4.24308,0,-3.92241,-10.0239,+
myo-2,-5.03411,3.96573,P12845,P12845,Myosin-2,1826,0.981739,19.7011,20.9231,19.6258,18.347,24.574,25.2376,24.6215,24.3005,3.96573,0.000421941,-5.03411,-8.95614,+
myo-2,-1.43062,2.76815,P12845,P12845,Myosin-2,1657,1,21.8264,21.8733,22.4782,22.1298,24.0935,23.1285,23.2118,23.5965,2.76815,0.00103412,-1.43062,-5.37389,+
myo-2,-1.67306,2.26512,P12845,P12845,Myosin-2,1519,1,24.8552,23.9176,23.8297,25.0565,25.9582,26.2179,25.5227,26.6525,2.26512,0.00335985,-1.67306,-4.24146,+
myo-2,-2.43703,1.97177,P12845,P12845,Myosin-2,1632,0.854941,23.4727,24.8121,23.8346,24.6397,26.5238,25.6529,28.2994,26.031,1.97177,0.00601899,-2.43703,-3.65273,+
myo-2,-3.39745,2.39316,P12845,P12845,Myosin-2,1633,0.5,23.4727,22.883,25.4178,22.8565,26.5238,26.2866,28.2994,27.1099,2.39316,0.00223171,-3.39745,-4.51377,+
myo-2,-4.90196,4.09035,P12845,P12845,Myosin-2,1896,1,19.059,19.2247,18.8388,20.0185,23.7638,24.7749,23.1259,25.0843,4.09035,0,-4.90196,-9.42265,+
myo-2,-2.30856,0.970595,P12845,P12845,Myosin-2,1604,1,22.1356,21.2868,20.0202,19.3899,25.7014,21.7228,21.0197,23.623,0.970595,0.051387,-2.30856,-1.89435,
myo-2,-1.11273,1.16535,P12845,P12845,Myosin-2,1122,1,18.7287,20.4305,19.9146,20.2616,21.5343,21.4742,20.3331,20.4447,1.16535,0.0326771,-1.11273,-2.21854,+
myo-2,-1.34204,1.23615,P12845,P12845,Myosin-2,1836,1,20.2908,20.3751,19.482,18.1737,21.6484,20.9116,20.4087,20.721,1.23615,0.0281228,-1.34204,-2.33731,+
myo-2,-2.12174,2.50847,P12845,P12845,Myosin-2,1886,0.999789,20.0634,19.7662,19.0855,18.1993,21.4151,21.7554,20.9647,21.4662,2.50847,0.00169989,-2.12174,-4.76788,+
myo-2,3.22532,4.4747,P12845,P12845,Myosin-2,1038,0.893566,24.7722,23.5908,24.192,24.4415,21.1857,21.3575,20.6673,20.8846,4.4747,0,3.22532,11.002,+
myo-2,-2.00749,1.48249,P12845,P12845,Myosin-2,1707,1,17.991,19.2263,18.8105,20.3855,21.7865,19.5954,21.1644,21.897,1.48249,0.0158082,-2.00749,-2.75839,+
hil-2,-0.34229,0.245172,P15796,P15796,Histone H1.2,72,1,20.7291,19.7697,20.3092,21.2929,21.6739,21.4256,20.788,19.5825,0.245172,0.415961,-0.34229,-0.602931,
gpd-2;gpd-3,-6.43563,3.82715,P17329;P17330,P17329;P17330,Glyceraldehyde-3-phosphate dehydrogenase 2;Glyceraldehyde-3-phosphate dehydrogenase 3,265;265,0.999729,19.2495,17.6705,21.2014,19.8935,26.1283,25.9637,25.3724,26.293,3.82715,0.000373134,-6.43563,-8.46127,+
gpd-2;gpd-3,4.39967,3.48621,P17329;P17330,P17329;P17330,Glyceraldehyde-3-phosphate dehydrogenase 2;Glyceraldehyde-3-phosphate dehydrogenase 3,266;266,0.683137,25.6133,27.1796,24.4137,25.7827,20.8714,21.6782,21.183,21.658,3.48621,0.0002457,4.39967,7.34247,+
gpb-1,-0.949209,0.527838,P17343,P17343,Guanine nucleotide-binding protein subunit beta-1,23,1,20.2996,20.8223,19.395,17.3717,19.7542,21.334,20.1532,20.444,0.527838,0.171987,-0.949209,-1.14298,
rol-8,-0.677172,1.30023,P18831,P18831,Cuticle collagen 6,4,1,22.6457,22.5657,22.9637,23.4439,24.1032,23.1952,23.5966,23.4326,1.30023,0.0244276,-0.677172,-2.44555,+
col-8,-2.78754,2.88656,P18833,P18833,Cuticle collagen 8,38,1,19.8259,20.3254,18.8009,20.7258,23.3521,22.6514,22.0692,22.7554,2.88656,0.000973761,-2.78754,-5.66713,+
vit-6,-1.06886,0.610424,P18948,P18948,Vitellogenin-6,968,1,21.5869,21.2601,19.0986,18.2278,21.1962,21.2534,20.7155,21.2837,0.610424,0.136203,-1.06886,-1.28786,
vit-6,-1.39394,0.790224,P18948,P18948,Vitellogenin-6,784,1,21.9204,18.9624,19.3995,18.3238,21.6042,21.0448,19.9719,21.5609,0.790224,0.0806519,-1.39394,-1.59377,
vit-6,-4.64262,3.96401,P18948,P18948,Vitellogenin-6,1376,1,18.2591,20.5208,18.798,19.7174,24.374,23.9025,23.7636,23.8258,3.96401,0.00041841,-4.64262,-8.94984,+
vit-6,-1.62928,0.989355,P18948,P18948,Vitellogenin-6,1513,1,19.6804,20.8094,17.2395,20.0897,21.9102,20.2401,21.1102,21.0757,0.989355,0.0497161,-1.62928,-1.9255,+
vit-6,-4.68127,4.4205,P18948,P18948,Vitellogenin-6,171,1,19.4014,20.4873,21.3108,19.8243,24.7081,25.2907,24.8535,24.8965,4.4205,0,-4.68127,-10.7656,+
vit-6,-6.63532,3.41082,P18948,P18948,Vitellogenin-6,1523,1,17.3278,18.6713,19.3537,21.2897,25.9735,24.5351,26.1546,26.5205,3.41082,0.000341801,-6.63532,-7.11261,+
vit-6,-5.70008,3.42632,P18948,P18948,Vitellogenin-6,1502,0.992596,19.536,18.1287,20.901,18.3221,24.4359,26.336,24.5524,24.3638,3.42632,0.000346604,-5.70008,-7.15936,+
vit-6,-0.427966,0.509451,P18948,P18948,Vitellogenin-6,1505,1,20.429,20.6546,20.4671,21.6998,21.8375,20.7221,21.006,21.3968,0.509451,0.181752,-0.427966,-1.11018,
vit-6,-1.13856,0.677432,P18948,P18948,Vitellogenin-6,1109,0.999997,19.889,21.5103,20.0452,20.1082,23.3646,21.747,19.9262,21.069,0.677432,0.112016,-1.13856,-1.40307,
vit-6,-2.08021,1.75095,P18948,P18948,Vitellogenin-6,1204,1,25.21,24.3717,23.6313,22.4044,26.3873,25.7029,25.4455,26.4026,1.75095,0.00858832,-2.08021,-3.23743,+
vit-6,-0.122158,0.095663,P18948,P18948,Vitellogenin-6,1338,1,20.5703,20.5905,20.6126,20.0106,19.9267,20.3605,20.1135,21.8719,0.095663,0.708899,-0.122158,-0.261706,
vit-6,-0.941977,1.83271,P18948,P18948,Vitellogenin-6,1532,1,25.8512,25.9929,26.4756,26.0589,27.3866,26.9545,26.3802,27.4252,1.83271,0.00740945,-0.941977,-3.38871,+
vit-6,-0.964645,1.2546,P18948,P18948,Vitellogenin-6,1538,1,25.2097,24.6043,26.1823,25.1838,26.5288,26.7275,25.623,26.1594,1.2546,0.0270395,-0.964645,-2.3684,+
vit-6,-0.861346,0.834186,P18948,P18948,Vitellogenin-6,1101,0.5,20.7958,19.9219,19.368,19.9275,19.6304,21.5163,21.013,21.2989,0.834186,0.0716454,-0.861346,-1.66735,
vit-6,-1.43038,2.81774,P18948,P18948,Vitellogenin-6,1435,1,25.3875,25.2355,25.5266,25.6577,27.011,26.2451,27.4213,26.8515,2.81774,0.0010854,-1.43038,-5.49536,+
vit-6,0.264592,0.264247,P18948,P18948,Vitellogenin-6,304,0.998546,21.3114,21.2985,20.1578,21.8539,20.4042,20.951,21.3996,20.8084,0.264247,0.389965,0.264592,0.64268,
vit-6,-2.1584,1.41301,P18948,P18948,Vitellogenin-6,1235,1,18.1325,18.162,20.8226,18.6052,21.515,21.6998,19.5639,21.5773,1.41301,0.0184828,-2.1584,-2.63815,+
vit-6,-1.53964,0.686168,P18948,P18948,Vitellogenin-6,756,1,17.0795,17.8193,21.0866,20.6406,20.2262,20.0722,20.5689,21.9172,0.686168,0.109188,-1.53964,-1.41797,
vit-6,-3.44313,4.13726,P18948,P18948,Vitellogenin-6,359,1,25.6827,25.3751,26.4225,26.6157,29.6236,29.224,29.0585,29.9625,4.13726,0,-3.44313,-9.60381,+
vit-6,-1.69236,2.05188,P18948,P18948,Vitellogenin-6,1486,1,23.9949,24.0576,25.2222,24.3036,26.3613,25.8511,25.2706,26.8648,2.05188,0.00527378,-1.69236,-3.80899,+
vit-6,-2.40102,1.90894,P18948,P18948,Vitellogenin-6,1072,0.999895,21.7511,20.8235,19.681,19.6379,23.7439,23.2053,21.612,22.9363,1.90894,0.00669202,-2.40102,-3.53234,+
vit-6,-0.190975,0.118039,P18948,P18948,Vitellogenin-6,1348,1,19.7037,21.2239,19.9293,21.8417,21.1576,20.5352,21.5916,20.1781,0.118039,0.654066,-0.190975,-0.316963,
vit-6,-1.26393,1.04304,P18948,P18948,Vitellogenin-6,202,0.842384,18.8033,21.5166,20.1865,19.8669,21.7917,20.665,21.1174,21.8549,1.04304,0.0442525,-1.26393,-2.01468,+
vit-6,2.94665,2.04417,P18948,P18948,Vitellogenin-6,203,0.890688,21.6728,23.0346,24.1758,24.9322,21.1888,20.6593,20.5083,19.6724,2.04417,0.00534211,2.94665,3.79381,+
vit-6,-4.28591,2.41535,P18948,P18948,Vitellogenin-6,1167,0.999999,21.6049,17.5407,21.0215,20.0384,24.8049,24.8125,23.7172,24.0144,2.41535,0.00208247,-4.28591,-4.56199,+
vit-6,-0.336294,0.266628,P18948,P18948,Vitellogenin-6,1434,0.824864,20.9584,19.3368,21.2758,20.8315,21.5223,20.1897,21.227,20.8086,0.266628,0.386584,-0.336294,-0.647596,
vit-6,-1.7988,1.81664,P18948,P18948,Vitellogenin-6,431,1,18.2504,19.5859,20.6789,19.2467,20.8175,21.5423,21.0192,21.5782,1.81664,0.00769452,-1.7988,-3.35875,+
vit-6,0.403865,0.354857,P18948,P18948,Vitellogenin-6,211,0.999998,21.9822,21.8168,23.1278,20.9631,21.9656,21.2811,21.1521,21.8757,0.354857,0.292222,0.403865,0.823506,
vit-6,-3.30356,1.07096,P18948,P18948,Vitellogenin-6,1326,1,17.6988,23.4989,21.4329,24.8226,26.1337,24.7148,24.3643,25.4547,1.07096,0.0412707,-3.30356,-2.06112,+
vit-6,-1.58481,1.17113,P18948,P18948,Vitellogenin-6,1331,1,24.197,24.892,23.6454,25.8829,26.7069,27.4614,25.1328,25.6553,1.17113,0.0319939,-1.58481,-2.22819,+
vit-6,-1.05432,2.72902,P18948,P18948,Vitellogenin-6,1100,0.5,20.3351,20.1663,20.5745,19.6606,21.1995,21.12,21.2935,21.3406,2.72902,0.00107243,-1.05432,-5.2794,+
mlc-1;mlc-2,-1.46878,1.06799,P19625;P19626,P19625;P19626,Myosin regulatory light chain 1;Myosin regulatory light chain 2,140;140,0.998417,21.932,20.1266,19.3893,20.0048,22.0693,22.3414,20.4751,22.4421,1.06799,0.0414228,-1.46878,-2.05618,+
mlc-1;mlc-2,-1.98079,2.12148,P19625;P19626,P19625;P19626,Myosin regulatory light chain 1;Myosin regulatory light chain 2,142;142,1,20.3343,19.5997,19.3242,21.5372,21.9345,22.2725,22.3182,22.1932,2.12148,0.00445823,-1.98079,-3.94742,+
mlc-1;mlc-2,-3.30003,1.23556,P19625;P19626,P19625;P19626,Myosin regulatory light chain 1;Myosin regulatory light chain 2,136;136,1,26.4746,25.994,26.8908,20.8896,28.2079,27.9907,28.5172,28.7333,1.23556,0.0280971,-3.30003,-2.33633,+
mlc-1;mlc-2,-0.601434,0.395645,P19625;P19626,P19625;P19626,Myosin regulatory light chain 1;Myosin regulatory light chain 2,24;24,1,19.4741,20.2829,20.5194,21.3157,21.8235,21.209,19.396,21.5693,0.395645,0.256444,-0.601434,-0.901376,
col-13,-0.726795,0.553052,P20631,P20631,Cuticle collagen 13,6,1,21.1451,20.6511,18.5743,20.4082,20.9837,20.2899,21.4768,20.9354,0.553052,0.159962,-0.726795,-1.18761,
ahcy-1,-2.74829,1.88154,P27604,P27604,Adenosylhomocysteinase,281,0.999804,24.2068,23.4185,20.8468,24.0488,26.1313,25.7375,25.6073,26.0379,1.88154,0.00687248,-2.74829,-3.4804,+
ahcy-1,-1.25497,0.494868,P27604,P27604,Adenosylhomocysteinase,168,0.99616,19.4541,16.7602,21.2857,21.7281,21.3173,20.413,20.916,21.6017,0.494868,0.190115,-1.25497,-1.08401,
ahcy-1,-1.22274,1.29302,P27604,P27604,Adenosylhomocysteinase,47,1,18.5961,19.7667,20.2885,20.5712,20.3584,20.944,21.3511,21.4599,1.29302,0.0250055,-1.22274,-2.43334,+
ahcy-1,-1.75617,2.33656,P27604,P27604,Adenosylhomocysteinase,14,1,18.6096,19.8307,20.2435,19.0014,21.2092,21.0998,21.5407,20.8602,2.33656,0.0027668,-1.75617,-4.39216,+
ahcy-1,-1.21831,2.23503,P27604,P27604,Adenosylhomocysteinase,188,0.98275,20.6513,19.9683,19.3338,19.8798,21.4473,20.9754,21.0251,21.2586,2.23503,0.00353247,-1.21831,-4.17889,+
crt-1,-1.20988,1.28054,P27798,P27798,Calreticulin,38,1,19.6296,20.5042,18.9958,20.9252,21.4843,21.7864,20.6702,20.9534,1.28054,0.0256852,-1.20988,-2.41222,+
crt-1,-1.27355,0.609668,P27798,P27798,Calreticulin,36,0.999969,20.1772,21.7443,20.5092,17.1206,21.505,20.9456,21.175,21.0199,0.609668,0.136442,-1.27355,-1.28655,
eef-2,-0.423404,0.488918,P29691,P29691,Elongation factor 2,50,1,23.9556,24.7969,24.7621,24.3418,24.527,25.4344,24.1058,25.4827,0.488918,0.192913,-0.423404,-1.07328,
eef-2,0.683337,0.950547,P29691,P29691,Elongation factor 2,632,1,23.9056,23.9541,24.0105,23.2816,23.9694,23.0594,22.3909,22.9987,0.950547,0.0536297,0.683337,1.86105,
eef-2,0.229761,0.169303,P29691,P29691,Elongation factor 2,305,1,25.2554,24.4023,23.5867,25.7677,24.4612,25.1357,24.1578,24.3382,0.169303,0.542983,0.229761,0.437338,
eef-2,-1.72473,2.28488,P29691,P29691,Elongation factor 2,566,1,23.274,22.6461,23.9844,24.3486,25.4806,24.8918,25.4685,25.3111,2.28488,0.00308725,-1.72473,-4.28283,+
eef-2,-1.79082,1.20119,P29691,P29691,Elongation factor 2,439,1,18.6857,19.2974,18.3228,21.7358,21.3857,21.2455,20.891,21.6827,1.20119,0.0302202,-1.79082,-2.27856,+
eef-2,0.862226,0.607355,P29691,P29691,Elongation factor 2,253,0.999961,24.2213,23.3473,21.6653,24.3561,22.9182,23.0525,22.129,22.0415,0.607355,0.13733,0.862226,1.28254,
