geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04, -Log.p.value,Student's T-test q-value N2_d5_N2_d1,log2FC,Student's T-test Test statistic N2_d5_N2_d1,Sign p-val: 0.05 
pho-5,-0.540519,0.715781,Q10944,Putative acid phosphatase 5,11.3788,10.8807,11.2454,11.6884,11.6885,10.9762,12.2723,12.4184,0.715781,0.123135,-0.540519,-1.46829,
psd-1,-0.735803,1.09805,Q10949,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",14.4527,13.4123,13.5038,13.4491,14.1608,14.6676,15.0061,13.9265,1.09805,0.0488995,-0.735803,-2.1062,+
"B0361,6",-0.822315,0.77401,Q10950,"Putative methyltransferase B0361,6",14.6471,12.2729,14.1182,13.8137,14.2029,14.5244,14.7969,14.6168,0.77401,0.105831,-0.822315,-1.56654,
"B0336,3",-0.0502725,0.163527,Q10954,Uncharacterized protein,14.3104,14.3965,14.5962,14.5346,14.6995,14.5536,14.5553,14.2304,0.163527,0.569076,-0.0502725,-0.424161,
tag-320,-0.082037,0.376277,Q11067,Probable protein disulfide-isomerase A6,17.4859,17.3447,17.1082,17.1788,17.4261,17.4257,17.2465,17.3476,0.376277,0.300382,-0.082037,-0.864634,
"B0403,3",0.406636,0.491024,Q11077,"Uncharacterized protein B0403,3",12.0285,12.3902,12.2296,12.5699,11.8439,11.547,11.2809,12.9198,0.491024,0.219248,0.406636,1.07708,
"C02F12,5",1.56659,1.52558,Q11101,"BPTI/Kunitz inhibitor domain-containing protein C02F12,5",15.9978,15.9672,15.2454,13.8774,13.2067,13.3762,14.1974,14.0413,1.52558,0.0190004,1.56659,2.83366,+
lmp-1,-0.55853,3.04413,Q11117,LAMP family protein lmp-1,18.7244,18.6328,18.4226,18.4291,19.0024,19.1804,19.2195,19.0407,3.04413,0.00162472,-0.55853,-6.07526,+
"C03F11,3",0.0393424,0.0387895,Q11124,"Uncharacterized protein C03F11,3",13.4592,12.9143,13.7226,14.2041,13.7319,12.8576,13.7493,13.8041,0.0387895,0.871341,0.0393424,0.111895,
cht-1,1.72256,5.3093,Q11174,Probable endochitinase,17.2532,17.3759,17.5838,17.4973,15.5503,15.895,15.8076,15.567,5.3093,0,1.72256,15.3096,+
unc-78,1.01351,3.09726,Q11176,Actin-interacting protein 1,17.0793,17.0803,17.157,17.4467,16.4217,15.8758,16.0118,16.3999,3.09726,0.00154095,1.01351,6.21772,+
vps-16,-0.359948,0.171345,Q11182,Vacuolar protein sorting-associated protein 16 homolog,11.4273,9.71369,11.2034,11.7336,9.82457,12.6496,12.3798,10.6637,0.171345,0.554541,-0.359948,-0.441974,
txdc-9,-0.895828,1.76336,Q11183,Thioredoxin domain-containing protein 9,12.9582,12.9274,12.3942,12.7126,13.7469,14.2449,13.4967,13.0873,1.76336,0.0113805,-0.895828,-3.26021,+
"C05D11,5",-0.0891271,0.0371712,Q11185,Putative hydroxypyruvate isomerase,13.0683,15.9694,15.5491,12.99,14.9108,14.1138,14.0084,14.9002,0.0371712,0.875784,-0.0891271,-0.107403,
mrps-17,-0.402105,2.10936,Q11189,"28S ribosomal protein S17, mitochondrial",14.9826,15.2929,15.2363,15.1756,15.4295,15.5648,15.5117,15.7898,2.10936,0.00620214,-0.402105,-3.92314,+
let-721,0.227062,0.513956,Q11190,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",16.159,15.6423,15.493,16.1012,15.4261,15.6294,15.4818,15.9499,0.513956,0.205915,0.227062,1.11824,
sodh-1,-0.36394,0.86902,Q17334,Alcohol dehydrogenase 1,19.4368,19.6408,19.4184,19.3316,19.6538,20.4209,19.6226,19.5861,0.86902,0.0848229,-0.36394,-1.72546,
"H24K24,3",0.170742,1.40928,Q17335,Alcohol dehydrogenase class-3,16.9903,17.0241,17.0505,17.1778,16.7721,16.9007,16.8705,17.0165,1.40928,0.0244679,0.170742,2.63174,+
let-858,-2.27049,3.19417,Q17336,Pre-mRNA-splicing factor CWC22 homolog,12.8424,11.9593,12.874,12.563,14.504,14.4852,14.6751,15.6564,3.19417,0.00147447,-2.27049,-6.48421,+
gld-1,-0.58526,3.07938,Q17339,Female germline-specific tumor suppressor gld-1,16.2119,16.2658,16.236,16.5805,16.8764,16.8526,16.8811,17.0251,3.07938,0.00156164,-0.58526,-6.16951,+
ccf-1,0.23799,1.395,Q17345,CCR4-NOT transcription complex subunit 7,14.2154,14.3565,14.1154,14.4089,13.9617,14.059,14.2015,13.9221,1.395,0.0252585,0.23799,2.60719,+
snr-1,0.300037,0.892956,Q17348,Small nuclear ribonucleoprotein Sm D3,17.1824,17.5342,16.9837,17.0033,16.7672,16.9864,16.6225,17.1273,0.892956,0.0802518,0.300037,1.76531,
usp-14,0.0435877,0.205275,Q17361,Ubiquitin carboxyl-terminal hydrolase 14,16.6422,16.7462,16.8378,16.7515,16.5113,16.8729,16.6989,16.7203,0.205275,0.495336,0.0435877,0.517478,
cul-1,-0.80919,1.07634,Q17389,Cullin-1,15.48,16.7496,16.472,17.2393,17.228,17.511,17.4663,16.9724,1.07634,0.051574,-0.80919,-2.07006,
cul-2,-0.128032,0.185122,Q17390,Cullin-2,14.1365,13.5718,13.8725,14.7652,13.9821,14.1643,14.289,14.4228,0.185122,0.52991,-0.128032,-0.472975,
cul-3,0.35863,0.807829,Q17391,Cullin-3,13.0913,12.6853,13.4119,13.4505,12.812,13.1681,12.6403,12.5841,0.807829,0.0975618,0.35863,1.62327,
cul-4,0.470563,0.19148,Q17392,Cullin-4,13.844,16.5853,17.5641,17.8941,16.6331,16.082,16.0947,15.1954,0.19148,0.518312,0.470563,0.487119,
ugt-49,1.02422,1.28596,Q17399,UDP-glucuronosyltransferase,16.6275,16.5985,15.6816,17.7378,15.5409,15.605,15.652,15.7505,1.28596,0.0322743,1.02422,2.42138,+
ugt-1,-1.78583,2.86428,Q17403,UDP-GlucuronosylTransferase,14.0668,13.4672,14.1229,13.0221,14.9551,15.8068,15.5893,15.4712,2.86428,0.00176108,-1.78583,-5.6111,+
ugt-2,-0.185558,0.12152,Q17404,UDP-GlucuronosylTransferase,12.236,13.4551,13.3426,11.9045,12.332,13.7452,13.5161,12.0871,0.12152,0.649835,-0.185558,-0.325398,
"AC3,5",0.372645,1.09843,Q17405,"Aminopeptidase-like protein AC3,5",17.1337,16.5707,16.4639,17.0673,16.5397,16.3285,16.388,16.4888,1.09843,0.0488756,0.372645,2.10685,+
lin-24,0.966655,1.4436,Q17410,Uncharacterized protein,14.212,14.2776,14.8167,13.3502,12.9891,13.6908,13.2975,12.8125,1.4436,0.0227587,0.966655,2.69094,+
"B0001,4",0.00708246,0.017764,Q17413,Probable uridine-cytidine kinase,14.5817,15.0762,14.8638,15.0378,14.8771,14.9233,15.0455,14.6854,0.017764,0.938525,0.00708246,0.0523854,
"B0024,10",0.436674,0.515471,Q17425,Uncharacterized protein,13.5375,14.614,14.3692,14.7839,14.2152,13.1161,13.8891,14.3374,0.515471,0.205018,0.436674,1.12095,
"B0024,11",0.0121427,0.020066,Q17426,"Putative pseudouridine synthase B0024,11",14.7527,14.2491,14.9549,15.0519,14.7954,14.6925,14.4927,14.9794,0.020066,0.930733,0.0121427,0.059027,
gna-1,-0.073885,0.131741,Q17427,Glucosamine 6-phosphate N-acetyltransferase,14.835,14.43,14.3133,14.425,14.9163,14.1246,14.4675,14.7906,0.131741,0.628789,-0.073885,-0.349935,
"B0024,13",0.589003,0.852465,Q17428,Polyprenol reductase,13.3496,12.6203,12.8799,12.9581,13.0959,12.0902,11.6567,12.6089,0.852465,0.0883822,0.589003,1.69786,
sart-3,-0.0721529,0.201386,Q17430,SART-3/p110 homolog,14.5232,14.7035,14.5341,14.8971,14.6934,14.5614,14.6312,15.0605,0.201386,0.502118,-0.0721529,-0.508963,
leo-1,-0.153601,0.119548,Q17431,RNA polymerase-associated protein LEO1,13.6649,12.7278,13.3409,13.9808,14.5162,13.1164,12.7584,13.938,0.119548,0.654592,-0.153601,-0.320624,
"B0035,3",0.0138853,0.0441056,Q17432,Uncharacterized protein,14.8963,14.6352,14.9823,15.0721,14.8642,14.9843,14.9501,14.7317,0.0441056,0.855417,0.0138853,0.126552,
dnj-2,-0.03141,0.107996,Q17433,DnaJ homolog dnj-2,13.856,14.1498,13.8167,13.9507,14.2019,13.8798,13.8713,13.9459,0.107996,0.680369,-0.03141,-0.292388,
pfd-4,0.697745,2.74569,Q17435,Probable prefoldin subunit 4,17.4373,17.1234,16.916,17.2935,16.5898,16.3654,16.3921,16.6319,2.74569,0.00198582,0.697745,5.31952,+
"B0035,6",-0.665635,0.978064,Q17436,Uncharacterized protein,11.4844,11.0499,11.2476,11.7145,12.9091,11.7545,11.4271,12.0682,0.978064,0.0660508,-0.665635,-1.90675,
"B0035,13",1.40613,2.03787,Q17437,Uncharacterized protein,15.2951,16.1835,16.1616,16.3467,15.1019,15.0489,13.9629,14.2486,2.03787,0.0068614,1.40613,3.78144,+
dnj-1,-0.817128,2.40439,Q17438,DnaJ homolog subfamily B member 1,14.3341,13.8516,13.7253,13.9958,14.4994,15.0248,14.967,14.684,2.40439,0.00390811,-0.817128,-4.53813,+
"B0035,15",0.147515,0.255162,Q17439,"Uncharacterized protein B0035,15",15.1529,14.4816,14.4487,14.6098,14.2517,14.4291,15.0246,14.3976,0.255162,0.424862,0.147515,0.623832,
pmk-1,0.115541,0.20903,Q17446,Mitogen-activated protein kinase pmk-1,13.3774,13.3182,13.3534,14.0955,13.0948,13.4521,13.6394,13.4962,0.20903,0.489377,0.115541,0.525665,
faah-2,-0.776805,0.597431,Q17447,Fatty Acid Amide Hydrolase homolog,12.3005,11.7154,11.733,14.1796,12.9615,12.9477,13.7741,13.3523,0.597431,0.164015,-0.776805,-1.2653,
faah-1,1.1148,1.59483,Q17449,Fatty acid amide hydrolase 1,14.1113,13.6982,12.9717,14.1179,12.5536,12.1602,12.3623,13.3638,1.59483,0.0164652,1.1148,2.95584,+
clec-51,-0.724747,1.1402,Q17450,C-type LECtin,11.2256,10.7653,11.2469,11.6814,12.505,11.2313,11.8545,12.2275,1.1402,0.044341,-0.724747,-2.1765,+
clec-52,1.13569,2.73309,Q17452,C-type LECtin,16.2601,16.2072,16.5169,16.5546,15.6194,15.3643,14.6968,15.3156,2.73309,0.00197705,1.13569,5.28918,+
pitr-3,-2.45471,3.19052,Q17455,Phosphate transporter,11.3518,11.129,10.9616,11.7051,12.7616,14.3639,13.9641,13.8768,3.19052,0.00155143,-2.45471,-6.47401,+
"B0222,5",0.494355,0.660921,Q17457,Uncharacterized protein,14.8183,14.5726,14.6235,15.9873,14.8923,14.3916,14.2701,14.4704,0.660921,0.140202,0.494355,1.37484,
ttr-18,0.664115,3.10136,Q17473,TransThyretin-Related family domain,18.0418,18.1547,17.9021,18.3714,17.5484,17.3713,17.483,17.4107,3.10136,0.00154988,0.664115,6.22882,+
"B0334,3",-0.0686779,0.457968,Q17474,Uncharacterized protein,17.1025,17.1677,17.269,17.2791,17.1292,17.3497,17.3537,17.2604,0.457968,0.238668,-0.0686779,-1.01707,
"B0334,3",-0.370307,0.602418,Q17475,Uncharacterized protein,13.0511,14.3461,13.5345,13.7456,13.8274,13.9809,13.9958,14.3545,0.602418,0.162009,-0.370307,-1.27397,
unc-44,0.91615,3.39037,Q17489,Uncharacterized protein,17.8672,17.4957,17.4065,17.802,16.7279,16.8867,16.7197,16.5726,3.39037,0.000905325,0.91615,7.05128,+
unc-44,0.590515,1.0047,Q17490,Uncharacterized protein,15.3228,15.8062,16.2674,16.418,15.8527,15.0429,15.2111,15.3456,1.0047,0.0616643,0.590515,1.95098,
"B0395,3",-0.7815,3.71927,Q17499,Uncharacterized protein,14.8945,15.0146,15.0845,14.646,15.6923,15.7107,15.6793,15.6834,3.71927,0.000559387,-0.7815,-8.09259,+
"B0491,5",-0.238068,1.01069,Q17512,Uncharacterized protein,17.4997,17.2597,17.2466,17.6995,17.8261,17.5779,17.6393,17.6144,1.01069,0.0605447,-0.238068,-1.96093,
valv-1,1.19119,2.67662,Q17522,Uncharacterized protein,13.9113,14.1407,13.632,13.7238,13.1909,12.4824,12.2458,12.7239,2.67662,0.00221809,1.19119,5.15468,+
tes-1,0.684705,0.833485,Q17525,TEStin (Human testis-derived transcript) homolog,12.5971,12.2031,12.7632,12.5738,11.4583,12.1827,12.7712,10.9862,0.833485,0.0918613,0.684705,1.66618,
"B0564,2",0.533845,0.809029,Q17527,Uncharacterized protein,14.242,14.0671,14.3234,15.1598,14.059,13.4724,13.6599,14.4657,0.809029,0.0973276,0.533845,1.62528,
"B0564,7",-1.09615,0.851749,Q17532,Uncharacterized protein,11.1083,10.9056,11.1625,11.711,12.8457,13.7165,10.8242,11.8855,0.851749,0.0885358,-1.09615,-1.69666,
"exos-4,1",-0.72798,2.02094,Q17533,Putative exosome complex component RRP41,14.8413,15.3698,15.7167,15.2067,15.8493,15.9895,16.0257,16.182,2.02094,0.00719729,-0.72798,-3.74825,+
"C01B10,8",-0.58519,3.46677,Q17539,Uncharacterized protein,13.9448,14.1591,14.137,14.3196,14.7557,14.6696,14.7034,14.7726,3.46677,0.000707355,-0.58519,-7.28263,+
"C01B10,10",1.35995,1.7533,Q17542,Uncharacterized protein,13.5068,12.1131,12.7832,11.9949,11.2129,11.8291,10.6879,11.2283,1.7533,0.0115922,1.35995,3.24175,+
"C01B10,3",0.230267,0.566149,Q17543,Uncharacterized protein,15.3344,14.6857,14.7084,14.7696,14.9273,14.6414,14.6246,14.3837,0.566149,0.178237,0.230267,1.21065,
"C01F1,3",0.15722,0.137267,Q17556,Uncharacterized protein,15.2627,16.5116,14.6974,14.7257,14.9444,15.3614,15.1132,15.1496,0.137267,0.618164,0.15722,0.363058,
sco-1,-0.111885,0.35213,Q17557,SCO (Yeast Suppressor of Cytochrome Oxidase deficiency) homolog,15.4769,15.6505,15.7508,16.0699,15.8887,15.7433,15.7738,15.9899,0.35213,0.322348,-0.111885,-0.818231,
"C01F1,1",-1.24769,3.34016,Q17558,Uncharacterized protein,12.3668,12.6567,11.917,12.1541,13.7101,13.5329,13.2809,13.5615,3.34016,0.00121591,-1.24769,-6.9025,+
aly-1,-0.0244498,0.0317994,Q17561,Ref/ALY RNA export adaptor family,15.2043,15.0007,14.688,15.831,15.1161,15.0916,15.0832,15.5309,0.0317994,0.891663,-0.0244498,-0.0923902,
"C01G5,5",0.867949,0.894212,Q17568,Uncharacterized protein,14.2358,13.7275,13.3221,14.0561,13.0355,13.3479,11.7039,13.7823,0.894212,0.0800863,0.867949,1.7674,
ddi-1,0.0662303,0.0994645,Q17569,Dna (DNA) Damage Inducible homolog,14.4058,14.1179,13.6466,14.6867,13.9565,14.0506,14.1578,14.427,0.0994645,0.700536,0.0662303,0.271224,
aqp-2,-0.604883,3.25133,Q17571;Q7JMQ6,AQuaPorin or aquaglyceroporin related,16.1596,16.155,16.5075,16.3224,16.9017,16.7878,16.9166,16.9578,3.25133,0.00133509,-0.604883,-6.64551,+
"C01G6,3",2.21339,5.51168,Q17572,Uncharacterized protein,18.1044,17.7142,17.8554,18.2751,15.8485,15.7214,15.6708,15.8547,5.51168,0,2.21339,16.5726,+
tag-165,-0.13711,0.641384,Q17574,Putative methionine synthase reductase,14.8774,15.0253,15.112,15.2358,15.097,15.2513,15.0792,15.3716,0.641384,0.146479,-0.13711,-1.34131,
acs-7,-1.12704,2.8567,Q17577,Fatty Acid CoA Synthetase family,11.4173,11.163,11.2511,11.6683,12.4158,12.2346,12.3643,12.9933,2.8567,0.00174928,-1.12704,-5.59213,+
"C01H6,4",0.758186,1.00183,Q17585,Flavin-containing monooxygenase,13.736,13.2406,12.655,13.4272,13.1105,11.7949,12.1583,12.9623,1.00183,0.0620644,0.758186,1.94622,
"C02G6,1",2.19937,2.79028,Q17592,Uncharacterized protein,17.7252,17.4872,17.9578,16.5806,14.4958,15.6072,15.6729,15.1775,2.79028,0.00186157,2.19937,5.42785,+
"C02G6,2",-0.234412,0.28696,Q17593,Uncharacterized protein,15.6339,15.7917,15.4512,15.1812,16.6611,15.445,15.6352,15.2542,0.28696,0.38772,-0.234412,-0.689177,
"C03A3,2",-0.386347,0.513467,Q17598,Transmembrane protein 104 homolog,13.9265,14.2291,14.3483,13.3325,14.5221,14.1212,13.7635,14.975,0.513467,0.206144,-0.386347,-1.11737,
npp-14,0.471575,1.41882,Q17602,Nuclear pore complex protein 14,14.1598,13.8403,14.0317,14.3791,13.8073,13.2855,13.5396,13.8922,1.41882,0.0239029,0.471575,2.64816,+
asfl-1,0.963088,1.66212,Q17603,Probable histone chaperone asf-1-like protein,14.7471,13.7997,13.6685,14.8027,13.0804,13.4647,13.2491,13.3714,1.66212,0.0141391,0.963088,3.07611,+
"rpl-24,2",-0.8001,1.78947,Q17606,Probable ribosome biogenesis protein RLP24,15.5191,15.0816,14.9881,15.9201,16.3604,15.8681,16.1657,16.3151,1.78947,0.0107898,-0.8001,-3.30836,+
arrd-25,0.183315,0.325859,Q17624,ARRestin Domain protein,15.0856,15.5833,15.5337,16.1931,15.6065,15.3153,15.2865,15.4542,0.325859,0.346816,0.183315,0.766921,
"C04C11,1",0.81749,1.46273,Q17625,Uncharacterized protein,15.063,15.228,14.5272,14.0717,14.207,14.0897,13.7055,13.6178,1.46273,0.0219626,0.81749,2.72406,+
spch-1,-0.665292,1.46138,Q17626,SPerm CHromatin enriched,13.9261,13.7136,13.5793,13.4985,14.0974,14.7404,14.7083,13.8325,1.46138,0.022028,-0.665292,-2.72173,+
"C04G2,2;CELE_W01B6,2",2.93085,0.459243,Q17631;Q23103,Uncharacterized protein,11.4685,4.75557,11.1687,11.6266,10.0144,7.54239,0,9.73919,0.459243,0.238124,2.93085,1.0194,
dis-3,-0.742352,1.07327,Q17632,Probable exosome complex exonuclease RRP44,13.5637,13.4873,12.7375,14.438,14.3132,14.2998,14.0704,14.5127,1.07327,0.0520841,-0.742352,-2.06495,
"C04G2,9",0.157992,0.325726,Q17633,Uncharacterized protein,15.4542,15.5624,15.4102,16.2256,15.5448,15.3078,15.4776,15.6901,0.325726,0.34674,0.157992,0.766658,
ndc-80,1.40562,0.762352,Q17635,Kinetochore protein ndc-80,13.3319,13.8412,13.5434,14.0357,11.6578,14.3689,12.9306,10.1725,0.762352,0.109461,1.40562,1.54694,
"C04G6,4",0.230922,0.267714,Q17636,Uncharacterized protein,12.3247,13.4136,12.6561,13.2591,11.998,12.9594,13.115,12.6573,0.267714,0.410395,0.230922,0.649835,
"C05C12,5",1.21925,2.07871,Q17648,Uncharacterized protein,11.2966,11.0214,11.2476,11.4758,10.6246,9.85557,9.2778,10.4064,2.07871,0.00648357,1.21925,3.86205,+
amt-4,-0.593715,2.02279,Q17663,Ammonium transporter,14.629,14.4833,14.649,14.7715,15.0363,14.9826,15.6288,15.2601,2.02279,0.00715921,-0.593715,-3.75188,+
lnp-1,0.27917,0.240404,Q17667,Protein lunapark-1,12.41,13.0656,13.4538,14.5577,12.8819,12.833,13.3835,13.2721,0.240404,0.44327,0.27917,0.59289,
"C05G5,2",2.94975,2.36496,Q17676,Uncharacterized protein,14.3653,13.8541,13.7021,15.5501,12.6485,10.1641,11.2374,11.6226,2.36496,0.00440084,2.94975,4.45292,+
rpb-6,-0.50733,0.97455,Q17684,"Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2",15.0928,15.3961,16.0328,14.9893,16.2053,15.9326,15.5992,15.8032,0.97455,0.0666934,-0.50733,-1.90091,
mvb-12,0.664527,3.18089,Q17687,MVB (Yeast MultiVesicular Body sorting factor) related,14.8018,14.8813,15.0586,15.1904,14.4245,14.1953,14.2601,14.3941,3.18089,0.00153998,0.664527,6.44716,+
"C06A6,5",-0.547947,1.37819,Q17688,"Thioredoxin domain-containing protein C06A6,5",14.9898,15.4667,14.9607,14.8591,15.3105,16.0738,15.6045,15.4794,1.37819,0.0260704,-0.547947,-2.57837,+
mthf-1,0.0631723,0.0920179,Q17693,Probable methylenetetrahydrofolate reductase,18.2087,18.5163,17.5197,18.4758,18.234,18.2992,17.8628,18.072,0.0920179,0.720136,0.0631723,0.252527,
"C06A8,3",0.948718,4.15157,Q17698,Uncharacterized protein,21.7052,21.5616,21.7183,21.7631,20.802,20.4759,20.8266,20.8488,4.15157,0.000545455,0.948718,9.65966,+
stdh-1,0.266112,0.50877,Q17703,Putative steroid dehydrogenase 1,14.1639,14.1083,13.3771,14.1398,13.3558,13.553,13.7837,14.0322,0.50877,0.208709,0.266112,1.10896,
"C06B3,6",-1.41382,3.07735,Q17705,Uncharacterized protein,13.0886,12.4908,12.7576,12.7445,13.621,14.5085,14.2957,14.3116,3.07735,0.00155809,-1.41382,-6.16403,+
ain-1,-0.0247123,0.0841219,Q17740,ALG-1 INteracting protein,15.9663,15.4837,15.7699,15.5943,15.7355,15.7109,15.7608,15.7059,0.0841219,0.740087,-0.0247123,-0.23246,
trxr-1,0.345625,0.944773,Q17745;V6CLN2,Thioredoxin reductase 1;ThioRedoXin Reductase,14.3801,14.0154,14.7675,14.1824,13.8611,13.9373,13.8988,14.2657,0.944773,0.0714547,0.345625,1.85146,
ufl-1,-0.907683,2.53971,Q17750,E3 UFM1-protein ligase 1 homolog,13.4223,13.7397,14.0015,13.9958,14.7131,14.5436,14.4803,15.0531,2.53971,0.00295031,-0.907683,-4.83823,+
"tin-9,1",0.630297,0.385172,Q17754,Mitochondrial import inner membrane translocase subunit Tim9,16.9671,16.8978,14.6931,17.6306,15.6013,15.3547,15.8959,16.8155,0.385172,0.292762,0.630297,0.881559,
pept-2,0.396015,0.588415,Q17758,Peptide transporter family 2,12.5229,12.9039,13.0413,12.6757,11.9351,12.5109,13.1763,11.9373,0.588415,0.167933,0.396015,1.2496,
"T25B9,9",-0.241147,0.692316,Q17761,"6-phosphogluconate dehydrogenase, decarboxylating",17.072,17.379,17.3504,17.8301,17.5618,17.5631,17.6442,17.8271,0.692316,0.130379,-0.241147,-1.42844,
atp-5,0.0719028,0.260298,Q17763,ATP synthase subunit,20.6802,20.7264,20.7533,20.4732,20.4129,20.7671,20.7292,20.4363,0.260298,0.419,0.0719028,0.634506,
"C06H2,2",-1.06848,1.69461,Q17764,Uncharacterized protein,12.4909,13.6883,12.7979,12.9617,13.6252,14.1744,14.6395,13.7735,1.69461,0.0129794,-1.06848,-3.13477,+
jmjd-5,-2.78178,2.91104,Q17765,JuMonJi (Transcription factor) Domain protein,15.4241,15.3339,15.0121,14.2146,17.3379,18.6228,18.2579,16.8931,2.91104,0.00180645,-2.78178,-5.72917,+
pdi-2,0.261752,1.92761,Q17770,Protein disulfide-isomerase 2,20.8915,21.0791,20.9512,20.7859,20.5745,20.7275,20.7392,20.6194,1.92761,0.00855974,0.261752,3.56791,+
nuc-1,0.234137,0.15913,Q17778,Deoxyribonuclease-2,17.6865,15.2164,16.002,15.427,15.9301,15.7521,16.0324,15.6808,0.15913,0.576398,0.234137,0.414068,
"C07D10,5",1.17226,1.89229,Q17780,Uncharacterized protein,11.2417,12.2108,12.4205,11.5618,10.4635,11.0638,10.9505,10.2679,1.89229,0.00908285,1.17226,3.50075,+
stip-1,4.01463,3.92466,Q17784,Septin and tuftelin-interacting protein 1 homolog,16.7612,16.6792,15.2213,17.2128,12.2693,12.2002,12.5009,12.8455,3.92466,0.000517007,4.01463,8.80691,+
wsp-1,0.515942,0.170073,Q17795,WASP (Actin cytoskeleton modulator) homolog,14.0377,11.0011,15.1503,15.3393,11.6597,13.2904,14.314,14.2005,0.170073,0.556694,0.515942,0.439087,
hgrs-1,-0.167007,1.15331,Q17796,Hepatocyte Growth factor-Regulated TK Substrate (HRS) family,14.6046,14.6844,14.5776,14.3723,14.6751,14.8342,14.7147,14.683,1.15331,0.04297,-0.167007,-2.1984,+
cpg-1,0.187446,0.347776,Q17802,Chondroitin proteoglycan 1,16.6534,16.8205,17.2898,17.3246,16.4744,16.6611,17.0797,17.1232,0.347776,0.326736,0.187446,0.809789,
"C08B6,8",0.406525,1.07142,Q17819,Probable oligoribonuclease,14.5449,14.0738,14.4939,14.8049,14.2258,13.7137,14.0815,14.2704,1.07142,0.0521624,0.406525,2.06187,
aos-1,0.584595,2.10156,Q17820,SUMO-activating enzyme subunit aos-1,15.4435,15.855,15.8172,16.0954,15.0583,15.2968,15.1697,15.3479,2.10156,0.00626809,0.584595,3.90754,+
pfd-1,0.636833,2.33697,Q17827,Probable prefoldin subunit 1,17.5807,17.9372,17.8009,17.3435,16.9142,17.1744,17.0977,16.9287,2.33697,0.00440165,0.636833,4.39302,+
"C08F8,2",1.93193,2.97759,Q17828,"ATP-dependent RNA helicase SUV3 homolog, mitochondrial",16.2083,15.3147,15.6748,16.3805,14.407,13.5827,13.5962,14.2649,2.97759,0.00181316,1.93193,5.90034,+
"C08F8,3",-0.46733,0.268296,Q17829;S6FN37,Uncharacterized protein,15.0381,14.4406,14.47,12.011,14.9036,14.3588,13.801,14.7657,0.268296,0.409798,-0.46733,-0.651033,
vgln-1,-0.791533,2.00021,Q17832,ViGiLN homolog,18.3894,18.8176,18.2944,18.5935,19.7387,19.4744,18.9506,19.0974,2.00021,0.00752679,-0.791533,-3.70783,+
ipp-5,0.228498,0.256846,Q17848,"Probable type I inositol 1,4,5-trisphosphate 5-phosphatase",14.2688,14.2089,13.9875,15.1264,14.6665,13.5268,13.9508,14.5336,0.256846,0.422981,0.228498,0.627336,
hsp-25,0.854048,1.3224,Q17849;Q86GU1,Heat Shock Protein,17.2864,17.4584,17.7024,17.2665,17.5177,16.237,16.037,16.5057,1.3224,0.0296297,0.854048,2.48318,+
pak-1,-0.210658,0.0846793,Q17850,Serine/threonine-protein kinase pak-1,12.9488,11.6477,9.60291,13.0268,11.8552,10.9745,12.2876,12.9516,0.0846793,0.738498,-0.210658,-0.233885,
cks-1,0.398643,0.299236,Q17868,Cyclin-dependent kinases regulatory subunit,16.0643,14.9475,17.0436,16.0186,16.6539,15.0405,15.2643,15.5207,0.299236,0.373469,0.398643,0.713956,
npp-23,0.0656323,0.134701,Q17872,Nuclear Pore complex Protein,14.5498,14.3239,14.4509,14.7633,14.6878,14.1624,14.2044,14.7708,0.134701,0.623205,0.0656323,0.356975,
nuo-1,-0.771991,2.31326,Q17880,NADH Ubiquinone Oxidoreductase,16.1787,16.0173,16.3898,15.9534,16.5802,17.2328,17.0692,16.7449,2.31326,0.00467522,-0.771991,-4.34266,+
nasp-1,1.54412,4.0051,Q17886,NASP (Human Nuclear Autoantigenic Sperm Protein) homolog,16.4702,17.062,16.4957,16.3985,15.0021,14.975,15.2806,14.9922,4.0051,0.000553398,1.54412,9.10125,+
"C10C5,2",2.80097,1.01075,Q17896,Uncharacterized protein,17.1485,17.4632,18.2499,16.25,14.1423,12.0147,18.3596,13.391,1.01075,0.0605652,2.80097,1.96103,
"C10C5,4",0.557778,1.95897,Q17899,Aminoacylase,15.7965,16.1977,15.7805,15.4896,15.3294,15.3586,15.1719,15.1735,1.95897,0.00812247,0.557778,3.62806,+
egal-1,-0.198925,0.273043,Q17902;Q65ZH5,EGALitarian (Drosophila exonuclease-like) homolog,14.1127,13.3298,13.4442,12.6771,13.6578,13.4683,13.4951,13.7384,0.273043,0.40374,-0.198925,-0.66079,
"C12D8,1",0.897388,2.69572,Q17935,Uncharacterized protein,17.1996,17.3045,17.1332,17.4872,16.4306,16.7903,16.0688,16.2453,2.69572,0.0022268,0.897388,5.19991,+
daf-36,0.313244,0.449633,Q17938,Cholesterol 7-desaturase,13.7529,13.3031,13.6236,13.5361,13.4252,13.0635,12.5298,13.9441,0.449633,0.243886,0.313244,1.0018,
