geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d10_01,log2 daf2_d10_02,log2 daf2_d10_03,log2 daf2_d10_04,log2 eat2_d10_01,log2 eat2_d10_02,log2 eat2_d10_03,log2 eat2_d10_04, -Log.p.value,Student's T-test q-value daf2_d10_eat2_d10,log2FC,Student's T-test Test statistic daf2_d10_eat2_d10,Sign p-val: 0.05 
"F54F2,9",-2.63886,2.29672,P34454,"Uncharacterized protein F54F2,9",12.0589,11.4305,12.7007,13.1296,14.2632,16.3697,14.3552,14.8871,2.29672,0.00179194,-2.63886,-4.30775,+
aco-2,-0.120337,0.633531,P34455,"Probable aconitate hydratase, mitochondrial",19.6586,19.5429,19.7725,19.8318,20.0071,19.7118,19.7723,19.796,0.633531,0.0979945,-0.120337,-1.3278,
"eef-1B,1",1.29747,5.39814,P34460,Probable elongation factor 1-beta/1-delta 1,20.0158,20.1198,20.1108,20.1569,18.8239,18.7427,18.6436,19.0032,5.39814,0,1.29747,15.8522,+
vha-14,-1.26669,1.83199,P34462,V-type proton ATPase subunit D,16.6821,16.5755,17.1799,17.2635,17.7997,17.4796,18.896,18.5924,1.83199,0.00478877,-1.26669,-3.38736,+
clu-1,-0.555438,1.27417,P34466,Clustered mitochondria protein homolog,13.2665,14.1389,14.0606,14.0257,14.713,14.1873,14.3574,14.4556,1.27417,0.0177482,-0.555438,-2.40145,+
pri-1,-2.93392,3.60575,P34471,DNA primase small subunit,10.8084,11.2108,12.5587,11.6215,14.5789,14.3033,14.5419,14.511,3.60575,0.000162264,-2.93392,-7.71957,+
tbg-1,-1.54726,2.83533,P34475,Tubulin gamma chain,12.7425,12.8749,13.3786,13.879,14.538,14.6518,14.9932,14.881,2.83533,0.000750438,-1.54726,-5.53889,+
rpac-19,0.295807,0.225464,P34476,Probable DNA-directed RNA polymerases I and III subunit RPAC2,15.1598,14.6828,14.6508,14.3973,14.4282,15.7402,14.2396,13.2995,0.225464,0.368577,0.295807,0.561135,
ubc-7,-1.14611,3.53645,P34477,Probable ubiquitin-conjugating enzyme E2 7,13.6269,13.8682,13.6345,13.4044,14.7176,14.4849,14.8622,15.0538,3.53645,0.000240359,-1.14611,-7.49905,+
skat-1,-1.09826,1.77516,P34479,Probable amino acid transporter skat-1,14.8866,15.3308,14.3841,14.6635,15.9036,16.672,15.4656,15.6169,1.77516,0.00548228,-1.09826,-3.28195,+
"F59B2,3",0.0312228,0.0202776,P34480,N-acetylglucosamine-6-phosphate deacetylase,14.0081,13.5941,14.5458,13.7412,13.4323,14.2346,15.1428,12.9545,0.0202776,0.907439,0.0312228,0.0596359,
"K02D10,1",-0.416472,0.944093,P34492,"Putative NipSnap protein K02D10,1",16.7491,16.4549,16.335,16.6386,17.5172,16.9734,16.5464,16.8065,0.944093,0.0415529,-0.416472,-1.85033,+
mtss-1,0.134148,0.154828,P34496,"Single-stranded DNA-binding protein, mitochondrial",17.078,16.8125,16.8719,17.2687,17.559,17.0296,16.0379,16.8679,0.154828,0.488009,0.134148,0.404142,
gln-2,-0.912526,1.47933,P34497,Probable glutamine synthetase,13.9043,14.4229,13.8694,14.1721,15.1404,15.6991,14.9589,14.2204,1.47933,0.0108057,-0.912526,-2.75289,+
ttr-3,-0.95089,2.81652,P34499,Transthyretin-like protein 3,15.8103,15.7822,15.4965,15.6974,16.9361,16.8787,16.2702,16.5049,2.81652,0.000743917,-0.95089,-5.49232,+
ttr-2,-0.315518,2.18339,P34500,Transthyretin-like protein 2,20.4999,20.3186,20.4434,20.5837,20.6951,20.8804,20.6733,20.8588,2.18339,0.00234716,-0.315518,-4.07274,+
ttr-1,2.51046,4.62013,P34502,Transthyretin-like protein 1,15.4173,15.2793,15.2829,15.0643,12.8052,12.8906,12.1783,13.1278,4.62013,0,2.51046,11.6599,+
vms-1,-0.523983,0.464544,P34511,Protein vms-1,13.24,13.1121,12.625,12.5778,13.431,12.0554,14.2096,13.9548,0.464544,0.164154,-0.523983,-1.02908,
grp-1,0.202083,0.10933,P34512,GTP exchange factor for ARFs 1,12.5172,11.9177,15.0484,13.3688,13.0717,12.9378,12.8728,13.1614,0.10933,0.594233,0.202083,0.295674,
"K11H3,3",-0.952358,3.31559,P34519,"Putative tricarboxylate transport protein, mitochondrial",15.9073,15.8178,16.3037,16.0858,16.7585,17.0486,17.1791,16.9377,3.31559,0.000251177,-0.952358,-6.83064,+
"K12H4,3",-1.26665,2.74934,P34524,Ribosome biogenesis protein BRX1 homolog,13.4459,13.8758,14.0868,14.5546,15.1825,15.2837,15.4109,15.1526,2.74934,0.000908287,-1.26665,-5.32833,+
"K12H4,4",-0.86686,2.85109,P34525,Probable signal peptidase complex subunit 3,15.9884,16.085,16.1557,16.5179,16.8012,17.2895,16.9912,17.1325,2.85109,0.000726198,-0.86686,-5.5781,+
"K12H4,5",-0.825353,3.34099,P34526,"Uncharacterized protein K12H4,5",17.0084,17.0105,17.1448,17.0984,17.8957,17.9488,17.5835,18.1356,3.34099,0.000213546,-0.825353,-6.90495,+
"K12H4,7",-0.265253,0.886807,P34528,"Putative serine protease K12H4,7",16.0317,16.0799,16.1278,16.4594,16.4836,16.7438,16.3243,16.208,0.886807,0.0487546,-0.265253,-1.75508,+
dcr-1,-3.09648,4.34212,P34529,Endoribonuclease dcr-1,11.9157,12.8418,12.102,11.556,15.0587,15.5474,15.1856,15.0097,4.34212,0,-3.09648,-10.432,+
rfp-1,-1.16374,1.04681,P34537,E3 ubiquitin-protein ligase bre-1,13.4962,14.2412,14.5479,13.9699,16.409,15.7972,14.6057,14.0983,1.04681,0.0315207,-1.16374,-2.02095,+
"R05D3,6",0.905452,1.00519,P34539,"Putative ATP synthase subunit epsilon, mitochondrial",19.0619,18.2512,19.0677,18.592,17.6413,16.7317,18.5054,18.4725,1.00519,0.0351893,0.905452,1.9518,+
unc-116,-1.39136,3.76131,P34540,Kinesin heavy chain,15.8528,16.0278,16.3609,16.5461,17.6192,17.4161,17.6034,17.7144,3.76131,7.17E-05,-1.39136,-8.2346,+
"R05D3,9/R05D3,10",-1.37904,3.8585,P34542,"Uncharacterized protein R05D3,9",14.2786,14.3861,14.1476,14.4299,15.3199,16.0341,15.6413,15.7631,3.8585,7.68E-05,-1.37904,-8.57106,+
met-2,-1.69765,0.847725,P34544,Histone-lysine N-methyltransferase met-2,12.8183,12.2502,16.3347,12.1871,15.4391,14.7869,14.802,15.353,0.847725,0.0539188,-1.69765,-1.68995,
vha-2,-1.84389,5.06883,P34546,V-type proton ATPase 16 kDa proteolipid subunit 2/3,18.893,18.8209,18.8712,18.9367,20.98,20.8995,20.4238,20.5941,5.06883,0,-1.84389,-13.9283,+
sqv-3,-2.20535,4.44881,P34548,Xylosylprotein 4-beta-galactosyltransferase,10.6797,10.7833,10.5944,10.7495,13.2199,12.3908,12.8012,13.2164,4.44881,0,-2.20535,-10.8885,+
"R10E11,5",-0.55308,0.547469,P34549,"Uncharacterized protein R10E11,5",14.8202,14.7876,14.632,14.7876,14.8514,15.8447,14.2408,16.3027,0.547469,0.126809,-0.55308,-1.17776,
alx-1,-0.0972247,0.283508,P34552,Apoptosis-linked gene 2-interacting protein X 1,16.5361,16.7647,16.3318,16.6866,16.8845,16.8121,16.4198,16.5917,0.283508,0.298935,-0.0972247,-0.682164,
cdk-1,-1.28163,3.46368,P34556,Cyclin-dependent kinase 1,15.037,15.2272,14.749,14.9148,16.6191,16.377,16.0007,16.0578,3.46368,0.000228864,-1.28163,-7.27315,+
ech-6,-1.69106,2.1983,P34559,"Probable enoyl-CoA hydratase, mitochondrial",18.1256,17.8268,18.2437,18.5062,20.5929,18.7703,20.0189,20.0845,2.1983,0.00232737,-1.69106,-4.10324,+
rmd-1,-2.45863,5.09617,P34560,Regulator of microtubule dynamics protein 1,12.7626,12.6934,13.126,12.5847,15.1764,15.0203,15.183,15.6216,5.09617,0,-2.45863,-14.0792,+
gcc-2,-1.44098,2.66577,P34562,GRIP and coiled-coil domain-containing protein 2,13.1419,13.6331,12.4744,13.5463,14.4954,14.9215,14.5789,14.5639,2.66577,0.00099472,-1.44098,-5.12912,+
chc-1,-1.33138,5.42651,P34574,Probable clathrin heavy chain 1,17.0312,17.1192,16.8512,17.1652,18.4937,18.3469,18.2738,18.3779,5.42651,0,-1.33138,-16.0293,+
cts-1,-1.63577,4.14259,P34575,"Probable citrate synthase, mitochondrial",18.7891,19.0112,18.7901,18.5597,20.6665,20.66,20.0984,20.2684,4.14259,0,-1.63577,-9.62458,+
mua-3,-0.667003,0.706214,P34576,Transmembrane cell adhesion receptor mua-3,12.6076,13.1669,12.5685,11.7548,13.7758,13.1016,12.2209,13.6675,0.706214,0.0804435,-0.667003,-1.45206,
"T26G10,1",-1.42367,1.39023,P34580,"Putative ATP-dependent RNA helicase T26G10,1",13.5711,13.2474,14.4535,15.2934,14.8098,15.6796,16.2479,15.5226,1.39023,0.0131427,-1.42367,-2.59901,+
"ZC262,2",-0.83073,1.5243,P34594,"Uncharacterized protein ZC262,2",15.2509,15.3116,15.3547,16.4196,16.2594,16.2736,16.6295,16.4973,1.5243,0.00937355,-0.83073,-2.83141,+
mtx-2,-0.775163,2.61762,P34599,Metaxin-2 homolog,14.7206,14.8296,14.5752,15.1809,15.6175,15.7517,15.3607,15.6772,2.61762,0.00107558,-0.775163,-5.01668,+
"ZK1098,4",-0.569523,0.324053,P34604,Probable translation initiation factor eIF-2B subunit alpha,14.4966,14.5469,11.8673,12.6031,14.1147,14.6303,13.1201,13.9269,0.324053,0.260084,-0.569523,-0.763361,
trpp-3,-1.6138,2.85701,P34605,Trafficking protein particle complex subunit 3 homolog,13.9428,14.236,13.6915,13.8701,15.664,16.2057,15.389,14.9368,2.85701,0.000727919,-1.6138,-5.5929,+
pcp-1,0.274598,0.296337,P34610,Putative serine protease pcp-1,14.3596,14.4005,14.3414,15.6298,14.6077,14.909,13.8695,14.2468,0.296337,0.285496,0.274598,0.708125,
cec-1,-1.21926,1.11362,P34618,Chromo domain-containing protein cec-1,16.265,16.4487,16.5231,16.6018,16.6033,16.9151,18.135,19.0622,1.11362,0.0264011,-1.21926,-2.13216,+
"ZK1236,5",0.718191,0.81115,P34621,"Uncharacterized protein ZK1236,5",13.1439,13.0162,13.8897,14.2206,13.2837,12.8505,11.9121,13.3514,0.81115,0.0600818,0.718191,1.62883,
ufbp-1,-1.77755,2.64282,P34623,DDRGK domain-containing protein 1,13.3876,14.2814,12.9625,13.6512,15.5017,15.886,15.0536,14.9515,2.64282,0.00103488,-1.77755,-5.07531,+
lap-1,0.157507,0.302583,P34629,Leucine aminopeptidase 1,17.2036,17.5759,16.6913,16.7862,17.0527,17.0333,16.7936,16.7474,0.302583,0.279231,0.157507,0.720673,
cutc-1,-0.156124,0.0787962,P34630,Copper homeostasis protein cutC homolog,12.9449,14.7635,11.359,12.5682,13.3017,13.1303,12.7626,13.0655,0.0787962,0.683467,-0.156124,-0.218781,
ubxn-4,-1.5478,2.95576,P34631,UBX domain-containing protein 4,14.0211,13.8686,13.5933,13.493,15.7214,15.6687,14.8115,14.9656,2.95576,0.000635845,-1.5478,-5.84377,+
"ZK512,2",-0.30814,0.565553,P34640,Probable ATP-dependent RNA helicase DDX55 homolog,14.5729,14.6888,14.737,14.7688,14.9343,15.5216,15.2058,14.3383,0.565553,0.120073,-0.30814,-1.2096,
"ZK512,4",-1.53894,3.18967,P34642,Signal recognition particle 9 kDa protein,15.2907,15.5656,14.8881,15.8292,16.9122,17.2903,16.7021,16.8247,3.18967,0.00031686,-1.53894,-6.47163,+
sec-16,-2.83414,2.71675,P34643,Protein transport protein Sec16,14.4003,14.188,15.1803,12.7587,17.0208,17.161,17.2681,16.414,2.71675,0.000948454,-2.83414,-5.25001,+
"ZK512,7",-0.624334,1.50191,P34645,"Uncharacterized protein ZK512,7",16.4382,16.3209,16.8205,17.0896,17.1817,16.9596,17.4594,17.5658,1.50191,0.0101037,-0.624334,-2.79225,+
"ZK512,8",-0.557105,0.746696,P34646,"Uncharacterized protein ZK512,8",11.9869,12.4624,12.0269,12.0342,12.9707,12.9826,11.6447,13.1407,0.746696,0.0715909,-0.557105,-1.52056,
mcm-6,-1.18731,5.05982,P34647,DNA replication licensing factor mcm-6,15.1952,15.305,15.011,15.2228,16.3932,16.4405,16.1982,16.4513,5.05982,0,-1.18731,-13.879,+
"ZK632,2",-1.07413,1.8432,P34648,"Uncharacterized protein ZK632,2",14.5888,14.6611,14.1489,14.6482,16.3311,15.6604,15.4174,14.9347,1.8432,0.0047564,-1.07413,-3.40832,+
riok-3,-0.0554821,0.0619051,P34649,Serine/threonine-protein kinase RIO3,12.4936,12.9651,12.7093,12.8227,13.1949,13.3594,12.0284,12.6299,0.0619051,0.742321,-0.0554821,-0.17458,
"ZK632,4",-2.02378,5.11217,P34650,Probable mannose-6-phosphate isomerase,15.2122,15.0239,15.1235,15.4391,17.462,17.3305,16.9445,17.1569,5.11217,0,-2.02378,-14.1682,+
cnx-1,-1.38424,3.55857,P34652,Calnexin,15.8627,16.033,15.5408,15.8113,17.3692,17.4232,16.7565,17.2359,3.55857,0.000204941,-1.38424,-7.56884,+
panl-3,-2.37158,5.63768,P34653,PAB-dependent poly(A)-specific ribonuclease subunit PAN3,10.5479,10.6953,10.7015,10.8217,13.1482,13.2014,12.6929,13.2101,5.63768,0,-2.37158,-17.4089,+
"ZK632,9",1.12346,1.08997,P34654,"Uncharacterized protein ZK632,9",17.1269,18.0857,18.4394,18.0043,17.4719,17.6309,15.7158,16.3439,1.08997,0.0280935,1.12346,2.09275,+
"ZK632,12",-1.51786,2.71627,P34657,"Uncharacterized protein ZK632,12",13.9835,13.6894,13.2578,14.1065,15.4657,15.5171,14.6206,15.5052,2.71627,0.000947939,-1.51786,-5.24887,+
snr-5,-1.15808,1.85594,P34659,Probable small nuclear ribonucleoprotein F,15.6864,15.0585,15.5851,15.7603,16.8615,15.7968,16.9974,17.0669,1.85594,0.00458355,-1.15808,-3.4322,+
ufm-1,0.176652,0.227936,P34661,Ubiquitin-fold modifier 1,17.1005,17.4071,17.5817,17.5637,16.9683,16.5437,17.6709,17.7634,0.227936,0.365444,0.176652,0.56642,
rpl-35,0.0241127,0.0329193,P34662,60S ribosomal protein L35,18.9052,18.3323,18.812,19.4053,18.8213,18.4959,19.0349,19.0063,0.0329193,0.854427,0.0241127,0.0955334,
coq-5,0.0326052,0.0406918,P34666,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",14.7132,15.0455,14.616,14.7437,15.4313,14.4417,14.8682,14.2469,0.0406918,0.822268,0.0326052,0.117157,
"ZK686,3",-1.48491,3.75966,P34669,Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3,16.2983,16.4316,16.4873,16.7076,18.4018,17.9925,17.6792,17.7909,3.75966,7.15E-05,-1.48491,-8.22899,+
snu-23,0.386837,1.35247,P34670,Putative zinc finger matrin-type protein snu-23,13.708,13.3646,13.242,13.3553,12.9033,13.3041,12.7902,13.1249,1.35247,0.014466,0.386837,2.5344,+
fahd-1,-1.73866,1.67532,P34673,Fumarylacetoacetate hydrolase domain-containing protein 1,15.5719,16.1709,15.8443,16.6369,18.6373,17.9176,16.3235,18.3002,1.67532,0.00709167,-1.73866,-3.0999,+
pcp-5,-1.07677,2.00728,P34676,Prolyl carboxy peptidase like protein 5,15.3225,15.5922,15.592,15.4424,16.0861,16.0921,16.8795,17.1986,2.00728,0.00340237,-1.07677,-3.7216,+
gly-3,0.462127,0.659543,P34678,Polypeptide N-acetylgalactosaminyltransferase 3,14.591,14.2753,13.6069,14.7757,13.8872,13.2245,14.1041,14.1845,0.659543,0.0914687,0.462127,1.37248,
cap-1,-1.12008,5.0244,P34685,F-actin-capping protein subunit alpha,17.0037,16.8694,17.0096,16.7622,18.0845,17.9371,17.9385,18.165,5.0244,0,-1.12008,-13.6865,+
cap-2,-0.958393,3.36359,P34686,F-actin-capping protein subunit beta,16.4044,16.538,16.6737,16.8266,17.6928,17.5132,17.3031,17.7671,3.36359,0.000216653,-0.958393,-6.9716,+
glh-1,-1.04211,2.91347,P34689,ATP-dependent RNA helicase glh-1,15.8185,15.6691,16.1037,15.9725,16.8041,16.6843,17.3865,16.8575,2.91347,0.000685083,-1.04211,-5.73534,+
tba-2,0.226825,0.759596,P34690,Tubulin alpha-2 chain,17.5511,17.5469,17.6645,17.186,17.1669,17.4234,17.011,17.44,0.759596,0.0690447,0.226825,1.5423,
"T01G9,2",-5.19486,1.02288,P34692,"UPF0183 protein T01G9,2",9.74557,0,11.3195,10.1117,12.7292,13.2449,12.9019,13.0802,1.02288,0.0334993,-5.19486,-1.98119,+
snt-1,2.6361,4.51417,P34693;Q95QH7,Synaptotagmin-1;SyNapTotagmin,16.1088,15.8499,15.1951,16.1774,13.2841,13.1821,12.9943,13.3263,4.51417,0,2.6361,11.1771,+
"hsp-16,1",0.0894523,0.390191,P34696,"Heat shock protein Hsp-16,1/Hsp-16,11",17.5927,17.6962,17.7413,17.5818,17.5646,17.7412,17.6401,17.3083,0.390191,0.208724,0.0894523,0.891071,
sod-1,-0.48228,0.895656,P34697,Superoxide dismutase [Cu-Zn],18.8606,18.8835,18.6406,18.6552,19.925,19.3957,18.7988,18.8496,0.895656,0.0475511,-0.48228,-1.76981,+
emb-5,-1.49585,3.90185,P34703,Suppressor of Ty 6 homolog,13.5919,13.9717,13.7094,13.9654,15.2597,15.5874,14.9273,15.4474,3.90185,8.04E-05,-1.49585,-8.72497,+
kup-1,-0.338308,0.345137,P34705,Protein kup-1,13.1622,13.4561,12.1767,12.1539,13.5803,13.323,12.4076,12.9913,0.345137,0.242257,-0.338308,-0.804661,
pgp-1,-2.47954,1.95889,P34712,Multidrug resistance protein pgp-1,14.5373,14.6981,14.8623,15.7016,17.7001,17.2214,18.9278,15.8682,1.95889,0.0036972,-2.47954,-3.6279,+
pgp-3,-0.667466,1.05933,P34713,Multidrug resistance protein pgp-3,13.103,12.4917,13.1631,13.3009,12.9846,14.055,13.5136,14.1754,1.05933,0.030355,-0.667466,-2.04177,+
ost-1,-1.28889,4.96071,P34714,SPARC,14.1264,14.2676,14.2403,14.4617,15.7595,15.5256,15.4609,15.5056,4.96071,0,-1.28889,-13.3466,+
tpa-1,-2.33813,3.2674,P34722,Protein kinase C-like 1,11.4659,10.5642,10.3026,9.89972,13.0315,13.1292,12.6815,12.7428,3.2674,0.000242976,-2.33813,-6.69144,+
mrps-23,0.21571,0.192111,P34748,"Probable 28S ribosomal protein S23, mitochondrial",14.6088,14.6578,14.5579,15.0014,15.3982,13.9452,15.0283,13.5914,0.192111,0.419767,0.21571,0.488517,
unc-18,-0.77835,2.18674,P34815,Putative acetylcholine regulator unc-18,15.486,15.5927,15.2234,15.5494,16.3146,16.5247,15.7425,16.3831,2.18674,0.00232613,-0.77835,-4.07958,+
let-70,-1.19324,1.39411,P35129,Ubiquitin-conjugating enzyme E2 2,17.9016,16.988,17.8475,18.9319,18.8706,18.6025,19.3768,19.5921,1.39411,0.0129662,-1.19324,-2.60566,+
unc-101,-1.10326,1.44464,P35602,AP-1 complex subunit mu-1-I,14.056,14.2877,13.1088,13.2443,14.4701,15.6259,14.6229,14.3908,1.44464,0.0115643,-1.10326,-2.69273,+
dpy-23,0.421008,0.14838,P35603,AP-2 complex subunit mu,15.4266,15.5984,15.1228,15.2835,11.7494,15.9936,15.569,16.4351,0.14838,0.500804,0.421008,0.389163,
lec-1,-0.43981,0.831098,P36573,32 kDa beta-galactoside-binding lectin,20.7582,20.6064,20.8238,20.9326,20.9819,20.6153,21.6991,21.5839,0.831098,0.0566169,-0.43981,-1.66219,
ncs-2,-1.22195,3.16172,P36609,Neuronal calcium sensor 2,17.4506,17.3706,17.319,17.3972,18.7773,18.9655,18.0858,18.5966,3.16172,0.000347578,-1.22195,-6.39401,+
ubl-1,0.816436,2.2822,P37165,Ubiquitin-like protein 1-40S ribosomal protein S27a,13.9176,13.4122,13.798,13.8765,13.2266,12.5147,12.9397,13.0577,2.2822,0.00186268,0.816436,4.27722,+
May-01,0.475904,0.579636,P37209,"ATPase inhibitor mai-1, mitochondrial",13.7917,13.7182,12.3952,14.1357,13.1349,12.9508,12.9558,13.0956,0.579636,0.115127,0.475904,1.23428,
unc-87,-0.174545,0.373154,P37806,Protein unc-87,20.4888,20.3335,20.433,20.686,21.1512,20.7622,20.3349,20.3911,0.373154,0.221302,-0.174545,-0.858672,
dyn-1,-0.9788,3.75714,P39055,Dynamin,15.5813,15.4959,15.8781,15.9291,16.6442,16.5825,16.7795,16.7935,3.75714,7.14E-05,-0.9788,-8.22041,+
mpk-1,-1.22435,2.89741,P39745,Mitogen-activated protein kinase mpk-1,12.7028,12.6436,12.9962,12.854,13.6867,13.6831,14.4643,14.2598,2.89741,0.000680488,-1.22435,-5.69456,+
trd-1,0.266475,0.16558,P41842,Tetratricopeptide repeat-containing protein trd-1,13.647,13.1195,13.8951,14.2365,14.2358,11.9909,13.1047,14.5009,0.16558,0.466958,0.266475,0.428855,
"T20B12,7",-0.417355,2.81798,P41847,Anamorsin homolog,17.1241,17.2134,17.1359,16.9485,17.5411,17.3977,17.5058,17.6467,2.81798,0.000744348,-0.417355,-5.49594,+
hmg-4,-0.9066,4.32864,P41848,FACT complex subunit SSRP1-A,14.186,14.3651,14.3891,14.2864,15.1524,15.1036,15.164,15.433,4.32864,0,-0.9066,-10.3755,+
isw-1,-1.10435,1.61274,P41877,Chromatin-remodeling complex ATPase chain isw-1,14.4109,14.6917,14.154,14.2979,14.6816,16.2791,15.1838,15.8275,1.61274,0.00762385,-1.10435,-2.9877,+
"F37A4,1",-0.735383,1.16485,P41879,"Uncharacterized protein F37A4,1",13.2131,13.3042,13.7341,14.0438,13.961,14.0595,14.1043,15.112,1.16485,0.0231794,-0.735383,-2.21769,+
par-5,-1.79816,5.04727,P41932,14-3-3-like protein 1,19.4765,19.6155,19.4478,19.3346,21.4105,21.5163,21.0307,21.1095,5.04727,0,-1.79816,-13.8104,+
"B0272,3",0.237633,0.706592,P41938,"Probable 3-hydroxyacyl-CoA dehydrogenase B0272,3",17.4139,17.5639,17.2813,17.6551,17.4306,17.5349,16.992,17.006,0.706592,0.080359,0.237633,1.4527,
"B0272,4",-0.324103,1.18902,P41942,"Uncharacterized protein B0272,4",12.4169,12.6899,13.0576,12.5297,13.0097,13.052,12.903,13.0258,1.18902,0.0220566,-0.324103,-2.25817,+
mev-1,-1.52613,2.87937,P41956,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",15.3437,15.9572,14.9256,16.0231,16.9501,17.2142,16.9967,17.1933,2.87937,0.000710574,-1.52613,-5.649,+
sod-3,0.0535803,0.0446545,P41977,"Superoxide dismutase [Mn] 2, mitochondrial",18.3042,18.1882,18.0827,18.5127,18.1448,17.5196,17.8276,19.3814,0.0446545,0.806632,0.0535803,0.128056,
cct-1,-0.88011,5.26621,P41988,T-complex protein 1 subunit alpha,16.822,16.6437,16.7906,16.7416,17.583,17.5305,17.7129,17.692,5.26621,0,-0.88011,-15.0529,+
ggtb-1,0.909757,0.181762,P41992,Probable geranylgeranyl transferase type-2 subunit beta,14.5047,14.85,14.1007,14.838,7.93386,16.6319,14.9593,15.1293,0.181762,0.438126,0.909757,0.465459,
rpia-1,-1.27818,1.92704,P41994,Probable-ribose 5-phosphate isomerase,16.2938,15.9782,15.823,16.5071,17.7129,18.2066,16.9543,16.841,1.92704,0.00397081,-1.27818,-3.56683,+
cpg-2,-2.95548,6.60933,P41996,Chondroitin proteoglycan-2,17.8983,18.1396,18.1797,18.3581,21.0398,20.9776,21.0895,21.2907,6.60933,0,-2.95548,-25.3909,+
"B0280,9",-1.76401,3.66046,P42000,U3 small nucleolar RNA-associated protein 18 homolog,13.4578,13.4867,13.8617,13.6728,14.9369,15.6359,15.1561,15.8061,3.66046,6.61E-05,-1.76401,-7.89749,+
kin-19,-0.446883,1.06453,P42168,Casein kinase I isoform alpha,15.9635,15.8053,16.3014,16.4404,16.3727,16.2488,16.9503,16.7263,1.06453,0.0298849,-0.446883,-2.05041,+
rnr-2,-1.47139,5.34154,P42170,Ribonucleoside-diphosphate reductase small chain,17.0313,17.0696,17.1457,17.3599,18.4904,18.6382,18.585,18.7785,5.34154,0,-1.47139,-15.5044,+
cpr-4,0.0167074,0.0198591,P43508,Cathepsin B-like cysteine proteinase 4,15.4043,14.7508,15.5048,15.6251,14.6976,15.4333,15.4352,15.6522,0.0198591,0.909611,0.0167074,0.0584313,
cpr-5,-1.52357,2.60094,P43509,Cathepsin B-like cysteine proteinase 5,12.9702,13.3761,12.8054,13.7112,14.8718,15.3185,14.4781,14.2889,2.60094,0.00112334,-1.52357,-4.97811,+
cpr-6,-1.39133,5.23756,P43510;Q8MQC6,Cathepsin B-like cysteine proteinase 6;Cysteine PRotease related,18.5549,18.5037,18.2014,18.5342,19.91,19.9181,19.7651,19.7664,5.23756,0,-1.39133,-14.8844,+
"T09A5,5",-2.04615,2.78484,P45965,"Uncharacterized protein T09A5,5",14.7496,14.6564,14.077,13.5056,16.8405,16.5672,15.9238,15.8418,2.78484,0.000791832,-2.04615,-5.41456,+
"T09A5,7",-0.240802,0.102882,P45967,"Uncharacterized protein T09A5,7",15.652,14.0358,15.8874,16.4304,14.3463,14.8492,16.4718,17.3015,0.102882,0.610736,-0.240802,-0.279734,
cec-3,1.74881,2.68404,P45968,Chromo domain-containing protein cec-3,14.8454,14.8995,14.4475,14.7931,12.9338,13.635,12.131,13.2903,2.68404,0.00100749,1.74881,5.17222,+
sds-22,-0.909153,3.46612,P45969,Protein phosphatase 1 regulatory subunit SDS22 homolog,15.7125,15.532,15.7472,16.0268,16.7659,16.7159,16.4513,16.722,3.46612,0.000229649,-0.909153,-7.28062,+
lin-5,-1.23887,1.91332,P45970,Spindle apparatus protein lin-5,12.9267,13.4549,12.8594,13.5177,15.2969,13.9433,14.3952,14.0788,1.91332,0.00423341,-1.23887,-3.54067,+
ostb-1,-0.84056,1.41189,P45971,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,16.595,16.1688,16.836,16.4183,17.0252,16.7199,17.9623,17.6731,1.41189,0.0126253,-0.84056,-2.63623,+
rpt-3,0.0326166,0.0759445,P46502,Probable 26S protease regulatory subunit 6B,16.6062,16.5882,16.986,16.9779,16.6042,16.5933,16.7787,17.0516,0.0759445,0.693064,0.0326166,0.211407,
nmt-1,-1.29738,2.75888,P46548,Probable glycylpeptide N-tetradecanoyltransferase,15.9537,15.6464,16.2036,16.5545,17.1065,17.607,17.1598,17.6744,2.75888,0.000834725,-1.29738,-5.35141,+
cct-6,-0.201555,0.439058,P46550,T-complex protein 1 subunit zeta,17.2125,17.0655,17.5236,17.8559,17.8815,17.4193,17.4714,17.6916,0.439058,0.177479,-0.201555,-0.982345,
"B0285,4",-0.35335,1.2653,P46554,Probable leucine carboxyl methyltransferase 1,15.5169,15.5967,15.5576,15.7111,15.779,16.0768,16.283,15.6569,1.2653,0.0182182,-0.35335,-2.38647,+
mnp-1,-1.87768,3.21413,P46557,Matrix non-peptidase homolog 1,11.0766,10.8402,11.9071,10.8704,13.2233,12.7697,12.8572,13.3547,3.21413,0.000320117,-1.87768,-6.54018,+
ckb-2,0.29548,0.18174,P46559,Choline kinase B2,14.9183,14.5089,14.5885,14.8858,14.8551,15.4039,14.8705,12.5901,0.18174,0.437956,0.29548,0.46541,
atp-2,-1.52807,4.43658,P46561,"ATP synthase subunit beta, mitochondrial",20.1116,20.2218,19.8518,20.0049,21.7576,21.7801,21.2972,21.4676,4.43658,0,-1.52807,-10.8352,+
