geneName,log2FC,pvalue,ProteinAccessions,ProteinDescriptions,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2 N2_d5_03,log2 N2_d5_04, -Log.p.value,Student's T-test q-value daf2_d5_N2_d5,log2FC,Student's T-test Test statistic daf2_d5_N2_d5,Sign p-val: 0.05 
ran-3,0.0377326,0.107854,Q18211,Regulator of chromosome condensation,16.9583,17.2998,17.1302,16.9829,16.9348,16.9016,17.3507,17.0333,0.107854,0.671768,0.0377326,0.292037,
hel-1,0.692795,2.31749,Q18212,Spliceosome RNA helicase DDX39B homolog,18.1001,18.495,18.1276,18.3812,17.8286,17.6554,17.2291,17.6196,2.31749,0.00276567,0.692795,4.35163,+
ula-1,-0.306498,0.747046,Q18217,NEDD8-activating enzyme E1 regulatory subunit,14.9362,14.1558,14.9022,14.6197,14.8671,15.073,14.7563,15.1435,0.747046,0.0997145,-0.306498,-1.52115,
mmab-1,0.422173,0.570126,Q18218,MethylMalonic Aciduria type B homolog,13.9673,15.1604,14.0956,14.1115,13.3536,14.32,14.1078,13.8647,0.570126,0.158736,0.422173,1.21763,
ntl-9,-0.459105,0.523007,Q18224,NOT-Like (Yeast CCR4/NOT complex component),13.8702,14.3144,15.3686,15.5119,15.137,15.3136,15.1155,15.3354,0.523007,0.180188,-0.459105,-1.13439,
hint-3,1.3467,2.31936,Q18227,HIstidiNe Triad nucleotide-binding protein,16.577,16.3845,15.6564,16.5767,15.2131,14.8595,14.3769,15.3582,2.31936,0.00276904,1.3467,4.3556,+
rps-30,1.8014,2.30152,Q18231,40S ribosomal protein S30,20.0113,21.0866,20.9489,21.0789,19.1169,18.8571,18.1819,19.7642,2.30152,0.00281615,1.8014,4.31786,+
"C26F1,3",2.10236,4.06663,Q18232,"Uncharacterized protein C26F1,3",15.8125,16.2599,15.6028,15.9622,13.6944,13.4414,14.2902,13.8019,4.06663,0,2.10236,9.33225,+
spr-2,1.19829,4.19205,Q18240;Q7JMA9,Suppressor of presenilin-2;Suppressor of PResenilin defect,18.109,18.134,17.7752,17.9659,16.619,16.8156,17.0394,16.7169,4.19205,0,1.19829,9.81928,+
"C27B7,5",0.410528,0.403554,Q18244,Uncharacterized protein,15.7902,16.0517,14.9822,15.6869,16.3364,14.7547,14.6647,15.1131,0.403554,0.255747,0.410528,0.916265,
rap-1,1.00042,2.27715,Q18246,Ras-related protein Rap-1,16.015,15.873,16.3568,16.6232,15.5651,15.4111,14.8767,15.0134,2.27715,0.00290112,1.00042,4.26662,+
dpf-2,0.085135,0.057491,Q18253,Dipeptidyl peptidase family member 2,13.2415,15.3629,15.296,15.2949,14.7951,14.8395,14.5965,14.6236,0.057491,0.809397,0.085135,0.162814,
"C27F2,4",-0.122275,0.569,Q18257,Uncharacterized protein,13.0824,12.9703,13.0171,13.0283,12.9404,13.335,13.2917,13.0201,0.569,0.159392,-0.122275,-1.21565,
vps-22,0.41955,0.143329,Q18258,Vacuolar-sorting protein SNF8,15.5649,16.0353,15.3483,15.7253,14.2465,13.5785,18.4848,14.6857,0.143329,0.59203,0.41955,0.377345,
fust-1,0.85132,2.29932,Q18265,FUS/TLS RNA binding protein homolog,18.2376,18.5536,17.8841,17.7449,17.3569,17.0322,17.2715,17.3543,2.29932,0.00280938,0.85132,4.31322,+
spp-10,2.52643,3.74335,Q18276,SaPosin-like Protein family,18.1549,18.4484,17.6557,18.3866,15.6405,15.1642,15.4051,16.33,3.74335,0.000259259,2.52643,8.17367,+
"C29F5,1",1.39393,3.04891,Q18310,Uncharacterized protein,16.6199,16.2227,16.1321,16.9109,14.8299,15.1979,14.8644,15.4177,3.04891,0.000841893,1.39393,6.08796,+
"C29H12,2",0.62415,3.5363,Q18315,Uncharacterized protein,17.2991,17.4474,17.3345,17.5236,16.9294,16.6869,16.6514,16.8404,3.5363,0.000352765,0.62415,7.49855,+
"C30B5,4",0.595456,0.858691,Q18318,Uncharacterized protein,13.0707,13.3139,12.994,13.0372,12.6242,12.5083,11.6211,13.2802,0.858691,0.0746647,0.595456,1.70824,
hil-1,1.16504,1.07113,Q18336,"Histone H1,X",14.9695,15.5625,14.8368,15.7917,14.3393,15.408,12.9369,13.8161,1.07113,0.0440391,1.16504,2.06139,+
"C33A12,3",-1.70025,2.15593,Q18357,Uncharacterized protein,12.8702,11.3672,12.8546,12.8745,14.4185,14.1442,13.6585,14.5464,2.15593,0.00378396,-1.70025,-4.01689,+
"C33A12,4",0.00140429,0.000810504,Q18358,Uncharacterized protein,12.9544,13.3486,13.0464,12.9846,14.2412,11.5573,12.9865,13.5434,0.000810504,0.996829,0.00140429,0.00243579,
"C33A12,1",0.823551,3.11788,Q18359,Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,18.9195,19.0023,19.1696,19.4459,18.2593,18.4628,18.1766,18.3444,3.11788,0.000846561,0.823551,6.2737,+
ugt-21,1.57813,5.012,Q18361,UDP-glucuronosyltransferase,12.9831,12.9263,12.963,12.9118,11.4555,11.147,11.2195,11.6496,5.012,0,1.57813,13.6196,+
"C33F10,12;CELE_T05F1,8",-0.484489,1.01675,Q18390;Q9XUR1,Uncharacterized protein,13.025,13.1894,12.5062,12.6485,13.3935,13.0904,12.9956,13.8275,1.01675,0.0502393,-0.484489,-1.971,
"C33G8,4",0.521675,0.641625,Q18399,Uncharacterized protein,15.5857,15.9909,14.4176,15.2104,15.2831,14.7281,14.319,14.7878,0.641625,0.132479,0.521675,1.34173,
sec-10,0.70117,0.684898,Q18406,Exocyst complex component 5,14.9321,13.8178,15.1037,14.104,14.0545,14.424,14.0037,12.6707,0.684898,0.117939,0.70117,1.41581,
tag-322,1.5967,3.08729,Q18407,Uncharacterized protein,12.6144,13.3112,12.9125,12.3408,10.9451,11.1925,11.0258,11.6287,3.08729,0.000830737,1.5967,6.19081,+
rsp-6,0.329895,0.350424,Q18409,"Probable splicing factor, arginine/serine-rich 6",16.2949,16.3458,16.6495,17.3937,16.6252,15.414,16.505,16.8201,0.350424,0.300246,0.329895,0.814926,
"C34C12,8",-0.102248,0.441657,Q18421,"GrpE protein homolog, mitochondrial",16.9243,17.1278,16.7248,17.0147,17.1523,17.02,16.8967,17.1317,0.441657,0.228701,-0.102248,-0.987136,
"C34C6,4",-0.0577719,0.0539083,Q18429,Uncharacterized protein,13.0604,13.4128,12.9476,12.924,13.5048,12.5092,12.5799,13.982,0.0539083,0.819736,-0.0577719,-0.153195,
grsp-3,-1.33642,1.38655,Q18444,Glycine Rich Secreted Protein,12.9206,11.732,12.7248,12.966,14.4915,12.8952,14.7428,13.5597,1.38655,0.022556,-1.33642,-2.59269,+
cyn-12,-1.4842,1.00997,Q18445,Peptidyl-prolyl cis-trans isomerase,14.6644,14.4427,11.4291,13.7736,15.2268,14.8527,14.7466,15.4203,1.00997,0.0510875,-1.4842,-1.95973,
mutd-1,0.358975,0.157948,Q18446,Biogenesis of lysosome-related organelles complex 1 subunit 5,15.9503,13.2621,16.9911,16.5797,14.9158,15.9826,15.0339,15.415,0.157948,0.562188,0.358975,0.411346,
"C34D4,4",0.81656,0.712509,Q18449,"Uncharacterized Golgi apparatus membrane protein-like protein C34D4,4",12.7665,13.283,13.0711,12.812,12.8168,11.6036,10.9351,13.3108,0.712509,0.109463,0.81656,1.46274,
rsd-3,1.49365,1.59568,Q18453,Uncharacterized protein,16.1341,14.2694,15.0935,15.4747,12.9861,13.9565,13.5461,14.5085,1.59568,0.0139243,1.49365,2.95735,+
"C34F11,5",-1.81407,1.93477,Q18462,Tyrosine-protein kinase,13.0773,13.1286,12.929,13.0262,15.1463,16.1547,14.1382,13.9781,1.93477,0.00632752,-1.81407,-3.58161,+
ugt-33,1.53796,4.54497,Q18470,UDP-GlucuronosylTransferase,12.9944,13.0809,12.8962,12.7071,11.4477,11.223,11.1929,11.6631,4.54497,0,1.53796,11.3155,+
"C35A5,8",0.77987,0.850443,Q18476,Uncharacterized protein,17.509,17.2331,17.2847,15.7716,16.3949,15.929,15.6579,16.697,0.850443,0.0760284,0.77987,1.69449,
"C35D10,6",-0.37688,0.373373,Q18483,Uncharacterized protein,14.484,14.1405,13.7571,15.0385,15.3735,14.1101,14.1636,15.2805,0.373373,0.279987,-0.37688,-0.85909,
"C35D10,10",-0.560073,1.15023,Q18484,Thioredoxin-related transmembrane protein 2 homolog,12.7766,13.1668,12.9692,12.8768,14.0133,12.9477,13.7885,13.2803,1.15023,0.0371619,-0.560073,-2.19325,+
"C35D10,5",1.4968,1.25373,Q18485,Uncharacterized protein,15.5832,14.8055,14.6859,16.1716,14.962,12.5645,13.3902,14.3422,1.25373,0.0296208,1.4968,2.36693,+
coq-8,1.06629,2.10105,Q18486,"Atypical kinase coq-8, mitochondrial",15.1948,15.0624,14.4372,14.1063,13.4842,13.8843,13.6391,13.528,2.10105,0.00448997,1.06629,3.90653,+
"C35D10,13",0.620668,1.92322,Q18490,Uncharacterized protein,17.0476,17.5124,17.0099,17.478,16.8548,16.4689,16.4339,16.8076,1.92322,0.00649086,0.620668,3.55953,+
"C36A4,4",0.70264,2.33552,Q18493,Probable UDP-N-acetylglucosamine pyrophosphorylase,16.1493,16.3003,15.7055,15.7126,15.1878,15.3374,15.3629,15.169,2.33552,0.00265843,0.70264,4.38995,+
"maph-1,3",0.868342,2.91581,Q18494,Microtubule-Associated Protein Homolog,17.8807,18.0438,17.6523,18.0147,17,16.9314,16.8102,17.3765,2.91581,0.000918626,0.868342,5.7413,+
acs-19,0.371843,0.885944,Q18496;Q65ZB8,Acetyl-coenzyme A synthetase,15.0765,15.2593,14.491,14.4775,14.4332,14.2778,14.5068,14.5991,0.885944,0.0696954,0.371843,1.75364,
flp-9,1.59321,4.23885,Q18502,FMRFamide-like neuropeptides 9,12.974,13.0592,12.5844,12.8098,11.4201,10.9327,11.2418,11.46,4.23885,0,1.59321,10.0068,+
mel-28,1.13764,2.11534,Q18508,Protein mel-28,15.3896,16.2971,15.0494,15.9294,14.4104,14.741,14.5689,14.3946,2.11534,0.00424786,1.13764,3.93511,+
"C38H2,2",1.08305,1.57021,Q18515,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,12.1742,11.9925,11.8056,13.022,11.7122,11.212,11.2673,10.4707,1.57021,0.0144944,1.08305,2.91223,+
"C39D10,7",1.19255,3.36438,Q18529,Uncharacterized protein,20.4199,20.6689,20.2743,20.4463,19.4092,18.9764,19.0443,19.6093,3.36438,0.000342711,1.19255,6.97393,+
"C39E9,8",1.66658,2.67301,Q18541,Uncharacterized protein,19.3095,19.3612,19.4905,19.374,18.1769,17.5955,16.8562,18.2403,2.67301,0.00134144,1.66658,5.14617,+
"C39E9,12",0.844303,1.29233,Q18546,Uncharacterized protein,15.8625,16.2491,15.1354,15.0724,14.5324,15.2585,14.7963,14.3551,1.29233,0.0270232,0.844303,2.43217,+
rfc-3,-1.38264,1.57393,Q18547,RFC (DNA replication factor) family,13.958,13.3003,11.8949,12.6568,14.206,13.9838,14.3528,14.7979,1.57393,0.014452,-1.38264,-2.91881,+
"C39H7,4",0.255808,0.402588,Q18550,Uncharacterized protein,14.9035,15.6626,15.4576,15.7694,15.3592,14.9597,14.7732,15.6777,0.402588,0.256435,0.255808,0.91445,
rpc-1,0.024477,0.0112421,Q18566,DNA-directed RNA polymerase subunit,12.4646,13.4187,12.8184,12.4145,12.8416,14.557,11.1915,12.4282,0.0112421,0.958434,0.024477,0.0333904,
"C42D4,1",0.0724845,0.209997,Q18577,Uncharacterized protein,20.4277,20.1064,20.0622,20.2326,19.9702,20.1148,20.4522,20.0018,0.209997,0.46886,0.0724845,0.527767,
"C43H6,3",1.07284,1.49492,Q18587,Uncharacterized protein,15.7318,16.1061,15.5614,17.0134,15.0044,14.458,15.2298,15.4292,1.49492,0.0175315,1.07284,2.78005,+
"C44B7,5",0.659683,1.68065,Q18594,"Uncharacterized protein C44B7,5",19.1451,18.9349,19.3389,19.2058,18.8718,18.4767,18.6728,17.9647,1.68065,0.0113546,0.659683,3.10952,+
"C44B7,7",-1.18094,0.918332,Q18596,Uncharacterized protein,13.4963,12.0827,14.5356,15.0277,15.0596,15.0528,14.9035,14.8502,0.918332,0.0640451,-1.18094,-1.80752,
pmp-1,-1.83691,1.87309,Q18597,Peroxisomal Membrane Protein related,12.8124,13.2682,12.6824,12.8363,14.7744,15.6985,15.1733,13.3008,1.87309,0.0070709,-1.83691,-3.46447,+
pmp-2,1.78951,3.50872,Q18598,Peroxisomal Membrane Protein related,15.0065,14.6185,14.1164,14.5532,13.2441,12.5207,12.696,12.6757,3.50872,0.000343023,1.78951,7.41227,+
acer-1,-0.671135,2.17291,Q18599,ACEtyl-CoA Regulator,19.1224,18.985,19.0696,19.4551,20.0798,19.7447,19.9892,19.5029,2.17291,0.00373289,-0.671135,-4.05137,+
"C44B7,11",0.7453,1.45945,Q18600,Putative endoplasmic reticulum metallopeptidase 1-B,13.5831,14.1891,14.0037,14.1809,13.2821,13.1459,12.7049,13.8428,1.45945,0.0187841,0.7453,2.71838,+
chil-10,-0.0370023,0.0406214,Q18607,CHItinase-Like,14.7114,14.111,14.8433,15.3376,14.4832,15.3249,14.7921,14.5511,0.0406214,0.860842,-0.0370023,-0.116962,
"C44E12,1",1.12441,1.83087,Q18621,Uncharacterized protein,15.5534,14.8553,14.5488,15.5179,13.9662,13.6464,13.7417,14.6235,1.83087,0.00785544,1.12441,3.38527,+
lec-4,1.73227,3.42282,Q18625,Galectin,18.6642,19.0243,18.7132,18.9665,17.2455,16.6953,16.814,17.6842,3.42282,0.000319783,1.73227,7.1488,+
dhs-18,-1.54746,2.00588,Q18639,"DeHydrogenases, Short chain",12.9671,13.2134,12.9471,12.8747,14.3193,15.7551,14.1698,13.9479,2.00588,0.00549422,-1.54746,-3.71887,+
"C45E5,1",-1.68102,2.93818,Q18645,Uncharacterized protein,13.0872,13.1521,13.0209,12.9211,15.3451,14.0351,14.5218,15.0034,2.93818,0.000936406,-1.68102,-5.79852,+
"C46A5,6",-0.472568,1.14007,Q18650,Uncharacterized protein,13.0228,13.5447,12.9849,12.7104,13.6127,13.377,13.8702,13.2933,1.14007,0.037998,-0.472568,-2.17627,+
"C46C2,2",-0.316998,0.344187,Q18655,Uncharacterized protein,13.6502,14.0383,14.4753,15.2283,15.0905,14.4309,14.2209,14.9178,0.344187,0.306277,-0.316998,-0.802813,
acs-17,1.53548,3.60579,Q18660,Fatty Acid CoA Synthetase family,15.7633,16.4327,16.1224,16.1947,14.1883,14.6485,14.6752,14.8592,3.60579,0.000226171,1.53548,7.71968,+
"C47D12,2",1.72502,3.906,Q18668,Uncharacterized protein,12.9842,13.2077,12.9413,12.7126,11.4787,10.8411,11.0707,11.5552,3.906,0.000305677,1.72502,8.73981,+
nep-1,1.12281,2.27787,Q18673,Neprilysin-1,15.9426,16.7092,15.7758,16.2314,14.9996,15.0966,14.6332,15.4384,2.27787,0.00290284,1.12281,4.26812,+
"C47E12,7",1.35951,1.85393,Q18674,Ribosomal RNA processing protein 1 homolog,15.335,14.9519,15.1914,15.1434,12.8674,14.0559,13.5563,14.704,1.85393,0.00742013,1.35951,3.42844,+
dhp-2,0.973977,2.55624,Q18677,Dihydropyrimidinase 2,16.8884,17.0642,16.9143,17.6264,15.9873,15.9648,16.2841,16.3611,2.55624,0.00192171,0.973977,4.87575,+
srs-2,0.365337,1.74121,Q18678,"Probable serine--tRNA ligase, cytoplasmic",18.164,18.4854,18.1658,18.5709,17.878,18.0389,17.9597,18.0481,1.74121,0.00971654,0.365337,3.2196,+
pyp-1,0.109983,0.257461,Q18680,Probable inorganic pyrophosphatase 1,19.6966,20.0094,19.926,20.3323,20.0548,19.843,19.5695,20.057,0.257461,0.399666,0.109983,0.628615,
unc-112,0.426138,1.29487,Q18685,Protein unc-112,16.3848,16.6016,16.0016,16.4942,15.8333,15.8746,15.7814,16.2884,1.29487,0.0268992,0.426138,2.43646,+
daf-21,0.521873,1.98328,Q18688,Heat shock protein 90,19.674,20.0613,19.542,19.7457,19.2951,19.1387,19.0474,19.4543,1.98328,0.00565888,0.521873,3.67499,+
"C47E8,4",0.588997,0.880388,Q18691,Protein FAM50 homolog,13.3285,14.5692,13.3956,13.0782,13.1401,13.0564,12.9419,12.8772,0.880388,0.0706391,0.588997,1.74439,
pitr-1,-0.71945,1.17662,Q18697;W6RS06,Phosphate transporter,13.0217,12.2729,13.5034,12.8921,13.2575,14.1235,13.801,13.3859,1.17662,0.0348889,-0.71945,-2.23738,+
"C49C8,5",0.494937,0.880681,Q18705,Uncharacterized protein,15.3845,15.9514,14.8675,15.599,14.7264,14.6315,15.0956,15.3692,0.880681,0.0705715,0.494937,1.74488,
"C49F8,3",0.665635,0.897105,Q18709,Uncharacterized protein,15.8195,16.9235,15.3365,15.8694,15.5982,14.8771,15.2287,15.5823,0.897105,0.0676575,0.665635,1.77222,
"C50F4,1",-2.03208,2.90119,Q18739,Uncharacterized protein,12.5787,13.3658,13.0697,13.0647,15.6263,14.5963,14.418,15.5666,2.90119,0.000963295,-2.03208,-5.70414,+
"C50F4,6",0.6649,0.798718,Q18742,Uncharacterized protein,15.2903,16.7472,15.6489,16.0871,14.6349,15.4408,15.9162,15.1221,0.798718,0.0871667,0.6649,1.60801,
klo-1,1.94017,2.21025,Q18758,KLOtho (Mammalian aging-associated protein) homolog,15.8766,16.4831,16.3592,17.1302,13.6018,14.4611,15.5221,14.5034,2.21025,0.00339263,1.94017,4.12776,+
"C52E12,1",0.573775,2.56704,Q18782,Uncharacterized protein,15.7853,15.6482,15.6066,15.6311,15.0544,15.3907,14.8591,15.0718,2.56704,0.00185653,0.573775,4.90035,+
snr-4,0.551475,2.23785,Q18786,Probable small nuclear ribonucleoprotein Sm D2,17.5583,17.7079,17.1527,17.2432,16.8501,16.8732,16.8248,16.908,2.23785,0.00322312,0.551475,4.18474,+
rpt-1,0.523723,1.75436,Q18787,26S protease regulatory subunit 7,17.3549,17.538,17.7602,17.8648,17.1131,16.958,16.9261,17.4258,1.75436,0.0094709,0.523723,3.24369,+
"C52E4,5",0.60024,1.60762,Q18788,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase C52E4,5",14.7643,14.4243,14.642,15.1222,14.073,13.943,13.9892,14.5467,1.60762,0.013517,0.60024,2.97857,+
col-119,-0.410852,0.598828,Q18799,COLlagen,15.974,17.0864,16.9498,15.9913,16.6581,16.7468,17.1329,17.1073,0.598828,0.146751,-0.410852,-1.26773,
bre-1,-0.375885,3.2588,Q18801,"GDP-mannose 4,6 dehydratase 1",16.4,16.508,16.2836,16.3346,16.6738,16.8042,16.7667,16.785,3.2588,0.00051462,-0.375885,-6.66684,+
asg-2,-0.133008,0.303926,Q18803,"Probable ATP synthase subunit g 2, mitochondrial",18.9058,19.453,19.3811,19.2162,19.0828,19.5489,19.6595,19.197,0.303926,0.345272,-0.133008,-0.723362,
"C53B7,2",0.168537,0.815551,Q18805,Uncharacterized protein,16.6377,16.5117,16.6693,16.439,16.217,16.3386,16.393,16.635,0.815551,0.0832729,0.168537,1.6362,
rig-3,-0.922279,1.49993,Q18806,Neuronal immunoglobulin domain-containing protein rig-3,12.0948,13.3911,12.813,12.786,13.5562,14.0314,13.196,13.9904,1.49993,0.0173129,-0.922279,-2.7888,+
"C53D6,7",1.49433,1.90487,Q18813,Galectin,15.1225,15.185,14.6469,15.0257,12.6444,14.173,12.968,14.2173,1.90487,0.00663308,1.49433,3.5246,+
ben-1,-0.76236,1.71195,Q18817,Tubulin beta chain,17.5847,17.5552,16.8505,17.6313,18.2798,18.3798,17.7123,18.2991,1.71195,0.0104308,-0.76236,-3.16624,+
alh-10,1.76062,3.35057,Q18822,ALdehyde deHydrogenase,15.5529,15.918,15.476,15.9015,14.4123,13.5513,13.5747,14.2676,3.35057,0.000337957,1.76062,6.93314,+
lam-2,0.267705,1.01278,Q18823,Laminin-like protein lam-2,16.231,16.5042,16.1939,15.9172,16.1159,15.8192,15.9624,15.8779,1.01278,0.0507838,0.267705,1.9644,
rskn-2,0.76417,0.813969,Q18846,Putative ribosomal protein S6 kinase alpha-2,13.4262,13.4401,14.7044,14.9447,13.953,12.9716,13.0013,13.5328,0.813969,0.0835915,0.76417,1.63355,
dod-18,0.618342,3.75799,Q18851,Downstream Of DAF-16 (Regulated by DAF-16),16.0694,16.1078,16.0549,16.1709,15.615,15.2826,15.5145,15.5177,3.75799,0.000261682,0.618342,8.22329,+
cyc-1,0.933213,1.97231,Q18853,CYtochrome C,18.6817,18.9025,18.5079,18.9969,18.2402,17.7515,17.2242,18.1402,1.97231,0.00578151,0.933213,3.65377,+
"C54G4,9",1.66693,3.91003,Q18854,Uncharacterized protein,13.0254,13.3794,12.9042,12.4956,11.4456,11.2085,11.2635,11.2194,3.91003,0.000306346,1.66693,8.75428,+
sft-4,0.241028,0.271736,Q18864,Surfeit locus protein 4 homolog,15.282,16.1551,15.813,16.7165,15.8827,15.3151,15.5356,16.269,0.271736,0.381551,0.241028,0.658107,
"C56A3,5",-2.01956,1.67776,Q18877,Uncharacterized protein,12.0635,12.156,14.5787,14.0052,15.158,15.0266,15.1566,15.5405,1.67776,0.011517,-2.01956,-3.1043,+
icd-1,0.654343,3.37126,Q18885,Transcription factor BTF3 homolog,21.1602,21.503,21.4017,21.409,20.7153,20.5979,20.8734,20.67,3.37126,0.000344916,0.654343,6.99434,+
"vps-32,1",0.586977,2.19944,Q18886,Related to yeast Vacuolar Protein Sorting factor,17.694,17.8466,17.3951,17.5705,17.2743,16.8159,16.9108,17.1573,2.19944,0.00346652,0.586977,4.10558,+
aipr-1,1.62356,3.92114,Q18888,Aryl hydrocarbon receptor Interacting Protein (AIP) Related,12.9074,13.432,12.9794,12.7833,11.4893,11.1539,11.2738,11.6908,3.92114,0.000309735,1.62356,8.79422,+
cgp-1,1.02349,3.30237,Q18905,GTP-binding protein cgp-1,16.3946,16.4383,16.3917,16.6862,15.4434,15.2592,15.2798,15.8345,3.30237,0.000449275,1.02349,6.79223,+
cebp-1,2.63239,3.59368,Q18909,C/EBP (CCAAT/enhancer-binding protein) homolog,16.629,16.9025,16.5096,16.8637,13.2602,13.8744,14.6736,14.567,3.59368,0.000375199,2.63239,7.68076,+
"CELE_D1005,2",2.87379,1.41941,Q18910,Uncharacterized protein,13.0962,13.1559,12.9533,12.0829,11.4836,9.65848,7.07227,11.5788,1.41941,0.0208027,2.87379,2.64917,+
snap-1,0.35849,1.03998,Q18921,SNAP (Soluble NSF Attachment Protein) homolog,15.4347,15.8927,15.7161,16.159,15.5975,15.1901,15.4144,15.5665,1.03998,0.0471094,0.35849,2.00959,+
"CELE_D1022,4",-0.192502,0.127438,Q18926,Uncharacterized protein,15.7121,13.3206,15.4096,15.008,15.2268,15.3694,14.5051,15.119,0.127438,0.627478,-0.192502,-0.339647,
gst-42,0.582975,1.03307,Q18938,Probable maleylacetoacetate isomerase,16.0271,16.4082,16.9448,17.2528,16.1927,16.0094,15.8196,16.2792,1.03307,0.0480537,0.582975,1.99812,+
"CELE_D1054,10",0.770943,2.15813,Q18943,Uncharacterized protein,19.4963,19.832,19.9398,20.2449,19.2074,18.9506,18.892,19.3791,2.15813,0.00376149,0.770943,4.02135,+
"CELE_D1054,8",0.415806,0.289371,Q18946,Uncharacterized protein,13.8066,15.3445,15.832,15.9298,15.2577,14.7631,13.8607,15.3682,0.289371,0.361079,0.415806,0.694061,
ule-3,1.01879,4.09855,Q18947,Uterine Lumin Expressed/locailized,19.359,19.4143,19.5283,19.4776,18.511,18.6402,18.1642,18.3886,4.09855,0,1.01879,9.4541,+
"CELE_D1054,3",0.214235,0.286442,Q18949,Uncharacterized protein,15.3236,15.5297,14.8025,15.9891,15.0823,15.0044,14.9387,15.7626,0.286442,0.364105,0.214235,0.688125,
wdfy-2,0.335481,0.381857,Q18964,WD repeat and FYVE domain-containing protein 2,13.889,14.199,15.339,14.3408,13.7665,13.8595,14.0575,14.7423,0.381857,0.272663,0.335481,0.875263,
eat-3,-0.284934,0.52159,Q18965,Uncharacterized protein,14.0018,14.5611,14.7226,15.0995,14.6378,14.9451,14.8018,15.14,0.52159,0.180911,-0.284934,-1.13186,
"CELE_D2013,6",-1.51607,3.56674,Q18966,Uncharacterized protein,13.0256,13.4257,12.6959,12.933,14.3225,14.5117,14.4037,14.9065,3.56674,0.000365325,-1.51607,-7.59478,+
"eif-3,F",0.847353,1.81921,Q18967,Eukaryotic translation initiation factor 3 subunit F,16.3072,16.1188,16.8962,16.4632,15.6228,15.2667,15.3833,16.1231,1.81921,0.0080619,0.847353,3.36354,+
gstk-2,-0.419128,1.33312,Q18973,Glutathione s-transferase kappa 2,13.0645,13.2711,12.7427,12.6159,13.1691,13.4275,13.2695,13.5046,1.33312,0.0251526,-0.419128,-2.50143,+
"CELE_D2045,2",1.24488,3.4855,Q18983,Uncharacterized protein,14.5527,15.1073,14.7256,14.6911,13.4832,13.3469,13.3897,13.8773,3.4855,0.000336182,1.24488,7.34027,+
"CELE_D2045,8",2.15569,1.78504,Q18986,Uncharacterized protein,12.5368,13.4007,12.6155,12.9143,8.85896,11.2091,11.2076,11.5689,1.78504,0.00867263,2.15569,3.30017,+
pyr-1,0.521925,2.44034,Q18990,CAD protein,15.8024,15.9094,15.7765,15.9158,15.4867,15.5404,15.1322,15.157,2.44034,0.00228082,0.521925,4.61667,+
eif-2bepsilon,0.86687,1.68201,Q18994,Eukaryotic Initiation Factor,15.3114,15.3392,15.5501,14.3123,14.2955,14.2074,14.3215,14.2213,1.68201,0.0113595,0.86687,3.11196,+
aagr-1,-0.431698,1.14213,Q19004,Acid Alpha Glucosidase Relate,15.5867,15.8052,15.2477,15.09,15.8878,16.0968,15.9216,15.5501,1.14213,0.0378898,-0.431698,-2.17972,+
nap-1,0.289827,0.824082,Q19007,Nucleosome Assembly Protein,19.7032,19.9763,19.8063,19.3968,19.7696,19.4286,19.1607,19.3644,0.824082,0.0816204,0.289827,1.65046,
dhc-1,0.736265,2.37964,Q19020,"Dynein heavy chain, cytoplasmic",15.4103,15.5494,15.7239,16.0934,15.1644,14.8783,14.8464,14.9427,2.37964,0.00245725,0.736265,4.48453,+
"CELE_E02C12,6",-1.69326,2.67175,Q19030,Uncharacterized protein,12.7891,13.1629,12.2477,12.8872,13.9647,15.0035,14.8449,14.0469,2.67175,0.00133941,-1.69326,-5.14319,+
mrp-3,1.23153,2.20641,Q19048,Uncharacterized protein,14.8225,14.4586,14.3646,14.3647,12.8386,12.9635,13.2084,14.0738,2.20641,0.00342534,1.23153,4.11987,+
"E04D5,1",-0.0160904,0.0863184,Q19052,Eukaryotic translation initiation factor 2A,16.5921,16.5609,16.683,16.7754,16.705,16.7591,16.6741,16.5375,0.0863184,0.728079,-0.0160904,-0.238068,
"CELE_E04F6,4",-0.208496,0.204776,Q19056,Uncharacterized protein,13.0871,13.1765,13.0666,12.3715,13.6563,12.4364,12.6029,13.8402,0.204776,0.477203,-0.208496,-0.516387,
acdh-12,0.963412,3.00173,Q19057,Acyl CoA DeHydrogenase,18.2656,18.2432,18.5268,18.8149,17.5285,17.5906,17.2369,17.6408,3.00173,0.000814815,0.963412,5.96336,+
maoc-1,0.294205,0.958228,Q19058,MAO-C-like dehydratase domain,15.6288,15.9655,15.4737,15.4802,15.2975,15.6046,15.0887,15.3806,0.958228,0.057772,0.294205,1.87381,
"CELE_E04F6,6",1.55786,3.61789,Q19059,Uncharacterized protein,13.1431,12.8918,13.0155,13.017,11.9131,11.0489,11.241,11.6331,3.61789,0.000229885,1.55786,7.75875,+
"CELE_E04F6,8",2.58674,4.64781,Q19063,Uncharacterized protein,19.369,19.7335,19.1644,19.7711,17.1671,16.5818,16.7068,17.2353,4.64781,0,2.58674,11.7892,+
